group,AHR,ARID3A,ARNT,ARNTL,BATF,BCL11A,BHLHE40,CEBPA,CEBPB,E2F1,E2F2,ELF1,ELK1,ESRRA,ETS2,ETV4,FOXH1,GATA1,GATA3,GMEB2,GTF2B,HNF1B,HNF4A,HOXA1,HOXA4,HOXA6,HOXC6,HSF2,JUND,MAX,MITF,MYBL2,MYOD1,NFE2,NKX2-1,PAX5,PAX6,PBX1,PGR,PRDM1,RFX2,RFX5,SETDB1,SIX5,SOX17,SP4,SPIB,STAT3,STAT5B,TBP,THAP1,YY1,ZBTB33,ZBTB7B,ZNF263
healthy,0.0069788655359719,-0.056906919118267,0.0674567469636093,0.043214779098049,-0.0539591456215607,0.0736245766556096,0.142208254661037,-0.0444153045147987,0.11072405617655,0.0185058524502519,-0.130583132753151,0.0737688386687542,-0.0803406267305456,-0.0248479672527128,-0.0678633022969669,-0.102634555888653,0.137937925941053,0.119223368307674,0.0353862530377597,-0.027035599895131,0.0064646255281678,-0.0955727798862258,-0.0263275219771039,-0.0769513694275402,-0.114752084073619,0.0980421624647836,0.0915552635083552,-0.0192188357439045,-0.0749221515626764,0.10007684906774,0.115633581447584,0.0232312131568341,0.0688137772217454,-0.130505993316843,0.126975469440151,0.0769506824001416,-0.124478523322364,0.0652201155271275,-0.0173311730042352,0.0644946832970134,0.0169566606287453,-0.126674867472195,-0.11513173541405,-0.085990863721037,0.0334669732972097,0.0177325893726517,-0.0085960730699337,-0.105165386197736,0.0429671469425208,-0.0273447622244721,0.0505865968248877,0.156454248688859,-0.119665800211783,-0.0523012798061537,0.0898048001401734
healthy,0.164931771635912,-0.146382754540244,0.140880733579401,0.098167290683315,-0.175290704767884,0.178396278229795,-0.159278512160338,-0.152686553568303,0.184730522443083,-0.1415554647115,-0.182790752722583,0.159657842711433,-0.187575912997714,-0.167723841974251,-0.167176486914407,-0.177277047393355,0.17257663993116,0.152122906220147,-0.158099707501991,-0.154004089530152,-0.157710996542475,-0.164460940960563,0.142236449449213,-0.191845644515348,-0.0356687561712693,-0.196589827216846,-0.144990010742451,-0.216386767769759,-0.157365402547985,-0.13914766198132,0.166457980543006,-0.0467871732482743,0.161408358577807,-0.139113431719009,0.16305305685444,0.159300564348558,-0.0684713861482384,0.161839199090937,0.0845617488259667,0.168988880562651,0.0753506814614067,0.0979714540864376,0.074526028363127,0.163162494952695,0.147141086505295,-0.204281597554202,0.150729504148079,-0.173142920376416,0.0610978914229501,0.148870208457725,0.0799771976362093,-0.0352216233698273,0.162391820344983,-0.134607050599434,0.145653222074733
healthy,0.0473160125283433,-0.137664450271208,0.106570223786721,-0.0760711133110552,-0.142255735180679,0.139648300295372,-0.122613007046797,-0.149302361106884,0.140010335700476,-0.0358825834493031,-0.0615181999891838,0.143123060215815,0.101366013586384,0.146484074721728,-0.0420912631560105,0.0766918382874905,-0.0969458017803667,0.149736153619212,-0.0414086606740708,-0.120541410559996,-0.132051146562841,-0.118291071278934,-0.0241995644320941,0.124818108151566,-0.0949485622959788,0.0600895575826865,-0.145752464215471,-0.114177257120971,-0.158424483362674,0.0535522511240569,0.147448375847424,0.154184184303754,0.1663615733912,-0.0940054503160754,0.148519792654917,0.142285893964874,-0.138306624382955,0.137294225196258,0.133498898198979,0.128984310197592,0.140357681697761,-0.0003797146923911,0.000994979888929,0.0277356818790038,0.105481907660498,-0.126311487948276,-0.10958857210669,-0.145322441551168,0.136770606305142,0.105499066968747,-0.109832702264962,-0.0785901517599272,0.128467321039208,-0.181886327534816,0.0136169510537385
healthy,0.0561570331175394,-0.0913842533087165,0.0733959174686061,0.0647070205213699,-0.0682927168669689,0.0818314470089177,0.118613073991422,-0.132734594172389,0.0840515245333579,-0.0698300974885592,-0.0888520043373789,0.111009126582719,-0.0665691734555662,-0.073647709767317,-0.0892603323904567,-0.0898031446829117,0.081188427832019,0.0534376462893999,-0.0572165559091959,0.0784427892003201,-0.0580933661480792,-0.0939306782539762,-0.0736595605814953,-0.0743481828914343,-0.0078540145888948,0.0889401353921853,-0.106615924759633,-0.0793072235889539,-0.0805428584799174,-0.031954595354312,0.0509183732095359,0.0907413091369708,0.141110794636657,0.0174069708989997,0.095687973984241,0.0171877308367024,-0.094736158592331,0.0704683913408172,0.0692479824959182,0.0908840439431808,0.0975105241976392,-0.0653296382966454,-0.0881046529926199,-0.0204929079099812,0.0672615460231566,-0.0380690904342094,0.0436262222219647,-0.0326774200140312,0.0168370067411491,0.0921504309468852,0.139451680651704,0.0077871099923949,-0.0758125834991295,-0.0563458960928609,-0.0809157090956136
healthy,-0.006739685404109,-0.074421251457297,0.0299236994858223,0.0611015829054249,-0.0887967062051701,0.12917102112272,0.111078715271406,-0.0519913822863609,0.149165743617256,-0.0598175434062284,-0.0524223698899101,0.0666431261074845,-0.0625298965056548,0.11091942999223,-0.0373197903519159,-0.108994329790928,0.0690894477720576,0.126103320078495,0.0067290941839754,-0.142491690419802,-0.016366520737567,0.098828593162165,-0.0309933293238878,-0.0651346694950622,-0.0551549046843944,0.067279183083543,0.0847682897598438,-0.0858089813822686,-0.0850518342358631,-0.103256140155205,0.0713104349736294,0.112593843518558,0.119454619093014,-0.0943070595148676,0.0800920575822477,0.0446584217638986,-0.0644392349699079,0.0749558995854615,0.0020834681307025,0.163390586211102,-0.0578022927406387,0.0750758222197308,0.0023061339398117,-0.0605070568555599,0.0733827281161595,-0.0768123653444804,-0.0270468905903047,-0.106184904406182,0.0808730558228124,0.0212853502330279,0.0631258402779,0.0123135026391744,0.0320369397865069,-0.100739265953364,0.110254768382267
healthy,0.10552725390332,-0.367896918284552,0.0703709125905161,0.277698702643087,-0.23216287008555,0.249355267224441,0.214591978174762,0.181793950440704,0.207546152420974,-0.112791442025511,-0.394784604580514,0.17008972749433,-0.18806822915947,0.0529747105744493,-0.118396076147842,-0.130900961111692,0.182303462633644,0.21473755308703,0.169085260599678,0.173044898213377,-0.0927603340973869,-0.281192500537528,-0.118599881025017,-0.283623601572409,0.156376570758652,0.217343344016633,-0.0680417139942226,0.0641985363103384,-0.258031531995635,0.212786849262634,0.239558075628782,0.159011476670709,0.181590145563529,-0.279678521449937,0.0865588428347556,0.127916675410191,-0.270230709643722,0.232177427576777,0.0053134842977944,0.0907950727817643,0.310525845359598,0.248787525066595,-0.0781737278880992,-0.221332096612786,0.101494828833487,-0.100053637202031,0.126373581340147,-0.223894215068709,0.117013114481293,0.265659657398496,0.0547216095216694,0.164718013231628,-0.0196380556649992,0.172258793687128,0.165067393021072
healthy,0.230926002646472,0.417156649942013,-0.400973848866677,-0.217825639871199,0.0929868887186015,0.280373450376667,-0.123425966931735,0.200486924433338,0.263548474655484,0.167736017495157,-0.228100434204746,0.429357968213101,0.173900894095285,0.0304390782131334,-0.191753349249823,-0.298739645247883,-0.264447519159669,0.21191763312941,0.168891931857681,-0.126893710019307,-0.15168165134899,0.157718093019948,-0.350884226490634,-0.203184057945894,-0.223733646612989,-0.250833416667719,-0.0952987174436496,-0.140893117298765,-0.240558622334172,-0.0904181901352148,0.199844749787492,0.224504256188005,0.309913484085615,-0.125737795656783,0.155920004011578,0.137296939282024,-0.238118358679955,0.238632098396632,-0.247365673580147,0.0310812528589801,-0.0873357518351506,-0.0065501813876363,-0.261750385647113,0.195477962195734,0.234393745734044,-0.12239848749838,0.17878142140372,-0.223862081542158,0.418697869092045,0.223091471967142,-0.0270997700547306,0.243384190775898,-0.115719871181575,-0.205624321600112,0.142562771377966
healthy,0.129817591320414,-0.0039256888731547,0.193952424759002,0.142560330052037,-0.14375352599033,0.165984449676031,0.194872752616569,-0.165819123721238,0.198877292339522,-0.154845412833559,-0.174173301033945,0.18980041588948,-0.125773726491709,-0.168552419209278,-0.218967606059584,-0.173869735294137,0.180266284765927,0.138386050331808,-0.144034018326253,-0.0534321848869835,-0.151769427138254,0.158178616822607,-0.100406826260603,0.116799777486823,-0.126744213922939,0.170507639390658,0.0164272603746063,-0.103124672599954,-0.122439920587777,0.163945362687486,0.155738855159643,0.0983227962940556,0.121624927834902,0.196905218541391,-0.182362553668447,0.153655025831391,-0.123056281428947,0.005934078202618,-0.0706148484409533,-0.141579409429485,0.143566731738009,0.169043581754585,-0.0195953390471563,-0.0172773648290454,0.213521078912969,0.0539859465802221,0.112537016278654,-0.18602159424801,0.0559919282501496,0.184168900235197,0.0493524058035362,-0.223463107689549,-0.0915018968290771,-0.121475051028797,-0.142055323464398
healthy,0.0656593306777935,-0.085522953277075,0.0170211788530608,-0.122261967291109,-0.100512549216735,0.210137729406825,-0.0881687017631719,-0.19893593340799,0.177176644114402,-0.0545337188045175,0.0486969117527405,0.15184935776691,-0.125777018714687,-0.204102264068376,-0.151239136942801,-0.171072080241459,0.225780545799743,0.194135660460105,0.206808511163137,-0.164064225028514,-0.0980266471781297,-0.100740447251229,-0.144020060073276,-0.204226476910146,-0.18750582807386,0.0730484243418786,0.17596569977558,-0.074468346878369,-0.1789337398299,0.198568267883268,0.197075937710387,0.113559365824933,0.17680376254771,-0.238495012665595,0.177860020394538,0.184654952661228,-0.223691418165245,0.0598614850291244,0.181502088983527,-0.111078231136517,0.0976916613715617,0.100329875574812,-0.087706007058029,-0.0948990411086819,-0.0874476166778205,-0.155380094707382,0.117692546265286,-0.166852676196915,0.0466541863267424,0.0991277742032016,-0.0923610347368417,-0.0487851544699523,-0.206633988755262,-0.165864656891998,-0.0492443718137813
healthy,0.110565529716463,-0.150883945239773,0.0968021273287836,0.0887070489203853,-0.117323921548678,0.133627038419713,-0.114386649381802,-0.137890453632459,0.143566080393788,-0.0857767243850633,-0.152734123939108,0.159167064736691,0.0235916818012024,0.0848255758678432,-0.120933482503673,-0.152412757135166,-0.0819724410728657,0.157101342982399,0.121609134123039,-0.124854787903892,-0.0471494356317026,-0.135337154642679,-0.121083711162955,-0.124950512060682,0.0137251682172282,0.0593749808848256,-0.118102511319259,0.115375099799425,-0.0920110583669078,-0.0522343583326297,0.156790564102582,0.154726817872916,0.163193006351428,-0.157129166803972,-0.0513689786598931,0.116703751095664,-0.115992828592787,0.127361140437647,-0.122622755831978,0.17827371741642,0.105924067900503,-0.089965657879987,-0.152972840563848,0.153996872621664,-0.118237435211907,-0.0084465886105826,0.0089679495368837,-0.122402185177829,-0.0565918218357679,0.137603347752808,-0.122443970853227,-0.0712674171707738,-0.0110101980631636,-0.123986522633386,-0.0074897798823523
