group,ATF2,BCL6,BHLHE40,DUX4,E2F2,E2F4,E2F8,ESR1,FOS,FOXA1,FOXG1,FOXH1,FOXO3,FOXP1,GATA2,GATA4,GMEB2,GRHL2,HNF4G,HSF2,IRF2,JUND,KLF1,KLF4,KMT2A,LHX2,MAFK,MEF2A,MEIS1,MYB,NFATC1,NFE2,PAX5,PGR,POU2F2,PRDM14,RELA,RFX2,SETDB1,SPIB,SRF,TAL1,TCF12,TFAP4,THAP1,TP63,USF2,ZNF143
healthy,0.122414123608697,0.0121002241919257,0.0026271665137856,-0.0851965841055338,-0.0659601826832658,0.0295596474020235,0.0314383630589579,0.0119211209132851,-0.0490193816211723,-0.03898540672116,-0.114542869457904,0.0221893188155333,0.0098033700252135,0.123539480651761,-0.0756800969571346,-0.0528747411961338,-0.141185625507842,0.0002896890152557,0.0706386602796455,0.117377726039387,-0.0224106694039832,0.0195039040323158,0.0378400962426259,0.0128219868810484,0.0449240792979607,-0.0282036138380724,0.0822819257231868,-0.0409482110032151,-0.172196607711688,0.0002219715212113,0.0358250141984607,-0.0261204202463797,0.0250209871461066,0.0317237891319858,0.133717894064903,0.0481719158708956,0.0859573939125413,-0.0532212216770349,-0.0583512845652094,-0.0106446861529488,-0.0463178822912297,-0.092836015398034,0.0692688467847956,-0.0503030526363827,-0.0446237866617014,0.122059511296823,-0.0122940029775634,-0.0322984743437423
healthy,0.102767053599975,0.443510588009409,0.359395241331431,0.034510079256186,0.37322416014752,-0.233089810100152,-0.361636475358974,-0.0014916007142259,-0.356940290957979,0.307372036729428,-0.360516632679789,-0.354039943330296,-0.0867371661548487,0.341376243200169,-0.320913754847336,-0.235706673835669,0.36627412006522,-0.232628693853813,0.249524829401003,0.292161162976581,-0.28070232746325,0.314672695512555,-0.258940350807134,-0.313748294883035,0.351402095127482,0.393670774641327,-0.354470550793921,0.452483422332363,-0.342312491148863,0.453968286335685,-0.326034894069474,0.394568693027983,-0.274472728280351,-0.0875279940681742,0.182837121530479,0.371300480733954,0.273122288761267,0.178000627702386,0.118584231334155,-0.199816807779566,-0.239643700607932,0.177118118574004,-0.415449012323762,-0.227447853435046,-0.390680062167385,-0.0783064434759943,-0.418112645868312,0.264816079083943
healthy,0.306642372758613,0.220934911859607,0.243271290666617,0.0955619531541684,0.150572998035161,-0.0434205094867473,0.25196054116271,0.349463738819375,0.27173264551341,-0.112563591570003,-0.162698071842303,0.207057210484736,-0.227546281963453,0.277054638172118,0.0494087258723871,-0.24085182054999,0.258810157722872,-0.0473782472426168,-0.164655777009053,0.128168548812062,0.119701331636814,0.336959079619236,-0.259942973211003,-0.20700943742908,-0.284797091062595,0.297045929262628,-0.0800998200215057,0.302361857466084,0.246442258176878,-0.217138191578889,-0.316718527041444,-0.0451809342112294,-0.193583104795082,-0.30084240201456,0.364887628754634,0.304988261647624,0.260843235404893,-0.107055209735601,0.136454698680509,0.387253215958366,-0.320037269236817,0.296403097005952,-0.316600703339411,0.025547693509353,0.314785327224486,-0.216542018498333,0.332584874681288,0.261700922647628
healthy,0.179155037553469,0.217619332096145,-0.169640098560507,-0.15386602122444,0.115839644666687,-0.131663791123897,0.163435886790597,0.13740660722397,0.12128173466477,-0.220174165049999,-0.222235406145418,-0.107497344418906,-0.143210764224945,0.0898472319156288,-0.0042398083403834,-0.0415601729250019,-0.188031906626987,-0.174073084032465,-0.206355149889514,0.202795633936404,0.0475094307372505,0.175548379405452,-0.113636354236283,-0.139754002065226,-0.18745007105629,0.079091276198611,-0.11678989929296,-0.106068070290354,0.163628565721961,-0.198221720079935,-0.203377531782128,-0.0378636519140375,-0.0252857780276614,-0.174227339272604,-0.0201404908049129,-0.0008779533207415,-0.0897443535721854,-0.190691984375283,0.192421797780748,-0.117422426735064,-0.131015819475272,0.0482744794353148,-0.0972432008637936,-0.181220015150466,-0.169364905219298,-0.110401291170183,0.143804307500586,0.117385248544364
healthy,0.0537568221992771,0.0740120226581696,-0.112833088136974,0.162548918394216,0.0219465611063482,-0.096456317693653,-0.0991454829783892,-0.0872446569435027,0.0027257748225599,-0.0562116864419416,-0.0338364821725212,-0.059684373728739,-0.0183853877877045,0.132592735660474,-0.109071107608736,0.0170326264188013,0.0355526905701169,-0.0222367890593932,0.0975299118634919,-0.0025492701146694,-0.0501708790231272,0.0651644320777811,-0.0052339176266528,-0.0327377286820077,0.123961375031146,0.0757165471607151,-0.0944468435302992,0.030348995285327,-0.0312742039880293,-0.0158629127390167,-0.0290967154138548,0.0748057485952412,0.0647991935185143,0.017515249177005,0.0015735869853505,0.0417934483795557,0.0422007489610029,0.0269726611863762,0.0701803282227987,0.0145974690124548,0.0157780097683191,0.0678610750553494,0.0183572685469505,-0.096747714036203,-0.035308808734104,0.0719383649646738,-0.0946657218309049,0.0321311008510053
healthy,-0.0378329776064691,-0.111959765096908,0.0360705718173478,0.0316645573445447,-0.0322050284532086,0.255525340678723,-0.0280457507908825,-0.0230875158374881,0.0355653488244664,-0.0746437598552478,0.0253903927352732,-0.129548574872338,-0.0663957007621604,-0.0051814730200164,-0.262715956298338,0.151214416706601,0.0249321672301017,-0.0527194318385797,-0.0339556848704023,-0.0561619978133298,-0.125753527739763,0.0010104459857628,-0.340778783384481,-0.0696972742737809,0.0915158579431017,0.0544700882557735,-0.0660432196043362,0.0066736432548057,-0.142978106985442,-0.115872305948757,-0.0143459831234468,0.0233929995076025,-0.189458622330532,0.169825421839722,-0.197001719107971,0.0563499877641694,0.02805750016281,0.0178707947016893,-0.0018798995083959,0.0123603392677036,0.0193629649364786,-0.0101867054611207,-0.0437076635702065,-0.0940302235355813,0.0036775534132996,0.0267650692507877,-0.0215600974869164,0.109645138827195
healthy,0.209003791178066,0.244598042734368,0.280256543842215,0.145525234250944,0.348618066686808,-0.246718277935375,0.372968646722617,0.261881172100153,-0.225644425028395,-0.228921152157224,-0.345405589109525,0.20508456853378,-0.453280586154705,-0.433555973830185,0.392436260840955,-0.410811632583017,0.384083819140018,-0.187544440961812,0.409076894691284,0.46760823614939,-0.206626557770876,0.251729742955937,-0.362624468923764,-0.288865983749335,-0.19544713580193,0.372326151207161,0.419742320247865,0.405607418907818,-0.127021363405791,-0.382606079454468,0.191977660018463,0.150536699271506,-0.401302698954258,0.282955025007133,-0.419935068902502,0.0884716324783883,0.389159533712126,0.136658796137641,0.394620745593508,-0.126314618338788,-0.0708672553548746,-0.373097145825709,-0.30229414002238,-0.33300542566121,0.480972142870889,-0.32960019942929,0.262330918960973,-0.256933956631136
healthy,0.0763631910930092,0.120184589777188,-0.148757662291523,-0.0444958195225517,0.0745277794553097,0.108180721318582,0.237779074549248,0.103316502145037,0.0505323795046539,-0.019468555689185,-0.200792355336875,-0.0671647488291486,-0.002204862662818,0.099494838891885,-0.0032655128008254,0.0324167778144005,-0.109936024920114,-0.104381100112342,-0.0761779721017877,0.124733311592684,0.0514759107068268,0.0207027458234079,0.0900947283480621,-0.0632323818627707,-0.157405875847004,-0.128052120089029,-0.098043353653396,0.121280934871763,0.0379698932004104,-0.154013374537099,-0.128871952639871,-0.248496608628322,-0.0186569477827134,0.157276419944614,0.040535324272427,-0.0604402795919057,0.092837647245592,-0.0819885188565912,-0.146430910399136,0.0510725741469021,0.16020488681914,0.0225962234503625,0.0205257514765568,-0.233986526537166,0.0306139357684078,-0.0747192491762527,0.151400898499284,-0.072710462035225
healthy,0.0835976958701419,0.114757305453603,0.11859877339155,-0.0749202397644771,-0.11882240732781,-0.112161241194929,-0.0006323070320436,0.0131145329764043,0.0578055791683006,0.106618992973918,-0.0719976859675175,-0.0270064601121894,0.0749773488975931,-0.11088258475716,-0.112145789363666,0.109799651515396,0.0869110000306761,-0.0984475147392907,-0.0705648940327521,0.0275219561720797,-0.0626221481426738,0.112413377495615,-0.0509614619612025,-0.0299593085467953,-0.0652638196645701,0.07759319776454,-0.0145271748879679,0.0746044168619621,-0.0639178050749752,-0.0537072245355973,-0.0864104859828555,0.039164423809257,-0.104290412442928,-0.0378560295565897,0.0825353650700622,-0.0322320153951418,0.0565066509023533,-0.0852386525091931,-0.0352444438638089,-0.0734445028752541,-0.053362151038089,0.0660099099450736,-0.0359813987710992,-0.0422558515053301,0.0696527313675873,-0.024079730144618,0.0453579980393067,-0.117773683883641
healthy,0.151715828667291,0.153984836305841,0.189791089634326,0.144696251173973,0.124397314472172,0.167015225418606,0.172465940905038,0.175881492402678,0.100529555139836,-0.045133576422632,-0.156392487753115,0.165404477926342,-0.147230689741015,-0.130838246837129,0.0230209431987398,-0.158633544571657,0.17857314414611,-0.137443308780364,-0.128277670586361,-0.113720579978378,-0.123460126736857,0.175978688730856,-0.162374492915205,-0.156704897246432,-0.165726676318358,0.106436885571065,-0.086505078408167,0.129470092905115,-0.107699521083083,-0.14923927804125,-0.0822305688755271,0.125681004774627,-0.16465913630766,0.143146620635081,0.189148241146447,0.139389680022067,0.19322919328776,-0.189402131156911,0.120186060986272,-0.0651459968470269,0.115898778010377,0.116458660234054,-0.13148310199831,-0.139245464384428,0.15465137779931,-0.120800877164871,0.195823903356986,-0.128746284826337
