group,RUNX1,MITF,STAT1,E2F3,GATA1,REST,RUNX3,E2F1,FOXP3,MZF1,GMEB1,NFAT5,ZBTB33,ELF1,TEAD4,MEIS1,TBX21,SP2,POU2F1,PRDM14,FOXP1,JUNB,PBX1,RFX2,TBP,ZBTB7B,AHR,MEF2C,EGR2,USF1,RARG,EGR1,SETDB1
healthy,0.0602748167344234,-0.082805550036619,-0.202402221976068,0.0357020230120893,0.0246068280626698,0.0939007449860386,0.0340683746759785,-0.127526673237654,0.0344767867600062,-0.153869252657441,-0.0091552375502879,-0.0218840808358183,-0.260124463185318,-0.047069492684194,0.0695321573057183,0.0073854518528344,0.0416239982304912,0.0410794487851209,0.218330293253149,0.141684958817281,-0.164760241564847,-0.0288951549449608,0.0943091570700663,0.0738204841880093,-0.046593011919495,-0.0189571275669531,-0.075181857801435,0.0124906029031809,-0.168299812959754,0.14481611812816,0.0602748167344234,0.109624610221106,-0.0333876878692656
healthy,-0.0461549285182042,-0.168696767342572,-0.129183594369618,0.1487242135204,0.158114975871644,-0.050586278310791,-0.150173295571694,0.137192962899272,-0.115591027739298,0.098284120168772,0.0516848947575856,-0.113743787578343,-0.0712883383131837,-0.0749712670509811,0.0389175570834262,-0.0982899297373894,0.148098874256551,-0.0857686205388633,-0.0692216180541148,-0.04918218663972,-0.164442068967827,-0.0383076199317254,0.133547661251241,0.0157025208884022,0.115871440754771,0.0652381454700535,-0.159435842094614,0.0857268727085664,-0.116942968399059,0.146561432719774,-0.0471176956337252,0.114695611087864,-0.101246392185521
healthy,0.0598688206008294,0.0574066989320954,-0.0765132354309523,-0.0170134378620074,0.0289299296076248,0.0528131002311959,-0.0700568084650994,-0.0019115393051622,0.0549755751980397,0.0919561112692589,0.0327205341911434,0.0136996110356838,0.0413571492293705,-0.0196408818490258,-0.110494352299013,-0.0298037761471276,-0.0518123097687249,-0.0495228908789129,0.0151565139655642,-0.0142354324779802,0.064583458856187,-0.124565938550837,-0.119504418645508,-0.0686737101415959,0.0928211012559964,-0.0809208465237819,0.0596075522942551,-0.102213475463523,-0.132290328654245,-0.0447137827273928,-0.120890469153266,-0.0244426095399081,0.129544797297024
healthy,-0.0270234284439534,-0.0522762063485174,0.0779693960609718,-0.0566420603691561,-0.0434094486898289,0.0265672608473649,0.0265552564369284,0.0633922904127523,0.0678076626264417,0.0728562674906586,-0.0952917603208973,-0.0369923410358466,0.0368197776358214,-0.123112731783228,-0.0267045612917329,-0.0126969148635966,-0.0018771896820137,-0.0209964641291587,-0.0309353656949605,-0.0314688116837342,0.124596777023445,-0.017752272208684,0.0092929142291856,-0.0337624043527654,0.0153438873648534,-0.0513008480005486,-0.0201644084307761,-0.100980350316512,-0.0126961645879444,-0.0002423390356876,0.0077525983150472,-0.0289298788764062,-0.142014426291211
healthy,0.0440044333795364,-0.112030689906185,-0.0394792013499094,0.0910366344886199,-0.0679605782678735,-0.106756725726518,-0.252953245847681,0.0677832469691799,-0.0247836909489075,-0.008186794956357,-0.139694372502395,-0.0534259796008714,-0.137664914306235,0.105160744038276,0.0054512954783604,-0.0896967980096012,-0.0767647488567196,0.0662365239750185,-0.0610610771835149,0.109216376517658,-0.121711665249683,0.116661007149853,-0.0544768317412783,-0.160760674004614,-0.0519712061689957,-0.0440175690312914,-0.0331806563333459,-0.0807317156867554,-0.0581515303197634,-0.0384973113812168,-0.0334138141519987,-0.0170664955427948,-0.088508021525766
healthy,0.0141773033199406,-0.138768609197138,0.0774875804555554,0.126770231632773,0.114989227156378,-0.151024620137608,-0.110426665067235,0.105503870803184,0.185582882627854,0.151969762869613,0.182539984076035,-0.166919479298258,-0.103041986651543,0.0167211691066999,-0.178331809926426,0.161670706572189,-0.132544336183089,-0.135161579591777,-0.0737495425738759,0.043731601610374,-0.0783690859579231,-0.147436584297216,0.0944011223100095,-0.180292713234547,-0.197869738143914,0.0377638255933315,-0.109052782734539,0.0971685300998554,-0.172728649260823,0.184067277587319,0.0766654913461649,-0.0378753530850675,0.141419294619359
healthy,-0.0264598003630104,-0.0891769222595746,0.005580546852294,-0.105586688019811,0.0242016088119205,0.101070304917631,0.0414410615637714,0.114774569618255,-0.030922073443998,0.0969940166544817,0.0885889266959522,-0.0023159089070283,0.171611735878595,0.0379383395252598,-0.0594128032690908,-0.0846136438056949,0.0821317975003436,-0.0166117765060208,-0.0524217885310521,-0.043764185140292,-0.0394967081355966,-0.021449212400608,0.0981988664596958,-0.0154249633745375,-0.0492076532722324,0.024165535464459,-0.130477297768246,-0.0982241178029189,-0.0733948327451683,0.108844111295585,-0.0627640172482642,0.0420146277884093,-0.124940038932906
healthy,0.0520716931048475,0.0138645470934838,0.0418983566011873,-0.0887691132089288,-0.012860371604695,-0.0879865488624934,-0.0997665661482156,0.0321751677304324,-0.069565122654368,-0.0058796206205633,-0.0633946374094659,-0.0402431983817355,0.0211292373537558,-0.0351184407148134,-0.017244117014373,0.0481103939352807,0.0042521637939056,0.0617187031454184,0.0259354290035449,-0.0684709176389982,0.144081869270695,-0.0073893465278457,0.0314203047767912,0.163528247012204,-0.0539346117702557,0.0475217393384045,-0.049668597279953,-0.0752646842217692,0.0050832055777308,0.152219153403983,0.0827025081870048,0.0114268245275965,0.0209561036487922
healthy,-0.0399514724442749,-0.0785044479836696,-0.0958709833566194,0.0961084975087976,0.0629308252419374,0.0252327471026165,0.0421345176272586,-0.009666640120038,0.0585458646634715,0.0835145096057211,0.0526323764653056,-0.0897660857438792,0.0263188551149332,-0.101339789138194,-0.0913500925964714,-0.0219075085648149,-0.0590469152737146,-0.0128132783596724,0.0181062719472822,0.115513137053526,-0.136655250403887,0.0161882582927329,-0.0638034210425988,-0.0633240287490565,-0.110866902826203,-0.112036290298819,0.0347059170354091,-0.0915907585186172,-0.0338033794200549,-0.0272099574623277,-0.0664344216340627,-0.0701908465478244,0.013189106724662
healthy,-0.0161007973020228,-0.0069605132301401,0.0094947840737361,0.0501886186476097,0.048923033813802,-0.0468183521019516,-0.109014978341385,0.0340456250166699,-0.0218068594285153,0.0113350524040233,0.0350470506636669,-0.0036424074476975,-0.0034678264916722,0.0370906747959639,-0.000783987455698,-0.0106119191720767,-0.0400200659628648,-0.0241648716307193,-0.0169697366440104,-0.0935691900776361,-0.0216734580223969,-0.0753570511612471,-0.051739206637934,-0.0583047012226702,0.0209220583339709,0.0017972585781621,-0.0066396686135192,-0.023158260410771,-0.0275795714191165,-0.0249666018801427,0.0305593948249158,-0.0699528707228381,-0.0447653736027622
