group,RUNX1,ATF1,NR2F2,HOXA6,E2F3,ELK3,REST,SRF,CLOCK,XBP1,MZF1,SMAD3,KLF1,PBX3,E2F7,TEAD4,TCF7L2,BARX2,MEIS1,STAT5B,TBX21,E2F2,PRDM14,FOXP1,ATF3,NFYA,ARNTL,HOXA1,AHR,GLIS1,BACH2,MYB
healthy,0.0266495534557449,0.144759275420948,-0.133440083643869,0.0501396237698293,0.227565207498902,-0.167672396639599,-0.150171607411445,0.290644975266315,0.134209349104447,-0.171024196146404,-0.150226554944344,0.161930379451712,0.0892073196606224,-0.0708273699060932,-0.0212646952316975,0.110746752556812,0.113686445566879,0.0373093748380429,0.037941271466375,-0.354054428231118,0.305425861615996,0.0868445757459894,0.176793687100741,-0.147616547131667,0.275314613587649,-0.241906513585396,-0.323943180202771,-0.0114016130764269,-0.384989889252942,-0.188002983812023,-0.0317322002488509,-0.326058660219362
healthy,-0.0600911325343867,0.0355155932390033,0.0222625321394307,-0.00523427021525,0.117275108598082,0.145513059125952,-0.0248075248274726,0.116117989632012,0.136852402680868,-0.0665117132021959,0.0318739158515152,0.126043252830175,0.113531276787064,0.101502175268031,0.0476365295966135,0.0453927930491407,-0.0692111525225387,-0.104501987094757,-0.105110337673193,-0.113156426542178,0.114540891960863,0.133036554683721,-0.0438731000416924,-0.143235492012516,0.10439074386246,-0.049665069661524,-0.0964736024678474,-0.0829952462093054,-0.137972440569505,-0.105837600166322,0.0525643049829083,0.118308676569984
healthy,0.0509403698493492,-0.0443070490015274,0.0253489296619045,-0.0994631541495136,0.0133935367380776,0.0228693065364185,-0.0136792855743732,0.139266839089554,-0.0608193838936468,0.116332675087002,0.0686107394990875,0.0496554400492964,-0.107799688455781,-0.138392673241676,0.0043651894597257,-0.146479177316185,-0.100184105983193,0.073728839543921,0.0328573563208815,-0.0699360877200637,-0.0519696296379797,-0.0199977187243035,-0.0343725771238698,0.0235075416016971,-0.0438868854165796,0.0826537908617711,0.0783901174359925,-0.0876120971494657,0.0856109153321194,-0.0357223643900555,-0.0616474915409375,-0.0952850173819681
healthy,-0.0294999457089028,-0.0646257488753317,0.0253153207054446,-0.0592987932037668,0.0587715636646406,0.0949760424892031,0.0714831923953837,0.0079236649371037,-0.0935424209602406,0.0873748040156595,-0.039514539343171,-0.0195012658271279,-0.0225864581039831,0.0813697841074231,-0.0391077008011681,0.0289568024172833,-0.0179417180827835,0.0717634128197224,-0.0632972964932815,0.0056376197963256,-0.0189857986268011,-0.0576631362083675,-0.0077728302395584,-0.0822097534781569,0.0261974961153998,-0.0417839788291734,-0.0581363973694729,-0.0963307871579814,0.0302312864213127,0.0501310879630557,-0.107531301304142,0.0313224163205279
healthy,0.0736161084455524,-0.108749374084616,-0.0352356090118642,-0.105666930466535,-0.026007359125431,-0.0334350595039474,0.0467102091996003,0.151442172243431,-0.138598946273665,-0.120043572394873,0.0440215273717861,-0.0160019934590877,0.0415149820548883,-0.10674934173141,0.0956181989642589,0.0490901262755751,0.0647000925778331,0.0226092122217614,0.0340283041395038,-0.0645821375040967,-0.141301505168978,0.0550832848014448,0.0268902875450165,-0.119101666438419,0.0922911720315186,0.0891202621081351,-0.0233048002301184,-0.0873283857674048,-0.0742770037851635,0.0932521589557825,-0.0667469600338465,-0.0749968766616428
healthy,-0.088481692200025,-0.0577795690912414,-0.105851500461732,-0.0987285430508082,0.13909807305661,0.0359771646982434,0.0601042501969435,0.0912194898240593,-0.0544878470658096,-0.0492212119171299,0.0603945726338819,0.0169083547088897,0.0571229660203166,0.184845923781454,-0.0557326007613076,-0.0942425059745585,0.0595959607597804,0.0134151783347654,0.0696824887756876,-0.102433982054628,0.0242492791200382,-0.0102393451000867,-0.138526735313596,-0.0023306857062592,0.0121974453417746,-0.0740904660446943,-0.130870869603225,-0.0510309985250561,-0.0067218500937059,-0.0075859121138803,0.178233657647916,-0.0234422608051567
healthy,-0.0496487474968145,-0.155914166748824,-0.153056469475991,0.163589030088087,-0.121136090741608,0.0440880478559055,0.0411039332415499,0.102471235620268,0.0619661213648764,0.0139724430103606,-0.0043381108775024,0.0520041021757038,0.0917789899451969,-0.10770258481879,-0.0551728526441249,-0.103464277105647,0.086788831727211,-0.0806110158533444,-0.114973245342395,-0.0875489991624175,0.0436505773187954,-0.162577691355908,-0.108830360576055,-0.101142190148211,0.115204456006495,-0.164277671922169,-0.0953319825964029,0.0958027208549662,-0.100709709769319,-0.0646874209797514,0.0579041325754359,0.097885280217939
healthy,0.0425214592931076,-0.0567319445188038,0.0739437596502588,-0.0700886482878878,0.0906265445539971,0.002859905983498,-0.105638432005838,-0.0520649550841944,-0.0059345668119106,0.0523373270826228,0.183971571169231,-0.0994629207337794,-0.0638398060931752,-0.0490479114092954,-0.0896680046364511,-0.11433338426336,-0.0591780545816125,0.116135229791424,-0.0026608649077234,-0.0369849746327461,0.088484234027897,-0.0971687104393249,0.0175679938986306,-0.0883532859517295,-0.0549196231446457,0.141848194027673,0.0681663305297491,-0.061383220184273,-0.0882799550290757,0.0677630104551532,0.155891065715875,-0.0826753773691071
healthy,-0.0581905624387,-0.0985866272442616,0.0880781523655851,-0.0597092895485413,0.0490004782130865,-0.0230509680476893,0.0233515896425537,-0.0009854084540691,-0.0043498824781988,-0.0047877092934618,0.0586428159105727,0.0202402484943673,-0.0336644278342713,-0.0418148341244685,0.0266563929573349,-0.123526481884432,0.0399414497578095,0.133876848088886,-0.100638836683451,-0.0509196911809693,-0.0215741179913131,-0.0359804790776491,0.0371239962059404,-0.0769712401299077,-0.0688864435616666,0.0741251203203343,-0.0506558026129021,-0.0296169907422101,0.0074660870697804,-0.068371339436687,-0.0078627149078208,0.0232145247137916
healthy,-0.0599375980571894,0.0700977190380331,0.0789025033350621,-0.0258059556363873,0.0775773931773876,0.0158890615226758,0.0462869027479753,0.0320525195439641,-0.069821907881411,0.0369442654756631,0.0757417800992839,-0.011400068726335,-0.0999048933890209,0.0168294318569822,0.0718060600505319,0.0034161633170607,-0.0047360392400993,0.0348201093188501,-0.0495861681581688,0.0246583379036617,-0.0197319328507254,-0.0416002822276811,0.0712025669435992,0.030418165145372,0.0109065888572889,-0.0071539727102574,-0.02162705587577,-0.0041957813461996,0.0006910604377324,-0.0311507222180552,-0.0217887041310103,-0.0437902671372115
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
