group,LHX2,NR2F2,ETV5,ZNF76,EBF1,E2F3,GATA1,SRF,XBP1,NFYB,ZNF384,RXRA,PRDM1,E2F7,MXI1,TEAD4,SP2,POU2F1,USF2,ONECUT1,FOSL2,IRF2,NR5A2,EGR2,GTF2I,RBPJ,RARA,ETV1,ESR1,CEBPB,ELK4,ETV7
healthy,-0.0764265922993948,-0.0871178747351765,-0.333258527504829,-0.149014773047597,-0.0203576486982085,-0.0095055950979788,-0.0537980509033605,0.126024496531555,-0.0001406747688918,0.0248190485116362,0.209183381342204,0.0487337592232533,-0.169513096514698,0.0398109595963979,0.0595456200323709,-0.129762426104968,-0.0835809091173239,-0.048010288983238,0.0721661564415269,-0.111555091731249,0.0077773050801645,0.0160168272581167,0.120759240895888,0.0101486797557703,-0.0592642704945872,-0.0958799031975841,-0.301023909033036,0.146723783954215,0.154561378221048,-0.2878004807572,-0.0359926444407615,0.0420215631075557
healthy,-0.125151019640785,-0.0668558595763006,0.0016555647175168,0.137416717198363,0.0802933345362451,0.0629826353829672,0.109636637462734,0.0869346102751682,-0.106551059063603,-0.119242213348205,-0.131588549743913,-0.12089329813027,0.0976641928227307,-0.0076145188589787,-0.100507854707474,0.119006879596113,-0.160600748869624,-0.0634504686422743,-0.0682782390821968,0.0335020087207971,0.0900456511645709,0.136886119129106,-0.0429737351062436,-0.125816792905251,-0.098390216647659,-0.0219439123964433,-0.141626302259586,0.145724208929907,0.0920157713498708,0.13708460769779,-0.0715492776663009,-0.128840337912466
healthy,-0.0298361659740425,-0.0828570273463348,-0.151841753018484,0.0116986841496695,-0.0105741971175333,0.120601443520322,0.156903200605426,0.0261026680765778,-0.0521944513196353,-0.0720483876606719,-0.0586692526744445,-0.141616707868486,0.141769095537771,-0.0700748836139519,-0.0830211371440256,-0.15178565426111,0.138464292622029,-0.0865344264864256,0.0129964912232443,-0.119875508854006,0.0505140004830775,0.011384698567353,0.096551822504651,-0.0286999568134999,-0.100827887488359,-0.0579818335728929,-0.0702239221036915,0.0065350865866139,-0.0381764603352547,0.057595003335479,0.159802752796258,-0.157937259789855
healthy,0.0981938306897974,0.120333472718096,0.108251553782653,0.0713224049647359,-0.0006619301137032,-0.0240949338829411,-0.0121677665269814,0.216963973583038,-0.0304894498789717,-0.037072604661672,0.0605699941245636,-0.142704677328834,0.188697524495479,-0.102383419071581,0.0124264388751692,-0.209235431197445,0.0466739800310874,0.0092625032975536,0.117355916780005,0.0041116478052555,0.165285982624126,0.0049407548077438,0.0889719920408671,-0.0015938283113229,0.0327926503940585,-0.155153707675461,0.0418224615356005,-0.0187464030153903,0.0902495397517858,0.0139005323877677,0.262111899717175,-0.0846875194789621
healthy,-0.0720171897000557,-0.0663210164956668,0.122505677514421,-0.102698583136582,0.119147760325242,-0.129235597772388,0.144259753473867,0.176114187662334,-0.105506368472115,-0.114557328670214,-0.0600457571295459,-0.130843735694495,-0.0724984572533871,0.0482519631518916,-0.0672052967156091,0.0732301404442243,-0.112028913280273,-0.125892549011686,0.099137985790797,-0.08268802605327,0.0580518226159062,0.065666805642683,-0.0505996097535082,0.144691720448564,0.103773805280122,-0.117292336961098,-0.0203267068256631,0.150348766209593,0.0268985522124549,0.130138659165143,0.245252380079941,-0.165667942834008
healthy,-0.0267247659571624,0.0300466086033597,-0.0327439545371795,-0.0166058434019753,-0.103788711651203,0.09269752602967,0.0379103067910121,0.123435353959831,-0.0509341567471163,0.0045309372954583,-0.0457456984149694,-0.0219614452530835,-0.0234707242706728,0.0511050744745704,-0.0833240096517865,-0.13201547779529,-0.1482207159244,-0.0344729464063068,-0.0689057244507987,-0.117349173179069,-0.107219467171046,0.0295490870481287,-0.025007635886155,-0.0707509080242363,0.0553522721672757,0.0714208300316864,-0.0177083166613182,0.110733120484567,-0.0194551012276253,0.023320429896768,0.094194808455979,-0.11509260087993
healthy,0.0736081755762224,-0.0486234616290577,0.0003534165470619,-0.0071532427090394,-0.114947584475575,-0.0448930811274396,0.117700332191165,0.116645819831587,0.0911481929086537,0.0159025971614657,-0.105717445824386,-0.0670676745429332,-0.0347966129534201,-0.050704947396494,0.0820821405114576,-0.0017980640559937,0.0397628039134333,0.132401542583884,-0.0548690663876881,0.0942853384919893,0.0027034070937595,0.012192870873637,0.0306428210691206,-0.0151372437949388,-0.0211831911536055,-0.001508905062943,0.125344686205861,-0.0025909563742398,-0.0305028313978818,-0.0136317811009606,0.0124544909149686,-0.0571697163125556
healthy,-0.0229242111976605,0.130582985870001,-0.215041815431178,-0.0839533173864204,0.108171946122472,0.0565560893697042,-0.0490270216759855,-0.203928206861914,0.267944430446961,0.0200443236566246,-0.0855158095629398,0.0076745939258455,0.0466449870343308,-0.172762615360651,0.03654240281458,-0.161074561138256,-0.0328123357069086,-0.0708789343211326,0.0517537237095194,0.0184665129293549,0.0283622967139782,0.0598725556071205,0.159810780701365,-0.285522467432805,0.0852630534755617,-0.103430854665288,-0.171521812749886,-0.0190409585824871,-0.111963287433144,-0.0658774275011953,0.113602372363415,0.0885259047853523
healthy,-0.08854517605152,0.0155096569998389,-0.137034836154374,-0.0274517814575148,0.0984315812377604,-0.0282490678958995,-0.126195795212847,-0.0836035739664941,-0.0457307509314102,-0.0031648046929383,-0.0592035613177587,-0.146214150202126,0.0756523164419197,-0.0462254079643004,-0.0482176404146626,-0.0922133405401112,-0.0258880850493976,-0.0532575070278939,-0.0570845886326802,0.0457245489625449,0.0501197442529653,0.0665023116986439,-0.0645664638146867,-0.111952606930449,-0.0238482041393118,0.0788444631481354,0.150753958067649,0.106975460228163,-0.09532162729097,0.0590300729091218,0.0625340519423742,0.0623387566109527
healthy,-0.149275768915133,-0.0229295839857633,0.0621813809621836,0.0651410471878079,0.229477332413803,-0.0414840295637496,0.093566041969671,-0.0135964295285162,-0.131792278686743,-0.125543531831414,-0.103583927656012,-0.065119388666349,0.111532575763139,-0.11445094445663,-0.124430869193874,-0.0786105109513397,-0.0593524853769353,0.0237189785563939,-0.132199312548808,0.131065166999442,-0.101934894661371,0.146077976026551,-0.0564529654507677,-0.146666473176514,-0.19070009120351,0.179447991745009,0.0378796418371854,0.0952355334866093,0.0556868391565692,0.0710082528461939,0.0896071569297155,0.0551145858976997
