group,TFAP2C,ATF1,KLF5,TP63,TFAP2A,FOXO3,ARID3A,EBF1,E2F1,MZF1,NFYB,NFAT5,PBX3,E2F4,NFIC,TCF7L2,BARX2,USF2,SP1,PRDM14,BCL6,ONECUT1,ASCL1,ATF3,NFATC1,ARNTL,GMEB2,VEZF1,MAFK,TBP,RARA,NRF1,SREBF1
healthy,0.207808180161746,0.208567337583633,0.0801804206469141,0.238799665502297,0.229153900612442,-0.0557534141897367,0.31288449861465,0.220133324187671,-0.160785076323706,-0.489723521595313,0.0183314189226167,0.0359260085828139,-0.0736159417635411,0.471593056107901,0.0895582476231614,0.101079577908265,-0.0653991790795911,-0.194545253438196,-0.0913891566994763,0.13260693907603,-0.291672747120757,-0.0223504876267227,-0.202494078208539,0.503834918378618,-0.377055628923542,0.0681678708535307,-0.464671326673052,0.223795142340301,0.0692842788268935,0.0282897780450126,0.019581795852783,-0.120639045601581,0.533977933659413
healthy,0.111966514293457,0.120120872115655,0.201483583437933,0.072266490422931,0.0002741092015089,-0.06310146712946,0.100923035062749,-0.0081605546708274,0.209472305866868,0.116131896947193,-0.00451981922953,-0.0907307827586788,0.0855507385350219,-0.137747431597013,0.102117694815279,-0.136046078118727,-0.0995062153911418,-0.180631419458953,0.0574206943707837,-0.0077135128524358,-0.170497313285945,-0.0225186529444184,0.146711144181749,0.141165949204761,0.178466634366368,-0.0606179207765527,-0.0772782931020319,0.0225682856479243,-0.216140172906237,0.115662500142158,-0.184144569315859,-0.0570485938806727,0.124948854256918
healthy,0.125465173535211,0.0152987091271493,-0.08233831694287,0.0621416357956144,-0.0318436327004579,-0.0241512611652284,0.0052817174801163,-0.0655365692714637,0.107081167946005,-0.0373502309828887,-0.0318108375834537,-0.0460869353349269,-0.0721126290967194,0.0921133913631708,0.0794020891944689,0.0250903940612574,-0.001643163135093,-0.0150380518335576,0.0253970497007771,-0.033021701448946,-0.0032092364496957,-0.0596049121998098,0.0168072845093421,-0.0368842847750629,0.0114906423591693,-0.038717404042414,-0.114033306840283,0.0200680561429015,0.0157701921729109,-0.0209352101457655,-0.018246010551422,-0.0185075196662346,0.0840338670830477
healthy,0.0738471997064766,-0.0489027717350647,0.0794659937373001,0.0276231553581998,0.0621576563829401,0.0767165430979065,0.0122499409060881,-0.0160494634579792,0.0574791448343785,0.049222710258757,-0.0064755557195321,-0.0001427936147847,-0.122015123169229,-0.0050914006328212,-0.0620269867543162,0.0533179233620185,0.146017247994019,0.0916842775684124,-0.0134448270977305,0.0278077093697613,0.105709035337509,-0.0452305510378639,0.204747184067338,-0.0168671589690581,-0.0238983973876347,-0.0875951264582314,0.0630972653104153,-0.0236242605894394,0.079290195937966,-0.0688413405315689,0.15502334904726,-0.15148651286219,-0.115137455242025
healthy,-0.312606226033787,-0.22374562708884,0.17850052945992,0.0484790903117222,-0.0641945214208204,0.159399906010123,0.213290450744612,-0.107149224231963,0.327647792000899,0.212288986343848,0.064005055182838,-0.197509686450002,-0.227156019372523,0.0597947980422547,0.166879622419929,0.301520117783765,0.28148616311238,0.17408027279448,0.254506357489936,-0.0423312375551222,-0.266793663022142,0.135525293361902,0.138152620750672,0.21307765122609,0.26776246083015,-0.0031807928031717,0.0154083651371957,-0.137087689826841,-0.149644728082085,-0.117433600962641,-0.0574026701213247,-0.0937829878076021,0.0403161754477138
healthy,-0.0746595521978644,-0.0519287782473638,0.0721660483022631,0.037311816821443,0.149116286089047,0.0549991395372036,0.119322519895325,-0.140630865055819,0.101977908805636,0.110948365363233,0.16253659249911,-0.160761459703076,0.0616394811147023,-0.0633797756130512,0.115286408585917,0.0718900425640085,-0.0138289137309825,-0.175142925039214,0.0359982239536639,-0.117893609561563,-0.0449986576511301,-0.152418632632468,0.160912155595391,0.108646607137065,0.0895468480112537,-0.157672193910616,-0.165968029788995,0.0949311204218032,0.035931518065847,0.0314557420383585,-0.0272187028725306,-0.113885314877439,0.0050885519767053
healthy,0.10671217646061,0.0201072838750402,-0.0049095825895101,-0.0282273943886239,0.0444423640725682,-0.0002741574407074,-0.0882931252467679,-0.146270209286891,0.0263696169943566,0.0881199731789527,0.0624285351168722,-0.0284005464564391,-0.0067024279583467,-0.10561554669778,-0.013585222654001,-0.0133868192429627,0.011204381721542,-0.100402947989593,-0.0598456834386288,0.0218856999048922,0.023516215210152,0.131599178874299,0.0460259840261281,0.0238120166593363,-0.137533244531716,0.0501996703274237,0.104977048447712,0.0073084601956999,-0.0116011885436185,-0.0029652291613353,-0.0377940461354138,-0.0030193391825275,0.0867924739923695
healthy,0.0719993550321164,0.14894821826233,0.199836990112011,-0.055036431082223,0.0438678204905656,0.10818756251329,0.064272012917632,0.0211487664665103,0.152609040622929,-0.0112640688018425,-0.0727868852661435,0.0564778500560181,-0.0093167213140663,-0.208977113737235,-0.0854780543102534,-0.124487051902397,0.230125880203745,-0.0776170707015099,0.0232106638065086,-0.147473388914971,-0.0950000107762177,-0.220055039029216,0.0223754044673889,0.171843869975228,0.0880936092693253,0.0261078204856266,-0.129331556069291,0.0288999731335409,0.0837359419743752,-0.229099704444255,0.0387178500510791,0.0186095780755865,-0.0149296640729506
healthy,0.0567317739669958,-0.083061532522237,0.0473600075493804,0.0816195710518134,-0.0311406813689943,-0.0397318571177252,-0.0275090747027422,0.0754077074423725,0.0017381917645074,0.0694848870335907,0.0097008584533332,-0.0315690818591415,-0.0342293008669116,0.0444000099026595,-0.012539873360737,0.0676545513071561,0.173213403919097,0.0316497671532499,-0.0419854629248498,0.0491062000405306,-0.0722883958914022,-0.0190825240750997,0.0664846145425837,-0.0629099396006619,0.118850410061404,-0.0638258871957131,0.0298616725513779,0.0169666256901048,-0.0637882566593852,-0.103544567975493,0.0937452599027937,-0.0797063577417665,0.0467641568228048
healthy,0.0302827091104488,-0.0355843288001975,-0.0665549230368341,-0.0336463249724159,0.0188249249569543,-0.0875587981892505,-0.0742162407740328,0.0152265310761633,0.0036403538835065,0.0042151906902184,0.0482539650466388,-0.0085901492310669,-0.0404196670078642,0.0618495770698851,0.0017526106760375,-0.0497880181767715,0.0823283429687172,0.0138590995176124,-0.0170484024100408,-0.0685562476309641,-0.0571389765835398,-0.0625586706547956,0.117211878801601,-0.0366541946407612,0.0335681164011113,-0.0595035103118835,-0.0361294280732244,-0.0092559120690716,-0.0470343454032801,-0.0091222264342855,-0.0505397952127203,-0.0161584086682323,-0.0052687979816354
