group,VDR,NR2F2,FOXO3,ARID3A,STAT1,KMT2A,GATA1,RUNX3,TFDP1,FOXP3,MZF1,NFAT5,E2F4,EHF,BHLHE40,SP4,TEAD4,ZBTB7A,MEIS1,ETV6,PAX5,SP2,PRDM14,FOXP1,NFATC1,FOSL2,RFX2,TCF12,AHR,MEF2C,YY1,EGR2,GTF2I,RARG,EGR1,CEBPB,MECOM,SREBF1
healthy,-0.118503480140467,-0.357075531508443,0.186063245397745,0.10186134491493,-0.208183199427927,0.0770285663338764,-0.0610646372460564,-0.0935663621536114,-0.0923142892839785,0.0415531683609431,0.0658642499129827,0.153665859895992,0.0437442958828008,0.0245980149179971,0.0183898202727338,-0.0341972402518496,-0.0533435212166533,-0.0401967560855074,0.18512419074552,-0.164047630773366,0.0843323247400685,-0.0531870121079492,0.0328408279764139,0.0870451492909399,-0.0338842220344414,0.0544912546804835,-0.154500575142414,-0.0104600254317252,0.0612211463547605,-0.136241179126934,-0.127789687256912,0.119807722713002,-0.0826107245443232,-0.0218851903671257,-0.134310900119583,-0.210009139029475,-0.112451794603908,0.0388925135129731
healthy,-0.0584504401784035,0.0429411100326161,-0.0922897494308055,0.122011916075441,-0.103547479453455,0.0510605686438258,0.149591468356437,-0.142232266564045,0.133650599574775,-0.106394416764727,0.0458752199691729,-0.128350082888649,-0.108144469808628,-0.127425495428956,-0.0134853547662989,-0.0217013177981893,0.0515660219273793,-0.17099086843285,-0.100286529073272,-0.104559979253923,0.0811755811141564,-0.104001152652799,-0.0554120303579389,-0.175357522765077,0.125812915663572,0.15299438720926,0.008856215237963,-0.168021991868324,-0.17202362505747,0.10358679817674,-0.0468318997008383,-0.113164691225725,-0.038560742513252,-0.0790059955857753,0.115044308282532,0.0934142307760248,0.0965206944214505,0.0856372035348955
healthy,-0.0726027690691737,0.0146034845075378,0.0384376870837775,-0.0420425129620798,0.0440350164461796,0.0424995182100394,-0.0246004743066548,0.0132994436706874,0.0004077589927915,-0.0005604223838125,0.0298008788524024,-0.0152092134461049,0.0779331837285649,0.0159114650448015,0.0234569762616523,-0.0207917689319567,-0.109855591253608,-0.0805875568821236,0.0426925635302982,0.118306248640447,-0.0014350358755973,0.0056564248686038,-0.0139022178339445,0.0251205147612295,0.0254672083976127,-0.0570478469117889,-0.105720875669697,-0.0364914750795356,-0.0227754080901263,-0.089999501169844,0.0164846914549578,-0.030680416969704,0.0341217452808483,-0.0726904274033728,-0.0106332514158884,0.038150088953596,0.058201194207825,0.0570744398895797
healthy,-0.082989028396481,0.0192029409420233,-0.0423500572141564,-0.0105810740034985,-0.0884246416307231,-0.025005990241738,0.0391543125413929,0.021060459058988,0.0539602233715062,0.132500699255753,0.0218292275059362,-0.0970099005479646,-0.140864954192654,0.0201777989902697,-0.133334548629426,-0.0283969776946788,0.062853260838055,-0.0479958276076171,0.0162078624599976,0.156811137093109,0.115492883738084,-0.153170672754386,-0.0100821202319343,0.0288796612345616,0.092584397530612,-0.1413801781959,0.0024323996363757,-0.0385387554427783,-0.037565253247172,0.0647785715870257,0.0782842197352636,-0.0695159207116059,0.0170986576445566,-0.133178625575813,0.0519006832111635,0.055514030497084,-0.120175998757059,-0.0008230025525529
healthy,0.0240176965373908,-0.0121494348673383,-0.0161232183059029,0.0332275934331041,-0.0661169925310112,-0.12029297228498,0.0387881375025058,-0.130061283082995,0.0836264143619949,0.0567497959445086,0.061535639036773,-0.0632521719125112,0.0106786827584584,0.0506170742498609,0.0170473539892901,-0.0190863512311463,0.0081894151517177,-0.129727021240068,-0.0715575955861861,0.0352567594442861,0.0371817144103201,0.0432475837363823,0.0323172214726611,0.0501628713927068,0.0584230714052798,0.0259033265807275,-0.0722379167488498,-0.0217171885595973,-0.0293619535319571,-0.0377774869891845,0.0300324434639465,-0.0275726695492289,-0.0280327711447876,-0.0498207445652401,-0.0074599378356824,0.0252131741873894,-0.0218115683740709,0.0638794044295335
healthy,-0.0451879687135533,0.0115343095798769,-0.0414423724522737,0.0601074994169466,0.0603350966787919,0.004896952564956,-0.0153582816706913,0.0374037120597726,-0.0155832664048854,0.0718303720219985,0.0334738557600376,-0.137905499306586,0.0352614393858204,0.020663403261617,-0.0630653417523525,0.118633036502066,-0.0660064331751716,0.0397313205188602,0.0559506605677548,0.0661956109127351,-0.0354224940316097,-0.0577105821360547,-0.141924949936946,0.0546583814490128,0.0499063473296476,0.089310333501627,-0.152567465519194,-0.0499598273074478,-0.0187604073848918,-0.0105043589729308,0.0283118084775373,-0.112618844170996,0.0004979170346919,0.0041073545019168,-0.189819804653297,0.0259977236909969,0.0849374232478744,-0.0526888429562314
healthy,-0.109300716004602,-0.0939293388001807,-0.113716461405642,-0.125333132939718,-0.0072361815853381,0.0924750513926524,0.0481148785314992,-0.0461934563809465,0.0945991923939514,-0.0967057056690985,0.0733665962440372,0.0312451446041701,-0.0182358827040981,0.0007139229091502,-0.0654429333387766,-0.140396024936481,-0.0950310716846719,-0.0031729907073346,-0.05300657253864,-0.0265385417216237,0.0566466979889989,0.0795274865341119,-0.0924838652557283,-0.0566026286736193,-0.0038164027118774,0.103430683196033,0.0810699125723996,-0.0599959659578521,-0.0921224968696152,-0.118616969275859,-0.0654253056126247,-0.125623990421223,-0.0066103973069471,-0.140413652662633,0.125632804284299,-0.129837016971518,-0.105131758769687,0.0436903192673826
healthy,-0.184123470937586,0.1441057388608,0.0636721925556808,0.0197522078091043,0.105297967007803,0.0168870639025596,0.027169106843231,-0.107283139842502,0.0324332195051641,-0.156860081479514,0.0609694242635838,-0.232647590042211,-0.153476383191346,0.162328473140268,0.194106952264595,-0.21138162247261,-0.0602884942675128,0.143246719481142,0.022460214024248,0.165204092892907,0.102506154023912,-0.0311865938200496,-0.0808473422258089,0.129256227023407,0.282046442295635,0.117779937628088,0.0906841617075108,-0.108100255837787,-0.0995886308869002,-0.19916154800466,-0.192572240811912,-0.119827965539348,0.0317051482016729,0.0973782273611929,0.0299871094423554,0.0161799442912552,0.0551396159126071,0.24937751625337
healthy,-0.0512608895971213,0.0429520428241383,-0.064913403457508,0.0187279722019241,-0.0027965257409599,0.0014905289747106,-0.0415350512544998,0.0118528370017101,0.0224031589769533,-0.0088012259956014,0.0723652065917734,0.0060348115646268,0.0553852208040658,0.103038913204104,0.0182099581918975,0.041429336452099,-0.0431470967737,-0.006335886403603,-0.0950673360594829,0.0850336124418274,-0.0174922224053483,-0.0543514501757395,0.0196610784635779,-0.0415943173525521,0.0592900493612191,0.0093246730501235,-0.0904768725913555,0.0119193726663409,0.0230945712803133,0.0512553417699956,0.071134048100405,-0.0330337905324494,-0.0015501394206536,-0.0383217880442134,0.0013441428603475,-0.002258539553281,0.0635458066797259,0.0214011831371883
healthy,-0.0398103285128709,-0.0107858793143905,0.0108237704881884,-0.0172398193206004,-0.0258210780843197,0.0439461643777117,-0.0224244524872551,-0.0547425848457151,-0.0091171482217179,-0.0229364106775919,0.0042674578369807,0.0049342095443364,0.0231380221111079,-0.0729025234217733,-0.0723226650077135,0.0011286631593679,-0.0055733263354636,-0.0140803221971531,-0.0484289086583009,-0.0877401942681446,0.0275055734247378,0.006427919500895,-0.0057118807779977,-0.0069370287307958,0.0265776670107551,0.0409121164787932,0.0073106224092942,0.0194989499809456,-0.0257371287168076,-0.021428930745593,-0.0819967849946559,-0.0136928635778665,0.0377085554339368,0.0152738466891124,-0.0656991168902179,-0.0188609727739929,-0.0235217770818278,-0.0008450966306449
