group,VDR,KLF5,ETS2,STAT1,KMT2A,ELK3,BCL11A,E2F1,XBP1,ESRRA,MZF1,GATA2,PBX3,RXRA,STAT4,ZFX,MEIS1,E2F2,NR3C1,JUNB,ATF3,KLF4,GMEB2,IRF2,MAFK,TBP,MEF2C,EGR2,RARG,NR2C2,ESR1,CEBPB,SPIB,SREBF1
healthy,0.0079747872266554,-0.36666684748644,-0.119816843957005,-0.245268048454582,0.0569503826947024,-0.141162402158787,0.397677501077049,-0.198719562142474,-0.14779361110269,0.336089606245106,-0.230055274995038,-0.229188450296489,0.316586050527743,-0.279529294664751,0.0116804628129546,-0.240110441498213,0.114399189591071,0.284925278413222,-0.385000189860762,0.0688475516822943,0.21638111537542,-0.325709380479976,-0.373514762604981,0.0996631697157292,0.122308964965335,-0.0520094819129702,0.0698444000856263,-0.100963406763553,0.16530347001339,0.382226350825404,0.254456390259207,0.283364993955833,0.2900178735172,0.0481737826218887
healthy,-0.0252551600370706,0.0448538236492329,-0.119310161009733,-0.100415660932807,0.0563924354380295,0.157628257039993,0.0396201300071996,0.131210643234794,-0.0488689831967194,0.107154552792658,0.0459108870252598,0.0233851011844986,0.0761661667090204,-0.0184050666446546,0.0060980302624822,-0.110582617896777,-0.0483329478030584,0.14736854750396,0.096618165267938,-0.0314800762694869,0.0720507508838226,-0.0816715734818684,-0.0849341621298661,0.096402363207023,-0.151812715906661,0.0375124350028437,0.0684564758786696,-0.083269355015231,-0.0091705438403563,-0.0444143773087187,0.086739734248941,0.0682704065461474,0.0017730748675489,0.0988297273557304
healthy,0.0451617987996938,0.0468847786179229,-0.0901247310460371,0.11808695937955,0.0836416814068096,0.0380423761897446,0.0247978637365987,0.0955911748645367,0.0619747726861617,0.0598747418827801,-0.0843448735394571,0.0021636681004538,-0.0996719165392898,0.110100478596992,0.0562394612875322,-0.0416426562716027,-0.0312984136325211,0.0844307838905045,0.0780225080753368,0.0551178539266352,-0.0846519234978303,-0.103359697904622,0.0858133041693975,0.020852351318124,-0.0463120429442734,-0.113454164152695,-0.107502485944021,0.0653236854445848,-0.098410307124834,0.103668338795422,0.10341060774228,-0.0078798883099617,0.0989559969472278,0.124275686519818
healthy,0.0006546472471627,-0.0376414519370343,0.0706583105287499,-0.0337548662944165,0.0711439425403717,0.0750595896262048,0.102220567410064,-0.0093386653447474,0.0401529724506819,0.115343338571355,0.0729526349931051,-0.107578579809155,0.0473946252350087,-0.0547448760439816,-0.128676422808545,-0.110587203956746,-0.0290599136655241,-0.0360369543616285,-0.0897792106146868,0.0671587009457866,0.0140359122981042,0.054754053341839,0.0834009886037791,0.0925377533956633,-0.0726008385752373,-0.0905210421914951,0.0004428046216205,-0.0727048479509548,-0.0284687427285419,0.158976801234464,-0.0569566048276201,0.0237516116298274,-0.0714215558005587,0.0909156659993642
healthy,-0.0500890556049348,0.0178509454633338,0.203554483416538,-0.0086399137140955,-0.1502701726992,-0.0361908481216668,-0.011177882105352,-0.100036834643282,-0.0072041029345178,-0.118481943255457,-0.0502213145183362,-0.136976147979425,-0.0014959284674875,-0.0236132258494829,0.0326398966891311,-0.134841970058629,-0.107110682587328,-0.104424423899228,-0.113101410187535,0.101487674844837,-0.0404842529998878,-0.0097661184009381,-0.0548323411810137,-0.0805276429551041,0.0007634946364537,0.0415914204188923,-0.0645433517013679,-0.0856326366201066,0.0346859020009928,0.100214181822615,-0.158437160601739,-0.0757873632634206,0.10585923271734,-0.0319936315441014
healthy,-0.0041904524544433,0.0474271683286131,-0.012950188942456,0.0976906149721494,0.0782179776110745,-0.0167504052021713,-0.0985104250212181,0.080347169758676,-0.0439307445830487,0.0516058855988863,0.081699195202503,-0.0295349792919727,-0.0002170182650054,-0.0674806146639677,0.077868897203084,-0.0008302229589661,0.0934876009121155,0.0475967500040858,0.0031058569822681,0.110747081709273,0.182634010102701,0.011414532659009,0.0330889219683992,-0.0363256841036638,-0.0208578849460032,-0.040523574350891,0.021037218394237,0.0134600909588627,-0.0167431326936715,-0.100629038974638,0.0552323880760267,-0.0545163765573643,-0.036905501372239,0.0768796707628267
healthy,-0.0128680926282422,-0.0712238535890117,-0.191451493356591,0.0605041875999238,-0.0131264655051079,0.0418142800396986,0.0362592631870877,0.0611388861887459,0.0003679005094499,0.0317910974578137,0.0827972734320903,0.112664616317589,-0.139782534785138,-0.0352903648988416,0.0924497471036897,0.0364053000305334,-0.0199424543328564,-0.0800113398032784,-0.140127968087904,0.0177631352845116,0.104705608349794,0.038413306627913,0.0739732780069622,-0.0627115906566236,-0.0013985836160769,-0.00067963300219,-0.0899081443475659,-0.0337682116460028,-0.0778095535482496,0.0211416414896132,0.0197514830760427,-0.103795686479093,-0.0100344161852269,0.0594201448774224
healthy,-0.308659519748712,0.117293053037466,-0.267476871584542,0.210817518545774,0.0814132243546511,0.0455444662761809,-0.0907014614002796,0.157390781975806,0.268860697127693,-0.191709655445947,0.0645859057499367,-0.260779155955692,-0.184856951356264,0.198340947448726,0.215644302040284,0.122773002188344,-0.0314847987577683,0.0575117895733495,-0.0221301380860685,-0.154689554515575,0.175911903045337,-0.202160305947822,-0.142810796053168,0.0130411719186537,0.118256195615499,-0.168062844564585,-0.15149014985981,-0.16192972975734,0.0591723802251305,0.246841265085077,-0.107539850609339,-0.0226061740729124,0.0632463626241667,0.266037693019666
healthy,-0.0931264050352137,0.0809675289231909,0.0173055530003848,-0.04775030376691,0.0484798476575568,-0.0393548398787757,-0.0356469148891002,0.0475467090257291,-0.0159231376303125,0.038445953320405,0.0732711758763263,-0.0454229540094375,-0.018848249097176,-0.105347609919681,-0.0707134314210121,-0.0187461450369406,-0.145755527672946,0.0111279742580104,-0.0723749343679293,0.0615343990817091,-0.0681302553166836,-0.0094591579426382,0.0070513611321614,0.0383151147995951,-0.0749601865252385,-0.123586301551894,-0.023133835828747,-0.0740721076796976,-0.0544448668845151,0.0151481093061783,-0.0441861454461519,-0.0178427788921778,-0.0585896122945507,0.0451594368299483
healthy,-0.0282177589218368,-0.0199214027134895,0.0051354915067681,-0.0114790537985425,0.0618236672709719,-0.0616395731086446,0.0047356619979634,0.0878733213271614,0.0009718228973884,-0.0071926871844559,0.0602763143399756,-0.0040503545028037,-0.0325871659610921,-0.065799752228267,0.0262532704990505,0.0261917328756291,0.0212974405595127,-0.0209239236896882,-0.0444920318205506,0.0273623623786456,0.0013547708206108,0.0029151386052963,0.0213448316028373,0.0576509448503302,-0.0077958030492527,-0.0255933325375312,-0.0135141808112792,-0.011263884315269,0.0114005402790049,-0.0414552797816881,-0.0121036724650866,-0.0595026378744774,-0.0720128830515482,0.022043436883288
