group,NR2F2,MAFF,SIX5,ARNT,TFAP2A,HOXA6,PGR,GATA1,RUNX3,ESRRA,CEBPD,KLF1,HOXA4,GATA2,RXRA,RELA,BHLHE40,OTX2,SP4,IKZF1,MAX,NFE2,GATA3,ONECUT1,KLF4,NFATC1,FOSL2,NFYA,FOXA1,TCF12,MAFK,TBP,AHR,TCF3,E2F8,EGR2,GTF2I,USF1,RARG,HOXC6,NRF1,NR2C2,ZNF143,ELK4,ASCL2
healthy,-0.306587957644884,0.281535762722623,0.100811639994658,0.135420287168904,-0.151451905666393,0.0318176272408389,0.0529847224157971,-0.211603967271179,-0.185792614927032,-0.0644167400630318,0.156006850197713,-0.0110077826173569,-0.0162772282516292,0.0161432592948257,-0.0615587356512231,0.138501573175385,0.200171949623945,-0.0783495115705992,0.0812075159824079,0.0174382925439265,0.0326214409816601,0.233932126738435,-0.0825918618693777,-0.0772777599161709,-0.0398111083301164,-0.0601743897642533,-0.227769554725472,-0.127024899209216,-0.087950620141519,-0.103580331768598,0.0904960303207861,-0.0533419729672731,-0.145289333653431,-0.0751789129262489,0.0989360745994087,0.0786621058031408,0.0963906644201416,-0.243667204266158,-0.160963701599444,-0.0288256538722267,0.210130308746341,-0.0042200221393112,0.0965246333769451,0.0563339463358854,-0.0742411302286242
healthy,0.0406976336042837,0.0239208388273688,-0.0684511831904197,0.0228297824351443,-0.0167647801481145,-0.0885607123165721,-0.0343233650542163,-0.0021883851274257,0.0193202740253946,-0.0379541461234204,0.0297536539956873,-0.0443558451311535,-0.0553390931404983,0.0126682996986054,-0.0027254655376626,0.0321299222981228,-0.0439583685235774,0.0210625718871749,-0.0012793150243842,-0.0346442042317602,0.0365677153827088,-0.0294763899332597,0.02158246961137,-0.0230577732680613,-0.0615416010872919,0.0148583191689195,-0.0013803350834525,0.0174397637609799,0.0313935183126581,0.02763503764102,0.0186032612974423,-0.105767670558829,0.0334000054937596,-0.0009887111902737,0.0237051497375434,0.0349629894378364,0.028879810607603,-0.0522061019950681,0.0046015365734213,-0.0346357454030276,0.0110312181816878,-0.0141769969559332,-0.0511818769755459,-0.0158609885308879,0.0282276857094589
healthy,0.220616480064453,-0.234148471115845,0.0998238705616107,0.168199398041151,0.0203582615591206,-0.220896217801572,-0.211469622748525,-0.180298699135033,-0.0594852252153343,-0.175313133847796,-0.202385358683167,-0.301478201898605,0.130605067475046,0.160609129256908,0.0502739715510824,0.190317998178053,-0.261488584760244,0.0711520404338735,-0.0130227447288474,-0.227981104044168,0.243177611907037,-0.160304920907426,0.167590208586006,-0.0584149579061909,0.0466672608741569,0.194909200228155,-0.218573055139438,0.234735250641773,0.101845658313588,0.196554913305921,0.26514140322257,0.0145788180897464,0.0959503014172309,0.133768731275503,0.143735740483684,-0.232120758899822,0.169533432793029,-0.295664499571923,-0.182750139323028,-0.180247697227161,0.179859000868677,-0.0423040218971221,-0.128316421255614,-0.176233228872648,-0.0296913531144013
healthy,0.0460261381317623,-0.0987509619549491,0.0946047380857811,-0.0748298759680881,-0.140866582022182,0.0244059316057297,0.0815273403859135,0.176350686445945,0.0197150197113338,-0.130234174067845,-0.0293911704375246,-0.256022912234726,0.0055714501593944,-0.306411439662708,0.184014178280711,0.0762770851830996,-0.0881075625382189,0.0279158719297323,0.0405413983979086,-0.208876866212529,0.0429949370586327,-0.0764004338166154,0.0691766004775496,-0.024819943355847,-0.0386789561591807,0.0572826168952736,0.0550220394632177,0.016630082599841,-0.0783447013864874,0.0113676146610355,0.0248810070358053,-0.145199660752023,-0.125318547831202,0.119798391162973,0.142368748549156,-0.0893324999581823,0.058235210302623,-0.0361387070729158,0.0533794264723397,-0.0974197737318583,0.174516333499998,0.122552363129092,-0.0408992315624642,0.0558757097090346,0.061586385058734
healthy,-0.0975859378117523,-0.0775329386606621,0.0003668644278637,-0.0507734953190298,-0.0672309523284002,-0.0449280318521826,-0.0467691227078825,0.027499940913741,-0.0709740524872312,0.0099012783224919,-0.0123177100705981,0.0267215385298973,-0.0054907827284697,-0.0403063523070654,-0.0099066932955969,0.0776683129882871,0.0398785694317704,-0.0092447128335107,0.0050454011905834,-0.0140098891659105,0.0413717482654741,0.0103872721586657,0.0348575356201594,0.0394250654342266,0.173973609660707,-0.0579347972503919,0.0268894026961523,0.160388795883539,0.0693658054750463,0.0269909334418711,0.0143794610803267,0.0113254162491069,0.0259106463074236,-0.104993621019392,-0.055925842228437,-0.04692886441448,-0.0341359904539182,0.0031433918874523,-0.0406678017618241,-0.0201396387207702,-0.0131719220779118,-0.0012847023691611,-0.0174294446817178,0.0841229609294468,0.0392490788083142
healthy,-0.0223386345006601,-0.119816529616099,0.108803905755004,-0.179432255833905,0.0630042871555318,-0.0337467099830627,0.177248374919185,0.0733869504754957,-0.120438788278775,0.0497727255536511,0.0375384244205499,0.0450230567857012,0.157660107772635,-0.0372271622982039,-0.0983120882266067,-0.0433488277590206,-0.126669607948026,0.165767264382478,0.121305382395853,0.109672624528207,-0.0446661145566627,0.0837332290593151,-0.083068477274134,-0.152009053643556,0.123762281622665,0.0099194882846639,-0.0334742228350021,-0.0763739514055523,-0.0235746532015122,-0.0936713080850747,-0.0646211504668312,-0.0974141554316817,-0.0756688311539919,0.0591488330342877,0.0068028833309683,-0.106765563784862,0.0629275339530079,0.0998681332563214,0.0638310439702616,0.146204758691446,-0.0770551692757039,-0.133416984637722,-0.0233579382767388,0.0856345307093796,-0.0886571196295338
healthy,-0.0240723310646554,-0.048066398762201,-0.0207366194448705,-0.157471182690116,0.0278257998467151,0.05667642675734,0.0403881278808953,-0.0685132322261517,-0.0286200672615719,-0.0201898334881715,0.0094635217418626,0.0124565667272752,-0.0768260709488875,0.0124713733102419,0.0843742554227,0.021187162612286,0.0500462504274633,0.146127224911482,-0.0556537149195683,-0.0072837812065498,-0.0263049522534207,0.0135088917309803,-0.0102546163175123,-0.0427614116078444,-0.0148520603286743,0.0081351597271354,0.0231659566644792,0.0002210411314315,-0.0626096360747126,-0.0983262870296124,0.0648676399771351,-0.035657424623033,0.0341905152962602,-0.0028407487034692,0.0142661426884204,-0.0297739231199059,-0.0373453750812374,-0.0227333929192376,-0.0529430526235922,0.0294079889980144,0.0601295334277894,-0.0510382914862325,-0.0703217505742278,-0.0782178897477578,-0.153352837399234
healthy,-0.006095871602693,-4.59817901065209e-05,0.0160936265372823,0.143955847169201,0.201708975542991,-0.0342958465923065,-0.0443987027614249,-0.043433085169188,-0.0007816904318108,-0.0308866252972659,-0.0371270110974366,-0.0229449132631539,0.154879806733078,-0.039728266652034,0.100062944098947,0.0065162765408098,0.134332515382622,0.0025092919743844,-0.0105429675887094,-0.0776435370084395,0.0081125015402218,-0.0198904086346493,0.151936972166261,0.150787427413598,-0.0540351722023201,0.0971004030506559,-0.110467966317337,0.0842320706479882,0.0356161808510794,0.0856772126227645,-0.200940422765496,0.069649274357063,-0.0693733836164238,-0.0161987277718115,0.115545669710529,-0.101632893789727,0.151785889141625,0.0667655592346683,0.203988358566843,-0.130358374951987,-0.191704651781244,0.134155157049354,-0.0393538435040238,-0.0360103104805639,-0.0201203175851819
healthy,0.116492612521209,-0.18291099626326,-0.195496151047366,0.150533119900479,-0.151001802996742,-0.151242346658832,-0.158832832515666,0.13761160289193,0.172474095286418,-0.146951549360678,0.139936903828948,-0.128112286684317,0.130405675422638,0.172992887091935,0.0209332548170078,0.133743177751007,-0.15063462145712,0.059288876152684,0.161572964713646,0.183886695345143,0.196226716356388,-0.183566999594335,-0.0545964714841237,-0.172044974573471,-0.174146780831264,0.116213107561739,-0.139946329949282,-0.0658735813088294,0.0277933939415233,0.18419100876045,0.174012356158673,-0.0227126057931117,0.203793705217607,0.0033226937567132,0.181456942065989,0.141172627221612,0.0671330202738119,-0.149002837077898,-0.15653015426745,-0.0882045248557193,0.155341206289313,-0.14182292023631,-0.112837081089396,-0.184897831175065,0.187812387582357
healthy,0.0461317819879788,-0.0844336662278257,-0.0232719110202739,-1.23779370531875e-05,0.0037315691050956,0.0057498359485358,0.0156262298149182,-0.0629347052322007,-0.0773228255780998,-0.0077649451549727,-0.0666305930391583,-0.0933950400433732,0.18477569713682,-0.0300498420007351,-0.0309380537134114,0.0012975361974224,0.0871919884557444,0.120240669894945,-0.0045104634247154,0.0122138030817526,-0.0386573710136856,0.0329034932897854,-0.0962525436495675,-0.0224766285646066,0.0553347150342837,-0.0975216926903297,-0.104269089320968,-0.0447996065126295,0.0543471324851115,0.0188064754992264,-0.0511568455151326,0.0161681119010655,-0.0671533082686952,0.0491953845613828,0.032777282538761,-0.0734610039466154,-0.11736380997392,0.0208747593128,-0.107667180382139,0.18680299482209,-0.0648180778228572,-0.0291403162382861,-0.0028716498199694,0.0016366032588436,-0.0217340470705255
