group,VDR,EPAS1,ARNT,HEY1,ARID3A,RFX5,E2F3,SPI1,E2F6,ELK3,BCL11A,FOXM1,CLOCK,TFDP1,ESRRA,IRF4,SMAD3,FOXH1,STAT3,PPARG,PBX3,E2F7,OTX2,IKZF1,SPDEF,NFE2,E2F2,KLF4,NFYA,NANOG,TAL1,RFX2,TCF3,E2F8,HOXC6,JUND,NRF1,POU2F2,BACH2,HES1
healthy,-0.0888696040368375,-0.162251922302897,-0.356265905254339,0.280025293192542,0.359474194208737,0.21743449231855,0.064953268194958,-0.0720115038946346,0.284166902570039,-0.168201840000145,0.217901152530099,-0.105961034284815,0.240475840263776,0.293500106801016,0.314966476532264,0.337482831739497,0.11138595924407,0.0347370194971688,-0.181326658449957,-0.0272121235859433,0.227059359181746,-0.155368684182551,0.289125167317745,0.124977437905431,0.186343255724107,-0.124335780114551,0.285566883204685,-0.312574842948076,-0.331357916462918,-0.312224847789414,-0.206526309873596,-0.0427869081463868,-0.171876789166092,-0.19754310080128,0.324066350657467,-0.312983170633181,-0.384382183000158,0.327332972138309,-0.145802149845799,0.201801375231663
healthy,-0.0572912230445281,-0.0366265095454207,-0.116230346922808,-0.0711149880264239,0.0867292226192076,-0.0289774043083788,0.0996288936313271,0.121662828054666,0.0821249719710956,0.12463184286222,0.0740080629340774,-0.0993497131291904,0.116079468308242,0.0899694585062977,0.0967952891264956,0.174390298393745,0.1074541073508,0.0554471399644295,-0.114140172512514,-0.0532899362028059,0.0748954134058139,0.0097034872752679,-0.0730197429316238,0.112960375834307,0.137281167506904,-0.0084139106362967,0.142521821548178,-0.104379517560459,-0.0220695265583616,-0.0879057654454077,-0.109488766039942,0.0103218693342412,-0.147078265601429,-0.0610072221541943,0.0568352332302977,-0.110738495506652,-0.0719086776196419,0.131355352351636,0.0721311910376081,0.0691534158592687
healthy,-0.100449739741392,-0.0010285741242223,-0.0595346369490865,0.0207090516116198,-0.0107849084776636,0.0242155736674054,0.0454642540224578,0.0181812721386345,-0.0245516171390457,0.0273860522515507,0.0150746801460558,-0.010698022713133,-0.0297025800617558,0.0419027894979248,0.0174878896648316,0.0267361126600131,0.0553751939274902,-0.0029268577149713,-0.0441669303030453,0.0609248091815758,-0.105804287935894,-0.0150107935544892,-0.058420454792165,0.0049742100193757,0.0022351788836102,0.0345426282388417,-0.0046782021451171,0.0844363526099172,0.0205037626973857,0.0701777171934722,-0.058382122837225,-0.0880127240058157,0.0195548338573165,0.0836381961259452,0.0283469065887124,-0.0211183517082565,-0.0017236602404669,-0.0392157194566335,-0.0336452345826361,-0.0364962802089484
healthy,-0.138732495074857,-0.111746549830858,-0.0885367261125354,-0.0123858085911924,0.169142297151433,0.104175458668618,-0.0414924912772373,0.0094065072015703,-0.15483463118478,0.214434307609239,0.0268650573603892,0.0237889156769073,-0.0881474151325216,0.0758772949460746,-0.0105672908581727,0.177614198027027,0.0564903880632138,0.0039269064127608,-0.0459757419285489,-0.0584193947221139,-0.154737140956062,-0.0858336470376145,-0.161430170124981,-0.166658246123698,0.139227745436745,-0.0628318024738904,-0.0467361657125493,-0.133793640088004,0.0492111176522701,-0.0175729386938479,-0.0586910674928081,0.0159675995942915,0.113145209645532,0.0544105965172299,0.0372692145691737,-0.0494892897715455,-0.0376598254189038,0.0207959656552648,0.0464820411830243,0.0357015716913883
healthy,-0.0041067148667741,-0.0438229927323117,0.0478417911013204,0.0068439612106635,-0.0057551491998761,0.0135712639915998,-0.0678022174978355,0.0348572006621169,-0.0818333524008237,0.0080071641041754,-0.0459803283313252,-0.0389943481627329,0.0453175731943242,0.120284985260043,-0.0093698698195397,0.0767984422018722,-0.0107342662367842,-0.0269734577951891,0.0413765471118003,-0.122241127335324,-0.0445702829633179,0.10456145777507,0.102595171488508,0.0435338827108138,-0.0187414303409597,-0.0337041419798856,0.106906461282775,0.0283733589519157,0.0375606329684042,0.011183992936892,0.0188073677142838,-0.0303109033065156,-0.0584036057463339,0.0104265584946052,0.010117160050546,-0.0827480221179603,-0.0817386730955379,0.0360761967176723,-0.109263299703641,0.0960859692501057
healthy,-0.0486886038477103,0.0064783635411133,-0.0387672023471249,-0.0215448070290961,0.0181014688395962,0.0340532906797313,0.0285206517263696,0.01319450926429,0.0297230729879397,0.0385579420177081,-0.0010982414419034,-0.0175583527192016,-0.0148757974202931,0.0174640804904543,0.0481037557534435,0.0144563760713759,0.0021445430889875,-0.0469484706062471,0.0375821944271706,0.055166366928768,0.0980491224977662,-0.0112517207540229,-0.0238388646719567,-0.0248629492969793,0.0856997607618956,0.03221197991888,0.0022505242888212,0.0180768499773118,0.0584274654913583,-0.0659692437911436,-0.126529243170375,-0.0265829671265761,-0.0344793170892613,-0.0132014145549307,0.0097595775155701,-0.0263397808040113,-0.0159040852657057,-0.0450080839362029,0.108347312683313,0.0251376597724691
healthy,0.0683246425621155,0.0537379801683698,0.0508072243806694,-0.0297236804544946,0.00698906952731,-0.0499436581714691,-0.0375584184457366,0.0226093267103058,0.051952680077847,-0.0373212733209303,-0.005780971721693,0.0844370877399922,-0.0293701999854438,-0.0625884152035934,0.0317908700329948,-0.0619798918644678,-0.0669465161764487,-0.0767052617840436,0.0553845727330626,0.150918262539463,-0.148927138378353,-0.0711345885692542,0.085457259220291,0.0400148839838244,-0.0433930834032348,0.0128461066663938,-0.0451202158216354,0.0048905588945901,0.0310749602222588,-0.0326723339874635,-0.0166359542269774,-0.0366993266728534,0.0313210542196993,0.0003221594148311,-0.0438718480891645,-0.0510354206328415,-0.061586141468563,-0.0358805048268241,-0.0078078913733393,-0.0528430929049498
healthy,-0.123297935195578,-0.117748106254775,-0.0364820986736711,0.0698544584862975,0.0317670373917332,0.0027611545639363,-0.085788430172535,-0.159339716862375,0.0504621636419071,0.0763950006925654,-0.0796606851602111,-0.074615386123118,-0.0622773366596814,-0.0385552579143675,-0.0737164055674178,0.181612418793397,-0.027391387135927,0.0701755229704761,-0.136112994749794,0.0549662396913847,-0.145460557874881,-0.225442307519271,-0.0449123347011047,-0.189932575569112,-0.0104942219971536,-0.24031217977223,0.118124210364813,-0.260878653301617,0.088714703614049,0.0143194759943677,-0.155725448097621,0.0320238889790761,-0.160073578540498,0.107978572664768,0.0481229795428912,0.115005298232792,-0.0007613814910522,-0.0902558131381065,0.002238278118274,0.206783874353003
healthy,-0.0822552223564367,-0.096866668570269,-0.0485827047478824,0.036268441572827,-0.001002243665902,-0.0197787306595179,0.0246028915627027,0.0424593575145059,0.0059333437195429,-0.0198845219836721,-0.0445743039974251,-0.0540122292426649,-0.0065620081850682,0.0235957505045794,0.0237106861782717,0.0421408357157415,0.0258193196165307,-0.008117618911094,-0.0146667714415816,-0.0703505036058828,0.0079336223549069,-0.0141891226565035,0.0237150479182187,0.074878142714422,0.0141984965713019,-0.0475411289007035,-0.0150282602049121,0.0223780215809427,0.0461939251702176,-0.0187801600377818,-0.0856959847397506,-0.087116802397062,0.0146100305613933,0.0613391488752886,0.0532834360627412,0.0137920512778155,-0.0580662752190593,-0.0409344702724931,0.011494256065011,0.069602694770225
healthy,-0.0548754827362374,-0.0096644372336914,0.0392906363120548,-0.0372257956420439,-0.0512881145513525,-0.0462903883165276,0.0833595660327665,-0.0089972909955233,-0.0273745910076736,-0.028662506127667,-0.0143352156860527,0.0007585171780152,-0.0322666892491645,-0.0384420900345206,-0.0306735054545096,0.0684208576591138,-0.019217879112736,-0.019450101354532,0.0221002779352021,0.0370214585195679,0.015935863467533,0.0004915328852172,-0.0884313450807029,0.0034076873784392,0.0400165719296014,0.0293106569386893,-0.0470837094780551,0.0102674686636785,0.0067640074318152,0.0634997840530363,0.0167817679969212,-0.0519938806314661,0.004577268954491,-0.0121732593222896,-0.0480659785307947,0.0335447082967375,0.0311338824846069,0.00889015343182,0.0241429363072878,-0.0514523222615138
