group,VDR,LHX2,FOXO3,STAT1,ELK3,BCL11A,CLOCK,ESRRA,GMEB1,STAT3,GATA2,ELF1,RUNX2,SP4,MXI1,MAX,TCF7L2,TBX21,NR3C1,JUNB,NFYA,IRF3,ARNTL,KLF9,TP73,RBPJ,JUND,BACH2,CEBPB,SPIB,ELK4
healthy,-0.233999327373439,-0.461475798890292,0.0389204289648727,-0.430183427272655,-0.368855579850278,0.378867405118524,0.179714430626776,0.364586468209921,-0.413323686885867,-0.386517133083224,-0.392563235355607,-0.0344779523848065,0.358388671615292,-0.437139695478515,-0.376201919170485,-0.367880402064409,0.356980081480149,0.360252344717174,-0.402054965804724,-0.0963042240088499,-0.48906249492163,0.287785799918435,-0.242407526949369,-0.359623896810725,0.402986802355664,-0.520333195921803,-0.386387109378441,0.156851929202533,0.11741140541853,0.368768897380423,-0.405738970773559
healthy,-0.0419324853898408,-0.155534494018194,-0.0626173940696285,-0.0854946844212907,0.148708729617067,0.0557400650403745,0.155321863675206,0.105854983737283,0.106128146469812,-0.0577696700429083,0.0487213167735671,-0.0799988036387252,0.107902524262643,-0.0125935689491837,-0.0228185869134622,-0.106219653035287,-0.12267974311601,0.145746890416544,0.101775891261186,-0.0384962988092886,-0.0322761532957238,-0.0271237613746667,-0.0805916198669005,0.129218362156614,0.0271982173937708,-0.111018762355397,-0.130018262875324,0.0680988202367578,0.0908374642770932,0.0024747481595385,-0.0618206792661571
healthy,-0.126076010406492,-0.109011123799676,0.0521346168981508,0.0120732138206865,0.0715016017715438,-0.008456199811633,-0.114506345020289,-0.0333212508120488,-0.105338918606278,-0.125846710949885,0.076407927365388,0.0168572084389217,-0.0755316961912583,0.0165613381723324,0.0295466289879084,-0.0148640670084176,-0.0493005211329951,-0.060624955586698,-0.0428112896128985,-0.0550244728289329,-0.0182278843470245,-0.0824601812609835,0.120844796500682,0.0741155017806033,0.0435925009129504,-0.0530961952645658,0.032743165829636,-0.0093921740203625,-0.0742640058951798,0.0146017666374606,0.0914591892155515
healthy,-0.112840709997527,-0.100034223916059,-0.0838510363495082,-0.116264991600409,-0.0297896143785225,0.044117177350893,0.0274790049078849,-0.0276395878054582,0.0615404217375925,-0.0312943356039312,-0.097455976282799,0.0883934507206779,-0.0149312357169515,0.188513913600248,-0.0753118920831815,0.0453661554431295,-0.0704825101265336,-0.0301821503503682,-0.0562976875075616,-0.0025187724860103,-0.0135157272124167,0.095918543726403,-0.0472485438535717,0.100190346177588,-0.0514028828889394,-0.0228102058488102,0.0650925749070605,-0.0584997548344691,-0.0108304243141082,-0.0617664272971401,-0.0487800288952427
healthy,-0.018150328180969,0.0076310900741604,0.110236809061569,-0.10535623212894,-0.0347418866030164,-0.103269861954069,-0.130138158912862,0.0186211268958221,-0.0162649486407456,0.0860742392876745,0.0844695912317137,0.0668414017646652,0.189004383375574,-0.0802924815203497,-0.0374738299576507,0.0101205338587312,0.0445696732330223,-0.18301180390995,0.0735232480262798,-0.0863538784315315,0.067861647703581,0.158111904362214,-0.106267244027287,-0.0836940295436728,-0.0013119008272354,0.0730284178225015,-0.147130606263798,-0.249737417591612,0.151231252146763,-0.0184660145582139,0.0746570973673875
healthy,-0.125895431696375,-0.114265376373727,0.0164493312191077,0.0777255635769413,-0.0939622508922397,-0.123589932033898,-0.0555152692584557,0.0344556917027229,0.0910246928272932,-0.0551669368579522,-0.0521795309656963,-0.0140488044296456,0.123293104035026,0.200761296201478,-0.101494543734256,-0.0520715524394701,0.0424980588380833,-0.0632246649552025,-0.0495750949370289,0.0360134739555583,0.0533540421596119,-0.0273268500068153,-0.0352178664882604,0.0841244583877471,-0.026102942778587,0.084086206580688,-0.004874846435062,-0.0212210182532424,-0.136130802038018,-0.0261994758822285,0.0867736219230939
healthy,-0.0518086995633709,-0.0520091442962966,-0.0512449487520176,0.0545961341306179,0.0372200813451276,-0.0225249768625175,-0.0077296500134445,0.0655767471562,0.0380155963789261,-0.0221741985798976,0.0326912831605891,-0.0129349491716069,-0.0949544283256124,-0.0105045567848837,-0.0004510006490826,0.0006201258924886,0.0077484417071563,0.027467192308715,-0.0671301938363736,-0.0635284525416162,0.0382410967034675,0.0233956586711631,-0.0138181587760605,-0.0727113268687716,-0.0149331326029593,0.0059632308045374,-0.0082996647227017,0.0248614107806818,-0.0350465087724653,-0.102420994627092,0.0486391672239844
healthy,-0.0504464368627642,-0.204996594278684,0.0389806233135387,0.0490321976401553,0.182321625409521,0.0162113718295354,0.0801716501527846,-0.169865844404469,0.064662160011507,-0.0580466632035254,-0.105167018931635,-0.16359605051757,0.0845505538198255,-0.0756198950252026,0.091831266854738,-0.128790051872251,-0.078055529241918,-0.0790716863129777,0.123222139673609,-0.218306156740347,-0.0737709081897177,-0.0843829402823311,-0.0026975303690503,-0.0534006254611028,0.0821306333722503,-0.0444385391281997,0.027850036839302,-0.028007174530703,0.0309718389751349,0.136353612751685,-0.0441766429758647
healthy,-0.0172108949475926,-0.0315315695793558,-0.035795331137158,-0.0652252657169961,-0.0176033498875074,-0.0391534549362416,0.0048609178906745,0.0186658062694593,0.0732958095633344,0.0131094141200179,-0.0117487879534611,-0.0280067749453579,0.0146593763131283,0.055132006660046,-0.0215413758870894,-0.0244053066225264,0.0759707616063202,0.0133628660940914,-0.0212553554619668,0.0608537934511788,0.0022174622964306,0.06685379036491,-0.0504010562871944,-0.073985872762836,-0.0098086679682371,-0.0398508690087072,0.0065294129103305,0.0434805667256299,0.0331809727483968,-0.0761436602641625,0.0376249838370053
healthy,-0.0728315142197437,-0.109642280567978,-0.0075189537926616,-0.0294517665544523,-0.0981228758078793,-0.0124591890829079,-0.0972684293934805,0.024797381722623,0.0198129492552522,-0.0162259917462483,-0.0788491709255571,0.0383277822993944,0.0376637573122336,0.0650579536372362,0.0249195425261351,-0.0193340575588787,0.0167980322681752,-0.0418703970862338,-0.0513668228213719,-0.0820282627176719,0.11573629990474,-0.0799141239827038,0.0549298139138011,0.114655045803121,0.0241457765788692,-0.0058358709509444,-0.0291389902636489,-0.0049119025224737,-0.051309381045614,-0.0713572399953086,-0.118727007900175
