group,KLF5,TP63,MYBL2,GATA1,ELK3,BCL11A,SRF,FOS,CEBPD,PPARG,GATA2,RXRA,RELA,IKZF1,ETV6,SP2,FOXP1,HNF4G,PBX1,TAL1,MAFK,TP73,HOXA1,EGR2,GTF2I,RARG,HOXC6,GLIS1,ETV1,MAF
healthy,-0.0701325994326578,-0.122224010380427,0.0012254977560672,-0.198825376449541,0.211607783424217,-0.264474825863168,0.0587153038824618,-0.27139345876451,0.117384069875453,-0.378027276172183,0.417026027548803,-0.0702877257308942,0.254019313362037,-0.0303271913052081,-0.201772776116032,0.391740440936277,0.222404573781468,-0.106121900623493,-0.227958095258329,0.03007898922803,-0.0521379488372402,-0.144500146807168,0.304094082432734,0.183809150780262,0.197522315544356,-0.148471380042019,-0.444824660192759,-0.0096643683801251,0.181389180527774,-0.229850636096813
healthy,-0.356956534155037,-0.453376705541713,0.396717704628683,-0.415653280875846,-0.368214381666007,-0.281541211454323,-0.134318678913885,-0.531135862844501,0.533335537665882,0.551706155265058,0.128597642721261,0.337546975602215,0.547479296767349,-0.501429877014951,0.223106139321272,0.406823907030408,0.383493827294912,0.637964686373503,-0.496697616089452,0.544502586349338,0.470529749029614,-0.345104757578388,0.501882557542894,0.501233155097745,0.423492015548609,0.254720764434161,-0.516133908373307,0.502431557609075,-0.466955612504081,-0.493825728169284
healthy,0.0346648819408498,-0.194795353847529,0.245084068839545,-0.531609841983909,0.578872428750504,0.338709506678409,-0.191653070259176,0.0300715930526437,0.16854611529847,0.31197878541526,0.175571172913867,0.624614691694205,-0.0296271114420688,-0.0331515836439401,-0.407905317198018,-0.340518813803436,-0.0120942087969062,-0.0128211165520297,0.0014088521439506,0.438790466159585,0.0988449352764266,0.166840785958003,0.0721994570618811,0.201368904326368,0.349388774542179,0.103662572627715,-0.438453709280762,0.620374084210386,-0.0919027788676379,-0.199240169953278
healthy,0.147228477033335,-0.48084836498434,0.143608480079678,0.205673317320769,-0.0654795115054052,0.135158661710538,-0.154402662386374,-0.0834626202812977,0.243029938007314,-0.0990803063822653,0.325557023881013,0.0904425387821111,-0.394735502605208,0.39462705010776,-0.122782968227462,0.345782888186658,-0.231779307568154,-0.184385039714879,0.212349463535041,0.571702602082007,-0.0187791290484245,-0.078125283295233,-0.378656630155868,0.393079232911169,-0.0641633404198694,-0.100068487633286,0.117108164975066,0.279282027918877,-0.0640496232380791,-0.0860939095155008
healthy,-0.271110538497288,0.0149779450392125,0.0234583547550065,0.411947813904161,-0.142147873892245,0.177436700121854,-0.230450295677374,-0.0971370778963645,0.443269759571397,0.152674537547203,-0.0934859632903119,0.0834878397844632,0.437120811755315,-0.0843310141122713,-0.443613819968248,0.40078735478132,0.187764170915477,0.0751319256070032,0.251432320997153,-0.216432098060955,0.226268377366969,0.143568254806875,0.10884984449836,0.0452960039564275,0.236801831687655,-0.208819761780636,0.0944094938292267,0.196870453655805,-0.344773416751949,0.201677113213123
healthy,-0.253879858664097,-0.0635595051632551,-0.381636092721243,-0.22997070350641,0.0389986327513752,0.282039546671125,-0.310638707790761,-0.462728093982879,0.557072825793498,0.3317329258901,0.314691490022074,0.0114503749161104,0.369021077208778,0.116791515006674,-0.261336899360773,0.342106358310024,0.116772599730167,0.0659295647442779,-0.301326741731699,0.0700297579933296,0.485120096572946,-0.261194420654617,0.504941832434547,0.0447822856095427,-0.241355980392984,-0.214489163817851,-0.301230445778573,-0.0403163151303767,-0.356267513437224,-0.274493825262514
healthy,-0.136210643673673,0.0556340954119402,0.0242375911614376,0.0865032459298348,-0.283745605572731,0.0605060856148259,-0.0715977477817067,0.225811661938028,-0.16644731438808,-0.0115733463768938,-0.298142707148573,0.338116464755907,0.206903617894533,0.244294031563372,-0.0751125776433216,-0.262397257982265,0.245073860203911,0.34730982582322,-0.217461894505067,-0.165142717082249,-0.207516278848592,-0.103134707356417,-0.361415676481381,0.0688386192656756,0.340130232195621,0.284796004592419,-0.314970633691225,0.107529321794818,0.295194868718423,-0.249761448938205
healthy,-0.157044810353446,0.0563645946017191,0.238211839401472,0.125829302798501,-0.170866185004319,-0.113126162342683,-0.187991941701577,-0.216473366649614,0.156972125130767,0.274587997766593,-0.0921369065015107,-0.0740774242513814,0.0561241742497824,-0.246223987409037,-0.593150555253702,0.13156584421913,-0.115010386961349,-0.127243869055245,-0.191139770960656,0.468545718898786,0.149507911878779,-0.17880005661823,0.033932816648927,0.344869016925765,0.11245522182565,-0.0153198084722458,-0.372908739366755,0.0428171873286345,-0.194377058955338,-0.0523836808673253
healthy,-0.263256744139583,-0.572164203779283,0.765407787358625,0.346442475424895,0.448861382691742,0.0559745975549668,0.155291175397285,-0.594501668677228,0.530537686441852,0.424793397695739,0.522326672916598,0.583082822559332,0.534403207014645,-0.0121229637425091,-0.230378491748688,0.239118031799796,0.409369659566743,-0.624488701110974,-0.124619579005275,-0.0854658166641546,0.590126845225245,0.0382504984627171,0.173591509486131,0.562277659686019,-0.0544672945214892,0.090798233485218,-0.447387122879245,0.0078990417915848,-0.352555801326072,-0.083779807971139
healthy,-0.186498276848897,-0.124898671769583,-0.0409088682752743,0.233240062855943,0.217054371753919,0.064175164319046,0.100793944987463,-0.282677999223143,0.158593274713129,0.0860306070320237,0.115943882209227,0.0525245953603362,0.121710911418269,-0.109157820936434,0.0673898336685987,0.141268502601869,0.0942533177484507,0.191848858634502,-0.170074770697748,0.0181049333115329,0.185659246864566,-0.127192442719164,-0.0502257736231743,0.264986973673496,0.0580372018458362,0.338942374628256,-0.0728497350430196,0.143632042905315,0.0011809996926007,0.0706530419428649
