group,RUNX1,MAFF,ETV5,HEY1,ARID3A,STAT1,E2F3,KMT2A,ESR2,E2F1,MZF1,NFYB,FOXH1,CEBPA,NFAT5,TEAD4,ZBTB7A,MEIS1,STAT5B,KLF4,PBX1,RFX2,VEZF1,NR5A2,GTF2B,ATF2,RARG,EGR1,MYC,JUND,MECOM
healthy,0.140884282685156,0.104469830059998,0.0026867396994206,0.218773649116905,0.28967227535987,-0.323530412542861,-0.166812625027138,0.159352357512242,-0.0850627005806877,-0.139997397735833,-0.140727773576452,0.0113469103810485,0.176464020063892,0.230564001972615,0.0316930945125837,0.0968530534363979,-0.231085699001629,0.104730678574505,-0.0805239364282683,-0.259466017379976,0.148344550200052,-0.115999334401202,0.0408749622232253,0.111669249060388,-0.240215397009369,-0.191123706579178,0.168273376708377,0.146153422678195,-0.13644985793854,-0.275325607061993,0.17714222620161
healthy,0.0025859595904654,0.130024307732685,-0.0241141872054687,-0.0444460228808497,0.0785694541784587,-0.0928985366417183,0.173063623894604,0.0614719447899376,-0.116367388357876,0.171574508003663,0.115859788652104,0.004637406888906,0.0165727139565855,-0.0078477384804434,-0.0802320570990991,-0.0239712955369838,-0.132545053877304,-0.0536227615285479,-0.0769216956738146,-0.100501087296877,0.09351089713061,0.0437151336962917,-0.003043615201959,0.0789112723529112,-0.095578775271184,-0.102651997848301,-0.0561560857661099,0.0713213847778107,-0.0549513084311919,-0.103557847172543,0.0279638485302273
healthy,0.165438691919582,0.026410450103886,-0.175589340900971,-0.057455300019977,0.0240425907666379,0.137712972881139,0.161522905519553,0.127203955331277,-0.0563088958559052,0.14914324156776,-0.0628158183452684,-0.0379232749005217,-0.157819138220244,0.0828469326752689,-0.147478985440867,-0.108831468302487,-0.161915047042124,0.039732004219941,-0.142321104840158,-0.0942096554536955,-0.0435633582347275,0.13458334580148,0.151801923565288,0.178822163118149,-0.0922264325381082,-0.0313638167047853,-0.128783779072927,0.128029516431427,0.131221060593597,-0.0699944473661172,-0.116608629120944
healthy,0.0103280400396327,0.0874712968651231,-0.0193544072593812,0.032411015140205,0.149182711950957,-0.131287103458468,0.0426808308441443,-0.0405241376425715,0.0277714129384486,0.0057506501417678,0.0353772658860073,-0.0063592140888092,-0.0482536176042736,-0.0414708812928181,-0.100862894074594,0.0973048288481821,-0.0697758843761825,-0.172503552380243,0.0258157133340638,0.047907461964672,-0.0764397792353324,-0.0108432855308369,0.106029705672149,-0.12590813195277,0.0124671861811336,0.0530208347883716,-0.0669763307010639,0.0565868759511793,0.0173811605949244,0.0142067379091774,-0.0483325793745974
healthy,-0.041331639683035,0.012551449601153,-0.063625882589623,-0.0978782571260801,-0.0687501863631935,-0.0020744786621868,0.109033915528601,-0.081382736982004,-0.0873970177125004,-0.0572978689750305,-0.0153344950491896,0.0962733106713841,0.0146643445348618,0.0687544548378071,-0.0086009763463095,-0.0433356885140982,-0.131127540128352,-0.117190970515101,0.076759978975526,0.0180385737168755,0.0108397912811182,-0.17988632563897,0.0666564995652457,0.0500009116231614,0.0659009795586468,0.0280332070245102,-0.0280118646514424,-0.0691215436545727,0.0353024192913912,0.0081485180372729,-0.084133768870439
healthy,0.0472721098174823,0.0282838267186592,0.0254207221656092,0.0285765761643293,-0.0187047054708242,0.079721064838604,0.037860514627112,0.0414219875828443,0.0831563785063685,-0.0294351706063298,0.0412462256074707,0.0939014436781671,-0.0426935010000035,0.0213145555481762,-0.0564282043727249,0.0936191763098355,-0.0191792066503471,0.0477520392156269,-0.0610964723874389,-0.0268043563743007,-0.07481376802458,0.016324338015206,-0.0701625333855412,-0.0704477956331124,-0.0081651638868426,-0.0161652350556027,-0.06864806039007,-0.0281761982459863,-0.0303433677357361,-0.0278164383773304,0.0741685587284004
healthy,-0.0581444534903078,-0.0049484641268347,0.0408248290463863,0.0705156138073945,-0.0098969282536694,-0.103917746663529,-0.100206398568403,-0.0828867741244813,-0.0927837023781507,0.0940208184098593,0.0964950504732767,0.0569073374585991,-0.0556702214268904,0.0358763649195516,-0.0470104092049297,0.0655671496805598,-0.0593815695220164,-0.0296907847610082,-0.120000255075742,0.0680413817439772,0.0717527298391032,-0.110103326822072,0.0235052046024648,-0.007422696190252,-0.113814674917198,0.111340442853781,-0.0197938565073388,-0.0470104092049297,-0.0346392488878429,-0.0630929176171425,-0.0284536687292995
healthy,0.270731629262033,-0.0610101005464349,-0.0825645672065526,0.227102377537573,0.0704090436355155,0.124012909875007,-0.174583430523912,0.0501055552664061,0.0141039499357935,0.214171911662371,-0.0254181075765949,-0.145722364995958,0.0473046923670688,0.0417583195901202,-0.234575035470588,-0.0340199671528206,0.313264891156318,0.0637002574023201,0.120359610441089,-0.299736612646475,0.0664679084886219,-0.033078965783478,0.0726674469219377,0.195595437571114,-0.1881227796381,-0.125850630196311,0.0195285460649449,0.0768742765731163,0.171948626689753,0.176410080240871,0.128264021943566
healthy,-0.0734189363505984,-0.0047646400425492,-0.0893752594827014,0.0786434532145574,-0.0151408114051212,-0.0600395993716552,0.0445190240884249,0.0149805855185199,-0.109917929756833,0.0231084834055253,0.038233129587666,0.0177925022835992,-0.0471601362548054,-0.0442146186762692,-0.0364659497886713,-0.0364960812888593,0.0115348374920893,-0.100967031841024,-0.0094510095017698,-0.0094402524967717,-0.0483245077571394,-0.0797736519109584,-0.012334421719958,-0.0057912505637476,0.0108157822242892,0.0608192742256324,-0.0743374419431144,-0.0227207557778596,-0.0297369974301183,0.0152922415086301,0.0255096727587717
healthy,0.0280684244432365,0.0516883552030226,0.0006398073015276,-0.0173871772641428,-0.0087498060100298,0.0030549145999078,-0.0647601794543514,0.0275466790987237,-0.0321386937266804,0.0299547933704969,-0.0096906958868046,-0.0910866300431597,0.0011781064512118,-0.0004331852184965,0.0289133787362453,0.0206378419760286,0.0278347590151233,0.0004157572849991,0.0059453291754881,-0.0317630370786313,0.0877525953421926,0.0279127749682086,0.0391799066577269,0.0033120175937588,-0.0129780193553572,0.0204349349383824,-0.0262687581192999,-0.0028749534308162,0.0147939663193635,-0.0455139497731321,-0.0011702392962788
