group,EPAS1,DUX4,ETV5,ZNF76,STAT1,PGR,KMT2A,E2F6,MYBL2,ESR2,SRF,KLF3,RXRA,ELF1,TEAD4,BATF,MEIS1,JUN,NFE2,PAX5,POU2F1,HNF4G,ATF3,GMEB2,TCF12,IRF2,MAFK,TBP,NR5A2,FOSL1,CTCFL,GLIS1,NR2C2,SPIB,ZNF143
healthy,-0.213558097831047,-0.166921530519745,0.0228881117561509,0.455641042653071,0.0468887370454913,-0.0387303044687687,0.326619139830646,-0.130312418520924,-0.247823514653282,-0.164993173728883,-0.271379134529346,0.353200796516986,-0.0839131874300362,-0.0389379736616307,0.124052675707511,0.214270106492288,-0.341838324964678,-0.146747951784576,0.245924824889972,-0.281376922814275,-0.175554635537295,-0.323415100855061,-0.467923192059482,0.612609285429214,-0.0795224673523818,0.22103418877408,0.115805242048134,0.171193582487192,-0.320003392686613,0.0214344274061167,-0.619076697435489,0.263191034925072,-0.231061644086561,0.0842098577055534,0.0805014792615885
healthy,-0.0886297864221741,0.0663379730929998,-0.0174965371502553,0.155091332439648,-0.0518758989962417,0.111933699849984,-0.0342464924749195,0.128114514220983,-0.286653505532061,-0.176392578151228,0.15182747129888,0.20245099563415,-0.0247451198636466,-0.105140496040252,0.0157441385950697,0.0114720723095748,-0.158900707596693,0.131760301313871,-0.0700072768887322,0.0212210684528222,-0.169643725373265,-0.289692304477645,0.173354293633518,-0.129831013059483,-0.188215600505897,0.140046889243874,-0.186619551279773,0.0615221565439407,0.0710254398873197,0.039222847265735,-0.226292486191028,-0.150483124282881,0.0077886217472879,-0.0668709203711951,0.185707360423375
healthy,-0.219868667601026,-0.0343852569865822,0.0360261466876745,-0.262397697107338,0.0005135474734393,0.0762371776666129,0.095114004445015,0.191314900460528,-0.299188009470387,-0.22673824442039,-0.136364441440401,-0.0801850738686783,-0.0511437004370468,0.297175589276952,0.0769573752363849,0.167606418557447,-0.378461624509922,-0.0486155343648922,0.10284667517736,0.308638953769685,-0.301053576191109,-0.143133770978991,-0.262338340164775,0.0718583940296412,-0.0541163840568445,0.305471931123124,-0.0247443704710808,-0.0745439659198534,-0.0274215884212285,-0.098435794823298,0.193115834066014,-0.177411745787902,0.0062641360052149,-0.254315479935452,0.222356383016026
healthy,-0.248997546642562,-0.113140075785238,-0.151422418015701,-0.0958902658606323,-0.380763061159711,0.137323506935011,0.231837630310666,-0.196889056175575,-0.375483995718087,0.0304867698706222,0.215148756404573,-0.313203146299998,-0.129015797935558,-0.227141075349805,-0.0408830922869916,-0.0982418822459349,0.122897383176855,0.207943913368257,0.12148836532083,0.104434780267169,-0.252006156771159,0.143865192095961,0.35513311368381,0.287560356882281,-0.0648667028221112,0.177599945890626,-0.142360630192826,-0.073731752096369,0.393457577483429,-0.248758686524789,0.227619309263024,-0.14994970412827,-0.145499200772599,-0.211749237567104,-0.0558752888403863
healthy,-0.176387596492062,-0.138860985527245,-0.13596186006138,0.10973471412573,0.0750359857496939,-0.108216206673038,-0.0304253048296411,0.221993954073301,0.0083400129335121,-0.018925325573842,-0.168911690712862,-0.189113642680908,0.0160939957490729,-0.0363378890883056,-0.0039016965990273,0.0261604993732164,-0.0687476527683429,-0.172026842967306,-0.15058446058293,-0.0828095029025197,0.0598784891106805,-0.105928391055702,0.0482285550894056,0.0609298960870051,0.10403241126233,-0.178829388650193,0.107285452956292,-0.0547943905677865,-0.15499922080483,0.230978025597228,-0.238542410433452,-0.12106635335745,0.111762837965306,-0.214085420177614,-0.0541451611233894
healthy,-0.154454723201335,0.0816264556343507,-0.0342613078028375,0.0949915862356785,-0.0389616858641707,0.0932844547581618,-0.0343200888808807,0.149747524550777,0.102395397844147,-0.115665412228472,0.0601399874381453,-0.0204018704988089,0.0413842351459728,-0.0695509124392918,-0.119384741537907,0.133984894831708,0.0190228713683436,0.091983954409134,0.147605115470029,-0.0920500521192543,0.0067600719963959,-0.0119975404564742,-0.248263247233359,-0.160137390121698,-0.0757425193265103,0.171053929191458,0.0004812855778179,-0.0174350381968978,0.102822118708169,-0.12259488285906,0.0965465565681339,-0.0679002058362681,-0.0497819926205094,0.10772612236053,0.104522181575035
healthy,0.299820848151204,0.230045308020253,0.0942481505136692,0.177132678985739,-0.0377225643493362,-0.181313572768576,-0.193448839014492,0.303736922117354,-0.0878753634788672,-0.0599193539689552,-0.187980513507452,-0.353645272185327,0.166424995259319,-0.0908437899163795,0.246359838388596,-0.283431353403984,0.264963226803321,-0.124101084741267,-0.21195852195562,-0.133738896408271,-0.393314465894866,0.0162403808196699,-0.292418930567245,-0.225628113477911,0.0230034715227586,-0.137715267809605,-0.319477812021241,0.255749941673221,-0.333292443320056,0.262854446232285,0.121115546869445,0.0681906953818532,0.201386100043261,0.0173192160113433,-0.0639356520503437
healthy,-0.0462766369563763,-0.0892844953554291,0.316542672990241,-0.233689965335432,-0.148238352078806,-0.184305722262155,-0.447409657974735,0.0185499405649036,-0.143493838363862,-0.176801130504971,-0.0028406642624506,-0.0149588171267346,-0.154317575066001,-0.0301090265264712,-0.0029968000641101,-0.0624795038576238,0.009292598518123,-0.286232180913242,0.0655266703093661,-0.271565488834773,-0.168193514858645,0.131219549697918,-0.232813590190633,0.106867401277796,0.184577700755368,0.158165567081093,-0.27730222038607,0.0832757853109192,-0.0044372787503882,-0.0246090169970456,-0.0447404621335971,0.13101808414739,0.0646402218870411,-0.122229149505588,0.106263004626211
healthy,-0.137280614862673,0.0295946703669948,-0.111935316000917,-0.0147936714089102,-0.240274131277735,0.0267470720263003,0.0099691740100393,0.111729732720383,-0.0991768388564851,-0.056674994126753,0.0238181769122213,0.141418750702783,-0.0647055761182347,0.0048925482179786,-0.0365485145334927,0.0182525130897584,-0.0749070637878976,-0.0256532293601964,-0.171640880406329,0.0137627416058361,-0.0508301246657782,0.0236606129258323,-0.145907048005214,-0.0691417134108628,-0.012143331559156,0.114209978041077,-0.0782574230543416,-0.138201718144689,-0.0745567288924593,0.0734346599866363,0.0731054622522778,-0.0086894977595482,0.108197290360697,-0.206637276942364,-0.0426975856809025
healthy,-0.218390927684262,0.0932647927617267,-0.0022382395912152,0.0394148083338537,-0.0975605360193289,0.0559127016305531,0.0224771874811182,0.0414985903296373,-0.0371039478684141,-0.058528527638149,0.134194159719724,-0.0901247693777495,0.0964387304626006,-0.153737021521521,-0.164399387846733,6.4405604914033e-05,-0.164443149954406,0.0476081702594015,-0.0083550342126173,0.0351072687921135,0.0782905159502054,0.0220223459360303,-0.117882953151905,0.0004588438557775,-0.020559922674818,0.159209549445852,-0.029901947768301,0.0221692728679274,-0.0884305280684328,-0.0599285464497922,0.0501270455567384,-0.041429445146275,-0.0489925484621652,0.240287148171585,0.0834776159279833
