group,ATF1,HEY1,ETS2,FOXO3,ARID3A,MITF,STAT1,ELK3,REST,RUNX3,GMEB1,ZNF384,ZBTB33,TFAP4,PRDM1,SPDEF,PAX5,NR3C1,ATF3,KLF4,NANOG,TAL1,IRF2,MEF2C,E2F8,FOSL1,EGR2,GTF2I,ESR1,CEBPB,ASCL2
healthy,-0.101296237610474,0.22779090144439,-0.368212900569895,0.37764137154049,0.242675441910659,-0.381422331980474,-0.31082845034785,-0.387692025874626,-0.14523195512827,0.0757867197052615,-0.324947226674375,-0.179787061934206,-0.157101299294298,0.193762257484529,-0.364049058060039,0.439955428412135,0.297954040748409,-0.314035087683027,0.256172034873642,-0.352610456222617,0.0258684698457176,-0.0698520476222476,-0.0075379907506022,-0.12383841947418,-0.306664607837994,0.397264077621423,-0.245738498469634,-0.177968372102314,0.414637351541858,-0.0364455870259278,-0.0458740579965223
healthy,0.112947846290461,-0.0341276590904158,-0.10327925826442,-0.0221561781416675,0.061368501377651,-0.176749757117207,-0.0516345657343353,0.166064915353062,-0.122057613899318,-0.162497006933146,0.0804408915055908,-0.0334688216728639,0.0281642273513828,0.190085615300278,0.080224535492883,0.141216617915605,0.0192074934971087,0.0828182461617463,0.0699961143700829,-0.150705604240569,-0.0713810430428374,-0.129890213856068,0.0750623120057554,0.0387631700598224,0.0175325810496126,0.0837718924743673,-0.0521219028874088,0.0446286101576372,0.0365323560950935,0.0424434859125523,0.0296756218322261
healthy,-0.0234163651638002,-0.020547597241517,0.0009145842688012,0.0815728330928899,-0.0768147389832577,0.0057036971665839,-0.0282421366293971,0.0874560632454358,-0.0851841720042306,-0.0571131086912999,0.0372939829896811,0.0512289385754767,0.118009569573684,-0.0017389320629829,0.0454951625840195,-0.0160000549059974,-0.0262362549956644,-0.0137986609105887,-0.0557163232612499,0.0005620980398182,0.138219719998655,-0.0854266825297709,0.125497317040561,-0.141793460378904,0.13243330606367,-0.138797797414187,-0.0676735961116313,0.0772349025682055,-0.0961996016507694,-0.06759087934323,-0.0435757575717973
healthy,0.0309862144082959,0.038014085052939,-0.053574547735759,-0.0434941267976981,0.0446263723941754,-0.0590754696789064,-0.155360126440621,0.0019681270867976,0.0318214223438295,-0.0904819822741161,0.0801779411468638,-0.0673042885082724,-0.0978924320376165,0.0426090758079472,0.172645562932232,0.081033355725999,-0.0162744307567439,-0.133274264984051,0.0173689572851649,0.0231776937658437,-0.154939828253707,-0.107747212122126,0.0288315126455766,-0.115878365507417,-0.0484211800625595,0.0065610971774456,-0.110809865737345,0.0053540869996423,0.0025116857996812,0.0562620313347744,0.0264835006590685
healthy,0.0538488548813321,-0.143626815416767,0.175912458519245,-0.0588668580614826,-0.138061024827463,0.045491715487975,0.0649736732524205,-0.0351344757704541,-0.0183035385540126,-0.141234472256419,-0.0709232531685086,0.0180905101171194,-0.150868091569256,0.0138806624356589,0.189039067916377,0.192942898557539,-0.148370924892341,-0.190280043096374,-0.108064592070647,0.0134326264374312,-0.0355402442216792,0.0256208962911054,-0.113202635084285,-0.163964268332546,0.0048235724639384,0.0788391193711585,-0.144110356154477,-0.123972406060551,-0.124822829106244,-0.172739011090289,0.102906260634448
healthy,-0.0542006087342973,-0.056697920458328,-0.0756408604293635,0.0800159120545898,0.0977097702434751,0.0471175568916657,0.102433224539012,-0.0386193144142907,-0.0870717050085907,-0.136348393037213,0.114111102796455,-0.199075638924542,-0.0793086006839746,-0.128987641266656,-0.0849074628300163,0.0925169519593281,-0.0924158669139893,-0.0415385710185839,0.0180683839608008,0.0901573544122338,-0.0920180575080351,0.0234849522891247,0.0246369242805281,0.0917616535868527,-0.0214626834888352,-0.146561106030756,-0.05053173269266,0.11803183961117,0.106762844683187,-0.154579194542771,-0.0991397261095602
healthy,-0.125836649511977,0.14694816834488,-0.0086521112990164,-0.158691412439088,-0.0952803427523804,-0.0216103848186611,-0.0124196206761262,0.138905102022342,0.125117425544779,0.0622450087015904,0.141601426767454,-0.0182468650741903,0.120502150044632,-0.129579674668927,-0.0843542595060102,0.140511878970337,0.0663032681930993,-0.107066434231868,0.152787654853024,0.111779646612655,0.0773793172879492,0.129959180081406,0.120367486833752,-0.0830994432228136,0.160723602712362,-0.125083759742059,-0.0540244317828928,-0.0951946479818206,-0.152383665220385,-0.120789839631511,-0.0257359759156099
healthy,0.0556519296290556,-0.0968279030781822,-0.0299164979958254,-0.0700848559664878,-0.079167738553498,-0.0285646437773877,0.0726307883142088,0.0222428427505819,0.0166453774058039,0.0758042391983399,-0.0287582780686228,0.0303647255218326,0.105301196229823,0.061148992008008,-0.0046974244725555,-0.0237345439571339,0.0315157738086192,-0.061708379960465,0.0153795828723595,0.0067807860134371,-0.0672771587435787,0.042879238047954,-0.0370773809513167,-0.133862254187002,0.0774680597748787,-0.149295624362483,-0.151378985903364,0.0334090868784736,-0.0478993863392348,0.0285359572157232,0.0439119542678747
healthy,-0.0477892189789282,0.0108162320107595,-0.0197460477588284,-0.0306082300745591,0.0197098495724384,0.0026222503111715,0.0530822494988996,-0.0463202143638155,-0.043426309876335,-0.0213044153358227,-0.0409914470480107,-0.0310137923737532,-0.0510033075403458,0.0002608534428263,-0.0141232488247228,0.0392588416190304,0.0433774234496404,0.0194689617573312,0.0389945906639241,0.013491101817674,-0.0191165852059267,0.0213145449557685,-0.0298852730170651,0.0349974174665768,-0.0162161583337607,-0.0022661826353148,-0.0294788927982481,0.010516433010502,0.003125669352947,0.0106150867004083,-0.0136115876698237
healthy,0.0755468019579833,-0.0145620023782045,0.0156241946757016,-0.0366280032898672,-0.0529294637516954,-0.0475944689815146,0.0071281337516286,-0.0885971699528712,-0.0207219100277935,-0.0764399240515993,0.0322837904485182,-0.0220203967727771,0.005822752212429,0.0358354959432739,-0.0059292275345353,-0.0034492193035886,-0.0038420255797773,0.0121664553764032,0.0041133357321748,-0.0322688188953636,-0.0308282501410013,-0.044109396748003,0.104011024156456,0.0054367914819262,0.0575242038657338,-0.0884194812562202,0.0238219080043444,-0.0603522022104655,-0.0270361133222294,-0.0087531874997977,0.0151714529383643
