group,ATF1,CLOCK,ZNF263,MZF1,FOS,GMEB1,KLF1,STAT5A,E2F4,STAT4,TFAP4,RELA,ELF1,BHLHE40,BATF,IKZF1,MAX,PAX5,E2F2,SP1,ARNTL,ELK1,ZBTB7B,TCF3,TCF4,CTCFL,EGR1,NR2C2,SPIB,ELK4,ETV7
healthy,0.14072428503617,-0.155891285128481,0.0419906692008781,-0.145612087800294,-0.0328371476607925,0.0595275130576117,-0.0879656382306933,-0.129141673637551,0.24822632279983,-0.229741541437327,-0.120136267332742,-0.0624898177631411,0.124816708767478,-0.192564617382934,-0.0919647495831578,-0.389942979912352,0.0732133607971572,0.138443310412913,-0.142086945200714,-0.0397096945776206,0.12656446854374,-0.119247575921083,0.153047472611172,-0.136280827977876,0.0685921654565315,0.386921429112712,-0.0577797532813494,0.204206474875664,-0.0252832706616928,-0.0876990308071956,-0.0555284017051472
healthy,0.148098448021485,-0.337179263605212,-0.336311372165748,0.0897375122494085,-0.338067997646417,0.0897947434198638,-0.356500114662374,-0.110462762575321,-0.0973522157809365,0.075632711443292,-0.274108862864323,0.341555487702305,0.204503618603195,-0.183748170580372,-0.318862090442417,-0.365832888300725,0.322435668010114,-0.360773570287519,-0.361979517721218,-0.2292554463442,0.211451874785017,0.0573924426657963,-0.285091091113669,0.225138894925556,0.310457500456156,0.0988888933439007,-0.326114387217282,0.30193256680077,-0.254845862064797,0.238284695295491,0.311834247164182
healthy,0.0211387549865144,-0.0942198120022983,0.0604041289345359,0.060665750239135,0.0022798427972204,0.147126457553073,-0.102767066272332,-0.0081780273425066,0.224719968687585,0.128430596632108,-0.0418479088982868,0.0112020739135631,0.0377547881421889,0.0986410888374773,0.0741903806323021,0.0305756038338816,-0.100013676592532,0.0294621731325188,0.0556489461014935,0.0407767811708231,-0.0685460139304104,0.0022260399857566,-0.0051301596793516,-0.102998705857565,0.0135792546215999,-0.121907724481963,-0.0513040610444235,-0.0068797778231382,0.0103486216828616,-0.0006575442836155,-0.201767525033709
healthy,0.0231181256819011,-0.0470498074863613,-0.150506856751469,0.195815674653994,0.161759168923258,0.22435169426179,-0.149228557976301,0.154780847680324,-0.186060182637077,-0.256142964281793,-0.103512449051512,-0.175125906276125,-0.254981620611255,0.149884122115412,-0.0275952491609024,-0.0308956401398088,0.0164034663853695,-0.093851341855876,-0.127076850790555,-0.185655969380724,-0.380109219657973,-0.0983489837742861,-0.101686307944128,0.0082648273938668,0.208865402117994,-0.0210888520243702,0.151887747723682,0.204765817924115,-0.0012690654774346,-0.0062386315022472,0.0964110171721245
healthy,0.269204593341762,-0.0463400758533502,0.0380594184576486,-0.151278971765697,-0.128993889591235,0.080172777075432,-0.255333965444585,0.0112684365781711,-0.0473946481247366,0.242240834386852,0.0530425621576064,-0.192149178255373,-0.395144332069111,-0.0737726506531816,-0.317550568900127,-0.271305309734513,0.194281500210704,-0.0843541930046355,-0.330920775389802,-0.330270754319427,0.116970080067425,-0.342136536030341,-0.232801306363253,0.0205825958702065,0.35378002528445,0.355443531394859,-0.23279603876949,0.0308449220396123,-0.13011588706279,-0.22886009270965,0.0812062789717657
healthy,0.048869369254948,0.127148778723296,-0.0223095787243361,-0.143620125310361,-0.0796873177132796,-0.0548532802853576,-0.191249418036936,0.0513944299374312,0.1382558913568,-0.0117668815049108,0.0188374848406698,0.060243038144163,0.067421395702533,-0.0111555117368448,-0.113835413431302,0.132054304757138,0.131480016889144,0.088738552016832,-0.185144509248175,-0.0113818558022178,0.066482067831235,-0.143669126392599,0.0425224649494854,0.168334248541947,0.11884098835787,-0.182824602973881,-0.0120828000301974,0.0697130089686554,-0.0267889036989123,-0.0659867595945623,0.0834359607023511
healthy,0.226044844909847,-0.368566476028584,-0.195386564695374,-0.0188497628264848,0.438831190675823,-0.469073667298535,-0.266333623698323,0.0408157679560553,0.181925494570902,-0.0892012936082669,0.0723513480564406,0.332329116852136,-0.355626302711372,0.163712383397736,-0.316240716340164,0.45426161627336,0.154575366009558,-0.528538150190554,0.0187979777637747,-0.0671103950921602,0.303458944391242,-0.168424824104357,0.361951695812406,0.253629529343466,0.502746142780753,0.110518462363881,-0.489387119691621,0.392474421009784,-0.442140865419032,-0.199441030487561,-0.523548507089425
healthy,-0.209500189966718,-0.241379002227507,0.0999307371163476,0.213423598596516,0.19698818066896,-0.10203990439797,-0.22952834199263,-0.407064816778325,0.272136202226247,0.286457984297432,-0.186178698350646,0.0195544831024968,-0.0851665661449926,0.249654802663025,-0.270750944053995,0.139361440703284,0.243698192522342,-0.307478159917666,-0.376973434417216,0.363313001408913,0.0889291060838185,-0.422928257137983,-0.344835444820973,0.0808543915120151,0.323757177729,0.264839019660805,-0.209509127116217,-0.0250955157915042,-0.140138972709644,0.271501664611861,0.0902696785085784
healthy,-0.0954097499219783,-0.160354842095034,-0.0903926885749205,0.176273389816585,0.034157941617092,0.192308739703108,-0.190003943654532,0.0275752724042531,0.10991423943476,0.0629734563331408,-0.0479096047525446,-0.0114332681107309,-0.159962442510837,0.0094155506645557,0.104844105803727,0.143269478689195,0.0961222696007256,-0.166428280144911,-0.164008368322059,-0.118143188738126,-0.0103341335600609,-0.25288970767142,-0.149361878829817,0.0043457209760319,0.165790667587829,-0.0625323475106666,-0.117075674013028,-0.0453417709735982,-0.0742254276393291,-0.0944900198886151,-0.105154548760962
healthy,0.13523401692705,0.267412855936004,-0.0345435850098848,0.134133675818181,-0.0587725369865166,-0.172596154902118,-0.317940651948789,-0.225278681188164,-0.239254486539257,0.373163814641598,-0.265814259446613,-0.068131399641344,0.0754963387729945,0.0615443362284741,0.117486644346795,0.32614309909358,0.0447981347482324,-0.218792842342191,-0.0639373451233169,0.256075052998347,0.1756017227602,-0.170178892200157,0.0015293428500587,0.173742999178354,-0.050170804025373,0.196067175406318,0.068047012428149,0.183887705228267,0.200366663829667,0.187127292258333,0.0466299987420313
healthy,0.637205433488535,-0.719188227155275,-0.647893504711701,-0.615791524006079,-0.20083565634979,-0.693553851385933,-0.64336146037679,0.756020529135461,0.678739731466191,-0.710511250605726,-0.612260306128461,0.460314078041527,0.617953686824193,-0.550048555872771,0.629765327372056,-0.71417465310978,0.666843115087049,-0.701532137767183,-0.768832996140617,0.0265030176002003,-0.605660516565746,-0.635666426766471,0.607010688107188,-0.634401231056309,0.383741412299587,-0.656825408755089,-0.38872666106799,-0.616820675740465,-0.609380569623986,-0.643002673533609,0.697802642949912
mild,-0.368180467082214,-0.341212950623452,-0.30601654607932,-0.249547410357535,-0.131873224920795,0.329579550509748,-0.295246369642985,0.309152638018558,-0.237778762286981,0.188616848526672,0.280209894610287,0.194349318008272,0.176186012407644,0.385083427790968,-0.262545904666176,0.0030073109744211,0.311191576815509,-0.357394801800761,-0.20957676890448,-0.26203956314177,0.0011740384920185,-0.293504273764314,-0.308666416024924,0.305630762060726,0.26224666656566,-0.243263889283149,-0.243056147143997,-0.187418618694083,-0.363577884900107,0.301382826528163,-0.0337477184892066
