group,RXRG,TFAP2C,ARNT,TFAP2A,RFX5,MZF1,FOS,KLF3,PPARG,GATA2,PBX3,E2F4,ELF1,E2F7,BHLHE40,TEAD4,MNT,MEIS1,STAT5B,ETV6,POU2F1,ONECUT1,ASCL1,JUNB,HSF2,KLF4,NANOG,IRF3,ARNTL,KLF9,E2F8,YY1,GTF2I,EGR1,MYC,RBPJ,NRF1,NR2C2,SPIB,MYB,ELK4
healthy,-0.430083214725754,0.0586790902916357,-0.295706597213911,0.297852661129947,0.358962956697093,-0.193701027722287,0.0650722597198293,-0.069109261072374,0.0881386949572319,-0.281344477160433,0.316041678376357,0.027928845788423,0.0560677957364581,-0.151545128840137,0.104256685487466,0.206172210339256,0.272610147096563,-0.116592801144685,0.0645469993207993,0.190594487648024,0.296276879932857,-0.110514787955909,0.264476114631585,-0.132230553595806,0.184381407499498,-0.383965351690921,-0.223715907666858,0.245131524507309,0.0865479063201696,-0.41929286538568,-0.237057521802219,0.0566380784554049,-0.462319195786222,0.0092445830229277,-0.169118841047684,-0.186542478855507,-0.526806165347133,0.497901835960511,0.261264522477516,-0.0976684193396331,-0.270058882301275
healthy,-0.354388495450488,0.426986632187481,-0.421836375864687,0.343236588348414,0.438268602785181,-0.253907800644647,0.419275321347829,0.492315304253391,-0.518990947026139,-0.331729753348379,0.457550263139627,0.0749263046997344,-0.497347600066072,-0.343607909339146,0.397686385504195,0.384446626203623,0.255555829651981,-0.557499438071547,-0.483678237098128,-0.0087196953186152,0.1688626327188,0.342566599158956,0.444567003422545,0.318584864712356,-0.424223245051119,0.326243543260535,-0.427688151921333,0.444772998328731,-0.508182143867877,0.36464596750782,-0.347495792881782,0.419025658032813,-0.475576631134834,0.44661059427056,-0.403943419741501,0.289925518198589,-0.474207075431089,-0.301346690569164,0.283696770766044,0.278399360276437,-0.405493473860336
healthy,-0.174490796617397,0.246806291974097,-0.337997294512162,0.0821566597084448,0.27128221079245,-0.279669449829836,0.318864098416079,0.121922669658315,-0.45815113147631,-0.513008408682602,0.184534077993306,-0.174213348808258,0.19596706827671,-0.510862922063566,0.436662922151619,0.0174676859539846,0.265165598038756,-0.171322787212159,-0.392029637876446,0.262042869433229,-0.243572007943828,0.187150073285702,-0.397895148013561,0.324809879061772,0.16814695657788,-0.0473987062066162,-0.0256231696255767,0.258124433683689,-0.340985827293091,-0.350134195409256,-0.249020523079967,-0.165063334117558,-0.421717376741539,0.0626826226836274,-0.30699106108821,-0.22601911175766,-0.268918964691167,-0.114288326827033,0.339869861402031,0.392951307972383,0.185368891282524
healthy,-0.295459753179191,0.319525495904608,-0.462883876025201,-0.219177217423171,0.370174201531272,0.0254878893214655,-0.0514881240323372,-0.355829565669092,-0.360817429167169,-0.206748442805012,-0.215231640404148,-0.150357328652237,-0.284329955255386,0.069191468558402,-0.0340186988153749,-0.0728720750326003,-0.208456260769699,0.305742887408989,-0.289652137058065,-0.0326348487433831,-0.0814153050207983,-0.10744452088501,0.121655636433588,-0.25310172749019,0.187822714632708,-0.064403368010134,-0.381731471466845,-0.0622753233220149,-0.0986849672879517,0.303582756443957,-0.214406712575145,0.441521660889943,-0.250470652783381,-0.0145878705419994,0.342026256349658,0.165832229494683,-0.547561630879147,-0.0036733611858632,-0.321551071514846,-0.0068116060761244,0.114888537128664
healthy,0.557220784349086,0.408772885442691,0.0702550651658208,0.259716706134861,0.51282847008282,0.420296918834241,0.32813794593754,-0.209142762107017,0.15617956030777,0.267858996443199,-0.275703752549966,-0.520269996001668,-0.0186812371071221,-0.112164052232835,0.380356519512963,0.260094040806124,0.0873387074392891,0.330345935092355,-0.445262310809698,0.414151754187953,-0.309280725013148,-0.553080672563825,0.231808209419536,-0.369685981211175,-0.371231785011518,0.173797495792229,-0.0147144667394722,0.15817351509023,-0.409196197868015,0.180643953307937,0.0698851292136019,0.368199895643118,0.199319905615742,0.341062451148204,-0.315579677319572,-0.371334310118276,0.39499964146165,-0.473331465424272,-0.137255750911979,-0.371649812637525,0.101857636604017
healthy,-0.43240109413479,-0.368316682576612,-0.569258843691819,0.559801189912232,0.464821864602939,0.423498330291968,0.47354365193253,0.0500566779771733,-0.226248669944725,-0.61393165161849,-0.0261653619887729,-0.24812834379573,0.047109346190259,0.216347031728472,-0.593073444002047,-0.561762453407427,-0.463400027096782,0.419222065497345,-0.398384275124384,0.532368146646197,-0.0912868245413298,-0.441797496183931,0.528596151521954,-0.53642900348148,0.414972500174968,0.516106597491326,-0.47698522598622,-0.0643620377446973,-0.358927529252969,0.497408993321234,-0.326269725461082,0.555894730930027,0.347089152396118,0.0446813855851756,-0.448738271659009,0.369805691605704,-0.320050198172914,-0.406692522664394,0.56342120342523,0.379494579728632,0.572418563135783
healthy,-0.23621195382096,0.159612323591406,-0.220595817663619,0.17342683218154,-0.232454882638967,-0.0590653622709489,-0.104871324361101,0.161357602705538,-0.0321665905838966,0.160420238573995,-0.103914923590006,-0.0507295985438955,0.0361353491977089,-0.0926041138337576,-0.0297260933933233,-0.24121478269524,0.135776166475488,-0.198138674716852,-0.109995987728514,-0.0626092230899593,0.181554715804685,-0.0393403578326927,0.0282892078399343,0.211474221455857,0.0936145786611806,0.189646810545472,0.0058412024801522,0.0554925657598194,-0.215138393836837,-0.289394994470325,0.183214710773624,-0.120831642961543,-0.289187114366416,0.141110232877973,0.214711973110871,-0.202940476677462,0.098131592494092,-0.195359325342253,0.0935452852932112,0.230191806929019,0.139423586613661
healthy,-0.528387263624412,0.140683500056534,-0.648464509681212,-0.0604085075226471,0.425172727592339,-0.01438414867053,0.0407677526257207,-0.56563049753456,-0.648035398968853,0.521074501901296,0.565161157692917,-0.322145927496924,-0.0712368481548283,0.355565159173499,-0.139208431982801,0.282855477896564,0.567351410287249,0.600189554540838,-0.18927134842467,0.399656284868374,0.116816451633198,-0.26159214811853,0.317582156274857,-0.408828526345045,-0.396366436073622,0.275582945302731,-0.474927220709701,-0.208044942090371,-0.556496250235545,0.39042146474615,-0.649546226268617,0.39302741834308,-0.602140667311095,0.557081807561785,-0.593571862773678,0.443345119270413,0.125664625123973,-0.115996224386137,0.442270107537888,0.561636638977345,-0.357706242832039
healthy,-0.340894552648342,-0.449904094538037,-0.522389934745854,0.406257552546111,0.255748336021919,0.0666493022170753,0.535723813100848,0.448201597969454,-0.402397366625154,-0.486873032768355,0.47436422330806,0.604093871543433,-0.0921908631038963,-0.413462817104941,0.437604857928964,-0.36243880310006,-0.0048284593233261,-0.326882430355538,-0.564501819472636,0.0554077877176905,-0.425180755174567,0.424628715374183,0.551762501519987,0.569316210202532,-0.284401850099117,0.585558371803014,-0.566148750016258,0.420950555408221,-0.508908090205415,-0.49780730099304,-0.367976732735705,0.415297282982804,-0.0636811831777109,0.435848310414714,0.346166576029981,0.256494601117055,-0.557735908232267,0.410160908388727,-0.380002113843575,0.30392984483423,0.374257326693622
healthy,0.191937016787201,0.288494866958743,-0.123278555484035,0.101168955321138,0.249753690541604,-0.208275658497348,0.290821443723837,0.0261365663007852,-0.22230362008718,-0.080513070727662,0.25780875112813,0.301761996073524,-0.118269031272068,-0.134927035071416,0.191991225850313,-0.294586516400022,0.185737977236159,-0.138185320706152,-0.107228761325714,0.0819375505118899,0.120864672540516,0.260304699873482,0.13257520921911,0.0357283109071653,0.0951207082333492,0.241212152507117,-0.0326163295662574,0.252227198439831,-0.0894516989251925,-0.34523290071037,-0.192949613000784,0.248936166719793,-0.282659143468981,0.122553753732245,0.333489041254313,0.254044029481955,-0.186291225606908,0.263350938308063,0.255212131990366,-0.299424612598809,0.356136920865351
