group,HOXA6,E2F3,KMT2A,MEF2A,E2F6,MYBL2,RUNX3,E2F1,IRF4,IRF1,FOS,NFYB,CEBPA,KLF3,RXRA,EHF,OTX2,TEAD4,SPDEF,BCL6,ONECUT1,ASCL1,NR3C1,CTCF,ATF3,NFYA,STAT2,KLF9,USF1,THAP1,EGR1,ETV1,ASCL2
healthy,0.33515987159823,-0.323815588904392,0.257941738483778,0.58968055355162,-0.0397049894284324,0.336344653080615,0.592257453275808,-0.391673948308002,0.548331679816378,-0.21149830437428,0.0488870459169174,0.0372465678524832,0.405861706559564,-0.12767501449553,-0.0926943412281084,-0.370910652829202,0.602535432635499,0.432311953153812,0.204034181035253,-0.16674318387718,0.120240510693563,0.0424892259120375,-0.431601084264381,-0.418509248884025,0.0745079454734963,-0.286021059616306,0.648564193226162,-0.526798276374028,0.106763621331432,0.345052796976146,-0.0011403521767957,-0.430297824633758,-0.268545532751125
healthy,0.388067250913563,-0.0642839715661746,-0.403022025056669,0.437425234899435,0.475199327171757,-0.349199716357817,-0.156200292020266,-0.0805951534158807,0.108399912147688,-0.137127388553887,0.427472237819292,-0.523864198134705,0.499447621284175,0.502986442526362,-0.522297101678121,-0.340783378329144,-0.339057181944804,0.468871889340242,0.129016765885744,-0.412950259502141,0.367477223363066,0.415737190856611,0.331646516416668,-0.388683840516847,0.403710667048333,-0.516598153271551,0.522635214819012,0.373818934102064,0.418645183980577,0.215393409823761,0.469881895301847,0.534820563414659,-0.502089656833276
healthy,0.167776058734599,0.158823024481922,0.312275214112601,0.120464494867581,0.227448305149833,-0.0542192698670988,0.12283263998896,0.224655487455525,-0.279884278777419,-0.0540685398533031,0.229663256006509,-0.205603952987021,0.247553306880969,0.165898299543662,-0.245300570843723,-0.171510220275281,-0.0627542028825986,-0.166914803042693,-0.14589227855728,-0.0209962391424078,0.0420076744987406,-0.287288531335209,0.153944629103542,0.0491001993168275,-0.227933762578461,-0.141536304371129,-0.0417329105226389,-0.164818546938024,-0.0163560546850133,-0.195308723407139,0.0322890796310359,-0.115415244759668,-0.0140868903083887
healthy,-0.435542779334242,-0.0386273447702977,0.432912291113716,0.0480279545849172,-0.138049335005478,-0.45212080552593,-0.0343174067771495,-0.307594765319132,0.0294462842845365,-0.242356810773477,0.020532991905467,-0.19661155364982,0.305021729259429,-0.328515559310153,-0.318884114920799,-0.529784841712388,-0.402286185669427,0.0248675522532535,0.361294068922408,0.238336185447329,0.0104183338063364,0.190495976316529,-0.0898213237891247,-0.0158701334958364,0.34909266626768,0.0850548463037245,0.472573774778823,0.205724902660326,0.126097233691463,0.0965021893476538,-0.0335623212349079,0.167336599916309,-0.463693312205938
healthy,-0.303602526355489,-0.209013953932282,0.0489488461281872,-0.41197857132141,-0.22362738952791,0.264208092123831,0.298340172466067,0.156660117259428,0.242216825839991,-0.0262590932319974,0.220546884468317,-0.138640637594831,-0.267567781123503,-0.308162179535352,-0.178768324740811,-0.0646642681439025,0.0875267990256508,0.26526793757183,-0.33553484795476,-0.220329858462067,-0.465758879899424,0.13924219997138,0.274156522109377,-0.490659980305903,0.0798866407861947,-0.280530344137605,0.414453299907246,0.0590911245853362,0.139577220699475,-0.394196134624804,0.281928370886607,0.276049705280406,-0.18645799862247
healthy,-0.502479404315613,-0.0211576637477336,-0.282074251440246,0.479230703523422,0.456250606119427,0.502489156388425,-0.339396815033971,0.208259126781803,0.190004330041146,-0.067041768308597,0.470029442231239,0.30019564945651,0.392288446088131,0.0061497052737118,-0.153509424867031,-0.502058620433164,0.492655575510942,-0.552530051886468,-0.235094423241565,-0.416510789014047,-0.373069638890602,0.412896141087645,0.316867600502586,-0.434062593740506,-0.0345773587089457,-0.402164045155879,0.466003280911358,0.444068581633631,0.425856645854963,-0.21486621631,0.181082507773617,0.378420998549286,-0.45821932086787
healthy,0.169352824729709,-0.235118014313994,0.261697883356175,-0.232707476777829,-0.254411451195371,-0.0444221105527638,0.0536790010659357,0.16001675041876,0.143487132632861,-0.128458961474037,-0.103904370336531,0.247415867214862,0.30699710674585,0.209645195675346,-0.19102329830973,-0.183263286127608,0.123136896604233,-0.236852444038374,0.133104918532054,-0.226333181056799,0.0522704431247145,0.119396984924623,-0.214233287650373,-0.212288716308817,0.237255976853967,-0.270880158367596,0.145816963605908,-0.247103700319781,0.138953860210142,-0.141831886706259,0.149170092888686,-0.188661489264504,-0.15312623724684
healthy,0.143540819518298,-0.144912641315519,-0.157178604942133,0.169667992314223,-0.404459537959694,-0.023535457348407,-0.181214531480406,0.0140488851155101,-0.177545913579695,-0.305804548907458,0.124022521113544,-0.171267706331829,0.237682648911926,-0.316725501586309,0.029871754770097,-0.0915322400464721,0.143415702220832,0.0415880959828411,0.139809642968855,-0.139103623933152,-0.113195406407793,0.202350417802404,0.241159122391528,-0.133629742168998,0.090643013539479,-0.191652888869029,0.245663345100317,0.189695696858662,-0.205733053308906,0.214629786853747,0.260708700120649,0.177715715626257,-0.0945842084096698
healthy,0.277241910517971,-0.212195473961149,0.27328377303155,0.163678243549287,0.286367916519206,-0.30829577190376,-0.309627158435301,0.209501463435702,-0.286698174737131,-0.240203810226164,0.405045663955456,-0.309289644811805,0.293732761059423,0.331710338326694,-0.365213938380628,0.0413135931397579,-0.037132577437868,-0.317742721750903,0.31169653736867,-0.400591903831697,0.280245118975981,0.378050025434563,0.0815401304328902,-0.314052406776085,-0.20778414815538,0.302682421486867,0.331489989698573,-0.367904732996579,0.348873961056651,-0.121321205433148,0.271106602302436,0.0768755125358657,-0.215480250982939
healthy,0.0606260568134041,-0.0385409695887305,-0.173253898480952,0.10483967506879,0.135066592540455,-0.0812922803566682,0.0552488460710884,-0.133613404744701,-0.094248205437949,-0.140979159250145,0.321870448767721,-0.0581459015381165,0.0712802619057902,0.136710492130651,0.0681780634838358,-0.248812247847107,-0.0453403010452037,-0.107392236687474,0.173713591072181,0.0003808222905322,0.0544521257527379,0.0998584192922352,-0.150249426073819,-0.210259352507699,-0.152896391533999,-0.10174684687951,0.0906176661960773,-0.1712721193243,0.166356655609255,-0.006807448984245,0.0902594427019963,0.0498768465811694,-0.124267775194059
