group,TFAP2C,LHX2,ATF1,DUX4,SIX5,TFAP2A,MITF,ELK3,CLOCK,XBP1,FOXP3,MZF1,FOS,PPARG,STAT4,RELA,E2F7,NFIC,BATF,TCF7L2,BARX2,JUN,GATA3,USF2,BCL6,JUNB,KLF4,ARNTL,FOXA1,RFX2,VEZF1,MAFK,HIF1A,E2F8,GLIS1,RBPJ,JUND,NRF1,NR2C2,ETV1,ESR1,HES1
healthy,0.415312549420508,0.0373606778442769,-0.395225397557617,0.295074562383064,0.0713022660097639,0.480934140391032,-0.0326950450534282,-0.112812151641322,0.323673822925442,-0.433992888342646,-0.309053652996866,-0.549618665865472,0.23210632746535,0.0445728201354743,0.176759813289939,-0.586943728192262,-0.448630866029965,0.294843061519396,-0.171559947736779,0.266991726844253,-0.471086449805768,0.454347156586692,0.381103844873865,-0.161195832147948,-0.243734793924985,-0.126862473290099,-0.401867691569016,0.101450801562843,0.395225397557617,-0.199446897929409,0.142515493225809,0.396845903603294,-0.303016822782753,-0.533164296786296,-0.356618176601281,-0.270980664802841,-0.429861488314108,-0.474095961033452,0.365308362868206,-0.415187895109302,0.322231394467202,0.374123203446336
healthy,0.70493512481654,-0.558205430047727,-0.4734718124338,0.669699462509291,-0.047562061965203,0.662411586665817,-0.431864190366691,0.421775511689292,0.551662791414251,-0.686128646881999,-0.740380532409274,-0.318241521475221,0.685903599619165,-0.657124057947198,-0.517414222570104,-0.636839895881809,-0.38753320274497,0.685925972964835,0.639149798917133,0.279594329687568,-0.680828211950162,0.609761346742462,-0.467012020869609,-0.260593099314036,-0.62349572152334,0.47338170078941,0.268679189667877,-0.630697002085906,-0.573034746318934,-0.441189161265474,0.655070192542976,-0.524591081795083,0.600678425303569,-0.657450925185576,-0.649516270309594,0.123425517451563,-0.631079628802353,-0.645357687475415,-0.643795610621004,0.655710557110232,0.656900633621355,0.69752939283439
healthy,0.0879859930735887,-0.109321961017797,0.0316525386042052,0.142702871776354,0.104598936290706,-0.0228407473230939,-0.0711397680607358,-0.0409465449710714,-0.0560144621097188,0.0240302608885725,0.0786487587701325,-0.0415032909819815,0.0158266419567284,-0.0582429367718623,-0.0525770958415563,-0.025681866190014,-0.0482900770266233,-0.0430363921124261,0.0035633235316749,-0.0247621545735976,-0.0096033097062606,0.0337692168786158,0.0116148993762023,0.0449399119408925,-0.0544895593810413,0.0083318121231112,-0.0083526807821547,-0.0345719149425384,0.0334166856026312,-0.0122424497660099,0.0237418262082215,-0.0591432703477384,0.0275212894228468,0.0649946932816812,-0.0457716770656257,-0.0780264255450857,-0.0372252158780672,-0.0464916458026259,-0.0535340729205504,0.0143263344333522,-0.0868806994535356,0.0244126045346192
healthy,0.190018399798927,-0.0606998501235707,0.128555161087361,-0.0390086339776811,-0.0688500690382159,0.0684056304767116,0.0133710648400811,0.0433432171245878,-0.142578504875061,-0.0753088070746653,0.138569407615845,-0.0698644346962375,0.123487254313972,0.0174298346444072,-0.149781023915911,-0.0305643013090992,-0.0950758656836892,0.0231277984373404,-0.0317002339854146,0.216271647061435,-0.0014574970472861,0.0197369936475104,-0.0626423080717925,-0.0120651997726022,0.0624553824415127,0.0693729379341033,0.0129044043505016,-0.060480245187298,0.181085184712691,-0.129266262785768,0.167124585192496,-0.0422595713378611,0.0650095969979228,-0.195771264825928,-0.108344971089072,0.107641712424104,-0.0168938940261226,-0.166631781258123,0.0185984466267156,0.293798725426902,-0.0837622899489251,0.138355031368531
healthy,0.0034844230410233,-0.31369106755322,-0.4572356324393,0.11492143400116,-0.431159394648635,0.32973345751279,-0.299024607171396,0.157882700003145,-0.44750923370006,-0.447820478459716,-0.250823421770573,0.415965336442517,0.374045981251818,0.0474781106847939,-0.45013583581813,-0.0993535025166745,0.218677911166622,0.460382241046063,0.425536112801929,0.208418221101386,0.197418375815019,0.443138522227578,-0.434892433930603,0.477343182613398,-0.417817622329248,-0.440762434184353,0.416289866039475,-0.425186911364267,0.428348702642232,0.379008816901205,-0.437088227753296,-0.386137081030881,0.122028821957931,-0.158176864257698,0.335223890986472,-0.302825968473776,-0.450843727862957,0.367080930837571,-0.396793418381287,0.489808155670828,0.432895912667446,0.377765735696483
healthy,-0.325067084392981,-0.436433289620386,-0.299500557263352,0.447100184678462,0.0586038063010348,0.468085128594603,-0.078240733130715,-0.379037490865673,-0.427572648480143,-0.416211463123022,0.451064940815112,0.437819514917801,0.426561962790391,-0.11939594862944,0.34657673695955,-0.381385725638885,0.361890116849719,0.0792969546335215,0.408388462780258,0.106856851234626,-0.395897256499173,0.376635869277156,0.0962896639051351,-0.404237637890264,-0.434261702397817,-0.332438913806399,0.44158171519638,-0.353380677210161,0.14458353405043,-0.172349650310655,0.141780202846747,-0.152541048231758,0.293080531022805,-0.301800377522684,0.211259479165654,0.41113448166751,-0.309040833498439,-0.329413660939094,-0.389399505336343,0.373092711961374,0.378209733528365,-0.126007015924757
healthy,0.639877440892443,-0.601093941143941,-0.551709888587612,-0.434879058131833,0.468632873467344,0.579999936406252,-0.152450797452829,0.491413717033006,0.583170771490293,0.0102467953624231,-0.403658340834289,0.629191694204414,0.0993928602341306,0.226287116367329,0.585463703923123,-0.546754038870795,-0.367128016374524,0.411512405218505,0.574957270068659,0.41034890022605,-0.614781757896184,0.555580124859586,0.589423190926735,-0.529115660188103,-0.54542988256139,0.542895973153136,0.554070976124602,-0.530197216781508,-0.449743361801133,0.290652309914377,0.585668980605892,0.562720994760978,0.504480835515216,0.652575385893783,-0.70302314489719,-0.56879247862328,-0.311567813188789,0.638724483713727,-0.503468245396259,-0.540373422928908,-0.508246405020086,0.0749194982484809
healthy,0.078628927729472,-0.0787100672081293,0.0301886589710398,0.164073571666161,0.119857328708419,-0.0422163934543632,0.0845998387765504,0.0292818059742813,-0.0216546949804913,0.23695114223198,-0.171757957586062,0.121193743651011,-0.162298048956718,-0.167276194617871,-0.0436387207861213,-0.181461284651378,0.0347276968653416,-0.0774786562967415,0.130873206163781,-0.123613609279203,0.328524203262552,0.156107584026213,0.0136552969669794,-0.151177167470153,-0.0403883687293184,-0.274408943908616,0.119508906241244,-0.0775502499543803,0.152570857338855,-0.0073359634527254,-0.0731734910173932,0.0744526310338736,0.06447724806953,-0.0025869174960163,-0.0590456759099975,0.170187670028517,-0.0546498253309733,0.0219697070741022,0.0646299812058262,0.181108089273693,0.049690771311857,0.0186668530016975
healthy,-0.295324557976484,-0.310419458797356,-0.109330398465973,0.323258831674211,0.417791933822982,0.381548254577078,-0.131032428888162,-0.321142562301517,0.315687236191878,-0.389664200485434,-0.412130042005353,-0.0972746453214241,0.394969607248837,-0.313275842792847,-0.378141081469725,-0.39393197608256,-0.435013694423311,0.373471644465271,0.376412804490979,0.421592623224157,-0.359862531973942,0.295197631423669,0.123835790099758,-0.340366859750084,-0.39545324755237,0.385852129035795,0.444831845910375,-0.434236830033524,-0.095853050337858,-0.326582565746222,0.396903623109797,-0.392132380982524,-0.299206311487897,-0.355239062964291,0.343831031059949,0.356365305225028,-0.341220671713261,-0.396227895345393,0.242835740109396,0.0941101015995765,-0.302091212176682,0.386885239048354
healthy,0.644939604024706,-0.42475007636653,0.0941240721406804,0.649445512399964,-0.676327948017061,0.568112767436785,0.0809211883601661,0.50948221577178,0.11990804436348,-0.654693702219145,-0.454647765171338,0.12686207809893,0.332093595707385,-0.551760436688538,-0.284852598333329,-0.707198065766102,0.036280351861161,-0.282103230511137,0.482088135770869,0.709780167324182,-0.510263172439697,0.465574304685014,-0.440943572158287,-0.531824310641201,-0.386047001859108,-0.124145728365296,0.735314627236907,-0.209567875107214,0.427338759784108,0.544299926144913,-0.545343776424033,-0.6806930807528,0.457818208814825,-0.53958274551931,-0.029491245381901,0.444730643564365,-0.48390853667973,-0.667088268378621,0.36306831606647,0.398411052124546,0.505245293307426,0.438718794856775
healthy,0.0889772677059255,-0.356413053154943,-0.130141243922151,0.0458298771538469,0.0471955066965653,-0.0340919660842912,-0.262932459456958,-0.455388680012914,0.364606830411254,-0.439391305369642,0.0688179744562731,0.146268678521873,-0.0455697572409482,-0.408794700614927,0.090537987183318,-0.455356165023802,-0.146106103576311,0.457014429468531,-0.0452120923607124,-0.0886521178148021,-0.0474881415985764,-0.213444646027973,0.0202080657333209,-0.448462987331985,0.150007902269793,0.0265159736211154,-0.0786049861790882,0.0922612816062721,-0.444821308551403,0.291838284777831,0.27961264887159,0.0280766930985078,-0.0963906852235396,-0.196634396656892,0.0017395519175103,0.14691897830412,-0.469077490429211,-0.142106759915493,0.0563972486153582,-0.012436983335471,0.19035900375821,0.306209909965486
mild,-0.0938321942171408,-0.273723538731138,0.131711447520222,0.214639207532117,0.262583772394243,0.233078655020905,-0.344008689944782,-0.27544113722281,0.330059892243823,-0.417828995267921,-0.347746794124811,0.291280799929951,0.333850167522317,0.144919618010873,-0.365305966764732,-0.374109839630529,-0.26213267229287,-0.294331347499835,0.310671470464009,0.401183041726545,-0.279262895060721,-0.021151669982642,-0.0871954458164188,0.0121800400502324,-0.095261839727851,-0.0765023945101221,0.259013987469388,-0.164477033672134,0.355762366190326,-0.0038307528548876,0.344076040134394,-0.223373369016346,-0.0419801939804015,-0.343796969732696,-0.377161061826686,-0.207574071447887,-0.315444901098039,-0.183045447216824,0.341183579987872,0.36384315212892,0.254284407543119,0.305301220453585
