group,TP63,SIX5,RFX5,MITF,KLF10,GATA1,ESR2,IRF4,MZF1,CEBPD,HOXA4,STAT5A,GATA2,E2F4,RELA,E2F7,BHLHE40,SP4,MNT,CDX2,ZBTB7A,MAX,SP2,PRDM14,HINFP,ONECUT1,ASCL1,HSF2,ATF3,GMEB2,STAT2,FOXA1,RFX2,HIF1A,FOXP2,E2F8,ZKSCAN1,USF1,HOXC6,THAP1,RBPJ,NRF1,BACH2,HES1,ELK4,MECOM,SREBF1
healthy,0.0575843232660517,0.0268161195201737,0.313197092847191,-2.23281594672554e-05,-0.0287809975532922,-0.19557234877369,0.0740625049528862,0.148593901254585,0.0605762966346639,0.0892456533906198,-0.152746938915494,-0.141270264949325,-0.373840373960257,0.0048005542854599,-0.138903480045796,-0.0165898224841708,0.096346008101207,-0.226787115708913,0.318019975292119,-0.0449912413265196,-0.0553068510003916,-0.110100154333036,0.073437316487803,0.0864323052977456,0.0402576715194615,-0.0386947003567536,0.0412401105360207,0.386567424856593,-0.0274859643041914,0.0224398002645917,0.458464098341155,-0.0017639245979131,-0.229779089077525,-0.127694743993234,0.137787072072433,-0.0747770060558383,0.126890930252412,0.0377122613401944,0.0264142126497631,0.458955317849435,-0.171770530781596,-0.0453931481969302,0.137385165202022,0.011186407893095,-0.0619159862026992,0.0531186913726006,0.0628984252192585
healthy,0.124464347273558,-0.0321941124418363,0.058807512513753,-0.158114738432872,-0.0138526077339937,0.118936727373437,-0.143838621071856,0.151071990330677,-0.0141695387793806,-0.135555260883442,0.0143967194402332,0.0753039185816454,-0.0618119361591935,-0.0274378833193168,-0.127324107470242,-0.0339712094198204,0.0528444261097235,-0.0783829373931791,0.14523418050506,-0.109294711692828,-0.141731898092778,-0.129079455725658,-0.131962588418315,-0.0980574124502738,0.11359613664635,0.0846385982415295,0.111901310854189,-0.142995735059206,0.0968597565513888,-0.134459558272252,0.113990713583621,-0.150542640200841,-0.0469104200112092,0.12709692680939,-0.133992600405349,-0.0988166987352243,0.138467031034322,0.133799666601753,0.124789741622749,0.1360759016832,-0.0423927871686277,-0.130061002145993,0.116319598287574,0.116631411986474,-0.103036935018526,0.120915319869331,0.0291562292232142
healthy,0.0442894339143072,-0.0725276669812821,0.0478262847288277,-0.091074666154028,0.0273406346811704,0.0670945953787423,-0.104975065691987,-0.0559102265219707,-0.104641181317752,0.0769898977861199,-0.0698222438218173,0.0033550075849822,-0.115522478125293,0.0657929009272971,-0.0515641733360046,-0.14418501206119,0.0985676174511714,-0.0491037334163345,0.0683483034223927,0.0264516233367608,-0.145019470436739,-0.137661386201503,0.131622170500502,0.0101635211709467,0.110149515812517,0.0043046333392379,0.0098079166331828,-0.105669100684725,-0.133678514354531,0.0011339945842043,-0.0925506270337808,0.0131492859759497,-0.106435872969279,-0.0963253894069473,-0.0712401158921343,0.0460320981973829,0.0820830235734394,0.0509671213990204,0.113722735272945,-0.0383638702317678,-0.144107728688637,-0.0461705010998648,0.0136806723022673,0.0590162099065019,0.126353262924629,-0.116920145392328,0.131661569866902
healthy,-0.0614498383831122,0.0507712844788593,0.0420406732493697,0.0981251894269304,-0.0676049980413662,0.159136498426794,0.0295522770838628,0.140782468908548,0.0681864734666687,0.0085222492020895,0.105432397271565,0.106474207408565,-0.0932298931901651,0.0306522347633933,-0.185168426373304,0.101606773535929,0.148213240281059,0.0477064244246607,-0.11362514373265,-0.219860703935414,-0.075305913205216,0.0056427344397062,-0.0269114095272806,0.0481049773724202,0.0047051053164059,0.0874938804009833,0.153734834007161,-0.259792317360926,0.0722458987795617,-0.0379352144653069,0.125166219517768,-0.0611154900135633,-0.0666370837396648,-0.163903385507138,-0.0407105482139902,0.0606890747016748,-0.106561428722361,0.0232893021905006,0.0611276040849237,-0.0358019264987284,0.119513793820973,-0.125115340418054,-0.144325834781485,0.0830468048045553,0.0003876502835349,0.0654656530391075,0.0694536053309737
healthy,0.0776623908626056,-0.0569411486200434,-0.0638696449247122,-0.0577645204356544,0.0619287191663521,0.0735539852939514,-0.0221380504180899,0.058484759436579,0.0252979722320054,0.0998139668957364,-0.0073038321220519,0.0410299532263789,-0.0710466744057563,0.0137606226021715,-0.0103301884874392,0.0120986626540286,0.0272608771148069,0.0118196968438114,-0.0283750496537958,-0.0361979272530399,-0.204252003433559,0.0866484713553617,0.0942346506913911,0.0487496980109366,0.125825415321146,0.0832400163650708,-0.0359798267105064,0.0399293063024308,0.0355825117686818,-0.067276409213123,0.163151040728216,-0.0045767299894432,-0.112659919780771,0.0514852536529458,-0.09744867496547,-0.0477200605659528,0.0681876975264993,-0.0980099879896647,0.111160267213118,0.142598868673664,0.109124662149472,-0.168850396766048,-0.18794349309807,0.0570916210873728,0.0863086402774606,-0.039092408871779,0.0250697274781913
healthy,0.0556407921207654,-0.0026991988814145,0.105151875745743,0.0238971076098327,0.0470324565916464,0.0486461950298202,-0.0764454038452534,0.0682525347551773,0.106711032473417,-0.0113193206924922,0.0887963048348896,0.0290618844266953,-0.0896872916258124,-0.0462829051842276,-0.105706953500844,0.0387036243204043,-0.0960051596942977,0.0580053447822822,-0.0867408614490269,-0.0705417393998869,0.0672282507278172,-0.0719792448602025,-0.103012104318723,0.0692646115619373,0.0476654079954028,-0.0606819532899426,0.113799779507152,-0.0548473227817625,0.0429517370892199,-0.0692602618626431,0.117625550505782,-0.00171322027042,-0.164666285557375,0.028326223994442,0.0598600004362062,-0.109195552647728,0.0699872228963078,0.0337455283764597,0.0653486193811712,0.0513789286896647,0.0739844562348604,-0.0777914253075089,0.0709941081264908,0.123659565617096,0.086489420767242,0.0880230405506729,-0.0309903446557415
healthy,-0.0019635037953861,-0.0581397349150284,-0.0345518537941392,-0.0416760139464779,0.114190017600427,-0.0234716210277413,-0.0851960421481622,-0.0317390054293673,0.0187695461493165,0.0304472266166132,0.0415145415948836,-0.0036880285104128,0.0107379113810181,-0.0045664381030856,-0.0397964757739207,-0.110217797751208,-0.0040852504953347,-0.00657838360395,0.0003390919383479,0.0208460805908187,0.0325689733165618,-0.0039883670843781,-0.0109994965906008,0.0732729237064422,-0.0148134735352572,0.0055352722126511,-0.0003810747497624,-0.130592379075372,0.0227611426807265,0.0172258704680754,0.0271402728559628,0.0153043494841037,-0.0575552050022572,-0.0049991840053582,0.018475666469415,0.0277506383449891,0.0350524180840814,0.0201743556081865,0.0161149406891069,0.022748224892599,-0.0115420436919575,-0.0163571492164983,0.0027644066592936,0.0006232832771538,0.0365702581890675,-0.0370579046908821,-0.0431389534519219
healthy,-0.214859075186916,0.0012149565417546,-0.097059626828623,-0.0318284389811775,0.0624675895165529,0.127484876564394,-0.142834397944026,0.0363973600607336,0.0808545022505718,0.0378518854980455,0.051430308256951,0.0186264816295762,-0.0329321671071377,0.0411887379718786,-0.0440207845586447,0.0503265801309909,-0.0972221914363225,-0.002558253563272,-0.0030031672264498,-0.0163591331537665,0.0267803801105069,0.0352422957428683,-0.0289536122344905,-0.0007529308146085,-0.0064255800201248,-0.0394946436390095,0.0566580437992896,0.0594986464180398,0.136032352516597,0.0230670622293695,-0.0569318368227836,-0.0097881005899104,0.0084961397602981,-0.0892308575630914,0.0802555800116787,0.0520805666877493,0.0095741997903058,-0.0095998678862583,0.0170436157125015,0.0692867470079503,-0.0735219828401232,-0.0875624313261748,-0.028842383818696,0.0160853401302725,0.127459208468441,0.0497019897961452,0.0314605296058574
healthy,0.08998019063339,0.0716257995286166,-0.0100355248602835,-0.130815881562951,0.085992669396947,-0.0786935440323343,-0.0737854788825769,0.0309275475707838,0.0746345970435786,-0.141325760806394,-0.0441098600120156,0.0979434633074655,-0.114293721412791,0.0996516980538764,-0.12084558264457,-0.0283672817365753,0.0725218787932331,0.0395350887971338,-0.0542712311826566,-0.0083987945939365,-0.102114597341738,-0.0959110867272606,-0.018255981415723,-0.0045902412180004,0.171060641991702,0.0793229527215623,0.115364536921286,-0.0705477804308839,-0.0796801602108771,-0.0253202028525727,0.139499769026066,-0.12567228266342,-0.145768426854695,0.0628179158572979,-0.0599901134424373,0.0021261413319319,-0.157568929488096,0.107770064397895,0.0664387232284638,0.0221385782417006,-0.0584228997804355,-0.130666810565977,0.0742907535900368,0.109356231766008,0.0633977654271202,0.0767766020173855,0.119918878284721
healthy,-0.0379148077046192,-0.0109886614043085,0.0214246910257295,0.0186768462695498,0.0070001127570421,-0.053585084410012,0.0245019187205534,0.0338439225038419,0.0170426015633766,-0.0314421336547694,-0.0221109636285218,-0.0116668913196705,-0.0362691049232027,-0.0235688568048289,-0.057744549346324,0.0189313477485112,-0.004526160068697,-0.0083066638561775,-0.0071279878147252,-0.0284971145204449,0.0086872776120152,-0.0073547622205818,-0.0146335779680768,0.0096117092467072,-0.017323581479038,0.0414214561488652,0.0187010477810412,-0.0701411217461507,-0.015057196230677,0.0098033749348312,0.0015104460791055,-0.0085999097882852,0.0005584342697094,-0.0028848275146971,-0.0396518445665807,-0.0382492953626827,0.039283423377989,0.0154801534504747,-0.0122780621151791,-0.0080815420573271,0.0032399911226387,-0.0019380305985207,-0.0241052930390552,-0.0233260704733118,0.0307733786862432,0.0070777118371353,0.0097362423657776
