group,ARID3A,ASCL1,BATF,BHLHE40,CEBPB,CTCF,E2F1,ELK1,EPAS1,FOXA1,FOXA2,FOXD2,FOXO3,FOXP2,GATA1,GLIS1,GRHL2,GTF2I,HIF1A,HNF4G,HSF1,JUN,KLF10,KLF9,MAX,MEIS1,MNT,MXI1,MYOD1,NR2F2,PBX3,PGR,POU2F1,PPARG,REST,RFX5,RUNX1,SETDB1,SIX5,STAT1,TCF12,TFAP4,TFDP1,VDR,ZKSCAN1,ZNF76
progressive,-0.0497364422353462,0.0251583833370254,0.042640657053003,-0.108052453729269,-0.266441457920272,0.29252308468251,0.24717204871692,-0.171340790527548,0.094612667296541,0.0184384901206614,0.115616455220113,0.175205223721649,-0.0685244459384092,-0.0683002296780006,0.0320233576630657,-0.112437859999026,-0.178608035203145,-0.293367192956989,-0.038446494064183,0.0742947173459839,0.0511806587362135,-0.119032455893397,0.0220061664995161,0.028989843551655,0.102598722924624,0.0707138517753404,-0.194329551815325,0.160921329014442,-0.113097319588463,0.103475804178576,0.156390841635009,-0.0776117990808525,-0.0390466022905708,-0.0557177407115407,-0.187866847838842,0.164099924235528,-0.046017090150921,0.0686761216439798,0.301333464797389,0.0757982852099005,0.0304076816689448,-0.095252343098295,-0.0657942832381396,0.0568717949930557,0.0058098389829408,0.119447915434742
progressive,-0.028830554268644,-0.213770092015115,0.0984816763606327,0.120995712972281,0.167041101411673,0.144579707122328,-0.144044120582089,0.0366054886612144,-0.0601148672283162,-0.147340062926736,-0.122966480693756,0.12681484016126,0.101574903687955,0.217647577740875,0.0579452181222243,-0.0734044355193131,0.0851402137732266,-0.0248680741006573,0.0174096481645653,-0.0539143870881562,0.009514936125688,-0.0583206336178698,0.011530819158906,0.107492302778783,-0.0184868054521958,-0.0381228591875745,0.0594213069695489,-0.299378429743248,-0.197617781875443,0.200509556479137,0.0870078474245401,-0.0080676930269081,-0.0948163494791121,-0.10159823274553,-0.0747065148430022,0.143626488375041,-0.218339688699472,-0.0167277290587762,0.0168767732181932,0.19639522705463,-0.0223360532004498,-0.0684273049774789,-0.0997312536168735,-0.175208936405165,0.107323669691262,-0.0274436675092013
progressive,-0.0624948470328923,0.405942313687658,0.0914641176095824,-0.225397984970395,0.187560974405272,0.253759915508602,-0.319628251328876,-0.0007403443395411,-0.252545437335698,-0.159176077279975,-0.429193635981242,-0.256721166676728,-0.219223632554399,0.179313092507186,-0.406555597276976,-0.264264365540281,-0.203517073880851,-0.0041822533660437,0.0530470240543897,0.113565520554191,-0.289218079792386,0.182547557728651,0.16071654218051,-0.445292039963751,0.157483578620508,-0.033557944201194,-0.21781224744471,-0.122852400757011,-0.465371878484311,0.242330315825333,-0.229844795753107,0.19145596876664,-0.162407110132381,0.0561101989169787,-0.0297145237087465,0.388800444273036,-1.27451939343869e-06,-0.0202212092212009,-0.0144799788759076,0.184607193687452,-0.20534407850284,-0.496429531110676,0.270518810774001,0.007663899635813,-0.0649397916566363,-0.234218290123186
progressive,0.233343304645691,-0.151265287301773,0.198523833167358,-0.406460531629935,-0.17773784176208,-0.197783089449308,0.189788477370355,0.448971994278017,-0.256225058765451,-0.432756933620706,-0.318519798761451,0.217272779347998,0.547572209918438,-0.255601750027092,0.0684916935396859,0.262385878469232,-0.171558955138347,-0.22429177774952,0.200018870793422,-0.312015707578574,0.417946575989696,0.416017932284774,0.283573858843451,0.0792821614812784,-0.0729226056580209,-0.30132460769672,-0.31028128326314,-0.183564423446741,-0.309319219775673,0.160660085677039,-0.402481292510411,-0.274030008378577,-0.23389434570424,0.423289867565629,0.024476159805563,0.468547502046482,-0.0423036930686295,0.211825602982339,0.452052404129908,0.0484825796923627,0.418723453547651,-0.273944190508803,0.0374030410315312,-0.360850592210009,-0.391722441678735,-0.110935405237947
progressive,-0.29756192506347,-0.0468493673598215,0.180869732896159,0.0143175021512577,-0.381239595138422,-0.125471008766825,0.214489554195244,0.0158406406779873,-0.400387622331594,-0.080928108318908,-0.169847748648189,0.44697588022969,0.0148199400548802,-0.107525667579175,0.0376155873042715,-0.296802333902088,-0.458302492183006,-0.120529710013876,-0.368207859275962,-0.0586388551771047,-0.22879123153064,-0.129387650692701,0.0101634879874499,-0.296588698887949,0.0965867636144808,-0.199598402468984,-0.0134154876471166,0.0204417058899002,-0.0512130603338025,0.078851101237004,-0.0667015988588575,-0.1048829233302,0.431993735812223,-0.274117460363732,0.0255056469657802,0.123845008936991,-0.404399213152642,0.0749107220873349,-0.0952693476939589,0.047292462203961,0.303571398887112,0.0690792774421418,-0.468703352408388,-0.149425823778117,0.224194122522692,-0.0600749572165926
stable,-0.0118701477769363,-0.0069438163788477,0.334754087058578,0.0595965797888638,0.0498437465834617,0.0048134962635213,-0.276630987212686,0.199180565496324,-0.0722177977197975,-0.315072303908922,-0.0083079534166034,0.26959324190645,0.0776845817154714,-0.0094984423603933,0.191464966430773,-0.0492078597872162,-0.207494660419718,-0.104057295670239,-0.217835271951505,0.0822949265680911,0.135289808032862,0.116111628440047,-0.0620181397899433,0.111124664715112,0.158123207750635,-0.206101080275878,-0.0700802523023643,-0.2007626658143,-0.276112692208228,0.225472536700049,-0.291130181582867,0.222759375548111,0.0115849891871229,-0.153123961012119,0.0235125781158079,0.108507961346299,-0.171338465936446,-0.110054717894803,0.207056084581838,0.159264685061801,0.0726486063579128,-0.040353131633684,-0.387047752953889,-0.153466079066874,0.148471769618131,-0.323788727737961
stable,-0.207867269869683,-0.0211164787330334,-0.0466313732687462,-0.109841606922852,-0.164493324912073,0.176927618131533,-0.0273566285263414,-0.0414759973993964,-0.41386987653038,-0.235790915776433,-0.259677687878342,0.0884777884924425,-0.0523033222381182,0.236953649042805,-0.208462985755648,0.0871168284351106,-0.0589310497868838,-0.12112485338078,0.136668496539921,-0.0037173440522494,0.0181185204154367,-0.118914328800703,0.233926252567447,0.153221617028544,0.248094586416477,-0.229458901179255,-0.403933980529211,-0.044247030420477,-0.002465704590827,0.144712658061399,0.0045524113917753,-0.0761955677663447,-0.0429947992372906,-0.184772665279406,0.054312957279298,0.203432315248073,-0.306658176987882,0.245422666790876,-0.0584777909156158,-0.162938132185689,-0.115493881143569,0.155475929019161,0.17421309453892,-0.0010893597676296,0.0521839423722196,-0.0874122455258162
stable,-0.0266213327965941,0.123550622915221,0.0683593552784735,0.0084418344804371,-0.0630354382902903,-0.0739528018937344,0.142796313195061,-0.0505264978693134,-0.063722139941731,-0.132772258065721,0.0219181102042408,-0.129432414309859,-0.192637600231012,-0.0898833240272871,0.158086965927844,-0.235323320343099,-0.0488415135880385,0.0958696783174964,-0.0060444447877484,0.0087352171967698,0.105826955078426,-0.0471772979448217,0.0009934503229593,0.0696701442220605,0.161653054178988,-0.0835327474582594,0.0305776555316499,-0.217411243945702,-0.0121368527916066,0.0853826470635216,-0.0131790888509949,-0.062368425718989,-0.114276552094375,-0.127097176308786,-0.0759940402882362,0.0558543218290125,-0.0990466116426486,-0.0809858132900473,0.101660221364231,0.135543329020898,0.0709731706301355,0.103819234386929,0.0044545644183738,-0.0713249522891271,0.127488438943096,-0.162668147067845
stable,0.0833739570718485,0.18095976201844,-0.0881479329775167,-0.0598867549240126,0.0761021451416584,0.27710238603438,-0.226261309566693,-0.0241874308788009,-0.134271634701113,-0.0943492295934292,-0.0914126106587125,-0.175168204284102,0.0369845470932478,-0.108263847025109,-0.0042773031909881,0.126708093841813,-0.0307829035350139,-0.0469671185069224,-0.104576246654125,0.0922176655339295,-0.289340875548183,-0.12458029658466,0.0119184104407153,-0.065506972714767,0.120222453211918,-0.0881589855686128,0.0173725419858961,-0.138653169278088,0.0634151087694732,0.144603279653306,-0.201980452077058,0.0911545846979677,0.0659358925503963,0.0111854700051611,0.0297498084282588,0.0894939700581756,-0.0482152682897573,-0.123898951428617,-0.0020062683182851,0.233530197268746,0.0722880595129295,-0.159306050912832,0.109062607375352,-0.0962025459111653,0.0203686863103275,-0.100769198998202
stable,-0.0619553139614597,-0.055450671540428,0.199149489154227,0.0770650607211253,0.197852293299073,0.251033783798354,-0.160538015834396,0.0988053725026123,0.0035389184756863,-0.0551147349257147,-0.226213945789206,0.112948711567972,-0.0871936783660769,0.280046715702452,0.109481013370756,0.0022800142461557,-0.0451028155683774,-0.0193432774693503,-0.15358041673267,0.109540220590207,0.00341674995584,-0.0807736636554567,-0.251350413711072,-0.231910173693925,0.192375518240365,-0.0748888736279205,-0.0775672494919067,-0.0982507338580777,0.188447676978935,-0.11219038721739,0.0468480341692713,0.309876642879306,-0.142711601585121,0.0241757449787027,0.0092900632216347,-0.239492773643011,-0.0617247061320748,-0.132836438033582,0.138934138080341,0.146220058375437,-0.143463812146738,-0.211140774503876,-0.0613466165513391,-0.037646674517358,0.0646656531431933,0.0937738314438002
