group,ARID3A,ATF2,BARX2,BHLHE40,CTCFL,E2F1,ELK1,EPAS1,ETV7,FOXA2,FOXD2,FOXH1,FOXO3,GLIS1,GMEB2,GRHL2,HIF1A,HNF4A,IRF1,JUND,KLF4,KLF9,MEF2A,MXI1,MYOD1,NANOG,PGR,RARA,RFX5,RUNX1,SP4,TCF12,TCF3,TCF4,TFAP4,VDR,VEZF1,ZBTB33,ZBTB7B,ZFP42,ZKSCAN1
progressive,-0.132637318319883,-0.0030563419291348,-0.009452876117756,0.0305436157799282,-0.0478518847609033,0.0789103918377483,-0.153048137423306,0.0460959734150072,-0.132346866819058,0.0312499410205706,0.261201714457743,-0.136809258059004,-0.0949116290650114,-0.196747885956507,-0.0208662998660802,-0.352337474012031,-0.0123837958078983,0.0863829168135164,0.0721243885912028,0.166864387223909,0.0146744019621311,-0.0431320478724986,-0.0220281058693798,-0.0981858096197648,-0.0680910734320206,-0.0519380092838718,0.139581749657787,0.003670250783151,0.181294545878528,-0.107981946602132,-0.0321609025458851,0.101638221777297,-0.124115207238861,0.12489414535471,-0.0776231635954562,0.0433432853276439,0.0228796568604346,0.0990307594403464,-0.0005346948083367,0.050208502619869,0.004165338568648
progressive,-0.0188156069185557,0.027613987687747,0.0762386171645942,0.179589914031798,-0.191442728152492,-0.146548488642301,0.0800758355916021,-0.104726923770626,-0.120563494657331,-0.151446040342593,0.0792857072287615,-0.0142714684610042,0.0615870751182918,-0.0238348607439953,0.176794413410815,0.0426268943070267,0.0277893379057242,0.104011631457068,0.0401739557016391,0.038239771235378,0.243109630122834,0.171929742799677,0.120419575580053,-0.280336682521284,-0.226037656380052,0.0581425588598987,-0.0482051734206136,-0.21036572480177,0.169157254263849,-0.270126987407669,-0.126271006273524,0.0004339555407822,0.0985160461779397,-0.106009566882813,-0.0707860158412726,-0.277470321516136,-0.0130263369185203,-0.229404530237313,-0.072041203477879,0.0455183253886844,0.0531414995489411
progressive,-0.127133412457212,0.260481202943315,0.375403400552936,-0.245423316067928,-0.10243575357475,-0.334746259343882,-0.0689155942626447,-0.342830336002049,-0.159111516119279,-0.483422497355575,-0.278591656949329,-0.453915008750796,-0.13158014355383,-0.232251707437279,-0.137376965102885,-0.27204048813206,0.017677251618131,-0.0641589480100195,0.448666450102108,0.474531142312857,0.104980737165932,-0.455645950887497,0.0481328191622151,-0.17684019735128,-0.488682348816925,0.0357364400399559,0.264872681272726,0.0911705736042835,0.451458563334424,-0.0884200482049691,0.041817146496388,-0.182791547477634,0.411265272828291,-0.105602750334472,-0.495213581719102,-0.0655544999194666,-0.144539005688044,-0.0412494902406434,-0.069318766601212,0.409841697078705,-0.0296535002563268
progressive,0.250834662977366,0.149870762073721,-0.361244579946574,-0.261406065645956,-0.380859752063581,0.0344666595770265,0.291750827303464,-0.233642009813059,-0.0242794250259358,-0.242866564257946,0.212178311107145,-0.13372666188894,0.408330032277214,0.0649244118573283,-0.185336258756245,9.0392498235055e-05,0.0563868403990273,0.0943652485324857,0.0011299062279381,0.158254666285023,-0.165567419392239,0.128976536106688,-0.0050348621516925,-0.10350393010405,-0.126639890027312,0.188716938190236,-0.135552590353289,-0.274436144266539,0.390364523252997,-0.117844699949041,-0.0063817103753948,0.200156108841882,0.138901632412897,0.134879166241437,-0.139213486531808,-0.182958936052663,0.0847294082206288,-0.0760607676398871,-0.0720473407182506,0.220467303195299,-0.232335838213562
progressive,-0.186760072974133,0.104862504517242,0.280907193032351,-0.0557572631950326,-0.0763119314969341,-0.115617531538082,-0.0995385084652737,-0.537565031001494,-0.054916840884521,-0.152298793986972,0.431136645292497,0.0972828466979098,-0.0608354753637377,-0.263008576372161,-0.179747303788779,-0.404841734039553,-0.469914999261485,0.311816498480745,0.0434839260566166,0.307661958002367,0.143295968198425,-0.289002204155298,-0.0762286821171193,-0.0263504108394868,-0.123561900926127,-0.306884963790762,-0.0425721471348351,-0.149202709909097,0.0536324218816635,-0.207072921648953,-0.251072201009186,0.41759474617595,0.130388350070943,0.371847229839606,0.166217297440777,-0.110444177221017,0.121092169324953,0.299622446465962,-0.0475512528989987,0.153721961956188,0.339003367374562
stable,0.0060930562867185,0.275060283956531,0.441408766925874,0.232643655225138,-0.11445204686224,-0.338412578925656,0.0355452574993039,-0.0654392847924618,0.0818169031016472,-0.151848203912819,0.19237111161757,0.39632341471353,-0.0245346576631371,-0.0064361099065306,-0.199010367566872,-0.152135065638796,-0.125896342119099,-0.339019427288231,0.395364599118831,0.291514210014365,0.453906795703139,0.153271250073093,0.159694049788265,-0.252277151112807,-0.321065545050372,-0.308965918607211,0.172599153603506,0.181806854895243,0.112096263445991,-0.269623642944098,-0.0715017457071887,-0.115950557591619,0.246057136077745,-0.0361601762946482,-0.109366590129499,-0.264803305950545,-0.117970514641281,0.0885596292263069,0.0700044395200138,0.18079774966351,0.187081063391413
stable,-0.210648808144169,-0.260642775770807,-0.171345676833686,0.0194181432193818,-0.0128719604078872,-0.0070596234166082,-0.117068303962946,-0.266028650859308,0.0989508473585925,-0.329780045751285,0.027161614494659,-0.110685132256849,-0.196947443681867,0.0371051440009518,-0.175533523843588,-0.0902834492554444,0.0937275396065998,-0.255546977613055,-0.0873143395389822,0.210716704784257,0.263083504662877,0.202820281165077,0.161910410628796,-0.0510402267450394,0.0120489170408886,-0.0925497769739537,-0.067614698920715,0.163569366660588,0.183822978775873,-0.335311772881457,0.350648721547372,-0.094173231494588,0.235584329966297,0.246112007254092,0.164856296440043,-0.0642666105726477,0.179501409407278,0.132778462264902,-0.186564730897965,0.191490861416978,0.103531873604563
stable,-0.0433651885244009,0.150483168958091,0.0204411789310803,-0.0424076156143476,-0.0692293233172265,0.0443320677433417,0.0043365342772614,-0.0249107780006107,-0.036604283657855,-0.0676805170044292,-0.0810000559134151,-0.023156770147649,0.0119177825598244,-0.0704671652313982,-0.0496995456642607,0.0627518238351422,-0.0536402276093433,0.049445498856455,0.0558727134209044,0.0074966688454367,0.07936445927243,-0.0268612980777039,0.0501243966605972,-0.144688680565845,-0.0821479197029845,-0.0690738925339849,0.013371417724828,-0.0492363896948793,0.134261706990503,-0.069609750828045,-0.157342175688489,0.0269688090825858,0.0960975111484714,-0.00382844066165,0.0759279119054764,-0.0340815027082912,-0.0686898144821111,-0.0539032722296092,0.0651294057996335,0.0847831476002656,0.0436735821194664
stable,0.0177376625102003,0.184747224397175,-0.179813662503387,-0.0049565635689828,-0.124415714119602,-0.147095465006636,-0.0176361874474344,-0.160677161047838,0.0479800072786759,-0.140273782843856,-0.257520707624573,0.0809436385984619,-0.0311030238303911,0.128493207201028,-0.0296775644118115,0.0100441970285142,0.0245484387062933,0.0432509818328466,-0.0953000548550548,0.0742788536382485,0.203667787712319,-0.190236197430792,-0.163321907542036,-0.198824150471123,0.131256977449843,0.187798515585922,-0.0165307190059694,0.182098115516303,0.0192891354165917,-0.0758099026433895,-0.0184389657407566,0.0550379523379592,0.164011214209236,0.0096343805439586,-0.255952132179513,-0.178044714706739,-0.0825972310111052,-0.0359496849987135,0.0982174505164295,0.111725878290525,0.0641881079610107
stable,-0.0068459715883974,0.056086988764042,0.194549595776478,-0.035895514215878,0.0908373107128672,-0.20500173891565,0.0780633858903196,-0.0742404347048254,-0.0529967806048515,-0.10040261833205,0.103957247122419,-0.143208077167431,-0.134353330970802,-0.0902982012999783,0.0585011402176242,0.0139651948171977,-0.0438473512666115,0.143009942938763,0.0689348522657574,0.243800042812654,0.025629932294722,-0.125903747304511,0.0802570071964708,-0.0404580665080624,0.0828698286662518,0.0906988632150631,0.152418371969102,-0.0392965863000915,-0.237888270361916,-0.0238880870340367,-0.0568951706745981,0.0017899589808973,0.0043948507952313,-0.0939599875963879,-0.228075964691311,0.021238510539684,0.0580104659974656,-0.0399320303109105,0.195076274918666,0.190445784767652,0.0097352594237624
