group,ARID3A,ATF2,BHLHE40,CEBPA,CTCF,CTCFL,E2F1,E2F4,EGR2,EHF,EPAS1,ETS2,FOXA2,FOXH1,FOXO3,FOXP2,GATA1,GATA2,GLIS1,GMEB1,GMEB2,GRHL2,HIF1A,HNF1B,HNF4G,HOXA1,HOXA4,JUND,KLF10,KLF4,KLF9,LHX2,MAX,MEIS1,MXI1,MYB,MYOD1,NFAT5,NR2F2,NR3C1,ONECUT1,PGR,PRDM14,REST,RUNX1,SETDB1,SPDEF,STAT1,STAT4,STAT5A,TEAD4,TFAP4,USF2,VDR,ZKSCAN1,ZNF143,ZNF76
progressive,-0.0358271361441293,-0.148643378579941,-0.213347199644951,0.0972799397014902,0.376056339571372,0.0528669520462884,0.0635629974771328,0.0799697552033603,0.0463978888109873,0.427808845453781,0.0830163476750312,0.238240893542261,0.149705069895826,-0.0494049151466624,-0.0732567007960856,-0.141211539368744,0.0008704549919059,-0.240773126245988,-0.286214833437078,0.0856211182947497,-0.0199611156098435,-0.21798303191245,-0.0656600026849063,0.132190460361719,0.247011387021314,0.114517586283628,0.0409905168915715,0.203600741478004,-0.0247354293533277,-0.24602882797742,0.0537110296141972,0.118164265151234,0.066708505288793,-0.0602526307654905,0.0346929069122519,0.002202514903762,-0.052306431786349,0.200666253058321,-0.0297669229807841,0.205869199941759,-0.492690714130771,0.0409509507555758,-0.0494774530626546,0.0259092247212008,0.0583798336616928,0.0235880114094516,-0.0761054625877778,0.128438271798124,-0.326328300980744,-0.257364525940195,-0.0076296698911757,-0.173510695053254,0.0041082837875561,0.123578231426649,-0.0062712325553224,-0.0180949128620451,0.165986534858067
progressive,0.0127096417044046,0.0087715520515607,0.110380644269662,0.048121066402707,0.0965978441810628,-0.169368349955876,-0.216171972007995,-0.009953800861581,0.0095162249668942,-0.0676841179710133,-0.0198937319215909,-0.0405030428649839,-0.122865800667155,0.0221961189824071,0.114066415613115,0.232773003696653,0.0278711094091128,0.0601002318910293,-0.0666567719617054,-0.114074494655781,0.0671832173257187,0.143673725301061,-0.0026316664240431,0.208372753756143,-0.0453243633498674,0.149344139160245,0.292919281460912,0.0498488607411939,-0.0191017522419758,0.153630328142757,0.136983343980206,0.189164059273096,-0.0715102685182473,-0.0075199542336844,-0.302653593880121,-0.054030349066728,-0.170820102553328,0.109763694947922,0.14590447507026,0.0020883624796689,-0.0821138018689188,0.0364496984300603,0.239307408124418,-0.0511354833105125,-0.297182260708136,-0.0495958419367741,0.0834070557911772,0.159375975168039,0.0219847095827009,0.0013061897304577,-0.123786531333072,-0.0478504418232289,-0.0537496373588344,-0.230107013016197,0.050587882996628,-0.186594223210266,-0.0260866216729579
progressive,-0.0420996081554452,0.224453634945735,-0.272500484714742,-0.230305116199114,0.23936703444955,-0.084134157264341,-0.340159396674441,-0.220837726266899,0.0811986956056958,0.0414855188410666,-0.25814989639695,0.171521329897869,-0.43605793168115,-0.366801088844805,-0.191190268320921,0.202172172336765,-0.404887020336813,0.332024784179156,-0.238294001473465,0.206662734333079,-0.179325931640366,-0.189178241656323,0.0309271920866234,0.407845719170417,0.11101882480022,0.0634437539854349,0.328427586280374,0.378233161116076,0.140620690980244,0.0061031185500917,-0.465794581040944,0.156667630895103,0.140681374931997,-0.0336590037995578,-0.15014505801156,-0.118930572236046,-0.455092103108361,-0.193583218224734,0.244458207442265,-0.145296217358899,0.143302195407184,0.219389494239028,0.174960721783741,-0.0489131437555044,-0.0044282767850821,-0.0413730650356064,-0.103100382334604,0.217600584800736,-0.172774636952939,0.173033738388325,0.276500481326725,-0.489666384304463,-0.192220395107973,-0.0008202735369026,-0.0478051730627555,-0.0501349299546879,-0.256689182110148
progressive,0.257776416991197,0.216265836356625,-0.202347715628361,-0.147045419513788,-0.0698795299230603,-0.404081462908022,0.0440838303313317,0.267789518442799,0.144214844847352,0.0343461117420145,-0.207679308421122,-0.150900779585775,-0.328405349457524,-0.152137745229481,0.475681007102075,-0.137221925934578,0.0893775394674557,0.194009483716229,0.129010099270708,-0.234052860576333,-0.112238831510248,-0.10021227503276,0.0101530501193205,0.0965104070479477,-0.128558651955487,0.200514839528564,0.468954442105282,0.18189715224885,0.152751713578181,-0.299964168598601,0.0708862574360031,-0.0635818398757272,-0.131596892386925,-0.291865203763536,-0.23717236152451,-0.0743082280853784,-0.104415249537468,0.145198999994534,0.174479872859768,-0.0231321604319246,-0.163220776818156,-0.134617074925753,0.206677095381331,0.0282606019328353,0.0935714850258589,0.105105963929756,0.0290235478955588,0.120270079248029,-0.0318992672935166,0.19840206609333,0.302144659131118,-0.175382767490211,0.174561133376508,-0.225506962899199,-0.275870425385255,0.170516165432128,-0.180565382668948
progressive,-0.272370967931334,0.305448172096202,-0.102568590777551,-0.444834229426854,-0.164124769553886,-0.082594166268716,0.124191735599169,0.306381260810391,-0.17345565669578,-0.226028879715173,-0.470869776812181,0.0756553073983667,-0.163250987325768,0.177401514902394,-0.0681471062617324,-0.254816248054211,-0.0628411526412146,0.165706275849122,-0.275087204993403,-0.242998442263058,-0.0964600227122003,-0.466188518178282,-0.465354273607545,0.0705470420647535,-0.063121870008619,0.140247978261555,0.271762088007668,0.400729972618451,0.173862894566803,0.252874949076809,-0.356823404096953,-0.52247828099148,0.0559378776625081,-0.101133373814624,0.0876628939449484,-0.407079720393825,-0.0721285483599898,-0.186064215634551,0.145617192133883,-0.211459252970308,0.0547319791123904,-0.0811273191798843,0.0028190349712587,0.187720843478811,-0.43676459355541,0.0534628203104633,-0.413639017753317,0.025442482524614,0.105798817385571,-0.02064656468431,-0.147194744663381,0.0833137516330485,0.283204286053703,-0.143272609051195,0.281915358423086,0.413959272778103,-0.161052693575389
stable,-0.0064937755166758,0.184104077031464,0.194962713666595,0.0645326086482448,0.147775718602205,-0.0448990663732631,-0.384625251724563,0.125959655521518,0.0399997656165604,-0.0217489197016158,-0.0177647783885004,0.220225891356468,-0.0963021963616081,0.441356834551072,-0.103417228627642,-0.0004204884196457,0.224977187890488,0.0559519134274263,-0.0963511701165933,0.409370715456638,-0.242064155070557,-0.135665483656315,-0.124019657082331,-0.194565208016488,0.186111519671313,0.443839454975777,0.263784376392409,0.32398713955537,-0.0136527878992873,0.410920849114125,0.170871837716141,0.15986086502742,0.139914347969351,-0.16908760469668,-0.26776538916098,-0.132128844541701,-0.274111040126337,-0.158022243464338,0.229767531066997,-0.0486618631598544,0.188220760337494,0.0983394805032658,0.117178853778487,0.148027446109401,-0.218019665809407,-0.0697036114657746,-0.443385575359551,0.21871119448238,-0.0591342448723746,0.402576780156644,0.0113294825890796,-0.100354624175839,-0.0615952663068589,-0.160517077245631,0.11902397308793,-0.0296831493237659,-0.34967501716716
stable,-0.186327584499978,-0.290926219344988,-0.103216403560225,-0.113958209721116,0.0672036270312795,0.122098525103684,0.0123322217193538,-0.0551447487514608,0.242314378798418,0.165200205168856,-0.371357600304823,0.412455451328386,-0.32156728015083,-0.198802240314312,-0.0043278392905001,0.18900029232579,-0.159646457490343,-0.0385025658800846,-0.0490137292792918,0.10690919955174,-0.0401265214173447,-0.0931739133449126,0.226119297142195,-0.244483395929433,0.0419165515632738,0.0676785058500179,0.474058640666616,0.204105989560558,0.14471348375872,0.167574894768969,0.13992879154117,-0.0773863350434128,0.172547972329983,-0.149546195769702,0.0383449132044175,0.227695823898866,-0.0854835064884979,-0.15726393697007,0.0104984566230991,0.0064144101300222,0.0489382273886959,-0.0504534365629842,-0.0049569724610627,0.141720003712783,-0.179295270443396,0.264678304748714,-0.0043900433921457,-0.045905888248382,0.0483176639043457,-0.280355215895504,-0.242462427515399,0.0991676700844717,0.130887920340241,-0.0205891143850538,-0.0751579211217535,-0.217553009253583,-0.183614392294473
stable,0.016567498878082,0.158481181361817,-0.0790483461880152,0.0033116708328192,-0.0006932001450059,-0.0937570021366815,0.0510413238616126,0.0333485114152943,0.0414931122148372,0.0277847235768702,-0.0662000744126948,0.074834790782041,-0.0212472291981438,-0.0667834352402752,-0.0889225823008254,0.0420943000972103,0.0966508417400237,0.184349676360271,-0.15906207619911,-0.0687993823009759,-0.0874752515007729,-0.0165118085974042,-0.0194280989873296,0.213790928913319,0.0124285396783295,-0.0693711837990798,0.110413687663524,-0.02824709675593,0.0418283841444532,0.175011484886384,-0.006452314964184,0.121522460164424,0.114987226276795,-0.100486175885527,-0.155859525436548,0.0499012657264441,-0.100332822114472,0.0920567018328856,0.0960922949397195,-0.104005503650542,-0.11124688413219,-0.0406334577253697,0.0624820803050773,-0.0999089286588697,-0.120111656845517,-0.0847302960610879,-0.110605264284048,-0.0027379170924037,-0.129621440143633,0.125530259505717,-0.0118808329603343,0.119637364713397,-0.0618331138608681,-0.0850901765187895,0.0875314555294275,-0.0071573826874525,-0.143003085068398
stable,0.0426670010715865,0.230503657331749,-0.162656729445985,-0.0989444373996913,0.237503400316799,-0.252680736703152,-0.226740390333836,0.174157276561467,-0.0077962692200353,0.100812574231627,-0.0738301861101742,-0.0187410012995136,-0.0413662195450708,-0.0860851597653463,-0.0465149132215696,7.37982893998564e-05,-0.140792673691366,0.0062328351239306,0.122664643955351,-0.0130487757922268,-0.113834802451291,-0.0632267092078536,-0.0710875147843238,0.006613515427506,0.157726161720169,0.0933751430026666,0.224094003487579,0.137426877346093,-0.0758485445607336,0.0711220365344659,-0.0193223237979606,0.140245030949155,0.0588601783408866,-0.0921809479988277,-0.1608729405918,-0.138780654959627,-0.0247803759412994,0.0584652336699642,0.152591732411017,0.0334303279238152,-0.14908685848411,0.0205118630707904,0.0899855727118152,-0.0258383165195417,0.0095154226596789,-0.210692729423098,-0.0920955599109583,0.263149544109582,-0.069220170417241,-0.0519945600321422,-0.0192142514036852,-0.178186811749859,-0.0119173836279577,-0.0942247643827774,-0.0390546490990435,-0.118408364761004,-0.0604042465771555
stable,-0.0036940734191256,0.0046992321558048,0.0037268259027188,-0.143833387973662,0.243352986748491,0.0416331161544144,-0.120745027725651,0.0598991548474955,-0.11849527461243,-0.0721292105102763,-0.0273010146573622,-0.0012457717534031,-0.176237153947438,-0.167803603490707,-0.110189523062268,0.223604630587167,0.051588693789889,0.280318659922353,-0.054893483605,-0.0979725255792205,0.0356478673634056,-0.0218452643511103,-0.113588074889234,0.0026474924237844,0.0948587919184033,0.179595246824083,0.169413826899779,0.274234297406483,-0.179488105529714,0.060913518530544,-0.200951043503717,0.0130887915316316,0.142167720817853,0.0046498893618948,-0.0816837307731243,-0.0058689025502708,0.116541471228409,0.151726629485365,-0.0689013783281834,-0.114293002526309,-0.125164365291272,0.21376561326095,-0.0083223418604785,0.0486279120867669,-0.0367990208308728,-0.152671849036384,-0.273854539851618,0.102063482034829,0.0439920442129463,0.0434510930623578,0.0402462732461882,-0.153699913104726,0.222087741052909,-0.0147572415782033,0.0437197490552302,-0.230075386782028,-0.0175515850068567
