group,CTCF,CTCFL,E2F1,EGR2,ELK1,EPAS1,FOXD2,FOXO3,FOXP2,GLIS1,HES1,HIF1A,HNF4A,HNF4G,MAX,MEIS1,MYOD1,MZF1,NFAT5,NKX2-1,NR5A2,PGR,POU2F1,PRDM14,SETDB1,SPDEF,STAT1,TEAD4,TFAP4,TFDP1,VDR,ZKSCAN1,ZNF76
progressive,0.157927163449789,0.232993408166603,0.252116697369642,-0.0567230896967429,0.0173029761094449,-0.251623279168448,0.272133473585655,-0.0317321245876102,-0.263678686030058,-0.177277158312837,-0.087615069779617,0.206322154047998,0.201281287019581,0.240468027133342,0.203641693009078,-0.0229839532367078,-0.179664235556452,0.214863623179481,-0.0642510511717192,-0.343759126521169,-0.0674249304118331,-0.211316346381706,-0.0998238363524084,0.0896154138385124,0.0241574884179264,-0.181471213022988,-0.0963632411305194,-0.231653177647143,0.0257644314785723,-0.251683289490215,0.0578699536238429,0.0838544229488938,0.168462308826638
progressive,0.194121275415261,-0.228983196516308,-0.0302449221031518,-0.0679030126918642,0.0940656612483486,-0.196583766037012,-0.0317211811524369,0.159781396479455,0.233722360547633,0.0206410813739666,0.0719153159916731,0.0876140178599477,0.145320705912907,-0.0869909337546682,0.0978542860770681,-0.152745237491118,-0.213156200145539,0.0854142457122506,-0.0516271505865311,0.0402423218960349,0.115895435272955,-0.0488016067971185,-0.169361332279289,0.0764754995263172,0.0379856399855627,-0.0693944539645242,0.182771620447242,-0.179100068477653,-0.0542962043157528,-0.187100345800061,-0.127527753064368,0.14347512277761,0.0006599080694281
progressive,0.266052097095396,0.0156629517360035,-0.225484745012305,0.0597533512802673,0.0428425991091607,-0.18500120733408,-0.244893699409105,-0.222707905890004,0.0605533632643527,-0.243107621420621,0.0620116704613559,0.102366599662164,-0.0123844697593154,0.146633878690069,0.209611438788869,-0.0176633306585386,-0.408106118140162,0.244311820599838,-0.163944528992137,-0.182465101455496,-0.14541706610912,0.102364061754371,-0.0987161746088556,0.0563930217772512,0.0526146988607086,-0.0569464887087742,0.0966394807989814,0.161996405591062,-0.418304028061239,0.282661942229012,0.0374386701138927,-0.105899887581281,-0.134026707521908
progressive,-0.286655423925912,-0.459792110688673,0.0804479900448249,0.154164044443371,0.295770265460442,-0.251333147859941,0.245575213669888,0.505058262086797,-0.104231746534031,0.191964361423551,-0.0481564440914792,0.149597563197444,0.0725019502577642,-0.146100218433698,-0.204952557586323,-0.183356906694123,-0.101137593070769,-0.340596983643432,0.0982790120527329,-0.193491052078191,0.044935443926941,-0.190872573744713,-0.329534139196453,0.271569726952758,0.0994614045181963,0.100562252675697,0.08521833206066,0.421575011690017,-0.279366268841886,0.247432611795712,-0.462188607294919,-0.141465783597801,-0.305116149200867
progressive,-0.235325241254275,0.0696901956071749,0.0435270346671447,-0.0734374508307584,0.0132466665547059,-0.504073453197031,0.533307613110104,-0.0079440219548791,0.0004534894856565,-0.321333102389199,-0.0529627983511574,-0.425309489898779,0.216990740908738,-0.0211509087301415,0.084770709994229,-0.0371543140002862,-0.287015086663239,0.406815870435468,-0.0808484237410939,-0.434092865199918,0.437999239541275,-0.1561197224042,0.47920711306686,-0.139276963787797,0.022519333143,-0.3658426976086,0.0359410307272576,-0.356052893887539,0.104374185304016,-0.446949689916077,-0.0725782075947775,0.387331734464011,0.0256539797631526
stable,0.227960342326842,0.130667778633167,-0.183591767834166,0.118298221399105,0.0499024798838762,-0.0447888910257522,0.238090672915653,-0.0426919691283789,0.0330205728647096,-0.161301675101103,-0.093001933300946,-0.206632425804865,-0.320669494655655,0.145207861581455,0.149524761757501,-0.250408780113264,-0.29352354748236,-0.161808790872145,-0.12398193719056,-0.0295466058740926,0.0047232344050985,0.257068533360919,0.0008294351170425,0.196608505997325,-0.0064735041157022,-0.467447127113953,0.066966156855351,0.116960762569202,-0.0382777375892588,-0.372334168552701,-0.160853454489434,0.0495525591065557,-0.340957515146778
stable,0.0219099734591511,0.0998333338326638,0.0499979148125276,0.101115129239923,0.0278818055360808,-0.276900575222177,0.0103440263809145,-0.0155278059944688,0.207752881290183,-0.0589439709758573,-0.132748189613005,0.0952722809908676,-0.172652300713011,0.0494088489473509,0.145664594390244,-0.13296058099701,-0.0411456921498455,-0.20226302573404,-0.043475890749261,0.0695700936269726,-0.0142942678161141,-0.0158800539770586,-0.0140620671375274,0.0292630942424393,0.190665949764319,-0.0511505774498479,-0.153175295877795,-0.0518842660596735,0.0756053750233878,0.103862514562059,0.0416693724486978,0.0188700659222978,-0.0360059993873891
stable,-0.0473000139001824,0.0314619817201246,0.114066042295461,0.0242530511804376,-0.0257526633766468,-0.053455742615848,-0.0988429162399737,-0.0792601434919229,-0.0747862194654573,-0.0862025819766138,-0.0719904821212389,-0.0671031232716715,-0.0157369347286279,0.003209068795693,0.0952597455253394,-0.0203852983760422,0.0273317166683814,-0.226619189140613,-0.117489090359517,-0.0145406148867082,0.0367801418261683,0.0149376136210807,-0.0402271204219286,-0.0211922689840044,-0.0279959310591405,-0.0034006681067617,0.152888962533112,-0.0815576295928981,0.0810871853173795,0.0340442049683018,-0.0038602066756077,0.0877783790620907,-0.0892925666577392
stable,0.224121523354843,-0.143545697359227,-0.059467744444599,0.0183881469685565,0.0961047704762037,-0.0879718237596186,-0.189790714045435,-0.0107854148432101,-0.0782321389818468,0.0738840405065838,0.236366186813692,-0.0774174591052605,-0.0187856210588029,0.162527688656173,0.082259348258014,-0.0574901900138983,0.0391795248317694,-0.0922498647482467,0.0105389679521033,0.004209378672424,-0.205904384419096,0.013452781396936,0.0901048400383284,0.122455354403689,-0.171158212941418,-0.0992644827094739,0.2379487087024,-0.020208694898271,-0.199697968757455,0.18329783999783,-0.0875058866632297,-0.0693884525857737,-0.014168553655478
stable,0.11843654385937,0.0512359030566646,-0.0644031825883812,-0.0321897367443957,0.174443364365303,0.0797396291952926,0.148058477349559,-0.0691203234890348,0.148877950046289,-0.0581937694058205,-0.0446807680946313,-0.0815229845589813,0.150755064121992,0.0424262482609132,0.196093005349797,-0.055722957922663,0.0106831047378812,-0.0558548667312897,0.176118196714051,-0.118292133889141,0.135918232904617,0.152907850364743,-0.100717548280955,0.114961005396778,-0.0852179399614124,-0.245288417080859,0.151447908673185,0.0595143662529707,-0.186814233688072,-0.0783489827357181,-0.0282915296972996,0.087112081481366,0.139819349704845
