group,ARID3A,CTCFL,E2F1,E2F7,ELK1,EPAS1,FOXA2,FOXD2,FOXO3,FOXP2,GLIS1,GRHL2,GTF2I,HNF4G,KLF9,MAFK,MYOD1,NANOG,NFAT5,PGR,RARA,RFX5,SETDB1,SPDEF,STAT5A,TCF12,TFAP4,TFDP1,USF1,VDR,ZKSCAN1
progressive,-0.107589728037447,0.124411531857934,0.16114418648082,-0.0335250514668263,-0.008410901910243,0.0044129242598769,0.226343495806972,0.239812794480775,0.0376745175619344,-0.0864999019477072,-0.303747504616037,-0.251898937789542,-0.29587669194357,0.241564791276487,-0.179632363193468,0.0352704618084194,-0.0653705571332516,-0.167170791999905,-0.0232699424032018,-0.0497409015083442,-0.0382738848867834,0.201025166172693,0.0534490751774647,-0.278475280160592,-0.295059971632787,0.0067445290180805,0.0724246494949355,-0.174475169618119,0.249040416701801,-0.120453072932283,-0.0577302703549572
progressive,-0.0947210770955171,-0.223881071767894,-0.149222418140017,-0.104213627484772,0.0736521012379449,-0.135947225582018,-0.152764618567119,0.0661821258795346,0.125620733288684,0.225219642759937,-0.0475735958690794,0.0014283284446859,-0.0298374485844179,-0.0087546638879775,0.227066108443729,0.0291349239069993,-0.277198538136861,0.0155934446859606,-0.002013058128381,-0.0006392186154452,-0.202952796782033,0.161495116987077,0.0007737148399619,-0.0559836452546271,-0.0216107861772176,-0.0267522927329638,-0.109547431452054,-0.142849825608283,0.202409073751598,-0.253066612533583,0.108942315070435
progressive,-0.0499290603273981,-0.0762162931061478,-0.362133812799769,-0.274043791080369,-0.0051973935442899,-0.313394444372083,-0.482549124861137,-0.302368551151904,-0.228510052101933,0.176626256672876,-0.294880666078552,-0.212771179687585,-0.037934855149223,0.165165758014027,-0.486578428852432,-0.222697735280877,-0.524881267500563,0.10870990278325,-0.270943728291628,0.223857569561351,0.0237479235548753,0.458063759702515,-0.0486742210938547,-0.0915813466152099,0.151130912486101,-0.237316234877746,-0.550539965255491,0.314275653752384,-0.0898891921970549,0.0159907653557169,-0.0819567575475999
progressive,0.226444941211687,-0.495540607095949,0.148411348588295,-0.530955054809057,0.466699261334179,-0.395978639378678,-0.347160838269947,0.317701431446177,0.545982510265409,-0.271513773396903,0.298789665227916,-0.160510908940722,-0.489486315525123,-0.260943575818328,0.0587609148360804,0.0797298769979308,-0.228321681370751,0.344435955923613,0.311475706880051,-0.347959355116472,-0.414696415628574,0.499618907826223,0.175583478343205,0.0686183120657799,0.369568935313387,0.455876425657269,-0.329228044682736,0.325244483239338,0.455136556940714,-0.442310662055572,-0.358403233645879
progressive,-0.363539592142654,0.140687168354937,0.165574481617332,-0.238735758275396,0.0484042841410936,-0.477270111762411,-0.161514792941714,0.484935341061413,0.111234679889221,-0.0782674804105682,-0.402185616830975,-0.468431995754598,-0.0786939846683179,0.054517511835506,-0.236303104360824,0.49981560072068,-0.0135612557510415,-0.54376133572289,-0.258058770619557,-0.0253770033361073,-0.17810106963198,0.0163769736748891,0.0981868088928784,-0.469514052852963,-0.0438272615972797,0.340591293607622,0.0486056889294754,-0.5292601909594,0.22426225730639,-0.0363397424056738,0.297111553998138
stable,0.0109290829599394,-0.0600426189878019,-0.305945783134797,-0.407428252516679,0.168968925372397,-0.037447710947827,-0.0444327525271303,0.260548123288797,-0.0716901066803208,0.0352471042006617,-0.0965436397591122,-0.254142362787275,-0.140295504044845,0.186217432806075,0.165816938887317,-0.252966966308747,-0.298754581221741,-0.256911789282949,-0.105863601933818,0.213182290597729,0.164025827046303,0.166248017800414,-0.0932806068650381,-0.412485223013123,0.484247897649944,0.0427299006365242,-0.0769352608584926,-0.3617225245604,0.0798669582030441,-0.150734167103231,0.105154696569198
stable,-0.183601578369773,0.100819684669433,-0.0262933335133975,-0.300055244681788,-0.108681600301374,-0.383473019938456,-0.295255592990257,0.0869046487374767,-0.0937172860333123,0.251516679312198,0.0992982900966108,-0.117183823579363,-0.0781443844288568,-0.0888811928697599,0.184124447101938,0.219156652156979,0.062848260968177,-0.0467492448324292,-0.0853655498057772,-0.0630475825418662,0.227394342806082,0.236885354527347,0.261066853099376,-0.150629127933737,-0.0785195693007233,-0.119900409912701,0.207424858747194,0.192433840404493,-0.147472883354955,-0.0750582196039631,0.0865979207199342
stable,-0.0039314272404381,-0.0365396487071182,0.120255345958123,-0.0195658366327762,-0.0583467408552075,-0.111248063185043,0.0198250493585374,-0.151543728936245,-0.0814505128271721,-0.03289480352343,-0.154573303343374,-0.0642851154359095,0.105127089465513,0.0419293529283197,0.0491095146221524,0.0573293514464303,-0.0124964360026255,-0.121433716328719,-0.0577746550830788,-0.0740268513818419,-0.0596234970385132,0.181135367441837,-0.058762929274838,-0.0550647832176672,0.114662297364097,0.0433852164783954,0.101487687338269,0.0564764347715305,-0.0497953910837199,-0.0557955392201054,0.111384190945739
stable,0.0339029961959924,-0.090187658180606,-0.177119740140002,-0.158340086411128,-0.0003250527434878,-0.2100748514513,-0.152426670671976,-0.238253315914407,0.0002298187738714,-0.173285384913219,0.121255612358019,-0.0724725558989967,0.101667360849699,0.0321607689285513,-0.124547223054219,0.0269764078351793,0.147631462109334,0.134999547202856,0.0957858712594055,0.0992398845825859,0.0374269005613237,0.109775860191021,-0.144599715415466,-0.15197945709844,0.0220329530464449,0.0959027853115021,-0.235654477899471,0.178060546824253,0.207925652407255,-0.20595776418998,0.0903381813103375
stable,-0.0544222356151438,-0.0010746015175937,-0.201984124680511,0.0362488716339349,0.0649388498898832,-0.142940824478015,-0.223632083477116,0.0876763827570743,-0.0425503914010187,0.251113028078964,0.0200457886796596,-0.105400890988946,0.068535471012164,0.0231998639142211,-0.218902788720994,0.298653985285815,0.134715652491887,0.159339620089257,0.110634012153247,0.193892529256432,-0.105846966121299,-0.214608553576096,-0.188646039741245,-0.318803084581119,0.0228292932276703,-0.065131568036251,-0.169197762872772,-0.0782289157127673,-0.153622885463316,-0.0990470742331974,0.0894523414355339
