group,ATF1,ATF2,BARX2,BHLHE40,CTCF,E2F7,ELK1,ETV1,FOSL2,FOXA2,FOXH1,GMEB2,GTF2B,HNF1B,HOXA4,IRF1,JUND,KLF1,KLF4,MNT,MYC,MYOD1,MZF1,NR5A2,RFX5,SPI1,TBP,TCF3,TFAP4,TFDP1,VEZF1,ZFP42
progressive,0.0445420856070088,-0.232333149718897,-0.0283682834056451,-0.133718340282116,0.363242944437783,0.0496592950875541,-0.1030874346897,0.142788561199432,-0.0732655480768563,0.0589136829270493,-0.0149898719873557,-0.160422543998072,0.151964020357993,0.126463479026278,0.103679399796704,0.411665690190707,0.23525351091345,-0.169907140490291,0.202715162198466,-0.105133003003903,-0.125713656557407,-0.238864498066174,-0.0802310041692695,-0.020146545808368,-0.0179562749124533,0.0523626024095388,0.119471713373554,0.266252750350224,-0.29775844882299,0.052652007572963,-0.0737720071128486,0.26831805083466
progressive,-0.163655729010308,0.14896750457125,0.0802276097965637,0.46518986049558,0.34687588566637,0.10169108870838,0.298673365942581,0.311605773156776,-0.111215989311457,-0.164970051657154,0.03559605967852,0.32889215962791,0.357135926945596,-0.0437526626852852,0.388557364539497,-0.0553225053936558,0.0421914442635497,-0.289562040232953,0.292278965798051,0.0437259548735028,0.129440178876943,-0.450660810885907,0.125430977427605,0.242735369005142,0.163924205442886,0.303330826111415,0.251424962985263,0.163390655143629,-0.286223610370633,-0.223751708086805,0.0860354169022065,-0.029039315191165
progressive,-0.0116199564764928,0.24040566203463,0.541259997671752,-0.187307139371924,0.507129289939337,-0.19085217924239,0.0484280233251206,0.416655587259697,-0.515165826299183,-0.532425650995976,-0.546899324260748,-0.0718590187640178,0.473041459252541,0.240737404910797,0.528562711337808,0.641630891396234,0.606220384466978,0.482443536304389,0.139441442705903,-0.219931872751464,0.452359330858171,-0.654370072281803,0.424734433841703,-0.25030446537731,0.607238071900515,0.505935295218042,0.534440028202929,0.558023410979635,-0.589102857650432,0.510821552756101,-0.187797895122326,0.548614859544283
progressive,0.0393773043922043,0.266920678816594,-0.196570890298654,-0.168641997202889,-0.0190280802170047,-0.262763358920841,0.142832345268734,0.0849184442480687,-0.0360135726761177,-0.224260805135769,-0.140875428962057,0.0007845701321703,0.216063399961714,0.0237580461287673,0.435603257233217,0.0628467730010928,0.221009799013385,-0.278662176656661,-0.23525380503365,-0.113906957924638,0.238238778754896,-0.0580942619705898,-0.104636405098534,-0.237517334955199,0.493557739467615,0.0446844253437243,-0.0374925324654963,0.24663007195012,-0.131000666953706,-0.0057399872313381,0.134386943788533,0.264125084092769
progressive,0.130566440049877,0.254520871783042,0.0753334726663396,-0.181046656380685,0.172981979968123,-0.1364244820451,-0.220900289792934,0.228507059957891,-0.103419705008669,-0.227070181732648,-0.0981458882259065,-0.207474952309272,0.232415052933142,0.0869587649007962,0.370434311909556,0.0555053426515091,0.447220452671746,-0.0399681099741505,0.0512302351846445,-0.157531591579104,-0.0981616780965136,-0.0028421767092729,0.286080875658927,0.0985722147322975,-0.0852060892634112,0.0035448259512876,0.135362613246775,0.413493289055041,-0.0431379264985202,-0.0915023001679811,-0.105302647078562,0.13227174607544
stable,-0.0474285431293465,0.248895538213123,0.481498571535963,0.483409668945749,0.374239896380783,-0.508659173945447,0.0086782108003426,0.532019687647349,-0.480344968887521,-0.318221026260439,0.503011663041959,-0.224000271643849,0.424717220764887,-0.184022809815659,0.358837342710904,0.541906826447061,0.283114778365013,-0.555534223281691,0.650959280434001,0.119078176483276,0.517193034237344,-0.430455258599807,-0.155852294485658,-0.118439982641522,0.0263758955048501,0.0038406366032139,0.315369878452535,0.404653341084222,0.0338752137840686,-0.403681573221077,-0.256468683697869,0.312431387473894
stable,-0.209580469629128,-0.160365301503325,-0.290933477939891,0.192797113216009,0.374000189880682,-0.383539964011094,-0.123537037971036,0.180279734800008,-0.413281066419609,-0.475769329135495,-0.329762487511678,-0.0903167810576121,0.556793278043107,-0.0111023640112331,0.17159695991266,-0.177602588876256,0.508821518074191,-0.40319315480671,0.530962557179919,-0.567237228391943,0.429321238042727,0.0810497488160131,-0.356221104431326,-0.145169008026996,0.196469693319901,-0.211667166220614,0.34799004908307,0.288615614169131,0.3776080490715,0.3390203792143,0.382224463538731,0.0413787776620608
stable,-0.120283253784062,0.126970842766264,0.232766595531277,0.055044467434538,-0.0461183250974712,-0.0410962698979007,-0.110795638480865,0.278282598336136,-0.0701114541252391,0.0823513697775374,0.055987132356835,0.061527296601836,0.200338952995209,0.174165106279592,-0.0863704097935761,0.0059942794334927,0.107961793433548,-0.127632642909872,0.2344485511537,0.0206117695781435,-0.011638671042922,-0.0017737126522593,-0.440137072415827,0.018905335150781,0.141154283157918,0.391436772238845,0.270455487627134,0.059255283748395,0.201248055782431,0.0901573886860573,-0.28150861744498,-0.0169056169283873
stable,-0.134589031840888,0.30463511356185,-0.171002999118348,-0.100488200377448,0.529701422481475,-0.161933359575333,-0.0900348845977414,0.459049285166739,0.0395325324798293,-0.22133575590805,0.347808107719336,0.0916470296867302,0.445917817723673,-0.400631709313412,0.205404036081081,-0.0311983172524044,0.138097448614522,-0.392363442327674,0.254267972655139,0.0335726023737957,0.298136614394295,0.234533517907651,-0.30667312696625,-0.221267531883078,-0.0630970315472446,0.288215732955952,0.315762308561378,0.19089072292266,-0.448776498369716,0.272412298043233,-0.0781146780708268,0.169968408248007
stable,0.184831757392308,-0.256283193623406,0.177842559512507,-0.0271839526584298,0.170234022349395,0.0533480998429415,0.0724431481845762,0.0499018901226583,-0.148244593666158,-0.157773851707715,-0.212282117807306,-0.144698721380968,0.112743463484924,-0.068679043723497,0.172400641646293,0.123006250822533,0.216847581927475,-0.105660584930501,0.072967631779102,-0.0709295163038369,0.247038395828737,0.112279119251645,0.0328504050492258,0.091203424309257,0.0588224908278399,-0.0376733040905371,0.241152643067358,0.211869046919315,-0.0892380528926216,-0.106901933983858,0.0754220227264377,0.316784138773198
