group,ASCL1,ATF2,BARX2,BCL6,BHLHE40,CEBPB,CTCF,CTCFL,E2F1,E2F7,EGR2,ELF1,ELK1,ELK3,EPAS1,ETS2,ETV5,FOS,FOXA2,FOXD2,FOXH1,FOXO3,GLIS1,GMEB1,GMEB2,GRHL2,HIF1A,HNF4A,HNF4G,HOXA4,HOXB13,HOXC6,IRF1,JUN,JUNB,JUND,KLF4,KLF9,LHX2,MAX,MEIS1,MXI1,MYB,MYOD1,NFAT5,NR5A2,PGR,POU2F1,PPARG,RARA,RFX5,SPDEF,SPI1,STAT5A,TCF12,TCF4,TFAP4,VDR,ZBTB33,ZNF76
progressive,0.111553515913134,-0.176853296170106,0.250056986677794,0.0463198218622723,-0.0949658781796053,-0.37036031627985,0.10579079874037,0.136871141473751,0.146374337912323,0.114196964157521,0.109597364212288,0.29489647752321,-0.159366886033485,-0.0145653998265727,-0.0370875788687505,0.311484115256739,-0.145019570687074,-0.213246969874704,0.10189832120051,0.188239949482803,0.0301683530890674,0.0617575596094928,-0.369587107668366,0.123402772668599,0.0843788679608351,-0.229775130022735,0.0356601168167815,0.103927167728077,0.142158037962525,0.0083004274873753,0.37773553688169,0.456364904910983,0.0276240341538448,-0.0732697767137985,-0.242602462628623,0.277291112215592,-0.105453759089211,-0.0185437894343753,0.0298048789554641,0.121519315794473,-0.143129505192338,0.148297446510114,-0.0652601285333057,-0.0069060085384612,0.0133758481165985,0.0583276855124006,-0.168466956614788,-0.107594952167164,-0.130540082928444,-0.0533183510892871,0.113159410721599,-0.252977996987842,-0.250010726333518,-0.214614954341175,-0.0108183119401541,0.204966368249162,0.0958976936857517,0.0029408361718806,0.355557006111282,0.219247597389463
progressive,-0.187807907119145,-0.0511814143019066,0.0433227606772015,0.060259859900934,0.189057917476607,0.138210076644403,0.188382618601286,-0.206917216163489,-0.122312724051725,-0.141134935031135,-0.0743409705413707,-0.0228623853801491,0.0773697426859393,-0.0191080440887711,-0.078233801042923,-0.0137636067915359,0.0177309759715006,-0.0217205521493078,-0.151109016026272,0.0390430411710421,0.0797174533797965,0.116366542703246,0.0385994165664616,-0.142926814876038,0.0994628476766902,0.0448178913146477,0.0352444732848047,0.11379235811156,-0.0888050347690755,0.280701934204049,0.0436120607018382,0.0627957210237694,0.0501513656635808,-0.0504347157120023,0.0705556612635499,0.0092095793267938,0.225036439795583,0.143322699120278,0.107493910061017,0.0069511651263711,-0.10638210781249,-0.20166493322228,-0.0670123333018826,-0.174257656167641,0.0532452127448653,0.130199347249663,-0.0549744538637866,-0.122420901178347,-0.110892705135882,-0.168695552811383,0.186431729155796,0.0009564938142481,0.173517797707874,0.0248631702954743,0.0170791021993881,-0.149425453858609,-0.119355117370707,-0.165029149357454,-0.165829772534946,-0.0216627389945869
progressive,0.369368786314987,0.188311167385853,0.268487681932207,-0.13809714839448,-0.185969041686048,0.188225351026758,0.256562683131947,-0.0388695537703827,-0.297833161529961,-0.178316196319495,0.0908659650188054,0.0955452880750129,-0.030063564505068,-0.302191004954984,-0.251117027950191,0.191560853841635,-0.16391600654756,0.254081274865518,-0.406015594026909,-0.241357277868695,-0.363009909100731,-0.132334701826161,-0.183285558703334,0.212333998198469,-0.120252425687469,-0.182521627565598,0.0274029414536757,-0.0414566560476306,0.133170852149913,0.300211554782498,-0.103074229833713,0.13753311844722,0.352920010558372,0.163347111440787,0.166677584818038,0.367410161552572,0.0464889243121318,-0.392156460539911,0.0954487051811,0.19481596147516,-0.059235414773715,-0.119948485904086,-0.0658256713923343,-0.39175813666198,-0.215721931005083,-0.101556161061156,0.208360350733624,-0.153016052627928,0.0246799811766295,0.0965239686173228,0.36492666821778,-0.110787453725337,0.274962539494538,0.144978354188744,-0.155843215775994,-0.0668412007791621,-0.407348748827645,-0.0252497861314153,-0.0036284865117724,-0.228859428650162
progressive,-0.0999080984244249,0.179163943827336,-0.274277285040421,-0.0734804451049914,-0.252811595357228,0.052475702863417,-0.134903951246876,-0.305779879310218,-0.0766166953450199,-0.432206012905374,0.0929848486150248,0.414183871756622,0.257082137831042,0.101105657954119,-0.21618886921142,-0.149893781284592,0.376639250727577,0.152044869345476,-0.341589168794347,0.158922928229227,-0.162303209467759,0.440588929613231,0.14610678171522,-0.0404368402705697,-0.146346293621159,-0.0585719587334436,-0.0105927529720849,-0.0091556815364521,-0.188509427251514,0.443214522393428,-0.245305382606958,-0.12742937214456,-0.0033441284980131,0.379255805322644,0.154580080274375,0.226492400259352,-0.419620340112176,-0.0008631466798925,-0.0031272120548987,-0.0908066459987513,-0.295028958098362,-0.324719396249641,-0.142188728461467,-0.155614952471733,0.0455479339614519,-0.0939067434982608,-0.224006899348667,-0.18362880728144,0.396148173330175,-0.219853853281539,0.386834323553952,0.219469730413524,0.0057211711871413,0.239317584958489,0.297419558065185,0.278385140181899,-0.206441186548968,-0.178169743463062,-0.340829961243447,-0.0295413080966377
progressive,-0.0758213104852061,0.124902477172022,0.231231770574352,-0.134320089805991,0.0047326282713706,-0.0847704246829154,-0.146691624783836,-0.192012893003379,-0.101310801678327,-0.242189869591955,-0.0444398559072583,-0.237151526239296,0.0312821964346724,-0.0950853309320941,-0.486345050420763,-0.0361259938265115,-0.0232065538977865,0.0024933645590778,-0.167905075164652,0.406759871142555,-0.022809521324685,0.0411087526189362,-0.38602285984946,-0.0703263796734804,-0.089995373344932,-0.368223889597317,-0.319885173822201,0.307767739691141,-0.193553379387014,0.26374873831137,-0.0196570826942585,0.10804844444386,0.189146317825586,-0.0562436343055679,0.286256514880498,0.235535603666773,0.161461236503214,-0.417189916837933,-0.371431912787977,-0.0390680051931941,-0.146481197520092,0.236591710311223,-0.138238801302503,-0.0673009914664465,-0.16367270793539,0.374088060702027,-0.236297906207128,0.356968016149887,-0.156589646831258,-0.149784508528297,-0.0291660128200411,-0.217049767063164,0.140144557653391,-0.254954466817171,0.433416638100594,0.340896137590736,0.115262526297116,-0.0193235753328532,0.266460470785654,-0.0470443895868046
stable,-0.0562125058889243,0.258581797483571,0.354902053772599,-0.241378440783262,0.169743959998141,0.0685993642285121,0.122096791884543,-0.131179100725185,-0.285283645541227,-0.379352052833346,0.0972402609161735,0.175715334684565,0.136460215596946,0.109790516130798,-0.138268196892343,0.268254060120719,0.0415595639040302,0.11342312602226,-0.0387868232818656,0.149852788035598,0.371760220249269,-0.0205660511189797,-0.0405215805808449,0.375080090090134,-0.247473644847483,-0.161129524749105,-0.0362156597569224,-0.3135931644395,0.111982772616619,0.27148683321461,-0.0554429904471671,0.0698772255037173,0.293124041625498,0.110343073817108,-0.355400809313271,0.306977490964171,0.386873737552651,0.13792982241137,0.123705005571921,0.213153907561226,-0.154795407793773,-0.247297641864332,-0.118287877428396,-0.227266717019005,-0.215191573352799,-0.153060831443714,0.178345185975994,0.0553093295113673,-0.0843659261852797,0.154731955039052,0.25321666199648,-0.365061069005372,-0.298208645969807,0.389356537688177,-0.0125888576509567,0.0288007349005988,-0.0669790269634733,-0.23707680241712,0.0356214235026356,-0.360372863429148
stable,0.0558416341186474,-0.228540052342328,-0.0819753807637191,0.14598728414784,-0.126629540610984,-0.166670380814409,0.0320184745970654,0.127954004540343,0.0142383206907371,-0.131462789142725,0.170381458497643,-0.0794515337549942,0.0017457966977557,-0.107438373940706,-0.28609665754641,0.309116276346835,0.0295330114036816,-0.0475803700168056,-0.194605647379508,0.070239862673296,-0.112681988436461,-0.0055299370101916,-0.0198731833428652,0.159904751710339,-0.0481454568426581,-0.0836537464345242,0.0697992638971986,-0.356323034014316,0.0340706008172542,0.335204673773782,0.0797741652839427,0.17777308465191,0.0310994860297663,0.0560504480021056,-0.0821305462257353,0.12847759534961,0.153314443276341,0.0939669885564955,0.0560439271994994,0.149167657418963,-0.132190747833674,-0.0086470288560232,0.166998495745549,-0.058612234225994,-0.124037076974835,-0.180517156948655,-0.0613717193288983,0.0607924052973595,-0.0584398775571069,0.275133558164706,0.139229657846968,-0.0618638917256085,0.0125335754093887,-0.162463870333161,-0.199422890304852,0.190592686175617,0.0669471537572742,0.130413236323242,0.0284628587759656,-0.219801584049758
stable,0.0536421117453519,0.0345302215123437,0.126626758398012,0.0487752464947556,0.0159342564840261,-0.0304490620979756,-0.0141047019778424,-0.0017678638788537,0.0773762674962207,0.0359715061269846,-0.0247885608303423,-0.0575781076551764,0.0170799101374804,0.0081200931906639,-0.0301479212059673,-0.0048547640006609,0.0180162894090739,0.0483327527045663,0.0059008269418812,-0.0550972484290678,-0.013250044764323,-0.0876071276436938,-0.159579594854952,-0.0484096342626662,-0.0474282486402493,0.018855189250337,-0.0597305853032521,-0.0316817932562838,0.0138975903725658,0.056196762848726,0.019395728912343,-0.0475779436766837,0.0195633955922984,-0.0265069383211625,-0.0969452760087018,0.0056409847836949,0.0658397597227438,-0.0083332811682485,0.0837567673876671,0.0570522439771346,-0.0183378221945902,-0.103534483840523,-0.0284385552842479,0.05739514705509,-0.0013322703758615,-0.0689742924240838,-0.007970346659549,-0.0343526163590372,-0.0458718219198405,-0.0502008767265014,0.102051694513338,0.0102034134827261,0.121609940637578,0.0814322460117871,0.0095677631456963,-0.0466478467561205,0.0965284265694393,-0.0116111750603121,0.0032718175197555,-0.177654897167966
stable,0.10178775248498,0.0855673580056666,-0.121373726198841,-0.0294740564241073,-0.0094607965927093,0.014728094363621,0.323621264231778,-0.0987449829738001,-0.159757162237397,-0.109519849405971,-0.0997586769759588,0.0670280839006743,0.0157318618675213,-0.0695031073439592,-0.185265284812283,0.146228089598422,-0.0162920141642488,-0.018830716093862,-0.118351603804038,-0.248463775317317,0.0239390409951637,0.0706096637373263,0.122798625391358,0.105465520089757,0.0490649933870971,-0.0588244783124049,-0.040056547320028,0.084778499189063,0.0535594140036014,0.142014539250142,-0.0621333772418957,0.0903231929538087,-0.0767151053886951,-0.0816025160712537,0.0053393145157771,0.0694858848694807,0.178888849758457,-0.0941000766436968,0.0417827653671824,0.204565673171247,-0.0457370852134413,-0.123890788362251,-0.0603703318862023,0.105787883120702,-0.0349767611012195,-0.0999855967261483,0.0676485893068136,0.0488941087195769,-0.0800383481081694,0.168550848514644,0.0409629855085036,-0.136782430915556,0.179248883850293,-0.0817488822880754,0.0598742551357334,0.0370515481347214,-0.235729368496426,-0.0925423609044806,-0.0158683015860844,0.0267909239448328
stable,-0.0633531850732629,0.158412681885351,0.289043381485523,-0.0497982247655919,-0.0446051965179119,0.0876381721370695,0.182990247520941,0.136077574896197,-0.160388847896963,-0.0787946173382695,-0.0591375645222971,-0.274488268098953,0.0841362415969208,-0.047853601878331,0.0038181128104249,-0.0058354780048616,-0.0649211143904728,0.140978346440711,-0.0697408823333373,0.0461766663898959,-0.182670953854045,-0.202657600132619,-0.179577689166452,-0.0472950525403404,0.112887799442496,0.0783020510665224,-0.0171843508196854,0.150718412624115,0.0632969653550325,0.106127163746222,0.122176713116056,-0.0306465056764609,0.0614388178358893,0.0498772971555456,0.0369505170964215,0.266464512664653,0.0159865704106713,-0.137793027328993,0.107187291677203,0.0539155680991931,0.0831420967321838,0.0439499793056359,-0.0339809572468432,0.0069231793472644,0.235322973057057,0.0112806366682693,0.140493505015743,-0.025881777266902,0.150979126202931,-0.0302411657996017,-0.377307051632675,-0.188599237309802,-0.0773551135987727,0.060733389119545,-0.123267740434156,-0.098329681948845,-0.22161287207656,0.0811693639858078,-0.0166858836233149,-0.0113493019729781
