group,ARID3A,BATF,CTCF,CTCFL,E2F1,E2F7,EGR2,ELK1,EPAS1,FOXA1,FOXD2,FOXO3,FOXP2,GLIS1,HIF1A,HNF4G,JUND,KLF1,KLF9,MXI1,MZF1,NFAT5,ONECUT1,PGR,POU2F1,PRDM14,SETDB1,SPDEF,TCF12,TCF3,TFAP2A,TFAP4,ZKSCAN1,ZNF76
progressive,-0.0704394379711004,0.0701286076655289,0.257499761228313,-0.105636010019002,0.0395217426828745,-0.0389000820717315,0.0493889515320794,-0.155606941697683,0.161777253933814,-0.0144833695574791,0.0182794673319051,-0.107018212867181,-0.0173998837012454,-0.119048007033873,-0.0945651604120519,0.164826036292718,0.272902394880993,0.0315525827208825,0.112884308208498,0.123948544404691,0.0761997187403078,0.175440560557445,-0.420593083902739,0.147624554914177,0.0437477121564951,-0.341139567070066,0.0205875476860422,-0.0750159182148335,-0.0435956037090878,-0.0559296147705939,-0.118895898586465,-0.146361393459621,-0.0930573027594924,0.152002632835205
progressive,0.0373862253953042,0.0576551892362759,0.0853995985493464,-0.171040175718459,-0.115290742136169,-0.242376127047726,-0.0166807162717338,-0.0259320551350075,0.0193324652492197,0.0762946652108003,0.0701258562415608,0.135557690792261,0.237709193190825,-0.0645923928865125,-0.0253963908752004,-0.110723442768888,-0.0030582070811873,-0.0396771625498457,0.0914645083353844,-0.212822175442471,0.0004362640940108,0.11740068756968,-0.065066195656998,-0.0218981705188312,-0.134370793763051,0.14460666760183,-0.0411154890413365,0.0013541573742017,0.008835086023763,0.0033711699794368,-0.0602646661960588,0.0040926998957964,0.0743364210204207,0.056255666769905
progressive,-0.0229325776252115,0.159521326077342,0.178548904078907,-0.0942191312982009,-0.334723933273116,-0.247013661707343,0.102849305814408,-0.0545098377479607,-0.22791928627822,-0.179578565997169,-0.19347769276025,-0.097754360803078,0.231374310805225,-0.112288031506377,-0.0144039716269539,0.0850768769004044,0.329156941301655,0.30552308555183,-0.433649608028393,-0.169731580398121,0.0844974809973295,-0.200237615196633,0.153890218188386,0.244879255589058,-0.17252264026601,0.18579813885861,-0.110779669447356,-0.104710539419349,-0.117670770850072,0.287978003156085,-0.166247552557086,-0.416711381716603,-0.0089037391371533,-0.265447664688943
progressive,0.242768254147458,0.242469456878069,-0.186707548286128,-0.424283068070108,0.0543584668720821,-0.507864813334736,0.154894693558875,0.409782346042018,-0.247281903807779,-0.409497130466692,0.350258308194585,0.496619170650447,-0.240563492477874,0.172700294475666,0.213300505261776,-0.304311437178947,0.277256702605151,-0.167023146357269,-0.0913550015001037,-0.184579749549568,-0.420883117322966,0.234628292172277,-0.0510309518266103,-0.44038642999765,-0.336006583890985,0.361259480385736,0.171170090277884,0.0697827440964665,0.467762597997607,-0.0761706675375016,0.404924626798765,-0.179708448612251,-0.346713486044102,-0.147673759548634
progressive,-0.232148359241588,0.208199259265685,-0.214149741505172,-0.0181457887543713,0.0404760075327668,-0.207638418359424,0.0736610832841302,0.0824078148647665,-0.443151823038583,-0.034091967429574,0.504454518409554,-0.0024422433790407,-0.0231018722238905,-0.208163460909967,-0.484956347328027,0.0039497519143118,0.237430605507657,-0.117788523100219,-0.314898247283224,-0.0043355786370593,0.334475970266349,-0.180228810664033,0.0920614381236133,0.0142994543121361,0.438120165262546,-0.135023442581299,0.0194345295602495,-0.411028765173545,0.294847190485594,0.0180503264724544,-0.110406106631978,0.0414544959224151,0.395659337784924,0.0505075023242014
stable,-0.0510915189129319,0.283717000366678,0.118854142927645,-0.0946204376761739,-0.242879237664026,-0.333612241675969,0.116505359135182,0.152173983761756,-0.0407355286384805,-0.230231354344826,0.111861840783471,-0.0641860036703543,-0.0392044359861218,-0.126787893236973,-0.058941777062224,0.123332309318676,0.35352466841135,-0.248728344113691,0.0996308741446528,-0.24474363392122,-0.101698952579371,-0.148671907829652,0.217039593059165,0.208708695755431,0.045131774771113,0.155939534591351,-0.0491207170064526,-0.305947982016885,-0.0120801245394056,0.117344996440452,-0.222245187161674,-0.100501405362869,0.0616163676978686,-0.324286572466927
stable,-0.153838283254228,-0.0081507894773417,0.0735241175021443,0.0282951337245537,-0.0360928965120892,-0.180638769075935,0.12563623099919,0.0260300028443759,-0.190056624489986,-0.112859723007268,0.0417000529771773,-0.0793135770686125,0.102487596961562,0.0807241992748944,-0.0106691850895671,0.0364770988136949,0.101110822562377,-0.115108820715663,0.0747464983952747,0.0130281397157321,-0.205161059951568,-0.0530185815239405,0.0457150264110748,-0.0801260728942261,-0.0499822253899599,0.0140211571791944,0.232507861256238,-0.0643209284436268,-0.142378722177895,0.223186501783471,0.075817009522353,0.0895445221294547,0.0800139891470421,-0.0335948392751806
stable,0.0398560521304894,0.115514974077608,-0.057581248269865,-0.0948367731003401,0.0436062563851665,-0.0466575898750097,0.0261979084713999,0.004168577973569,-0.092020716820172,-0.151122939696874,-0.0811909011870105,-0.0739334010569638,0.0300538147378749,-0.191497241056915,0.0122873174709627,0.0363200362450849,-0.0379394941897433,-0.0844755525321639,-0.0150850176944478,-0.175359998506486,-0.136604226975878,0.0589703789527179,-0.109972682446322,-0.0506800928244697,-0.100449653050725,0.046652949298882,-0.0681055593079519,-0.0889112730048184,0.0677563301733629,0.046892660836857,0.0748062934265869,0.116117217735072,0.0903791903579284,-0.13011010161884
stable,0.0714780116060927,-0.040362655841198,0.173772389715786,-0.132912826343768,-0.210886910100272,-0.174202413492957,0.0061028195305204,0.0017735623590032,-0.116768797574952,-0.090746694310211,-0.132561761173243,0.0462765014377476,-0.0414301125989058,0.129794830969377,-0.0797561929250376,0.0436486556517584,-0.0018969941896589,-0.254462917871024,-0.0733980623051817,-0.0830209250932789,0.0395347085133455,-0.0819488967862875,-0.126227183970348,0.0784255739390074,0.0595034842376362,0.135145730024261,-0.0914899189040586,0.0271061567339787,0.099833841089331,0.122188518322855,-0.0144433627445832,-0.0947307498200675,0.0265152839890805,-0.156441149474335
stable,-0.0603447080890412,0.238106208327486,0.165667338240826,0.0240518929303916,-0.128257574435355,0.0537094026174284,-0.0814854977935015,0.0008411814392493,-0.0027629442540911,-0.114975343180613,0.162981647539227,-0.007542335342791,0.263605045232683,-0.0685280972838466,-0.0979844034288782,0.114567556322752,0.290203507912902,-0.107303032501596,-0.218678338616995,-0.0461298392395925,0.0048665434250765,0.0636729589793329,-0.0182733702421944,0.227691181344056,-0.152460854201897,0.0588840994886562,-0.147389771775028,-0.259496511943128,-0.0398324911612622,-0.040161302938999,-0.0043530978087938,-0.137900603871253,0.126540135431352,0.0114491271129554
