group,ARID3A,ASCL2,ATF3,CTCFL,E2F1,E2F4,E2F7,EGR2,EPAS1,ESR1,FOXA1,FOXA2,FOXD2,FOXH1,FOXO3,FOXP2,GLIS1,GRHL2,GTF2I,HIF1A,HNF4A,HNF4G,HOXA1,HOXB13,JUND,KLF9,MAFF,MAX,MEIS1,MYOD1,MZF1,NANOG,NKX2-1,NR2C2,PGR,POU2F1,PRDM1,PRDM14,REST,RFX5,SETDB1,SP2,STAT5A,TEAD4,TFAP4,TFDP1,VDR,VEZF1,ZBTB33,ZKSCAN1,ZNF250
progressive,-0.147843956395393,0.0257151450819703,-0.0949766240299994,0.0041924717436895,0.09339455922106,0.0945547400809489,-0.0688000433787551,0.0122148587123535,0.0254712434239254,-0.131252051711641,0.0381804973890725,0.081140148888483,0.127890163992644,-0.0318654220267225,-0.127547383284041,-0.20849636600811,-0.246788926321149,-0.125240205437671,-0.320816375506109,-0.0611995403591418,-0.108832874981628,0.187955891238713,0.177092379550662,0.158575629349366,0.302418280165483,0.0610149661314322,-0.0742713508430041,0.160968502372887,0.0673234495570783,-0.0815884005843492,-0.0135266541164325,0.0711138131618291,-0.436682846950813,0.056407202375396,0.0117270553962638,0.064106584445568,0.093315455980613,-0.0826167427101598,-0.037910227984212,0.140408251793378,0.088226480845191,0.0464336021423734,-0.225734280488846,0.0025642633778227,-0.0390770007808049,-0.0283453278268321,0.125846663614431,-0.0395120686032632,0.434111991636286,-0.201106804963022,-0.114178935648502
progressive,-0.0190854888523239,-0.127223276003054,-0.162642588342292,-0.185013207222269,-0.141111273475817,-0.0375095732097814,-0.185388466212142,-0.0286896303645253,-0.0536429498291308,-0.0671579804698992,0.0004038875739922,-0.131186370196779,0.0358841526013139,0.0565876242436823,0.0535237576194328,0.258875515594017,-0.146870296756953,0.0564797992659139,0.0212203766334054,-0.0046348367884122,0.0856261771718407,-0.0664557381418043,0.10279705929311,0.0015661051760118,0.0503433183944897,0.176472860859495,-0.0852308501058448,-0.0638962398083568,-0.0351905643386798,-0.23951398544286,-0.0013351117963067,0.0648984273674499,0.035424551557247,-0.0653911009751968,0.0070379070413141,-0.11063287116991,0.0135720539153453,0.116080441651922,-0.0246949605265513,0.164132397406052,-0.0056976963631953,0.0751884386514691,0.0547307424681875,-0.0702474350606733,-0.109023355330397,-0.146576853769734,-0.163089512349927,0.0306765570155933,-0.111554412194655,0.0719738041732728,0.102397428583749
progressive,-0.108234046314342,-0.294703309747618,0.0692979234207874,-0.083387247369226,-0.295082986820163,-0.128727977773573,-0.198950079426342,0.148165725366813,-0.303850825761595,-0.184237709578292,-0.190230288415928,-0.4297134914136,-0.227807530525133,-0.403934438953978,-0.157328597035215,0.185116148905353,-0.215802954318917,-0.230699339667482,0.052820700577124,-0.0110311135155797,-0.0914562967844978,0.10858549775094,0.0580832991098505,-0.0589162140316822,0.425672405538913,-0.440048301075921,-0.165543973093346,0.200750816958672,-0.0831620479278388,-0.461706928010059,0.208063351195366,0.0302935517722761,-0.0992634925463009,-0.159270437512021,0.219244071937331,-0.205649346425856,0.0402784114958439,0.17059266496259,-0.0696861426281273,0.417779674870501,-0.0585970258722934,-0.27814109455539,0.191299771262825,0.231721228818004,-0.469671566545821,0.274328993410773,-0.0466153758978688,-0.223314771387148,-0.0099285850984789,-0.0200352427942403,-0.135700542616008
progressive,0.267628918514885,0.125779087522514,-0.11806892476168,-0.453955593506041,0.172189118200642,0.247895057295153,-0.447514649102439,0.0732984893279475,-0.3296038120365,-0.426348965038429,-0.407640415445358,-0.442121600282032,0.346948290654895,-0.179659891022211,0.513563688382854,-0.209538465517181,0.223788942090368,-0.150147176623098,-0.409898811098795,0.240017773255965,0.0621465315912762,-0.276725736206928,0.107644170425416,-0.0165495233483855,0.226842293013814,0.0301902330951443,-0.451850768757038,-0.150011672883892,-0.295425252217386,-0.253283589324254,-0.411416452977904,0.2221674140112,-0.390923770818618,-0.138389968851305,-0.319079688291484,-0.358389323035206,0.054318932256464,0.385914649259295,-0.0308406510433341,0.441046603950996,0.198969173859096,-0.0899022141720155,0.339509135372474,0.405120045896122,-0.224606481316912,0.226223492604773,-0.411962984726036,0.167270332467456,-0.212063351857723,-0.224258688386283,-0.100290834177825
progressive,-0.302329643555023,-0.411835709940831,0.179387055817688,0.0006251385081098,0.0419040629075439,0.0809396105088874,-0.317491230663106,-0.126899160573473,-0.514176422920392,-0.0503236499028469,0.0283053220697356,-0.0487410207683915,0.466009105213241,0.267859981006583,0.155402311285016,0.0197670378893485,-0.355498069327053,-0.427258430856099,0.0281035368550925,-0.461007997148362,0.364435967363891,-0.0133178241664425,0.0674437405648186,-0.0727495047380805,0.382802378469246,-0.221208030695673,0.0866924674126329,0.203807023362336,-0.0915076165542136,-0.139212015239537,0.26746432372297,-0.420678650229601,-0.198410258013843,-0.416749773403315,-0.017812490908296,0.426763859251582,-0.402972986787881,-0.129977374239989,0.103998516997903,0.0552456265110033,0.117510213233317,-0.1747024735797,-0.0279096647861217,-0.178081386781762,-0.0071930494160999,-0.460556947845042,-0.0805479097981097,-0.0339592646525776,0.376586602543672,0.322820734273385,0.406336073698598
stable,0.0855447192623294,-0.298519119564627,-0.265498013913267,-0.0006219256276541,-0.358709252925908,0.0991297753891991,-0.408055876176972,0.0525457865068207,-0.0602150176166789,0.0016409750502964,-0.258458480995098,-0.0065334727218248,0.179436991540749,0.318193286709781,-0.105394401748827,0.0650367186778126,-0.191261290777778,-0.0712650730719451,-0.155864130376705,-0.0980768640984361,-0.340596286607934,0.229471998854587,0.42298359755153,-0.008561147895962,0.333883080874358,0.100380615926895,0.0577585258670704,0.105246542274863,-0.0861780928525154,-0.18222475117457,-0.0977351122906417,-0.167577022862568,-0.129447655572171,-0.0596247245170735,0.173177727647781,0.156208533291612,0.0033885969094427,0.0266418189091095,0.107883068298394,0.122052874300906,0.0087261190612902,-0.131189011178142,0.404669267597863,-0.0561309268572059,-0.16596382418452,-0.291691494458167,-0.160765424903653,-0.0246901220547234,0.0566700656400241,0.0426858973878316,-0.269408999428771
stable,-0.13911293925797,-0.0859536079546051,0.127179401893746,-0.0490418817206144,-0.0796655238672038,-0.109600706919047,-0.207875027322511,0.161643010754106,-0.289260442344595,-0.157256356960161,-0.15183354044449,-0.291073172733209,0.11177577641894,-0.189956611712268,-0.11026285170869,0.227335195112076,0.0062687179415108,-0.0621591193149512,-0.185669893144445,0.0284156058487305,-0.243486708617872,0.024226900675757,-0.0292340103040698,0.107880372264643,0.139922769389175,0.0859063013386895,-0.113494928407946,0.137474799848719,-0.136465394931621,-0.0673381589254821,-0.205429423112851,0.0220133945504329,0.0844536925637323,0.0445632756919833,0.0093701101143001,0.0122592138481683,0.0324972798031951,0.0605057530887023,0.0682406804572461,0.106398344687913,0.270255896399566,-0.0027530972131109,-0.0967411425482752,-0.214864136324511,0.108733813182394,0.0508379069604836,0.0494161953190463,0.119464136337442,0.0408461583464181,0.0134575495625794,-0.0202150039797679
stable,0.0497950335673763,-0.144640465750539,0.133446451888394,-0.0552780394429335,0.0879233333532586,0.0028867752054538,-0.105214667824581,0.0149095790556732,-0.0979764623007029,0.0031087082325447,-0.145422348920373,-0.0027529981942223,-0.102468458775104,-0.0132638800828276,-0.0193745732498374,0.0342894498957286,-0.170522897134986,-0.0066529503870839,0.0784186850085716,-0.0305284694384869,0.0470150845258316,0.0007375479973311,-0.0850814076494557,0.0519851499427149,-0.0245898193712729,0.0024002712649548,0.0002128294011824,0.111425758041158,-0.0546159435315218,-0.0751560380622185,-0.217760377584141,-0.116158614855274,0.0013569031565963,-0.00742377548025,-0.0306440391979014,-0.0752015047588462,0.030001642092834,0.0179855245215304,-0.102749488221228,0.110687335684276,-0.0575456137878664,0.0284472879765616,0.134751356368191,-0.0420513453574609,0.107410081790138,0.0350691728831443,-0.0666632808820708,-0.0897953885838626,-0.0609005828161728,0.0907319305283119,0.007686597674557
stable,0.0892617416621901,-0.0427554503932529,-0.164425040369234,-0.0858105078854453,-0.121029515756665,0.045135100355353,-0.205273408766771,0.0392311743694479,-0.130175763783493,-0.132527743973795,-0.0644368488560008,-0.0801423204212811,-0.201005123323488,0.0047754654181185,-0.0252270962453649,-0.0687525894455413,0.191627153354696,0.0175439245929504,-0.0468545436118456,-0.0776942894281585,-0.0158873581655633,0.0977046419413594,0.0576387627893148,-0.0505761775061867,0.0594745380971335,-0.105276787394746,-0.125118641906921,0.101981357243435,-0.0979466780634917,0.0826512447473228,-0.146417820654571,0.179966972673955,0.0557774995555023,0.0609407880654458,0.139604660016869,0.0760005820346831,-0.189668351695922,0.111602900543904,0.0023203434261299,0.144040749237513,-0.153207625624679,0.0936738305789798,-0.0587627604906823,-0.106389875867089,-0.146336844422765,0.18167813483387,-0.06576752685998,-0.0750817770137876,-0.0603731610443334,0.0033929189888677,-0.107577593383441
stable,-0.0889074591762377,0.0353070504374249,-0.197057540288467,0.0414805359055922,-0.210507497855042,0.0982178377626199,0.0382135199725085,-0.131107264227498,0.0038565913580788,-0.0041008532290239,-0.0723050538268512,-0.217632392428792,0.100367170589258,-0.253585336904407,-0.0778223469961292,0.252130171212985,-0.101169791282456,-0.0481480160666458,-0.0565429221863415,-0.120752255821501,0.133031858969099,0.0336026882918057,0.200070532457652,0.126800874878698,0.370076365541214,-0.192261661735836,-0.260842821584652,0.183138153671714,-0.0069676315509983,0.109630563361203,0.0018545451141405,0.226746031326411,-0.101531732236592,0.139085734430194,0.244565133267918,-0.127224819944124,-0.151912861771601,0.0587234716157223,0.0149358034929955,-0.224123300328284,-0.121680922934708,0.0770484756140485,0.0977550596724763,0.0606676974167799,-0.290777290870324,-0.0710236712847174,-0.0298175411173234,0.148883671296526,-0.0690431870241167,0.0924994066890722,0.114692587588763
