group,ARID3A,BHLHE40,CEBPA,CTCF,E2F1,E2F7,EPAS1,ETV1,FOXA2,FOXD2,FOXO3,GATA2,GLIS1,GRHL2,HIF1A,HNF4A,HNF4G,KLF9,MAFK,MEIS1,NANOG,NR2C2,PGR,PRDM1,RARA,RUNX3,SP2,STAT1,TAL1,TCF4,TCF7L2,TEAD4,TFAP2A,TFAP4,TFDP1,VDR,VEZF1,ZKSCAN1
progressive,-0.243702348661886,0.0342369377028175,0.019922071649809,0.120159117583202,0.195467187104467,0.0800181222225773,-0.0862322253663256,-0.0161685422561861,0.117520432596473,0.236419578098512,0.0944517290999886,-0.0439934754412504,-0.346182276833999,-0.216424942611568,0.0838969891530699,0.0711785275170329,0.138880587564049,-0.108687434603395,-0.119301544962515,0.0045781184519759,-0.15805063399264,0.0536840460550152,-0.20607470075112,0.264508379782249,-0.0406753290704379,0.101444244314822,0.122764819007598,0.0885938484294487,-0.207908586816898,0.142383441883933,-0.051777596152103,-0.15985813320855,0.117164210123264,0.030951774894339,-0.12020529457047,0.0797476570114375,0.074476883750445,-0.008028199072125
progressive,-0.0562854057364806,0.142548904447355,-0.0359362052731675,0.11888929855995,-0.149798406514853,-0.152925116223301,-0.0930697360466586,0.23812872760923,-0.150477149788088,0.0809965257547636,0.147711563309784,-0.037128473264085,-0.095471486192832,0.0108372052258242,0.0182020609054386,0.100396187299855,-0.082670041905229,0.1612204723296,0.0376675853401727,-0.0796775839675732,0.0734695856201692,-0.156998979191325,0.0333823343051774,0.0835141440668779,-0.216728480791243,0.0671220028532385,0.0922164654713947,0.1913844595678,-0.195982372218116,-0.122129022999489,-0.0377091238671632,-0.115593019977245,-0.0333523966280671,-0.0514800811169349,-0.173527523946298,-0.126549601690547,0.0339828653969617,0.121332634010735
progressive,-0.0978877987578499,-0.260537350412579,-0.262279938104395,0.174666483140748,-0.277685223324441,-0.192323196809649,-0.271650061874287,0.228641074589838,-0.382188015049131,-0.166789526211243,-0.126942979686762,0.279577001449612,-0.200853551529443,-0.20376126890925,-0.034342471201896,-0.120311397380036,0.0502233806240041,-0.426995923080624,-0.0946099017473079,-0.0782764593732526,0.0304518796216074,-0.13813901659995,0.229954978083926,0.0301677777072655,0.0439816983048632,0.122998895691637,-0.22373725814462,0.211680343066959,-0.131572062018395,-0.109997928498843,-0.007487246317947,0.236966511824332,-0.183171827600029,-0.421627024365464,0.198731706782708,-0.0571604895861566,-0.183503500772125,0.0151892576745498
progressive,0.207573586627997,-0.301493564262817,-0.288382987751381,-0.23179788409675,0.0460677286999018,-0.459796321313377,-0.246196025841046,-0.237354744575408,-0.428826989133537,0.260576096494355,0.465222166382376,0.163416875800024,0.203634088792721,-0.139251309376981,0.181862941925522,-0.0044003106554579,-0.235913575069155,-0.0283399884411576,0.136197295000092,-0.371650057249065,0.196654129898796,-0.110509239161351,-0.340996969161507,-0.206060132757793,-0.269683926352058,0.0797929022553364,-0.233148698148066,0.147247767138952,-0.127378602598189,0.344462100858361,0.421896725739828,0.33274751612571,0.415043264482816,-0.179676339916033,0.272647585274009,-0.361037809066652,0.0812205184433494,-0.335155488999795
progressive,-0.247227966918973,0.0507620117993501,-0.542231479580372,-0.0896889157280811,0.12257564261188,-0.256187365089746,-0.538058338269041,0.449607520389724,-0.256784658301131,0.427408781963951,0.0057197747262417,0.178855694344223,-0.417642444620181,-0.438440906245754,-0.342189676360803,0.216125208500966,-0.0741751145688002,-0.307724671388642,0.422658125362141,-0.269153770036233,-0.469405219217414,-0.340817088649872,-0.112390013344887,-0.409276384076612,-0.232228391703269,-0.0947520634802176,-0.0342514034263674,0.107651223495622,-0.193344999200533,0.452550475020654,-0.0598756777531959,-0.218601404198495,-0.289062225221001,0.0273686869508068,-0.483479187734681,-0.127662523869105,-0.0167083875820506,0.269992353882681
stable,0.0002591720156338,0.128090543727667,0.0443738267706264,0.0849933634928002,-0.38728183313451,-0.313811776644052,-0.022087021033947,0.227209053109946,-0.0069550011994637,0.257691067104866,0.0311323231403535,0.0004960587312946,-0.0391518991425895,-0.10882062553249,-0.224924448479454,-0.330112750807938,0.177688767578489,0.0714008362726796,-0.238469393572604,-0.144290390814107,-0.180817081619858,-0.0675185563257324,0.148841591143492,0.0737370584763532,0.135859319759394,0.202683116800827,-0.0891048206462283,0.175869564334193,-0.303920777518934,-0.0716797036750465,-0.0582582914203956,-0.0063605257650444,-0.308812942937908,-0.115006542960717,-0.304482969383662,-0.132718959609932,-0.0087515577605439,0.0647366883531359
stable,-0.122372151655196,-0.151535064684553,-0.206476491285847,0.100434540686529,-0.0144682188666326,-0.175116027769048,-0.366460120676128,0.141724243671677,-0.265324690756268,0.0686745629055774,0.0004023267024698,0.0164807405173977,-0.0140353994118784,-0.043710028191949,0.0436537794255992,-0.394918147849282,-0.0015799982421496,0.111718339262421,0.0427498025411316,-0.176240855072973,-0.133661575107723,-0.0251831647870456,0.0669937609532062,0.121110699058269,0.227306297603564,0.146549647709136,0.069158746365393,-0.142421728374414,0.0878969867133158,0.29475404531044,0.104258864706032,-0.228393675070945,-0.172351548926029,0.0755995261585743,0.146923109913085,0.0257836943793635,0.0640229379515252,-0.0360215619472894
stable,0.0481562665209339,-0.0564471515063176,-0.0364802027976648,-0.0664014126653801,0.0375990038300274,-0.0535318547884657,-0.0973261150942843,0.124659988186044,-0.0279393969964109,-0.0458301754999819,-0.0602102228722776,0.162194748724989,-0.149272118065137,-0.0823139302103748,-0.0313669927790496,0.0652518798663698,0.0387166723684768,0.0226817425268521,0.0655819503651049,-0.080766892047791,-0.107094698728559,0.0403387125143196,-0.0364176067704561,-0.0033231489576333,-0.109607187952244,0.122725945967083,-0.0029669796218959,0.0768622074656706,0.0203738228855091,-0.0937527364588045,-0.0285809547983036,-0.020289246180983,0.0754062321091166,0.103353144746952,0.0083547679374938,-0.100076016223796,-0.0292706950685083,0.0916849570040803
stable,0.0157621307189667,-0.0489306703280867,-0.0605678179014514,0.188288752060663,-0.0777265234091303,-0.131012169448641,-0.150430765239088,0.0876306898976563,-0.0661992126650863,-0.190902957896732,-0.0176111498994608,-0.0056899843279653,0.0608100145594207,-0.0160124634383671,-0.0478882622622837,-0.0013745975008218,0.0710731599535317,-0.0867607762562202,0.0201411673437699,-0.112129313459385,0.178398129137812,0.0410516885940918,0.112466761568255,-0.20881613427176,0.122230977878139,0.0246944347475136,0.0133011209664305,0.117266095220161,-0.0146771571610421,0.036301915462733,0.0719342926018378,-0.0709603465163703,-0.0077687480236286,-0.169141771735677,0.114358395851002,-0.034639827254633,-0.057447291071684,-0.0389644415660826
stable,-0.0017067243785059,-0.0213007915251542,-0.168629218586446,0.312051257635422,-0.191437155253087,-0.0515658025117393,-0.0174540626826145,-0.0469549856332797,-0.14578050766708,0.125386728663711,-0.121456305302421,0.237162046062075,-0.0603348420634191,-0.0329648030202572,-0.0969519451211202,0.201973865961029,0.037819621611072,-0.144555885176706,0.275412694444708,-0.0052776905118315,0.136799656602564,0.0891681402760569,0.225553187108815,-0.0773571268698165,-0.030785633813475,0.255042843489648,0.0485302666970824,0.0718287820043958,-0.11711159407332,-0.109935969397839,-0.0315228966831289,0.0037227965743909,-0.0862267071446611,-0.243465638232582,0.0145086594266112,0.0275470851405173,0.0675240939233634,0.0263680654327955
