group,ARID3A,BARX2,E2F1,E2F7,EGR2,ELF1,ELK4,EPAS1,FOSL2,FOXA2,FOXD2,FOXO3,FOXP2,GLIS1,HIF1A,HNF4A,HNF4G,JUND,KLF9,LHX2,MEIS1,MYOD1,NANOG,PBX3,PGR,RARA,RFX5,SETDB1,STAT5A,TCF7L2,TFAP4,VDR,ZKSCAN1
progressive,-0.123219841400665,0.0998853476765126,0.060785729766306,0.0239410982515953,0.0402534852178434,0.0785091316116071,-0.274851192679083,0.117661497741591,0.141279513147048,0.0743683963590591,0.214817125044609,0.0356643900971851,-0.0270862108558396,-0.327751063588626,-0.0058154912304894,0.0749288461941969,0.162391988113066,0.214243488154527,-0.115155957302152,0.0651506449529092,-0.0745134539634477,-0.0080572905710408,-0.016529973372831,0.0661462676012129,-0.0056704336261007,-0.0085452116039844,0.0215080866143497,-0.0196684924496031,0.0197871759441029,-0.0057957106480727,-0.0745332345458643,-0.0559988288214814,0.0259719047130361
progressive,-0.0527901577046145,0.0979458252286704,-0.149454598351267,-0.174614238216963,-0.0459675521225061,-0.0188333962065139,-0.143102427081052,-0.0929681910745265,-0.11644977726761,-0.172841256786479,0.0705692111122089,0.113440726178895,0.315513192091553,-0.0437748704082039,0.0192633273854964,0.139761969735279,-0.0752681351268538,0.0102630360587103,0.172490696798748,0.123746180743584,-0.0898557098401779,-0.222237887296432,0.076862706563582,0.0367459651318234,-0.0072262354187278,-0.25203277670139,0.152798419279011,0.0221146171364492,0.0221595116124899,-0.0019985282882616,-0.128422587445584,-0.233982861512231,0.108061984874611
progressive,-0.0723780017345496,0.294482365933456,-0.340111736025532,-0.238412585098258,0.111907825040523,0.0555479097933362,0.0179220636039015,-0.303807339929695,-0.289244656366024,-0.454667129038817,-0.252777619482321,-0.16364169986391,0.210051284005445,-0.233634072089744,0.0121543206776869,-0.0770322381062915,0.126502085542763,0.417177796653718,-0.483696554249333,0.13040127606019,-0.061486935218532,-0.473245836531057,0.0729232117042389,-0.221084112430651,0.244126534949739,0.0756072893295053,0.416640572382037,-0.0739127065503088,0.196429613396145,0.0085346043592673,-0.510911447207255,-0.0289857624920234,-0.0335099947279471
progressive,0.268060727680974,-0.410710022713723,0.0844235261766619,-0.490463926227142,0.239943638027828,0.440543221275991,-0.224692849117024,-0.264240127320138,0.156215587566969,-0.384458072480229,0.207689822688483,0.555481873502493,-0.205260173759252,0.198648638383055,0.107238742515835,0.0730610787678419,-0.270169735208763,0.234275962551648,-0.0245222930961418,0.049961349635841,-0.252100914826137,-0.214983285552253,0.230947614483167,-0.409373264195039,-0.313822126565542,-0.326151014254762,0.447710234009615,0.0762539445540246,0.323143307587722,0.414639008900398,-0.237166251240696,-0.328332278999778,-0.286246966041593
progressive,-0.307241737302234,0.257134424199238,-0.0982000430804453,-0.155629514891225,-0.0515954923863079,-0.310926564197881,-0.17780180304312,-0.415459285079653,-0.172043024167538,-0.0878461148752765,0.426398985981444,-0.0759406806087826,-0.141499727547016,-0.231768091681299,-0.389226167287658,0.211531228182435,-0.0312478070259206,0.3278466876983,-0.239145661319845,-0.454436916946818,-0.02403647017966,-0.119865717008234,-0.231851208077442,-0.14042317232079,-0.0694259383206679,-0.216435095554838,-0.0051215531718228,0.022231657006282,-0.145532851721735,-0.0895321903398796,0.153270592410231,-0.0215508941426393,0.317631286820035
stable,-0.0252612374718029,0.387333255610099,-0.300044926999847,-0.337289126315468,0.0863358512810207,0.129828583610311,0.007193906795634,-0.0887068708796252,-0.298198426107449,-0.0278090631578776,0.168077934864131,-0.0404951557819656,-0.0589530009591284,-0.0581389826020388,-0.0982242998264637,-0.320114856009616,0.138972474330131,0.322006386167737,0.0178141915553612,0.130984716027697,-0.187380921567338,-0.238500816875961,-0.23215608497643,-0.209907112742909,0.204826752057248,0.146830863792941,0.198634806623499,-0.0826869155690973,0.447578801173951,-0.138661965035214,-0.0909844005722573,-0.182936268162469,0.158271126665515
stable,-0.192428994173791,-0.0749116636699666,-0.0125153379407966,-0.170164392037072,0.167061688152322,0.0019433479089453,-0.0903663430429163,-0.287677435200511,-0.183271826468954,-0.30702856778671,0.0157247818171979,-0.0811803466699744,0.21201800023169,-0.0551754096457453,0.0725771329107307,-0.270961390718461,0.15826480487914,0.107866527297431,0.0886962022040151,0.0254458087023096,-0.127687049736114,-0.0329470281433123,0.005568368124034,-0.0756304584613925,-0.0385798542124433,0.209594322360313,0.0019069794353356,0.206238517553531,-0.169455354641005,0.169798933229091,0.0815035234314011,0.0671192007614385,-0.0203023307943508
stable,0.0022897415400156,0.0819591646606843,0.0516774497512958,-0.0352945312802613,0.0985165680278057,-0.113218077243856,0.0269909215436205,-0.0847480954585089,-0.061338124249871,-0.0192671630571163,-0.0921545525959712,-0.041970763472521,-0.0161291596474974,-0.0713600040754663,-0.0418241426936053,0.141716642883718,0.0787061060956611,0.0286118728617168,-0.0597042690693946,-0.0159576051105965,-0.024717065634981,-0.0812893462425594,-0.0619846026141292,-0.0121855645108069,0.0085490915807229,-0.041773966718773,0.217835396047658,-0.0129734712631426,0.0544754800855398,-0.033806268682495,0.0657260543768028,-0.0019231381829162,0.0560575141772549
stable,0.0698995585140039,-0.178310483306645,-0.189907483221324,-0.209091358771914,-0.0137326438320477,0.0301696932763162,-0.0797960714724094,-0.131092409727152,0.124538046935385,-0.091763755143949,-0.144684064884297,0.0693968558362503,-0.056358104245321,0.14237908588709,-0.100802492013116,0.0042428918731493,0.112430266608679,0.0173519147965958,-0.10587937278255,0.203615051387466,-0.11260366533398,0.0861601367205475,0.209958501068378,-0.287904474052166,0.135862237480876,0.0503820180255871,0.141286113927522,-0.127362825655281,-0.0251925204906792,0.0939496990630845,-0.18420950893254,-0.0846633276039398,0.0186168978952096
stable,-0.0415631723755945,0.180416468686445,-0.150494328968188,-0.0072660238600572,-0.0896749943496032,-0.278778211239676,-0.053209129554053,0.0297264435310791,-0.102696712852696,-0.174541300878808,0.096844775938176,-0.118869161380326,0.2161365896965,-0.117058650484503,-0.0862241897010723,0.157610476098458,0.0615586551156608,0.382384033513336,-0.213057800502261,-0.0326889712049264,-0.0232296084592484,0.0796620511969774,0.128008002033874,0.0694252564429346,0.211673260683453,-0.0426064214697167,-0.174191124605143,-0.1567933267567,0.0417349953408142,-0.0781996825334876,-0.198357569680365,-0.039827599844665,0.0425820129737229
stable,0.0307518635537479,-0.0347352896519284,-0.143407987639629,0.109839372375849,0.125503486670911,-0.288024482613595,-0.0755828375525234,0.151927964346706,-0.215704614863782,-0.174131962562584,-0.029138971072921,-0.419440359012494,0.0179230933892461,0.0077344469397576,0.448779198606093,-0.0178580199173971,-0.438897327095321,0.398096260246047,0.118624291075453,0.286053686037599,0.13560381912289,-0.0179323895995102,0.118838103911529,0.102239720484921,-0.136579921200624,0.283013825281228,-0.054252683101473,0.0659752042445432,0.162651142886382,-0.0008598994494321,-0.295493987560825,0.249793817902353,-0.0316675402647649
stable,-0.0208191410763988,0.188429078879285,-0.164214938274564,-0.110713972944986,0.320398126692244,-0.0230780707236477,0.0324176219552555,0.150476418782525,-0.0472657910985755,-0.311415248562833,0.189366997036914,-0.142920233061903,-0.0508985726950283,-0.1179531159081,0.151004823378372,0.170965306986519,-0.119274127397719,0.187913884398333,0.175271804442677,0.0636331234549575,0.128138114493064,-0.155271690489842,0.0212154445232846,-0.11746434165694,0.0484150710945442,0.032311941036086,0.0451257524853923,-0.116196170626906,0.117041617980262,-0.226751622193138,-0.273489008695866,0.0245179732473326,-0.113554147647668
stable,-0.41641713739692,-0.123239542317699,-0.637108679091431,0.198296399058284,-0.411249027557791,0.0792178477392691,-0.0268476680360922,-0.110200003646665,-0.184541275947986,-0.0380849940452759,-0.0719559908371079,-0.231716842684653,0.401045323516433,-0.48511324356627,-0.295509870288675,0.432663554480953,0.411143015048271,0.0737051972441978,0.0367068314215081,0.221566144898056,-0.443476830452054,0.187218091813381,-0.41988904708372,-0.116534251090521,0.53101666018869,-0.458769134950401,-0.207890531169898,0.50284383578359,-0.0110253009901425,0.0401522379809276,0.172058302951935,-0.578059711288457,0.674451585570063
stable,-0.043924289408355,-0.248244660251214,0.0508743782418182,0.0552878886654167,0.106400283648107,0.0217207277241502,-0.400595775844243,-0.0336351657243728,-0.442779142805077,-0.2796492690897,0.152065495503983,0.478522456805745,0.353373254455233,-0.361241407860631,0.138913370451226,-0.117206243683697,0.292692586489488,0.152391918462893,0.0639040946849841,0.0479365716116263,0.185272231094786,0.276017813671824,-0.0110983806029471,0.388647335452468,0.0213058985472018,-0.500658013706844,-0.157859503024639,-0.210821628107821,0.0844347387047741,-0.013430944663493,0.110099743849089,-0.12242221054795,0.12491118560964
