group,ASCL1,BARX2,BHLHE40,CEBPB,CEBPD,CTCFL,E2F1,E2F2,E2F4,EGR2,EPAS1,ESRRA,ETV4,FOS,FOXA1,FOXA2,FOXG1,FOXO3,GLI2,GLIS1,GMEB2,HIF1A,HOXB13,IRF4,JUN,KLF1,KLF10,MAF,MAX,MYB,NR2C2,NR2F2,NR3C1,PGR,POU2F1,REST,SPDEF,SREBF1,STAT4,STAT5A,TCF4,VDR,VEZF1,ZBTB7A,ZEB1
progressive,0.206931338729138,0.1203365478666,-0.0113241953084056,-0.0019009440565668,-0.0639599784175594,0.0665805655812552,0.0671033251968111,-0.19958554776769,0.108632163746881,-0.0276791032807971,-0.018486680950113,-0.0676600302419485,0.0925148737815606,-0.0985978947625746,0.0833428187086254,0.113432047489713,0.0818763761507023,0.023300142864777,-0.0938251673634085,-0.193645097590919,0.0953595007804946,0.0319087038066585,0.195199798265754,0.0537695604571777,-0.0939813163394836,-0.0212702061758002,0.0016497478776634,-0.0446993416729871,-0.0666145110108367,-0.0247665854227,-0.0217793876195235,-0.0600358867579321,0.291985007088674,-0.0206931338729138,-0.0767574053698044,-0.165456812866399,-0.213021148796069,-0.0029532523735949,-0.118775058105849,-0.0178417177880635,-0.140730961959196,-0.220774284912495,-0.131171928989031,-0.0366339076044104,-0.161648135667348
progressive,-0.091838489011822,-0.0168560803945942,0.102808806077299,0.0373652279575513,-0.126156818360829,-0.136219611673749,-0.0019884996496555,-0.13146160840034,0.0253450091615715,-0.0734473250264165,-0.161511266145459,-0.0543156177067253,-0.123795379309538,-0.0309155351980888,-0.140514466597663,-0.0964517923902257,0.0048524114329697,0.135316385937875,0.155383677624792,0.0188759012232982,0.202663392618443,0.0796790539972954,0.070229147982918,0.0615504148470063,-0.133283868669084,-0.0607766236365381,0.0391548331799997,-0.0542715506850987,0.180816376207201,-0.12066592913918,0.0173679395998333,0.149347384906777,0.0423858548710575,-0.0806283228544202,-0.131550384675971,-0.0227429799809957,-0.0756987941336039,0.0766578940863607,-0.108951857577528,-0.0420567354785951,-0.0252252081218355,-0.13918400812297,-0.0010276212072367,0.0039357976221399,0.134672572680209
progressive,0.135438814317326,0.20634191404735,-0.185344575993538,0.0439622485275912,-0.0654991351179402,-0.0894871176875841,-0.116173062342031,0.0237966381070624,-0.0578942058518875,0.149102997804468,-0.194687105537458,-0.187521187011941,-0.0904114846404695,0.177696760065596,-0.150802073650878,-0.186057206992483,-0.0490085231504372,-0.0630484134128537,0.0631221325259163,-0.102083367797873,-0.0630871572464345,-0.0715949778694104,0.0422430393099675,0.028551933891829,0.0253437199068087,0.0929849166619073,0.156193622684046,0.0308194806368845,0.0978166418212463,-0.143152902592182,-0.0263430707614612,0.133029766109452,-0.0088462548494884,0.112326465617422,-0.167938863586311,-0.0898606820656647,-0.133303889702143,-0.129163461911866,-0.0368217935542573,0.163518207661943,-0.12858016201096,-0.0628750083002646,-0.174182028409841,0.112532535834206,-0.179199638790721
progressive,-0.132796384177961,-0.444816539365236,-0.166863825714455,-0.210009528399943,0.206262292400283,-0.406330919451555,0.0503982702901889,0.0543782822167461,0.522171174836901,0.0184212478619093,-0.466688348025858,-0.0204112538251879,0.077518947890651,0.126748774312493,-0.290467842896905,-0.4138573410879,-0.0245920920416173,0.482060687668799,-0.104406849564216,0.292357435715247,-0.190666305298166,0.141116982506073,-0.112229946401508,-0.0095483772366487,0.29187819115987,-0.355060880493966,0.135019166068137,0.140418654725381,-0.169880784296398,-0.182847772694734,-0.0969123775648959,0.362432118179046,-0.0228987612792861,-0.0526438733496684,-0.293028378092775,-0.0553230786259174,0.266354995410664,0.182354835437775,-0.178676062946026,0.271695149027719,0.303672171455999,-0.313809334860682,0.0711564058887923,0.427426808355852,-0.0669710034385022
progressive,-0.0919158795161607,0.205164203495209,0.137561846037496,-0.0716559704946297,-0.0416127438920495,-0.0541406103401459,0.214119670526466,-0.0585816411220395,0.273251852654525,-0.0386520567041204,-0.385598920616312,-0.184060131597781,0.0626107856697997,0.0198031638906108,0.071839484163303,-0.0764517943692916,0.0407645029346263,-0.0889511142467055,0.0070510029585803,-0.360159848056668,-0.1772905162645,-0.442112974404632,-0.0702979693464474,0.161157625747355,-0.163881784206772,-0.177449561444017,0.0441493106012669,-0.0903539742916747,-0.052468596914456,-0.0940935750510837,-0.306296547260295,0.0437578147747639,-0.127896792820703,-0.16837990813003,0.419606042462235,0.121400408949669,-0.252710556007695,-0.310223739769904,0.148772492152671,-0.135840895633494,0.435906134321949,-0.227862805269332,0.126489854694208,0.131571144275695,0.173204278575375
stable,0.0364498225755343,0.372687919039681,-0.0090551600946695,-0.0470260041072983,-0.199093786077842,-0.0267112318154643,-0.111969254096054,-0.0675059123058739,0.160551763904395,0.148142498972797,0.0011164758830792,-0.320187547371396,-0.231215588614188,0.0368973982563063,-0.194274037706079,-0.119736067250628,-0.0033915847009586,-0.0807494627965311,-0.258694502835993,-0.117000536076452,-0.191719108339277,-0.230542385399205,0.108804544179357,0.0651812252984705,-0.179568024168218,-0.427755131312755,0.22787520352782,0.175234828041319,0.266283957033326,0.0526123123603548,0.163888781415626,0.187501719379605,-0.081762292200379,0.299560713116822,-0.175302616081587,-0.0343561262775609,-0.297121965092262,-0.0339654251991108,-0.126273653117519,0.332547733013491,-0.100788592827112,-0.100002388757516,-0.0978702147954719,0.0607697642308762,0.235214521727441
stable,-0.0234157729571935,0.0989348463332857,-0.0637361722725186,-0.177994118612582,-0.0707310365147268,0.0167519865685165,-0.0511295691251874,0.0812653318543568,-0.0547161434976713,0.173695481157156,-0.0111235094973291,-0.0193150758325656,-0.0643404354235601,-0.142986781752882,-0.106799327405061,-0.0012361673102627,0.0288281894811089,-0.0923576684369054,0.0451956589136133,-0.014279344825678,0.106272459076923,-0.0902534199086408,0.0894439990524427,-0.0744745503892093,-0.0343883318376297,-0.0631203920347356,-0.0078451323660497,0.0532570053880917,0.0895909570792652,0.144357622197443,0.134170682193939,0.0364147248595212,-0.0557322576705916,0.042551335797747,0.0342031370828251,-0.0131882928083592,-0.0969621997161882,-0.203862877484575,0.19212865526763,-0.0604290792049636,0.139084024959053,0.119674816137519,0.122778287111483,0.0596385463710217,0.0081005045693997
stable,0.203660050447242,-0.103739207336789,-0.322725189132797,-0.429812057106418,-0.422148543191581,-0.409481995750103,0.0710349412342416,0.444066047834827,0.100143689801524,-0.110355320918243,-0.295918580550519,-0.499597323386562,0.404263947538872,0.409713092154667,-0.406784652718071,0.0715789001910304,-0.424271539081679,0.0449686139045412,0.415901369328756,-0.413802026098231,-0.102400456362315,0.201586605051481,0.155189380951441,0.403589716207617,-0.418654424033556,-0.265763162637125,0.303418457743281,0.479919146036344,0.333292863264139,0.404805870173976,0.408877417063152,0.385382859594906,-0.215679569726642,-0.263037154461373,-0.388895723355109,-0.401883539702435,-0.411448873644347,0.402746104682868,-0.427377817278768,0.424263289368185,-0.4016652877885,-0.424631654739672,-0.221570596148091,-0.0716024484238497,0.412503740490576
stable,0.171477032587133,-0.156839778536632,0.0282131448040897,0.0979820909504024,-0.0480487934973992,-0.0450469337444461,-0.161718965024679,-0.020395675502222,0.163953014889826,-0.0290805704403991,-0.0896953026903297,-0.214074396242024,0.0168476852609193,-0.0212470160202241,-0.0693362768247571,-0.0970562804068196,-0.290817615535902,0.0907228159756147,-0.136026958906157,-0.0061567826411908,-0.165303248586719,-0.0747781370399186,0.0473866058263266,0.164005749644783,-0.144229656611029,-0.200523702113632,-0.0018552351485575,0.0034004754537887,0.116642457059547,-0.0486919946205966,0.1570781029794,0.157117908556983,0.0998036796964249,0.219811642348125,-0.0148555738999308,-0.037490796712798,0.0713793922634161,-0.224194582575484,-0.130008274131952,-0.0760271770178401,-0.0226559909403019,-0.161662412599238,-0.0786563303269779,0.161989968726792,0.230274757295623
stable,0.0781808782002359,0.151385061285591,0.191157865835124,0.29085645037376,-0.0402868428793444,-0.0451999182954771,-0.125260338880415,-0.130273151428439,0.211246006616423,-0.148052648211086,0.0603203104820317,-0.106206349556364,-0.284287606027201,0.0598790592728358,-0.205019559954095,-0.309193834479974,0.0838239233889782,0.12724922762234,-0.268716574307851,0.0417854402276221,-0.156011627155628,-0.164494364106179,0.195062193493163,0.252450254387777,-0.152981959904503,-0.165539450199148,-0.269081614419588,0.219358733166271,0.28521307383242,0.0888618082835568,0.198777871072276,-0.202325884236982,-0.180508856052043,0.216429907555696,-0.183240416416154,-0.109419365244851,-0.196255173295547,0.237734443722946,-0.0264946223550126,0.096942393631434,-0.335346390503352,-0.10335417684671,0.206547426781831,0.310433534998626,-0.014154941167886
