group,ATF2,BACH1,BARX2,BATF,CEBPA,CTCFL,E2F4,E2F6,EGR2,ELF3,EPAS1,ETV7,FOSL2,FOXA1,FOXO3,FOXP1,FOXP3,GLI2,GLIS1,GMEB2,GRHL2,GTF2B,GTF2I,HIF1A,HNF4A,HOXA1,HOXA4,HOXB13,HOXC6,HSF1,IRF3,JUN,JUND,KLF9,MAF,MNT,NANOG,NR5A2,NRF1,PPARG,REST,RFX5,SIX5,SPDEF,SRF,STAT1,STAT5B,TBP,TCF12,TCF3,TCF4,THAP1,TP73,VDR,ZBTB33,ZKSCAN1
progressive,-0.156060556779496,-0.0505379370721841,0.0991220010939838,-0.0089339160855507,0.101176936543526,0.108722929013976,0.137451600347904,0.0298336202313866,0.16951533085404,0.112442025302984,0.0878030123883086,-0.11300123724499,0.0232510892995744,0.030743181823807,0.104417670809853,-0.0287017213608191,0.172917764959019,-0.236445589069621,-0.247906065134117,0.0739305137305794,-0.0907001344974993,0.228791796706736,-0.355753120022059,0.0547556078637035,0.0980642146494654,0.307249905919586,0.0894132732815565,0.190502622412479,0.297305365842457,0.0268623856961469,-0.200770562166913,0.117252595502896,0.16175373859872,-0.0757226869423113,0.0270914604675713,-0.0129696745585861,0.0413143087757143,0.0583871167401076,0.114254410994547,-0.10885767887952,-0.134722915570643,0.0624430876929746,0.053657396459522,-0.103892146334233,-0.0571878429367683,0.0444741931227153,0.0698678052844353,0.116120696632328,-0.162845212509624,-0.0983135019007213,0.121571328693573,-0.175774462108547,-0.0807623319136476,0.0763021113641494,0.287394513231714,-0.147901452420822
progressive,0.0465050067118379,-0.0478919584042808,0.0530712193807345,0.114575664794872,0.0096543225012697,-0.145879023114835,-0.0491659515804784,-0.0906974655112708,-0.114195000846555,0.134355907996142,-0.0360228026372689,0.0786029697667681,0.0424822120432533,-0.237678615588144,0.213562765820386,0.0573857153518071,0.024653568851903,0.141374724136687,-0.106091898361054,0.0585804596413414,-0.0060728306439169,0.0212729883103753,-0.0565801465718403,0.0014636038316064,0.0199390775900135,0.072841941174505,0.133137841067026,-0.0537107405844582,0.0493929265471358,0.0148139636077242,0.0246953091635679,-0.0057769456926791,0.0260660552280949,0.2144186826491,-0.097600341684737,0.10198922966289,0.0864666906031114,0.140093565860906,-0.0596866740762959,-0.073036120181997,-0.0411983127562227,0.0213783970237043,-0.133038539519113,0.0372513046443017,0.006054316796001,0.0847532700444319,-0.0762738315231139,0.111597051148745,-0.023899646494434,0.114279924107384,-0.0116287642716052,0.0103527994908243,-0.019660071497525,-0.206506489192759,-0.064092440913198,0.036951524571814
progressive,0.184586539563093,-0.0630224223234937,0.225685287484431,0.0559298931206361,-0.184350004486059,-0.0291202441921656,0.0326607116792383,0.116981757769919,0.125481134528123,-0.0038471700675959,-0.202030870178525,-0.0754074671131402,-0.196320565207716,-0.121933262108238,-0.15471788470472,0.113443596317286,0.0504059029212785,0.0186470300663242,-0.233700960707538,-0.03049647273467,-0.237752163577867,0.222165728042948,0.0763056162823201,0.002217226491479,-0.0916404890824366,0.0794388380872843,0.19144920837749,-0.0258144157093655,0.112972691273331,-0.109874803040509,0.0299013621135143,0.0681540023289737,0.280706795205234,-0.220668535182762,0.0008155290797147,-0.0599104288466802,-0.0236653325355892,-0.0358198763716528,-0.0818122087329579,-0.0501733777819094,-0.0451945853693834,0.26135929436645,-0.014893446563086,-0.124135755601905,-0.123455782913357,0.0917814774658392,0.0402140634310275,0.188885154306231,-0.103712182225591,0.189538376995276,-0.112364692481916,-0.0076020090784737,-0.127313611984587,-0.0406906182593611,0.038239111480078,-0.0098705192136384
progressive,0.350481439683579,-0.364264803792097,-0.420328454014077,0.195120748161206,-0.357125681025784,-0.459268290514804,0.383093209085282,0.39004446019985,0.129351923344199,-0.0977344990261229,-0.314235957603002,0.150022387271568,0.0348753936934606,-0.436100508289848,0.449860961221324,-0.177680760196772,-0.160877702954107,-0.377896954132137,0.277023623851249,-0.071363734250684,-0.268949725061618,0.399245588899951,-0.173011462315595,0.256568524988076,-0.15534236258074,0.128724157093246,0.434730419902732,-0.131615547635957,-0.202163643983943,0.434139311535046,-0.162064501924887,0.45418659144687,0.366881260210303,0.158146690650691,0.394640442314493,-0.314552131846183,0.420168075774783,0.0232685914039407,-0.442465233272139,0.434038502356061,0.286000223016338,0.502570415124343,0.452532404464431,0.175403389198789,0.353157465162095,0.106133736529751,-0.366120609132506,-0.357134845496601,0.370748666895007,0.0651318940952371,0.436659541009675,-0.269197165773673,-0.461742697635349,-0.31513865797846,-0.392692992265915,-0.379124993221593
progressive,0.113921927743755,0.395764002141416,0.236391568412189,0.374806608668169,-0.24526552992178,-0.0435501079783627,0.303195044280113,-0.304642772375658,-0.166150248080762,-0.264718101797123,-0.443612435225987,-0.0341949298060278,-0.117441334353487,-0.0766113239518233,-0.132929985922157,0.124867567767533,0.445900253427678,-0.0735690558975244,-0.352075238514466,-0.185451929985583,-0.448750850438342,0.131939005845488,-0.198000266182738,-0.369129883290711,0.149026275480224,-0.0316379565217846,0.300984710117338,-0.0089432893338842,0.222211989290477,-0.183102940174221,-0.18813532459648,0.0040332481309673,0.0782711136275601,-0.357674479853008,-0.242121309184696,0.0258388879249842,-0.287787954857672,0.443702153586838,-0.010301299068578,-0.364962057618467,0.211812815646426,0.0418617715514461,-0.150453613039211,-0.467412269495275,0.417068034736132,0.0176663608729532,0.297363350824822,-0.0067125646345523,0.286046603035707,0.0144283436677074,0.363844656215146,0.0873081994296064,0.120866944495057,-0.244168519055015,0.32081246786533,0.210312072155833
stable,0.134030657056489,0.0753134670817673,0.294402616356764,0.063667002089501,-0.0876473053150836,0.083581109628304,-0.0877070074677331,-0.239393470574893,0.008586054027334,-0.138487189348297,0.0375037621302112,-0.0544481175284757,-0.0988414589368654,-0.124110210779864,0.0470481216983247,0.118020775475518,0.099906515857588,-0.150592353595693,-0.0630994631075242,-0.110196231004304,-0.213057389198365,0.239535969540065,-0.163917480966469,-0.221202740607119,-0.400897928116477,0.401460983294808,0.0888422696975898,0.151995599870828,0.15212446315916,0.21419461693119,0.0387080012298472,-0.0302670258903301,0.20027461780279,0.207235078031748,0.102805448469315,-0.020064529937814,-0.22488867289158,0.0110579196973203,0.265042608664145,-0.0893314956706899,0.127234070637479,0.0966309437396401,0.182010365739623,-0.421700504418732,-0.0803791824496841,0.0997450989263505,0.103471569709525,-0.0790810291613638,-0.015087999267065,0.0058402463811989,-0.104049734691922,-0.164317092288627,0.0531532196044461,-0.0638170559567054,0.224043322349486,0.0035720559562597
stable,-0.209318579110867,0.0696917933873822,-0.176893163112287,-0.055056547062327,-0.100740091553046,-0.0387316283401216,0.0166995601911558,0.114407387890417,0.122647380166678,0.029476136593051,-0.178740324243353,0.0866057805470239,-0.013188167150726,-0.133548477751697,0.0020550765461304,-0.0061134400739689,0.105995975184547,0.0380750214648713,-0.0153550001253469,-0.0079198661382818,-0.110018903747254,0.246570267646602,-0.0939202236485782,0.124690947920715,-0.244674345580612,-0.0089486915788839,0.312214449140865,0.102452327239959,0.354829689086768,0.0575295744792348,-0.0148861682789966,-0.108049688847403,0.108249729825771,0.0727982586638777,-0.0308617345885631,-0.205665749072863,-0.15727506410501,-0.0406049871163488,-0.186796781572012,-0.123442698272955,0.0792878545215464,0.0667132877071936,0.0447731384635039,0.0047532825662434,-0.0920253616029124,-0.105725064275916,0.0920193043439156,0.134159958047422,-0.118179848793608,0.269558019833784,0.198099929722942,0.0255692045401319,-0.145648004029228,0.0071451427125945,-0.050848720668743,-0.0660945387006731
stable,0.127196372276157,-0.0671731556412973,0.0355359495091146,0.0541839685140502,-0.0692963716021894,-0.0925075289262006,0.0228708231273172,-0.0925647467980433,0.0694292714540172,0.0345360189520541,-0.0508958968267572,0.0421066683999527,-0.0811209116370259,-0.120008461883483,-0.114396207544131,-0.0228752565996113,-0.103004374405199,0.10495212918024,-0.149809741059431,-0.0188691710346648,-0.0856274058277321,0.127113492423506,0.0574519591797759,-0.0592792278254126,0.0423952613670496,-0.102665917914418,0.075651675898032,0.007477859480708,-0.0026827723229048,0.0296018250812113,-0.0618520500354238,-0.0879895077075298,-0.0333342871678657,0.0322162176137919,0.132381604995841,0.0448990778847656,-0.118478861783522,0.0083907375053115,0.0507228870902922,-0.124163720751502,-0.118643161050891,0.010759515672799,0.111295280546147,-0.109624800344228,0.0052116770779556,0.0236478804242286,0.158591875930565,0.128468361556583,0.0897587239453626,-0.0165508822928323,-0.11400866990713,0.0092598545504473,-0.0615513041383913,-0.091231366965969,0.0080876966343855,0.143838479781253
stable,0.208138200301591,0.0052370184249342,0.0236309868952898,-0.180475534112552,-0.0309852988234498,-0.0799539781658038,0.0461463079119756,-0.0074070106631499,0.136525743636194,0.0372197249552374,-0.136342528873078,0.0531642823465634,0.133861066513855,-0.0509581193846177,-0.0630665705759171,0.129859177830066,-0.142513254341408,-0.179861234654538,0.187344254074637,-0.0108272540145147,-0.0206313789186346,0.1192821548918,-0.0478779310734308,0.0502299826210873,0.0677743409807193,0.0723749053793552,0.127017565584148,-0.0604126441964644,-0.0031368557783638,-0.252346008607223,-0.24012693528585,-0.115927169554498,0.0954203786842663,-0.247614978417578,-0.0099382077675022,0.0769650204578024,0.192329283124253,-0.0823146202603461,-0.0939046746486325,-0.0693169721106855,0.0383022845742051,0.102037661879312,0.0411093336841146,-0.0752840865466855,-0.137950769676921,0.0328165421865112,-0.016521530671935,-0.0127557564347166,0.063319112559515,0.0676170988067266,0.0502767031392385,-0.0348172353428242,-0.0006326360054601,-0.0842095642868653,-0.0078562309570293,-0.0151115255289787
stable,-0.0567773533333865,0.0453197460298728,0.198483291563317,0.0791802327726729,-0.252437735391213,0.0859543565543985,0.0526486058906853,-0.0678389251117074,-0.0213517773668614,-0.0483200785695914,0.0962618529041891,0.0023083716930037,-0.0682979562766139,-0.0279608129249318,-0.0899001743510082,0.0909070032640541,0.116971889724527,-0.0524130330351826,-0.0037104652055816,0.0455685347538468,-0.0109663073930896,0.114948870658268,0.0570413403061027,-0.0333268960532675,0.181771495484525,0.0642096273649877,0.0931300224731801,0.0203275475603282,0.0009679522332924,0.0067799607903005,0.0608709685924013,-0.0087626714577216,0.217119097827069,-0.139722016107899,-0.0147641074628197,0.0792753870256669,-0.0169768843738804,-0.0002551763937351,-0.036271611813169,0.0517743761913024,0.0435979386325244,-0.233770871836553,0.0783949899209975,-0.231332654235818,-0.129459673975386,0.0835447733353513,-0.0186296388584656,0.0356273382251885,-0.0752616176386668,0.0776997251071648,-0.0906158136287343,0.0689097408546023,0.167339216452575,0.0127175200977868,-0.0542917788706288,0.0022450456565783
