group,ARNT,BARX2,CEBPA,CEBPD,CLOCK,CTCF,CTCFL,ESR1,ESR2,ETV6,FOSL1,FOXH1,FOXP2,GLIS1,GRHL2,HIF1A,HNF4G,HOXB13,KLF4,LHX2,MXI1,MYBL2,MZF1,NANOG,NR2F2,OTX2,PPARG,REST,RXRA,SMAD3,SPI1,STAT1,TP63,ZNF76
progressive,-0.0561046715750808,0.182906354314021,-0.369711848252381,-0.366810001888974,-0.191452603508398,0.0638267686996599,0.256068896039629,-0.119356611520176,0.084506752568712,-0.0471567348172726,-0.268105671647269,-0.156138726164695,-0.190843146515606,-0.245264885712864,-0.262225796796356,0.270862079410123,0.224598753139103,0.141144699012486,0.0740213220336333,-0.127812827295163,-0.135915835040237,0.364226735317254,0.187962077095135,-0.32297065229383,0.137384072341054,-0.379109952107138,-0.346663292888615,-0.149933345874451,0.145210054180313,-0.36023063662588,-0.0442271858632843,0.201113881973679,-0.354059884573862,0.366200544896182
progressive,0.250401569217837,-0.032538239236035,-0.267269423729845,-0.25804165194043,-0.352824694263695,0.295912479517602,-0.354808680638574,-0.10466096717317,-0.0397630063010934,-0.0440259105168475,-0.137733386750974,0.0925950988551489,0.278977962749693,0.0158999283596029,-0.14555590838273,0.124124679339769,-0.253274957528979,0.241911052568865,0.392551722553148,0.10751803303489,-0.0371111229417271,0.229049844718311,0.135545835413775,-0.124447844231794,0.290692775864214,-0.230502591733299,-0.352492657409672,-0.209347324823221,0.0496584299931725,-0.215036899347979,0.137886513874087,0.268520321355275,0.0389678138176547,0.151608988267605
progressive,0.146168135582029,0.37257752013003,-0.165900593402896,-0.033484623026981,0.0109574880100478,0.191920446667603,0.0549665747315051,-0.226928316825548,-0.065721028755425,0.206059949008666,-0.369708968822513,-0.1371378512461,-0.0656443566765753,-0.289820781890858,-0.327242676143151,0.106492426776058,0.0834937306240605,0.0668937916090727,0.0881611288512919,-0.0740005899405287,0.0425761258533046,-0.130741762540961,0.387100162654946,0.0307469285095529,0.133256280297703,0.181337225657759,-0.0809388884575435,0.0439797598779844,-0.0674365713772704,-0.0789340023274591,0.139378919503852,-0.139149434362967,-0.0135510224386909,-0.0624425363633731
progressive,-0.10217210942581,-0.0895947475701636,0.0793655888231161,0.149457843256501,0.0101923962717661,0.0280865311149838,-0.059454113148832,-0.13940330626704,-0.396510867766279,0.0683184650010577,-0.167053282988058,0.150680195559607,0.0803673662745341,-0.0620734395126312,0.239764863785242,-0.0976135624909173,0.129017907000047,0.0770449575709782,-0.0227008284862598,-0.356072144956747,-0.185351805059371,0.257355708207388,0.0535996889602702,-0.117938616012117,0.0018565050017103,-0.0108173583515497,-0.103160100948997,-0.148520400136826,0.141471195501619,-0.453593801259461,0.14283600239644,-0.0609383980883182,0.0312756758456446,-0.117934020702707
progressive,0.214175273721328,0.0804117384413293,-0.191905084180372,-0.0515696638643588,0.119053386831032,0.14544880427378,-0.0303350963907993,-0.188634244484181,0.125754724625471,0.120762163242235,-0.020880729933866,0.0386330182058074,-0.209445932946887,-0.0758636315286832,-0.36263601217445,-0.0426762593605982,0.013989528093737,-0.0771581591129278,0.0779219303876322,-0.0927356410433383,-0.119864624117158,0.148262244223538,-0.0137047320252032,-0.371611403425213,-0.0133854152210895,-0.266374941010019,0.01629810228564,0.0879156833380007,-0.29029781076686,-0.0229951249881322,-0.056601061075123,0.199473755456256,0.0687221543556003,-0.0410235791447125
stable,0.0543550814484518,0.194489895559407,0.0202130575476178,0.028094010417747,0.118333666757336,0.203516403764301,0.190721169791002,-0.0458202428981137,-0.0983352657609053,0.240250070219181,0.0106162506820033,0.366860758834046,-0.0950121255488589,-0.0461528747406852,-0.0275677617984752,-0.096339601834023,-0.0191372957850189,0.0897079411928065,0.122734666353002,0.0554166683780881,-0.0031588901296452,-0.233900507823203,0.0623647519721653,-0.0919711471463243,0.0499673667859205,0.0670905650047784,-0.0068457451139434,-0.0229519149588009,-0.0109460856965463,-0.209513947214328,-0.350900278303764,-0.0048841516375902,0.243873742315745,-0.276532748154466
stable,-0.0183995894631087,-0.0397238555710298,0.0858741082959091,-0.258095656814193,-0.226713984026238,0.216674668451138,0.0409290974582537,-0.21314971022973,-0.145228060381056,-0.0178350222229753,-0.132876982319631,0.124922822545796,0.185346177273373,0.16991415285039,-0.169622823677858,-0.112081725073183,-0.0852552677409784,0.225899884304278,0.231287446544722,0.120791812309152,-0.217949935391074,0.153497410870999,-0.264787494145586,0.0985851369623702,0.192882370140147,-0.181311704915635,-0.213662499479885,-0.120468199871782,0.0143503011142627,0.0140820536962988,-0.268662109757153,-0.371302929338216,0.140763612365571,0.068577140486873
stable,-0.391688006053176,0.164489873698655,-0.203727805500402,-0.257567507151121,-0.0075838001666863,-0.368794671821848,-0.0792291756919286,-0.0315619778669398,-0.117026609729067,-0.0216486764492591,-0.320990724576311,0.0046426560528785,-0.186078348662195,-0.373767113517935,0.0122480398805256,0.0480241746489177,-0.0933920248669015,0.173428101491756,0.0164300857961859,0.200419421743483,-0.390433455759833,0.168155128477243,-0.132526746564398,-0.15226066662034,0.161775252222675,0.0956214900814332,-0.238804957640672,-0.142510670990369,0.0695326102030619,0.115334672894491,0.243686726800272,0.217338261077944,-0.325922326600189,-0.234545305767586
stable,-0.0657997404247757,-0.216575107862285,-0.0529318487812709,-0.154020325162998,0.0595441033394231,0.216330327186371,0.049006699964508,-0.167816825959206,-0.0259396305681861,0.0718983039328256,-0.134201031185169,0.085042073336857,-0.159105902420557,-0.018785610491451,-0.130818621271845,0.0840901029476081,-0.0515391912061259,0.158199271273289,0.205635389157117,-0.109666763426039,-0.164982226796729,0.083554536353635,-0.108594964237928,-0.0237497707959093,0.219044072934348,0.0135778990498443,-0.167265224130498,-0.0338419274453393,0.0203349317976433,-0.0685336198700389,0.17859752431736,0.0776628427428935,-0.27124352645759,-0.0493208983498952
stable,0.254780551118001,-0.0689825440567978,-0.404073712020368,-0.123184758850982,-0.0153679616530138,0.137859363457582,-0.191297589088439,-0.213883661347461,-0.148677253313265,-0.140006155124984,-0.0996720870961809,-0.035107961935251,0.176903836554314,0.0774435340491962,-0.195543562800133,-0.0920576766696406,-0.064165701906503,0.206097252775461,0.154405048604327,-0.240707772380991,-0.332811941076955,0.148528054142253,0.116278569508117,0.110027627161243,0.0188481580465214,-0.0801056495949044,-0.109845123605989,-0.119530664397478,0.189571572611196,-0.182551835434812,-0.256432247408934,0.200170189977346,-0.106283901445452,0.253981692934931
stable,0.151289287935162,-0.116706311327388,-0.0903022136805639,0.0807102561201346,0.0308730211328132,0.17555629144567,-0.233517480077353,0.0820234705076375,0.366187085689329,-0.0351721754584403,0.104727599100699,-0.0169020178771749,0.0591395863330163,0.154115445134122,-0.0607673729882479,0.207338076907478,-0.376228432203657,0.103109798866665,0.248442186557376,0.201401149505421,-0.0543510973686999,-0.18483866994897,-0.0206169665627342,-0.022239760007367,0.299982106358912,0.0116092146423727,0.0833616509481346,0.350168866088154,-0.362776722850301,-0.0628295689655812,0.0028960621473446,0.129089473612586,0.0162878529735139,-0.165165420189422
stable,-0.0811175424380064,-0.276421451234739,-0.234665180993866,-0.152119565188163,0.0320721477161822,0.0856397747690451,0.0287399765248906,0.0470669180769947,0.0930181538354766,-0.122159775995032,-0.179818238215775,0.0400901846452278,0.128229087807742,-0.0776961166612337,-0.230023942548853,0.104829510647466,-0.0509494925454194,0.118128443884139,0.0826348703911838,-0.0175236502827749,0.0578964744486926,0.310353069481776,0.0060990633412034,-0.0688004096416247,-0.128690236499394,0.159780583775285,0.20985240623014,0.116402855231506,-0.0709425196931693,-0.216680382019439,-0.224772797769719,-0.280750298630569,-0.0460702418724566,0.133063711187964
stable,-0.388691715317272,-0.368936818002083,-0.319634238559749,0.0682108383011577,0.120787086441438,0.145734699622333,-0.0495565709792441,-0.39018744325685,0.236635448554078,0.430092335833531,-0.124342967958172,0.190126776017749,0.366650894169897,-0.221141964802595,-0.227124876560909,-0.398569163974866,-0.0613530668045995,0.43570837092742,0.0742501926232296,0.0609861901401745,-0.301149298929108,0.0318053846774534,0.191961159339874,-0.231612060379645,-0.461954163074742,0.0491332517510615,0.0120787086441438,-0.274649515244877,-0.0501209966168209,-0.110006556763721,-0.0303378780197536,-0.040187105395469,-0.214905061507371,0.043376110247778
stable,-0.111382822826234,-0.151297997100503,-0.0647587929227285,-0.0624218389254059,0.0860861946336781,0.0592507721167314,0.0024448134125835,-0.102926644669769,-0.260243197141838,-0.058387896794643,-0.091572643556623,0.0520170006665576,0.240317967829281,-0.173452320995121,-0.211030541272067,0.194851628982911,0.151988297358174,0.0871504075309204,-0.135291659875765,0.0658086245646026,-0.0753577781290467,0.0077586872711108,0.0451211887175351,-0.0315668555330644,0.174775396488989,0.113338673556301,-0.120594016889527,-0.163198485917638,0.123419933569366,0.357359814642878,0.0484864024736796,0.0627166546604528,0.0222621833098787,-0.0504566344591146
