group,ATF3,BARX2,BCL6,BHLHE40,CEBPA,CEBPB,CEBPD,CTCF,CTCFL,DUX4,E2F1,E2F4,E2F6,E2F7,ELF3,ELK1,EPAS1,FOXA1,FOXA2,FOXD2,FOXO3,FOXP3,GATA2,GLIS1,GRHL2,GTF2I,HEY1,HOXA1,HSF1,JUN,KLF1,KLF4,KLF9,MECOM,MEIS1,MYC,NANOG,NFYB,NKX2-1,NR5A2,PBX3,PGR,POU2F1,PRDM14,RARG,RFX5,SETDB1,SIX5,STAT1,STAT5A,TCF12,TCF3,TFAP2A,TP63,ZBTB33,ZBTB7B,ZNF263
progressive,-0.0048597337517129,0.208636148194266,-0.154268292350888,-0.0896225317467066,-0.101755245969519,-0.0635887186527148,-0.118401994689477,0.225276248851636,0.035447469718377,0.0757679693136426,0.151137054872015,0.161980044952786,-0.106648220034172,-0.011700590154603,0.217092483806001,-0.0641272117223301,0.0839716785470404,0.243299146527277,0.252972077592588,0.198152153493238,-0.105910285086921,0.161680882136333,0.0310065639096981,-0.313482743267132,-0.11432673232313,-0.074185730417736,0.13115297873296,-0.0169126712234717,0.0431791665080379,0.0702633734909089,0.0777623880899953,-0.0591079244685089,0.0902341535047881,0.118388698564302,-0.0701902448024426,0.0164672510300862,-0.0836858118557631,-0.0447747015291202,-0.153384100026705,0.0361521643526883,-0.0141603733121048,-0.0205358653338459,0.0394961398343731,-0.0446683325277147,0.0349023285861739,0.0158822215223561,0.158436627593466,-0.027842086117885,-0.0527390805093557,0.073467739658249,0.0394097150207312,-0.183559656112923,0.0933321506707228,0.228055139013354,0.183912003430079,-0.189569504692333,-0.0475535916908384
progressive,-0.151224965797765,0.0189604531637423,0.0869548661585666,0.0186538640913469,0.0297536408568583,0.150654113140702,-0.0350209277489732,0.0513990082743729,-0.214768893776547,0.0022494184123014,-0.196702407643923,-0.0309292442256718,0.056076092369874,-0.198786243475203,0.159505460187173,0.0181760427621484,0.0130328133340633,-0.0298054295515197,-0.160685018329034,0.0842632193744885,0.0560773164662932,0.216914122751316,-0.0101567517163591,-0.0654796481433305,0.0738729948064695,-0.0007558795388986,-0.0217174949449884,0.0514128970606684,0.127824526598807,-0.0689855544493802,-0.0160528946035577,0.153631821841837,0.0095384417827337,0.117765985079779,0.0110726112411299,0.0945479362472927,-0.0018903815164035,-0.13054343306853,0.020446506216735,0.128616846546495,-0.0277123659164641,0.0211042697195661,-0.0796537901464677,0.0543939484866407,-0.006596561442178,0.109291848052968,-0.055207266395982,0.115322688626918,0.153650983658862,0.0415468211632542,-0.0242794345892555,0.0129908174107561,-0.0790880221976079,0.152097699464072,-0.0944111670127552,-0.0380860181021914,-0.0746599004815335
progressive,0.0135771223799391,0.179723237754702,-0.0555592820744405,-0.214158960878406,-0.190167085324377,0.102428906888101,-0.0102904834356032,0.136787586326682,-0.072495087872386,0.190405918210587,-0.21429230278996,-0.158928649756565,0.0937493622454114,-0.170551702187994,-0.0051378190307467,-0.0438677379084432,-0.171094065877154,-0.146030125922037,-0.276472926237797,-0.147098510700482,-0.126671796148123,0.154632017838615,0.260924135162434,-0.154075963415554,-0.142041947888366,0.0425839556335154,-0.125050820867243,0.0303712373294381,-0.181886386399433,0.100030440031202,0.192033339175268,0.0185868017242471,-0.333419349918359,0.0838476119094639,-0.0401884070980224,0.145182353553545,0.0421189909033889,-0.167769577573015,-0.0505027700157404,-0.0576557534192168,-0.128810849608721,0.148271016111357,-0.161928455771736,0.146462595777724,-0.0490977251422092,0.245379772322596,-0.0347629557718128,-0.0578104878955135,0.156307679924976,0.152968638078868,-0.113050975077215,0.183666105676454,-0.167348654119414,-0.0226829576499465,-0.0181506141808563,-0.0621384600476943,-0.218610111570635
progressive,-0.196697855005788,-0.308683703080992,-0.203960308054763,-0.421398967837971,-0.299228469448297,-0.168835043869672,0.472168181104851,-0.242202582656381,-0.446973857084048,0.354034392426117,0.0845579686251158,0.367548988461732,0.363920027206443,-0.427469889288767,-0.170420732308313,0.389816584678644,-0.299359855061785,-0.410299148767486,-0.445279435723901,0.294716053205766,0.560667718134588,0.12296787314739,0.200643953948805,0.157608369724096,-0.137492779245339,-0.374050311060159,0.121540753552614,0.0815814048988674,0.472748090019554,0.357921594369985,-0.155148287375005,-0.353685540969616,-0.097026010291228,0.0412460215582434,-0.351442924463539,0.245265226612155,0.243380522639371,-0.0666215671148911,-0.352439642910684,0.149503236533444,-0.360685222791616,-0.355556653327212,-0.370376044420909,0.359878786957107,-0.374136391289685,0.402837352029083,0.158247175637948,0.366380109555534,0.0268117262282166,0.402216668268815,0.432689069521093,-0.0538227961458624,0.358691785897325,0.377126546631122,-0.32969634016218,0.100287997936432,-0.384176064375479
progressive,0.0697038952804936,0.342760772521079,-0.045010605007694,-0.201346826964632,-0.211141818785093,-0.159205583085902,0.093969578811233,-0.205135342772791,-0.0121328417653697,0.165383901059967,-0.0635455589298893,0.199196804280255,-0.426399852003102,-0.277548746194562,-0.0443951710051028,0.0222595285352797,-0.338496694074554,0.016408909185971,-0.115485790953773,0.36972397521902,0.148107789415799,0.360504454154228,0.0390600775410815,-0.307529174035078,-0.35344694474789,-0.186568418253058,0.108032645402912,0.0165887437971178,-0.116384964009507,0.0192662813408588,-0.307856872659834,0.158334384303013,-0.512089046052199,0.219346273378079,-0.149778253137118,-0.0084682120226674,-0.307593115230152,-0.173288631301041,-0.26342173840781,0.442061448471641,-0.19346607467171,-0.339943363613112,0.259309520299586,0.0308636155974803,0.224609432997641,-0.116452901529273,0.137233789928457,-0.0654118425611236,-0.157351288428744,-0.164412794159774,0.274827249079208,0.182488170742372,-0.0794269532564964,0.155357122407361,0.31957409665722,-0.092219188596071,-0.0117531909196154
stable,-0.121728704868264,0.367951837320186,-0.133500797354295,0.147628714257185,0.0540493084210725,0.0249382876269785,-0.170441033210409,0.16044591408452,0.0230230251010671,-0.0609957029016184,-0.303605864247867,0.0225233782247456,-0.0025230803754571,-0.336486446508874,-0.0941643168913287,0.170861960706216,0.0871863498185981,-0.20357001480993,-0.0022672878387739,0.115057737319541,-0.127132769130585,0.197332397753939,0.046216881559848,-0.147649681851995,-0.0312015990766092,-0.130389775924372,-0.0215176608736927,0.362798414595823,0.0177907011962341,0.149684750548251,-0.209349980779204,0.323538411313926,0.123598396205455,0.351798002318776,-0.0220237919484092,0.161074820728845,-0.14844172365594,-0.111093952900704,-0.118552599054451,-0.163737038669861,-0.1751717710394,0.098495094819323,0.104537579923615,0.0855879646142494,0.0717414134417124,0.190566651828677,-0.0676089792646216,0.332756578032135,0.0551979811367394,0.267582384964827,-0.101869968583934,0.225357648616795,-0.285854856041807,0.0821526726645937,0.0006587824369303,0.0455896111151174,-0.0397463181615188
stable,-0.0054009054072201,-0.0926546534713692,0.117517293403841,-0.11300756416426,-0.174514338742838,0.0165567471478801,-0.186848448956854,0.0114329676295454,0.109792874102692,-0.226229034409152,-0.132305819702993,0.0686186311258734,0.112713926748984,-0.114167982338815,0.172178775897219,0.113072420249904,-0.352672072223449,-0.161325645473726,-0.318614594626097,0.152896883132387,0.114769537408408,0.0471478454705702,0.0050300654496295,-0.0342211053363618,-0.0482072607044091,-0.108042503552764,0.154704672143458,-0.002754152352503,0.0353306501593335,0.0227476770295342,-0.27655973690843,0.152248917285911,0.079749482448212,0.0211948497863379,-0.0960325250144769,0.081585385679894,-0.138487229425286,0.141932485846368,0.0271809474892506,-0.2213243673086,0.0362154299699026,0.0639543480491742,0.17886847287787,-0.007144730847587,-0.0647733792591597,0.0589605782071067,0.123102651898671,0.178473981274369,-0.100365090038458,-0.300228340603605,-0.213448815477602,0.292255355891652,-0.0786980998488336,-0.0592159862324509,-0.0206846287456095,-0.0612396151065233,0.0509069696455691
stable,0.0794457006229994,0.0889858588399906,0.0308318397546229,0.0141003397895358,-0.0689574380264836,-0.0725823302340077,-0.136805963910794,-0.0917774650640716,-0.0135359624168975,-0.0009766281214854,0.129130648671384,-0.0705293959145105,-0.0619765105487946,-0.0426780805010137,0.0288819939590603,-0.0286545791250572,-0.0645984728510323,-0.111377254646482,0.0296718225747696,-0.117020201597736,-0.123263025578743,-0.0727625155387495,0.151274528673541,-0.122017127132333,-0.0547387143731212,0.128758806556981,-0.175248630444741,-0.0959908661433205,0.0928331535572964,-0.0698204879145815,-0.114957966058034,0.114353438418179,0.0579445349369814,-0.0166973954910034,-0.0610718118635582,-0.0296769382458821,-0.110210571592149,-0.0053721264229626,-0.0698236916682075,0.0523653530175747,0.0050265344189153,-0.0596532207620163,-0.0652255817866063,0.0023310924770609,-0.0740195237759588,0.105883643952958,-0.0415233340126097,0.133556324265081,0.0600343640966236,0.108545239787957,0.0454385793108548,-0.0073728705624227,0.0776515985924187,-0.104900866691448,0.0107987166575679,-0.0309892887433089,0.0079119796201718
stable,-0.0694300682750653,-0.0388296947768449,0.086431366411086,-0.0041857375085729,-0.0221884895494444,0.026430580327652,0.0208957026936178,0.173774748956029,-0.188385293260389,-0.0983291809082064,-0.135918705144639,0.147996989617548,0.0107753829276605,-0.14295922654686,0.13368490339021,0.0799208945954019,-0.0846959248714096,-0.0116215788411927,0.0211770704333408,-0.124394386765274,-0.0297415217663972,-0.0523871653820642,0.0299935419589807,0.17750652126598,-0.0020310097054346,-0.0261044189633476,-0.139109017701169,0.123811272428816,-0.290636183405025,-0.0463233841607872,-0.245003338558001,0.0844687180548456,-0.122726160575498,0.0542813029109415,-0.0470684830061596,0.0392630818142295,0.198324993572389,0.0222613352437025,0.134014153970003,-0.142176558855065,-0.183820279811534,0.0827869890038218,0.103567842637751,0.143251207236568,0.230437687530335,-0.0345549679317844,-0.134910275591912,-0.0493330772633601,0.220033010461279,-0.0857808374205027,0.0147429321358532,0.105446384611018,-0.0586702310769592,-0.0563416103374594,-0.166040499372444,0.0406925913684447,-0.158468184471717
stable,-0.222131738756814,0.246635226336304,-0.271907460083024,0.111135574062434,-0.205211560143099,0.308176537669926,-0.138282664345195,0.140177575129076,-0.109783421792696,0.176210745757506,-0.11171671597567,0.193696109141014,-0.279039225016771,0.143617525544992,-0.260613576174019,-0.0824730942452522,-0.0126719126275707,-0.171271794224759,-0.277973115325106,0.29148094506832,0.0524421815592783,0.197328300008006,0.358734159024854,0.0599244645560921,-0.122997446023188,-0.168998548195322,0.172073425045707,0.0625618137842296,0.172494132976216,-0.157802779154785,-0.176778949446329,0.220473705298235,-0.331921737480253,-0.208261962185635,-0.140080861901586,-0.0193458800541564,0.243307838472784,-0.275942245366347,0.0434089289109066,0.160881968746641,0.197054764380199,0.192870650423438,-0.250633892409806,0.148673891464291,0.193819345728551,-0.163253976555767,-0.269195500427436,0.303120926480384,0.241412496414756,0.19731611651335,-0.209254000542533,-0.0499308722006348,0.0683836913146554,0.0342749737491839,-0.228212488594045,0.280935106167484,0.24930308821035
