group,BARX2,BCL6,BHLHE40,CEBPA,CTCF,DUX4,ELF1,ELK3,EPAS1,ESR2,ETV1,FOS,FOSL1,FOSL2,FOXA2,GATA3,GATA4,GMEB2,GTF2B,HNF4A,HNF4G,HOXA1,HOXA6,IRF1,IRF3,JUND,KLF1,KLF4,MNT,MXI1,MYC,MYOD1,NFATC1,NR2F2,PGR,RELA,RFX5,RUNX1,RUNX3,SP4,SPI1,SRF,TBP,TFDP1,VEZF1,ZBTB7A,ZNF76
progressive,-0.128985799544029,0.084027710423269,-0.0818978390847525,-0.1685367849571,0.108597062148695,0.0664809994889271,0.122708284019981,-0.256553882872018,-0.130482644107011,-0.142734349825165,0.096055219158421,0.100730385656898,-0.233738542837135,-0.291818749492409,-0.160445911482302,-0.0848783401528932,-0.0209821999973979,0.149394319026099,0.28281790002778,0.0101284284085491,0.148748104192741,0.296638984626946,0.109243276982053,0.20728329884293,0.0917031600766226,0.0626828388357211,0.107212316077213,0.352714606493028,-0.129579262146093,-0.029106043616755,0.119299171072572,0.014322230796464,-0.10839924128134,0.0856696236223111,0.0046619784406537,-0.167547680620328,0.160511851771421,0.0893293096683689,0.0915053392092681,0.0578428216144483,0.109249871010964,0.125965734302418,0.153192479679305,-0.192677524803258,-0.192004933854253,0.212169474266586,0.306272860867109
progressive,-0.0590956020146099,-0.223205941140061,0.385597171213047,-0.339599329017185,0.397784979629045,0.32880199709675,0.208154448370186,0.2422382724235,-0.385266198968285,0.0659319827682961,0.300680446412397,-0.171005446044439,-0.24943950410217,-0.242962125053817,-0.279580392585262,-0.0509500723153957,-0.301535181181637,0.284057151337761,0.255062335556313,0.298905418820064,-0.166975708054588,-0.185586240410515,0.0969790323598041,-0.0732968054221806,0.0549520616072192,-0.139027481446949,-0.279875567605757,0.336036265168013,0.230285415462465,0.0432877349531555,0.212840094454881,-0.2227023935187,-0.0357674634378118,0.343589245519648,-0.204336311750449,0.183155913042181,-0.0527487307551215,0.0023958871630262,0.124576586550894,-0.264653792353387,0.372381912269939,-0.184084114010244,0.28472742511607,-0.289017944714865,0.20804073954016,0.0771324429071144,-0.014276681737954
progressive,0.537103587976052,-0.510909659715446,-0.259821108260682,-0.539039341610275,0.239977406485398,0.559422405409475,-0.0665638281960985,-0.52646691577363,-0.529654830469704,0.200081109926804,0.484650816998158,0.53503872362024,-0.2084993129323,-0.196817835493653,-0.464116265133606,-0.312847399471355,-0.477122516602634,-0.145787575626979,0.45674008279622,-0.179682157709538,0.128957179747166,-0.0295225959449569,0.477431402065672,0.486290108627085,0.138286427920538,0.582994858087869,0.418779376073725,0.378604761302076,0.105655951563056,-0.357058453622859,0.14020639393554,-0.409842361408997,-0.108752277907883,0.563119505475009,0.468005827995302,0.372463667222038,0.4531329583004,-0.373579926240066,0.306021805629334,-0.127040048699701,0.460176718644258,-0.458233342097323,0.464456196641144,0.299834860674321,-0.0045265611676058,0.506725814623494,-0.526791727454301
progressive,-0.056178314813036,-0.0029501058204372,-0.147446649774667,0.0897301299390487,-0.009472816854615,-0.141018666909036,0.285957275649815,-0.252585895130557,-0.243708512478232,-0.480181597225605,0.0833562774554434,0.0117237385738783,-0.146179096662217,-0.0195771548328711,-0.186330307530278,0.0632287970719709,-0.0467776718011228,-0.0612485272628395,-0.0274125276311884,0.116601353749973,0.16622538147265,0.0673246626452997,0.118225265210764,0.189726989002433,-0.211893380442232,-0.0420773502951662,-0.286539177256598,0.0936545826359606,0.0819669309834332,-0.12535243217757,0.240474222152156,0.100858434310637,-0.0108260764052743,0.238809712904845,0.0882325227029857,0.0545408707567383,0.291749226526636,-0.193489050553265,0.156319521561823,-0.0341833362496537,0.195076875092706,-0.0293386670582934,0.137003996908747,0.0612169512066574,-0.0627957540157599,0.0104922723827784,-0.082539810859879
progressive,0.0648887839872733,-0.148622253287578,-0.192356818319293,-0.256956415418223,0.0853616310963226,-0.0689690921378771,-0.151074399642164,-0.0882178468017453,-0.280356784588725,-0.0513326534131311,-0.0021946511800335,-0.0601310654543847,-0.14939870027546,-0.0349678447042528,-0.213281272349866,-0.0101968089122858,-0.164468110183127,-0.138045143809799,0.153788002635527,0.0764760668421435,0.0615769998961035,0.0467452778418696,0.086613453791071,0.0818795040435257,0.0227269202524412,0.358429321513095,-0.178487732071464,0.13921773722007,-0.0764007990218896,-0.0573738863545591,0.156299570953472,0.15425941687817,-0.0431561912550278,-0.0538362988026278,-0.0352728774494921,0.201935638812653,-0.0345479294965208,-0.159349898405865,0.115884712941374,-0.0945324207746216,0.115080535703925,0.101306524597469,0.0611927378663864,-0.15107043817794,0.0114605159997058,0.109617676539184,-0.0777397739295635
stable,0.329123398107757,-0.343990339881081,0.296077782218183,-0.0346131872609115,0.470979034166944,-0.325321032061304,0.406573742376281,-0.0791782491228034,-0.10785241444442,-0.362881694221732,0.481769302966183,-0.26350792869519,-0.249297131982737,-0.497008509825887,-0.281201387813683,-0.181409298201718,-0.143768499403739,-0.179233748043018,0.438813054847321,-0.420865578843912,0.396209865513276,0.451866717046571,0.300696084937872,0.431587030079876,0.261199078374555,0.296148044769663,-0.529355413710377,0.605021197545407,0.112633880415619,-0.265481421336521,0.442635048650228,-0.512163847161844,0.0426244427022302,0.429006582184494,0.167402786696783,0.146969449317596,0.0073316293221122,-0.462319460684199,0.227822499978135,-0.0360796696657229,-0.01993150501707,-0.0446318323585431,0.289325051295802,-0.46395512712471,-0.236278751578831,0.268084928835345,-0.476532605502486
stable,-0.235120863438477,-0.0683057956839837,0.217003450778058,-0.273442644334074,0.409049208059888,-0.376191932226858,0.169793770928162,-0.338506501234761,-0.364095220768227,-0.210505524119939,0.212560832267474,-0.318025144068777,-0.536095734262047,-0.422638672464355,-0.433449818105853,0.326035344515692,-0.0713611033777577,-0.15691873979904,0.52658316833299,-0.209489257204566,-0.0748605102488987,-0.211384553593889,0.383085599610463,-0.247461881204471,-0.322611654853613,0.497611871215802,-0.462444185310176,0.548954645907208,-0.509817130392112,-0.128073145079709,0.482785790986779,0.0942841926508037,-0.222662424844368,0.244138161919981,-0.257006538216275,0.503151501946735,0.28420912865304,-0.451174595629439,0.481325129123691,0.48770134628365,-0.254332034845418,-0.485909421630917,0.396904581804898,0.26155519039658,0.386704941357676,0.252453153710404,0.1050533389029
stable,0.0991647644361944,-0.002783832863491,-0.130845536225549,-0.256417020113894,-0.323904401792515,0.175406220601732,-0.543376918922094,-0.314288434904859,-0.296601848272846,-0.151475137516841,0.459415813197427,0.34183289340516,-0.333567969172008,-0.106897559330718,0.202649774159027,0.275503739012275,-0.451049012614972,0.0404623179732857,0.404758124816512,0.0918682817090276,0.0577545958924439,-0.344470381714459,0.235610162190648,-0.231011862251045,-0.279610886088423,-0.0366046755247922,-0.264071610532616,0.292840228391489,0.209399647139047,-0.532542338364236,-0.14870763362466,-0.083694604589139,-0.479345887519683,0.318163536001923,-0.320239112572093,0.0116574477441471,0.0063445755883577,-0.266469658611671,0.36502845389558,-0.20762343504289,0.470764653653612,0.14477271098176,0.475705348501057,-0.143730635057982,-0.361393255169457,-0.345625219968414,-0.287764793856254
stable,-0.217910835120624,-0.152007473147387,0.026107405356566,-0.28832585962918,0.459138543805182,-0.245284422805423,0.190415663833443,0.136171406955948,-0.218770088616779,0.352820614182956,0.416098988160941,-0.364905311391761,-0.060984424072771,0.158464225797207,-0.225654859111143,0.472548234954448,-0.0565319691874727,0.115624867257215,0.35557842335296,0.0578398344933955,0.0404060528364443,0.328771565749626,0.109991130645511,-0.0834778855607963,-0.508091290228656,0.01096311817966,-0.427464975785304,0.28228692685074,0.0558651900586081,-0.264568889068023,0.242044586136885,0.277198138241897,-0.268147338049386,0.286124434053303,-0.0481620569701941,0.197356325161312,-0.0979199977311082,-0.18086788571572,0.286477303726668,-0.0608505137940882,0.312052830327534,-0.368358117383366,0.31274609448379,0.234211404138268,-0.155407606112552,0.304236875972902,0.050217988161949
stable,0.0273945559637228,-0.337875066673524,0.168983840622321,-0.36048949159194,-0.137432216536305,0.173576817511212,-0.0294790254852583,-0.094876462779242,0.0442222813110158,-0.312664011516388,0.0992845313615953,0.0462460059406405,-0.276763566506679,-0.235078667775723,-0.272619652647952,-0.0998739065364546,0.18221756449505,-0.326192476449163,-0.0147211181626844,-0.0357790621711202,0.0795591249468351,-0.0509974756637076,-0.209025953640881,-0.0988642365989031,-0.0737775587468593,0.301763725665843,-0.295109272480347,0.237173510984786,-0.297743333550349,-0.0515417199505628,0.12754106589715,0.286956302700743,-0.203559555040308,-0.201749613929925,0.135234705904295,0.149137372204668,0.0728821063173371,-0.343590968500906,0.0660037098155364,-0.286312385457443,-0.121574056664475,-0.432533361179002,0.317766154655961,-0.320809495129736,0.26735024716516,0.412538880559933,0.162913629240537
