group,ARNT,ATF1,BACH1,BCL6,BHLHE40,CTCFL,EGR1,ELF1,ESR1,FOXA2,FOXM1,GMEB2,HES1,HNF1B,HNF4G,KLF10,LHX2,MXI1,MYBL2,MYC,NKX2-1,NR2F2,OTX2,RUNX3,RXRA,RXRG,TCF3,TCF4,TCF7L2,TFDP1,YY1,ZNF76
progressive,-0.0179642736704038,-0.139679958891082,0.0017148993644673,-0.285284754520876,0.022019588970804,0.0051376698173181,0.368998550956001,-0.164918498308304,-0.416565923491718,0.0278460298443426,-0.130747019988467,0.10852361101123,0.120197577586559,-0.0345650617805343,0.208156452776349,-0.069291773910998,0.0054188008606734,0.0032119221703343,0.0920352753184419,-0.0294836181718873,-0.162212612016009,-0.0036055056310317,0.0309525278734187,-0.0069861064273792,-0.131084377240493,0.0299826257738429,0.0709996449993814,0.0587493597851742,-0.392079409615471,-0.0117934472687549,-0.0757859010125055,-0.110660206940731
progressive,0.0351150194422099,-0.0679170538049295,-0.087589214793461,-0.0047110071321261,0.10466162255638,-0.0623586625009386,0.0565140178024792,0.0713756186891125,-0.0125353352144846,-0.0412154957124205,-0.0472205885012518,0.0247988300807967,-0.0061918961638584,0.019370413569295,0.0435014048549408,-0.0311723306279827,-0.0441463372015144,-0.180911424651754,-0.0006006122292138,0.0476559139745516,0.058409745191705,0.0271908295390874,0.04807224511184,0.0352523551833432,0.0697159049329811,0.0100694688939277,0.0944990865635137,0.0182584985227362,0.156720258897823,-0.0611273250707857,0.0740001829444197,-0.0051866891350542
progressive,0.0453393807745068,0.0687666296450496,0.0291791902393336,-0.174786011341162,-0.063533469673443,-0.0260960833441763,0.0058250397520436,0.0209636557080873,-0.104120218588178,-0.18208676993927,0.0389089469234662,-0.0168301559692957,-0.0390087844452914,0.1422882860924,0.0898230696376221,0.147891464684833,-0.0561155825948073,-0.0787350647226006,-0.0224846021226913,0.115834672042017,-0.0411255978248736,0.17363030682135,0.0862456439725473,0.0562650822765598,0.0066149233799703,-0.0178813515134481,0.157985094725168,-0.116504163751244,-0.135297014600634,0.148223295815433,-0.0277296315347469,-0.128433898852251
progressive,0.0828919658908732,0.0189972415638941,0.0450234158645397,-0.0411941167425271,-0.142397688422708,-0.121520778714878,-0.257183378304228,0.3879952213931,-0.381264796748686,-0.446913256118146,-0.118456406579479,-0.230466904040053,0.16916080457631,-0.0690439889197949,-0.0786055762524694,-0.077849977643741,0.0116698007348056,-0.202225239991593,-0.0250187094890076,0.390574517878451,-0.393331053543627,0.0095849082773882,-0.0763387804262841,0.258857822134682,-0.0851401049612874,0.28192223645667,0.123442424559298,0.223298045635019,0.313843945580974,0.372398173568484,0.329366366382506,0.0814833808301573
progressive,0.0918525567773586,0.0909891185673816,0.357895138035487,0.12566479708006,-0.111055422567248,-0.0996062319029526,-0.0993990067325581,-0.137727028873439,0.141500253851039,-0.162878983930071,0.0947709779270811,-0.112195161004418,-0.0514522829325324,-0.0037559562134001,-0.178835322050447,0.115260366649836,-0.40029858852746,0.154564073967992,-0.0095668953665457,-0.143771096343279,-0.369335694317683,0.0347361191873767,0.0973871957033115,-0.161169376274316,0.0350555913250683,0.380767616217779,-0.12530215303187,0.220677537705935,-0.0358154169498481,-0.218363523303196,-0.0287783955385351,-0.204712565203459
stable,0.0200246618296529,0.0357596328321072,0.0353121478016518,-0.0127374860737177,0.0333731546264291,0.139376010388803,-0.17353034118404,0.0196854308970108,0.0548465704237478,0.128045957934759,0.154229958577145,-0.0453076312244344,-0.0861469947234111,-0.106252081331331,0.102169904680796,0.0193916914515895,0.100482678862498,-0.0308057532566752,-0.118178085302777,0.184287448560493,0.127361695578984,0.109165426560924,0.0897409525619537,0.0690008751804061,-0.080482326953667,0.0311891070214784,0.0361929750936129,-0.212257544055723,-0.0586567757617152,-0.178479397879738,-0.123071092315079,-0.251003908098241
stable,0.148068006312679,0.0582955158182316,0.122701351324328,0.102854126565188,-0.003789628429405,-0.0899202128591104,0.0285574261940184,-0.0606837737246061,0.0591157175560117,-0.205876532328957,-0.0862610964217866,0.0303782198710876,-0.216330399474888,-0.0980954585462277,-0.122664858960241,0.0445184532109313,-0.0248344082807184,0.0921932568823657,-0.0681106869150039,0.251702336434923,0.0947456507494772,-0.0970935917645251,-0.032873245829592,0.0988619575473394,-0.119303736937071,-0.0793221291651527,0.165947671161896,0.104567674124222,0.0626913318152518,0.0579057327503066,-0.14853874187386,-0.101305193032796
stable,-0.10230517065758,0.0315984251680425,-0.0602022952352895,0.0054657640166142,0.0761491620189833,-0.0134784830204318,0.0608714832579209,-0.0047148064841281,-0.0290774829062689,0.0557019338216605,-0.0968274663735553,-0.0031492988342427,-0.114894850022654,-0.0361300764788584,-0.0076851612215114,0.002272488751061,0.162185238587086,-0.203171699006509,0.0522627103693604,0.0419115646198988,-0.0488842010446512,0.0419808075099257,-0.008510692120547,0.0860933791907192,-0.0557743216928357,0.051338299130833,-0.0417166290934719,-0.03846317274798,0.0543353595555939,-0.0453693381304972,-0.0565595541893614,-0.187761078160977
stable,-0.0122095547423332,-0.0187570587931095,0.0500710377189199,-0.0622888667596689,0.0107076144367729,0.0263514167365779,0.0010034138260093,0.0002316286412768,-0.115156720771855,-0.088839590659337,-0.0386104621263106,-0.0612401511498332,0.19142072241269,-0.0975403774440913,0.0162064028777134,-0.016074634675442,0.156569480914131,-0.0854259254191745,0.11029251930504,0.049497111695055,0.0099205217999712,0.0493420720284892,-0.207831862461829,-0.0002720175604189,-0.0173281391710684,0.0905937419234836,0.0357958043770858,0.0562681769461527,0.157906504109392,0.019643184439075,0.0725220536110267,-0.117193801327456
stable,0.176526430171635,0.0771833000009327,-0.0215434238431794,-0.0371323443884187,-0.0257347368466784,-0.0062165669021285,-0.155852498364728,-0.105287291843326,-0.0986098975712997,-0.0725026349247386,-0.0240362101215274,0.031305008988608,-0.0561130907491843,0.051801883078548,-0.0416964104802688,-0.0626912736047071,-0.0234970818742293,-0.0775261646556751,0.0078584987986213,0.116145430205065,-0.036934262488115,0.0186259490614266,-0.0967584057068435,0.17291822573409,0.0822716069453936,-0.0156955188369689,0.044074984303192,-0.117399153397348,-0.10989101977293,-0.0205531279858955,-0.137555094784528,0.109804309222195
