group,BATF,BHLHE40,CEBPA,CTCFL,E2F1,E2F7,ELK1,ELK3,EPAS1,ETS2,FOXA1,FOXA2,FOXD2,FOXO3,GLIS1,GMEB2,GRHL2,HIF1A,HNF4A,HNF4G,HOXC6,JUND,KLF10,KLF9,LHX2,MEIS1,MYOD1,NANOG,ONECUT1,PGR,RFX5,SETDB1,TCF12,TEAD4,TFAP4,VDR,ZKSCAN1
progressive,0.142455627315504,-0.0873653909770324,-0.0363417317008133,0.0190521776000994,0.240786252871111,0.0402168627650054,-0.137458226607509,-0.167370013407942,0.0164247463163712,0.406717120500528,0.0328296878743224,0.0073343622015628,0.165864851768017,-0.0784862576187047,-0.164755785296494,0.0703993145971795,-0.136302949033005,-0.156781069239349,-0.0606025607653889,0.105057641832288,0.41059885315086,0.365437402366979,0.0339585591042659,0.0416692117158099,0.0996641459558907,0.0307105787233757,-0.0788229385118457,0.0312387056145774,-0.444464990049166,-0.133523681268056,0.0803347017379104,0.052614641535964,0.0219964850185486,-0.116775457230824,0.023402622866373,0.0604903338010086,-0.0578563009311404
progressive,0.15585200350648,0.0968041495405966,0.0443358200431946,-0.171137560963036,-0.232385636797833,-0.144428539121073,0.0056018403689539,-0.113760464961044,-0.0004428413650829,-0.0608624371513251,-0.105533475198697,-0.0961411035761462,0.182952604130496,0.0824257433594724,-0.05485433145737,0.0240876610153814,0.160952536973136,-0.092179244912294,0.0269060740885932,-0.0247444862466721,0.0701649589362834,0.0554239261071355,-0.0548933396638,0.141418031678787,0.210508066634046,0.0066831254004271,-0.197942513058462,0.160331492650621,-0.0528369897888663,0.0960243128190051,0.140624490635272,-0.108011431755597,-0.0682118825862867,-0.083409414330011,-0.01500955334847,-0.16792176932648,0.0424515927098225
progressive,0.10831292295738,-0.238887683574217,-0.229528864325223,-0.066189481565335,-0.31174552378769,-0.237904207757034,-0.026157275479053,-0.338561117691933,-0.26362536053464,0.204453267068614,-0.166634850466045,-0.424991706872999,-0.264056383124025,-0.180753829009835,-0.229469947931682,-0.154123442392851,-0.189413049223637,0.0342933681094104,-0.0557656856984935,0.134562846264202,0.150350558751204,0.407936174697351,0.140725485879719,-0.437708141975869,0.11902692025013,-0.0418015788744288,-0.465666691191532,0.082705550650094,0.136088789693735,0.210670025942564,0.40422766103442,-0.045415172382435,-0.193388952672638,0.245888041843895,-0.487779287452994,-0.0080062922535872,-0.0541903696494744
progressive,0.173321656314209,-0.280996713382315,-0.250779584652686,-0.44044288098839,0.0757731766170791,-0.430334370660003,0.422719112208859,0.052236336884628,-0.293377154316234,-0.286796234053293,-0.42593504578965,-0.246809352043816,0.215765656115753,0.589220459945827,0.176289168059406,-0.319967324246178,-0.144120798730195,0.196239699837997,0.0250183372247258,-0.256664923775961,-0.257757979852578,0.247884341077844,0.230436094697791,-0.0741155254595643,0.10321701430934,-0.261728212461449,-0.217405240230679,0.223927442605206,-0.0669067754666662,-0.311150607462884,0.370225319967341,0.12803661406559,0.401065761666281,0.241240186165844,-0.188809628573387,-0.25829999113024,-0.292469285426151
progressive,0.419702025844987,-0.0817369913140017,-0.518194308353249,-0.0166325273022678,0.128712000566264,-0.212179566744811,0.0058015839280529,-0.001172197162255,-0.498480803374514,0.223826295981947,-0.0306672122449433,-0.268215343251261,0.543226261943163,-0.139178612390048,-0.377150476830019,-0.165493646657565,-0.502005315112375,-0.358743813282176,0.251250165402948,0.0338828341900484,0.304652458419872,0.257574485903358,0.0227826022785587,-0.285552772901101,-0.401049834513158,-0.224570799585001,-0.111592377821572,-0.540188845647725,0.171469476109737,-0.258223946493256,0.0264298779084132,-0.0601582672020834,0.445910136722703,-0.24707223294964,0.0930233491262549,-0.0267348075756214,0.422699840884943
stable,0.240248974704801,0.100900315027349,0.0312410200327091,-0.144450262484285,-0.325355592774302,-0.357922692081369,0.215084080519229,0.0399659901342756,-0.0330947349576301,0.282580346542084,-0.28400501100652,-0.0504183704184631,0.136162236889597,-0.0273718526216394,-0.0924148177530252,-0.211551765927557,-0.132598526892038,-0.055912325409035,-0.364945681676484,0.135450266216756,0.0645613077815746,0.344489917594215,-0.0469736134558758,0.188641073936622,0.124273742760708,-0.123652282451862,-0.215271609316002,-0.215570016321666,0.19368211554784,0.107211635249103,0.201320659981979,-0.0585159747413626,-0.0719206078570216,0.05829162714805,-0.0924193372452353,-0.163136133157158,0.157671705515692
stable,-0.0018286137892473,-0.129187204728732,-0.104773959789328,0.102191577570157,0.0042585251751855,-0.151594792076417,-0.0432435408735896,-0.133665702387592,-0.24267287423319,0.311413979321359,-0.251563552139949,-0.160501013126369,0.0361487621404037,0.0487210925649616,0.0382302110589341,0.0050509294181905,-0.13385606888423,0.219264752553641,-0.364656054136575,-0.0091121306897845,0.209418985505117,0.123378954162174,0.101448319265631,0.0719931747340825,0.0487680180544129,-0.137980182878274,-0.0316325168480742,-0.0753870570578964,0.0523703265269567,0.0121707252104215,0.128769760311532,0.293352846930355,-0.186802231859027,-0.0984619633533609,0.0489982046036138,0.0684536309540539,-0.0388429069606337
stable,0.0680410189208814,-0.0210718738826691,-0.0134878351205575,-0.0265653342180493,0.0534444275669643,-0.0262320744786892,0.0138801626661219,-0.0436555851779701,-0.0294564151961106,0.0104191905543331,-0.0604681968676135,-0.0554081234065007,-0.050076893727011,-0.064759719961763,-0.107572251128707,-0.0673767119122543,-0.023720818017527,-0.103935310465334,0.0542670033664316,-0.0154025479012903,-0.0125142968268363,0.0527160618312254,-0.0440746681758222,0.0008353360920967,0.0727598574597407,-0.0049188869975024,-0.030950707206377,-0.0633983305154563,-0.0736322395626973,0.02114293018961,0.0959724762421806,0.0326246723693137,0.0187492948129279,-0.0131043060025723,0.0428717018787342,-0.0118476744425304,0.0438943261368447
stable,-0.0160156197274049,-0.105269256858371,-0.110591893446386,-0.203844339668521,-0.172058345295639,-0.23179002915283,0.110806042741383,-0.0739907139876695,-0.0769580554926042,-0.0085491096506995,-0.0014735534629399,-0.0375908388338159,-0.149177202327282,-0.046373340467438,0.109674394151004,-0.109783006229754,-0.0134823793755771,-0.118040003942627,-0.0794414037205859,0.158660524638907,0.224622524657306,0.14967220559578,-0.0483243407258721,-0.0447874057394529,0.136862625973779,-0.0696586790713279,0.0167598852369074,0.265455062082654,-0.11463082453377,0.156135021037894,0.121001890046346,-0.180860436779082,-0.0092943174567757,-0.046366397229527,-0.164262576958283,-0.0585188985723653,-0.0677239954219847
stable,0.152594051179678,-0.0260211361286226,-0.166645771336061,0.0406490522937378,-0.134144735322113,-0.0787214126481656,0.127586243759378,-0.0708424093542164,-0.0839132882214514,0.0638023963409388,-0.0185425965660866,-0.119753988038895,0.0631396744336121,-0.119980649438683,-0.0715592769601679,0.0567252854826628,-0.0163967113932608,-0.069941124715325,0.173646327681826,0.056006595150223,-0.0064850464071745,0.290654110217994,-0.149597488832814,-0.140344364205052,0.0615651604052847,-0.04047396333165,0.0369012049760539,0.130672763019403,-0.113115510949083,0.14794052323569,-0.227890560756215,-0.0654946370565733,-0.0483369909640248,0.0059391934335133,-0.213003388552932,0.0317446045212782,0.007301198997139
stable,-0.278284251986215,-0.408276389542311,-0.0237490553537873,-0.357007628111964,-0.255200058597109,-0.0593028976189422,0.0240512653377333,-0.407067549606527,0.0959958390543552,0.0750875575496603,-0.0166866404981877,-0.232534309801159,-0.0181233002680233,-0.302391309936369,0.0818570611900507,0.259607674978352,-0.0334941649899537,0.446736097037716,0.0674579178011159,-0.379208438471074,0.196138928965323,0.320635494197971,-0.175402674682259,0.101054369247174,0.303618747409626,0.127885966437211,-0.0062580713598664,0.105341101634839,-0.0200667429340145,-0.229349481508805,-0.143228934852931,0.0493578644549346,-0.139160723530581,0.183208991036803,-0.175300388226154,0.155819467722558,-0.0939082654729436
stable,-0.0806468734081998,0.0375461583479631,-0.193708552773024,-0.338127027292136,-0.183763251231049,-0.0963054332827994,0.0386173942853302,-0.0397283056277849,-0.0150634287982846,0.15805358873424,0.0555191168526767,-0.0669720837879835,0.0435503696512302,-0.102309644586066,0.0562332741442547,0.0087418142543161,-0.0208560379410841,0.205478922949032,0.106687164280739,-0.170419089986563,0.0176026547238954,0.146600621798933,0.0851301941831062,-0.0325073819018293,-0.100815204327764,0.0410111437256195,-0.0534692209231472,0.0763751547937608,-0.0841250839208853,0.0801972188172062,0.024532625479208,0.0130399831388135,-0.0761371023632348,0.0533501947078842,0.0233159130565195,0.0677920421597953,-0.0924569189892956
stable,0.232936179718454,-0.387201360912092,-0.109253487162413,-0.0866017566363872,-0.61406348174242,0.158243822386734,0.0921453300321008,-0.230124606608666,0.0019627963219273,0.0028911459336496,-0.193998544575356,0.100898340656912,-0.124504945069281,-0.055223539760171,-0.453220280442863,-0.505817917015591,-0.262192454625019,-0.32444492715966,0.406511032835917,0.422133830587474,-0.0174794969750013,0.276701232842509,0.410542722578255,0.136255198726224,0.0023341361666162,-0.62488538578764,0.0978215248009176,-0.369987106683297,-0.0184078465867237,0.494545100301819,-0.155246579354602,0.492555779705271,-0.14397376264083,0.161081919771142,0.134080208207331,-0.510380092250341,0.536373881378567
stable,-0.136635532162975,0.206933621974885,-0.0517538212022822,0.004600339662425,-0.0259075341639827,-0.0696175661932081,0.419794604668663,0.0613900356431016,-0.0513863384481832,0.27110019398229,0.0589197349072136,-0.0959402197645989,0.156561263718567,0.278327354812905,-0.166340388119314,0.0395588379551435,-0.143352300279563,0.0417773449521118,-0.0630369028003603,0.120296160077941,-0.164965730409536,0.228581078285793,0.0532169469824914,0.0143114117013017,-0.0478748365756812,0.118070847844786,-0.0477727580328759,0.0302833010322361,-0.100077803366307,-0.0901489637694455,-0.10490952105909,-0.261674941863268,-0.235406730181374,-0.413037005134953,-0.116117745059111,-0.0247438387760024,-0.0383338954414801
