group,AR,ATF2,ATF3,BARX2,BATF,BCL6,BHLHE40,CTCF,DUX4,E2F7,E2F8,ELK3,EPAS1,ESR1,ETV1,ETV5,FOSL1,FOSL2,FOXA2,FOXH1,FOXP1,GATA3,GATA4,GFI1B,GTF2B,HNF4A,HOXA4,HOXB13,IRF1,JUND,KLF1,KLF3,KLF4,KLF9,MNT,MYC,MYOD1,NANOG,NFYA,NR2F2,PGR,RARA,RELA,REST,RFX5,RUNX1,RUNX3,SPI1,SRF,STAT2,TCF21,TCF3,TFAP4,VDR,VEZF1,ZBTB33,ZBTB7A,ZBTB7B,ZFP42,ZFX,ZNF143
progressive,-0.176035825331488,-0.0225412128510829,0.215450069739128,-0.0972139121325583,0.0806236320790921,0.0016899334021961,-0.0623762967051845,0.263958391560143,0.0449706402241996,0.0453125722744494,0.142145098658652,-0.106781433923202,0.0536899075055694,-0.0118163825826709,0.22624065617105,-0.0632179755981071,0.0004339906791632,-0.142368669614585,-0.165212360817812,-0.0938274697118151,0.016471918959149,-0.228002921353107,-0.0265128851270614,0.165107150956196,0.143059109331435,0.0181618523613451,0.186596265191126,-0.148082880223567,0.194671122070102,0.0851345048958491,-0.043813331746431,0.169637750622006,0.216791495474724,0.090276636882298,0.13121642428336,-0.0179185545563597,-0.0684455905971185,0.0793479625070063,0.0161891674560578,0.0527758968327863,0.0104486543816717,-0.178409622834184,0.17378038892311,0.0434911265452341,0.0168138510093988,0.139705544992447,0.0364486414333584,0.197978657094634,0.150312014166542,-0.124548749303489,-0.0661112467925285,0.212004446771226,-0.215305406179407,0.156368156825774,0.0155710595190678,0.0779802343060071,0.197090948887254,-0.0267035780012391,0.06090335864257,-0.0985224597863989,-0.152343879618987
progressive,-0.24728941189574,-0.0168310918648292,0.029591262829445,-0.0475386966812396,-0.113230763423889,-0.0385303386757384,0.28088459646942,0.295506766230658,0.146145380075882,-0.135289373579768,0.19737709073512,0.0450321455036618,-0.178068101712829,-0.204818796014757,0.216689294598692,0.0885460938601923,-0.252637277071277,-0.260230965137286,-0.29514954611321,0.145522259970136,0.253043698237901,-0.184672457318437,-0.208002513905129,-0.0746481952253049,0.195939171436217,0.212455907734015,0.36484227316691,0.0986210337006523,0.139824769157279,-0.0633459314858199,-0.143700330209774,-0.0770349586212263,0.386212255001948,0.0412789347874684,0.145741428280098,0.243479778385464,-0.328156181772893,-0.0878843490671677,0.040520232245075,0.342461200452944,-0.0822609393794888,-0.338439760153321,0.110908622996913,-0.130751229080001,-0.0237351731800422,-0.141168293261458,0.127140589585849,0.282615718611561,-0.0502882246310221,0.296667137565607,-0.325282393218802,-0.0209093742856578,-0.13686804701651,0.0223789294864456,0.174523017025675,-0.301442388257847,0.114651863045944,-0.208325582157951,0.128916672914026,-0.265504190084814,-0.0323099935315904
progressive,-0.34609085966299,0.3860186091258,0.277418040600007,0.499834315519406,0.206008053489253,-0.318565164124858,-0.228778515143597,0.315863363617953,0.498022119503701,-0.0982732465932422,0.200808130717368,-0.469033205319786,-0.474495449948363,-0.292597063651205,0.483412214092809,-0.281348724603908,-0.272767637215727,-0.335583601587705,-0.461336507977676,-0.562403991823695,0.250050793660193,-0.349941853342443,-0.391169737790381,0.0845136106200878,0.449139883038578,-0.144219888999631,0.395999560910993,-0.166339943088904,0.528878963808851,0.569183576587266,0.409334269987366,0.33951511687996,0.268322033053122,-0.433563441177939,-0.0780191451665454,0.237282494239337,-0.506941919110165,-0.0494620474965237,-0.15189809647351,0.493076860659433,0.365604497286302,-0.0335198261649949,0.353257837394646,-0.162021488258575,0.520988840781178,-0.212775219308631,0.240969132135049,0.457463472561574,-0.352500407751678,0.229624023566219,-0.236456647045808,0.460852559607786,-0.431542629571298,-0.170866849771552,-0.147976997476232,-0.119426474541371,0.471926441458317,-0.152274896812725,0.415901070122956,0.0182827892629333,0.139849869100819
progressive,-0.204830303788072,0.224955817756112,0.155945682830309,-0.178988133970688,0.038371023607076,-0.211376505912085,-0.124138894961912,-0.0474013561514272,0.0728558032534776,-0.358012335170709,0.169484419041336,-0.191611664237379,-0.416382637443158,-0.106375784515211,0.0607462310047869,0.228747385239786,0.031838346694063,0.0441012046674206,-0.208166522501412,-0.0492948856914309,-0.150346245476298,0.0725086561711435,0.088914737114176,-0.105271225616875,0.158420796443314,0.0908533506908465,0.287478359805569,-0.225293948031113,0.0147965808340293,0.139620753153276,-0.293303217342914,0.189127533817041,-0.226962057387783,0.194754021593052,-0.0438261920437534,0.172852196580342,-0.029782514622059,0.252064849003832,-0.0225330015260446,0.227953906194451,0.0115505301940229,-0.204104450797737,0.0399850321197458,-0.0768863161314855,0.362994121222385,-0.165904746529995,0.0542676549357741,-0.041567481806749,0.0806869004224931,-0.0332945610783992,-0.0163068960623656,0.163898506898324,-0.151045048044632,-0.0320818004920635,0.113381843813224,-0.0229793334890455,0.123268773054244,0.0130833874406926,0.215911960000761,-0.0230154007183789,0.432919462092524
progressive,-0.0728839508404598,0.179116491573923,0.0916257636648526,0.163756096347532,-0.106911191639947,0.0462903048538477,-0.0595989647815692,0.119533309371575,0.134637237685633,-0.0645586403016243,0.0374875712935908,-0.230713688690678,-0.287957103523582,0.0355463140494642,0.317612569878979,0.0766954437222205,-0.0989883368712352,-0.0695853917833667,-0.268627389623224,-0.170783289745478,-0.262034217153842,-0.101714777431584,-0.0100495573186797,-0.154779754415849,0.335758590337796,0.223899560112209,0.191071795333483,-0.0508317420245585,0.188645223778325,0.352914253950524,-0.261091208045415,-0.0773385838254576,0.0284323164658052,-0.227308597223846,0.0737598839871999,-0.099449977313436,-0.136499582033657,-0.342466186506526,0.0212315146964332,-0.15058553398799,-0.206357223308578,-0.0184498351088128,0.207675068673493,0.0291701520443655,-0.104311011713363,-0.118834930241066,0.129547355887008,0.0358461830546545,0.184127460476445,0.146379476625716,0.0246168779392393,0.288174113987864,0.0396931867396614,-0.041050488552628,-0.211364246566294,0.164478149346871,0.116743738494344,-0.138397437184927,0.199945550500233,0.0647993246347375,0.0712701821151595
stable,0.0762068694573728,0.33386959769699,0.0005615308766048,0.438403774853451,0.33507176268739,-0.403525313636107,0.405160053808164,0.348249449042559,-0.340147583772011,-0.467932526784513,0.313293326104877,-0.0324299247197849,-0.0974995148611522,0.0193810739331594,0.50394323942499,0.0842498727898449,-0.19561587880806,-0.476617365494822,-0.333880168820563,0.453549011583615,0.0336977988533021,-0.234276159483586,-0.0905485206063946,0.168716453612933,0.448579622493147,-0.448266452957302,0.319452146786895,-0.0861720153840378,0.508411941662599,0.212004664074883,-0.521807537315054,0.232984139942818,0.618020318197224,0.239113289402989,0.139837285212781,0.550141331839971,-0.404046782356899,-0.4789558662061,-0.136647328548273,0.496678535065568,0.0847984300147922,0.204182393010196,0.132267700039406,0.0826461852932838,0.068808824789248,-0.492783736724201,0.338063450721705,0.0352381196716284,0.018838523028424,0.231368740121843,0.35780166045466,0.365673964166712,0.0598434308618436,-0.418946781032814,-0.222007409566075,0.122259608923227,0.162362607713636,0.0325382186732044,0.274951260274174,-0.0373193096250308,0.153150654341536
stable,-0.320488749375957,-0.129894619105154,0.28278588137124,-0.217587626184653,-0.169027103382571,-0.115335939976287,0.266380596132012,0.439123316279428,-0.411058234603898,-0.434828129333713,0.251775044338466,-0.351724221443229,-0.259551337327316,-0.325339185780303,0.244582743479985,0.152444055773523,-0.475736615927839,-0.453606380071879,-0.455104831358432,-0.3192211238532,0.470539793479484,0.336260369252123,-0.0114583029375095,-0.452521086266756,0.519221919892761,-0.158403664510282,0.0956793426695027,0.207201498602089,-0.241390243340752,0.506521491341266,-0.448291049376978,0.452608788265133,0.509110542772339,0.450547717604119,-0.547763245529224,0.456137503964529,0.214219869446983,0.058571669067216,0.197610437539264,0.225759094060306,-0.316681598256504,0.194939432644162,0.438462971821061,-0.179861321847597,0.239198872567865,-0.502717288188145,0.498309783725181,-0.257427474983431,-0.519037524598695,0.0719414333743902,-0.239359094538009,0.282379356814059,0.472119019043533,-0.208696264930727,0.450310701111027,0.214516582258298,0.361472703908182,-0.302265305901472,0.0466710237815908,-0.47569018545811,-0.467458431670968
stable,-0.153872173771507,0.188282932417793,0.0630137992940917,0.0892720676396503,-0.0065630020233582,0.0677119645736432,-0.0479503498416211,-0.0666265805330015,0.159678608931437,-0.152147474310935,0.249620831429767,-0.10185419945458,-0.148052140522943,0.128016408849492,0.266442128890949,0.005260407759379,-0.221398075441814,-0.236262838859613,0.0316774402039233,-0.145445977037686,0.0858755216667798,0.138323041643891,-0.212718081929201,-0.0758153991282072,0.242398193823842,0.0204432125105699,-0.0008324082785216,0.0965548447168135,-0.102082852597786,-0.0119667798191193,-0.14949723249309,-0.0749573340786795,0.232859314245029,0.103981966787657,0.0392130391025805,-0.174322057042538,0.0020171866500409,-0.155255125042277,-0.139178951524654,0.177150510791792,-0.108982830651538,-0.117563019324938,0.0486586306620152,-0.175542447012214,-0.067715659148668,-0.170306002676955,0.247352105796782,0.339455962565917,0.0734212118850027,0.173321802168095,-0.0629611515999872,0.0312312176425854,0.262508740641547,-0.184932363378565,-0.323079091692102,-0.153069681287978,-0.0707588087577006,-0.160532774151772,0.0604269297006315,-0.137180135122653,0.0686206247755949
stable,-0.12293584845325,0.312975640844084,-0.113709452542056,-0.190772693859029,-0.0965441234742944,-0.215092407694286,-0.0449143192968972,0.486015878910316,-0.0360898690103464,-0.0434522760980413,-0.0866355330813983,0.212887519510858,-0.262853986120578,-0.459397976036484,0.321732712676387,0.0697243325888725,-0.046649240288434,-0.0284631919501169,-0.277664977437892,0.363002856897134,0.230786887862122,0.468893588943285,-0.0250827426739639,0.0024274052812297,0.363154037922231,0.134936633843981,0.113157414237392,-0.0413709645509659,-0.0438494231103041,0.0046543077173297,-0.361842829456856,0.008911765243781,0.29499850529012,-0.0043242423379304,0.137804868351204,0.323554800214461,0.270116908574285,-0.0245021105759409,0.0693632988450392,0.345042838043001,-0.0712913516173276,0.10895783688089,0.21183726651256,0.0415559832138785,-0.105060572104349,-0.290725959343297,0.283619263878221,0.300539270071816,-0.263151351677468,0.232633265283483,0.0349049085737829,0.111184887727682,-0.375225367861976,-0.297968945294021,-0.197433316253655,0.0691509726147661,0.392743122853425,0.203540317296233,0.14278558065086,-0.234501755897978,-0.0187731610365652
stable,-0.114115606789611,-0.247306070631346,-0.056404883311335,0.0176074289099986,0.326041707235041,-0.229994904142472,0.0684227353163538,0.217407275635398,0.0985818012280482,0.133624497900658,0.155586898961417,-0.0655527064616712,-0.0098143601980075,-0.172007035392812,0.242686982774947,0.0035579258461986,-0.134020511259537,-0.272442666147135,-0.183874833792323,-0.0983943677208117,0.191032123775779,-0.198864601584163,-0.0805466394425611,-0.285318333496954,0.236111003663222,-0.0593825662829945,0.238553513241855,-0.0026365646684608,0.0336538731238323,0.270067119992456,-0.251330284051673,0.0806475651772269,0.103536453802247,-0.164489296356979,-0.0938975655429227,0.34738958271139,0.122239861430913,0.145616717973063,-0.0530214682063469,0.0550933827592752,0.10613969695831,-0.0614970939238928,0.365244466570829,-0.10325824053367,0.251250291061975,-0.291075265561957,0.335956352369399,-0.0884198079439694,-0.309048483510294,-0.181788501277299,-0.413596330653584,0.318202073845469,-0.200037262501233,-0.144461892609104,0.0865416280817118,-0.301248686415992,0.301371719692537,-0.0149210955723798,0.260438911705054,0.0076950265697442,-0.0026530118252212
