group,ATF2,BACH1,BHLHE40,CTCFL,E2F1,EHF,ELF1,FOXD2,FOXP2,FOXP3,GMEB1,GRHL2,HNF4G,HOXB13,JUND,KLF9,MAFK,MEIS1,MXI1,PAX6,PGR,PRDM1,REST,RUNX3,RXRA,RXRG,SPDEF,SRF,TCF21,TFAP4,TFDP1,VDR,ZKSCAN1
progressive,-0.122420967021227,-0.213372888242816,-0.179412100007607,0.0428779038313057,-0.118035500334622,0.124646923597004,0.205791346592185,0.4012104000059,-0.0513431834657523,0.332106076459397,-0.105470473812849,-0.235904884506872,0.0074885165997027,0.43258642075461,0.158800406580563,-0.217605528060039,0.0696093166801114,0.0057874870970195,-0.0919619074888069,0.046186937785744,0.0620277750294807,0.202030476676096,-0.272948788715695,0.144800136415902,0.0222263425252933,0.261652889674439,-0.251313819728443,-0.236821845723162,-0.0506986527557512,0.107443933821821,-0.284875929173961,-0.275865788526936,-0.0358478678397481
progressive,0.0363646914697678,0.0477540867396933,0.103973678614233,-0.119687581610102,-0.138765431253825,-0.0070286764780768,-0.006575731280829,0.0855249667335416,0.144520913435531,0.127772941369897,-0.0789540510051536,0.0700559015313898,0.0043786118739579,0.0146227554662893,0.066300289951666,0.0984611457743064,0.0171854791682914,0.0111742533829275,-0.289676629989906,-0.0030730778381548,0.0384197048683299,0.0226808270955849,-0.0244629591891551,-0.0544105493408574,-0.0355181928887115,0.04407722360577,-0.0789303981446344,-0.0134549367880401,-0.0725953500632602,-0.0403556513722226,-0.175537414595247,-0.142156713243475,0.0330463981475078
progressive,0.229389988039693,0.141899310208127,-0.298795086507928,-0.13855144649056,-0.258358470881493,-0.0477568015785184,-0.061716388769456,-0.127781639317478,0.202618581983023,0.151929038597364,0.0899977960190902,-0.158830310355147,-0.0002353752647014,0.0580277395153414,0.289889231250518,-0.403843734281751,-0.059488187353462,-0.0692167272304209,-0.195691373032853,-0.009854179890545,0.202815235365888,0.0470574993587437,-0.104774652093074,0.123093349107295,-0.0118654220825934,0.0299301248597792,-0.137228522846596,-0.254647435737617,-0.112290387987563,-0.409702343588808,0.138205980844481,-0.0633181530856079,0.0322436590045646
progressive,0.209808700259837,-0.0178818096339157,-0.170663628523843,-0.339663727482249,0.0749404204505775,0.0441039309855513,0.413398428956243,0.172313559754957,-0.040645421289562,-0.0296942293819472,-0.153665710620881,-0.159105044349829,-0.155587608538443,-0.195235818644364,0.160519271119355,0.101343852926511,-0.0734400708970094,-0.278942631954762,-0.289041661578175,-0.174634342145975,-0.190952343332818,-0.133798544175899,0.0932211145579493,0.20971351191958,0.0208235826256549,0.123232638407418,-0.0252158446117802,0.124927897419607,0.0983839488223422,-0.0695645456151341,0.112925100991063,-0.158520315973967,-0.279096746410416
progressive,0.367312623044458,0.408950022302257,-0.0083874473012829,0.144205725264336,0.234860517925867,-0.28207089217794,-0.0905988230417892,0.290538296078854,-0.301600291637791,0.437322621681287,-0.195565847037254,-0.470620547597581,-0.108541083998966,0.0043096607201062,0.29841801897248,-0.259846955310527,0.297170696018238,0.002278763089481,-0.0315188915745065,-0.0673354503791746,-0.219580811736399,-0.417541358932598,0.0414574969086291,-0.205092675883277,0.061946375564051,0.195413929497955,-0.435335700180458,0.181897266330349,-0.138328915191464,0.0899951507145758,-0.407514801338882,-0.304066952736405,0.110647940399241
stable,0.288584308731224,0.0254706872528247,0.0794166789076751,-0.20407766840296,-0.210711911141299,0.0557987407682463,0.0683861327512337,0.0959959428010149,-0.107764760070883,0.0682298351176669,0.317074302075899,-0.224930625531954,0.0545685721703825,-0.0597589282651145,0.311649711974202,0.161361434101975,-0.133902216063409,-0.21472769810704,-0.200198027298225,0.0173585062310995,0.121804172244234,0.194954742451466,0.0916322342680487,0.403347136012523,-0.0783766167907166,0.0483301418081558,-0.251069113392352,-0.0919024015562064,0.162732361617214,-0.103195042152159,-0.258944571784598,-0.0841643636852797,0.208045503861704
stable,-0.285719910363135,-0.0118993540514662,-0.108646068632134,-0.0026897700171982,0.114178023002169,0.0166176365866246,-0.0081274720779146,-0.0689357214620611,0.0718934842005337,0.201583170488843,0.0275954953544211,-0.0908392423073669,-0.0702568942599298,0.149190220646194,0.0970970289391952,0.0614164153926924,0.0847155266028763,-0.111262315882728,0.0685123317371318,0.152820425888967,-0.0653177451581562,0.138593695984296,0.151517149099196,0.132051661090504,-0.0221464591552424,0.123401327309313,-0.0262322669375211,-0.073220771467836,0.0263791633373293,0.0097184271978675,0.182236690934005,0.0117429131140056,-0.0550692978537727
stable,0.127488391805493,-0.0410080913239536,-0.142424685911732,-0.195652958922506,0.0606131878595145,-0.132197222133292,-0.219341469240518,-0.100443012799043,0.0808328030222571,-0.0858416618174701,-0.0570111418367987,0.0483272571213906,0.109126742567747,0.0708826421946779,-0.0562451886311252,0.0621846056803248,0.165776651989139,-0.184286688520203,-0.255914159519939,-0.115871727529886,-0.0973656163153175,0.0704773532664972,-0.184162317965971,0.238801329065738,0.0506915888743317,0.203556015548678,-0.188402072972534,0.0509490069982074,-0.0830875874556274,0.231594551277441,-0.0554893069611973,-0.185927729059911,0.184101475560288
stable,0.212004276016431,-0.0246970584863913,-0.0503983555216404,-0.145534862786316,-0.187220460413957,0.11290695737972,0.0114066660691764,-0.190448024573863,-0.03266649736513,-0.107146783475974,0.0585127386167303,-0.109702628171592,0.0963713502169133,-0.070680623588911,0.0758057254308522,-0.0995766766332714,0.0177793252682979,-0.0652691734034869,-0.149756344389891,0.0843504038775454,0.0744337164864642,-0.209018135969209,-0.0690735228041048,0.0625256042584148,-0.0728731354656262,0.171133547094613,-0.0652572567651285,-0.133966050658807,-0.0697400069251803,-0.157290651457106,0.0544843663870563,-0.14169950020972,0.002357400257683
stable,-0.0004590289355883,0.0232325642178656,-0.0281288008934714,-0.0458968480225286,-0.0395852001581882,-0.0049960959807373,-0.19495580721031,0.0150914938835156,0.207373338792417,0.0928163632856096,0.010917051061001,-0.077245004957435,0.0975873709947803,-0.101200982368475,0.224451007265997,-0.13944202230159,0.221883273674048,-0.0886652389602934,-0.10589210263354,0.0352039136290444,0.23880159908344,0.0830626461403896,0.0599204410991673,0.342436449596985,-0.0142522438963885,0.177439081662168,-0.239327452786462,-0.109444179084073,-0.117045793258702,-0.197128745689972,0.011494291822664,-0.0028817776120876,0.0212439066396733
