group,AR,ATF3,CEBPA,E2F1,E2F3,E2F6,ELF1,ESR2,ETV1,FOXD2,GLIS1,GRHL2,GTF2I,HES1,HIF1A,HOXA6,IRF3,KLF4,KMT2A,LHX2,MEIS1,MXI1,NANOG,NFAT5,NFYA,NFYB,NKX2-1,POU2F1,RXRA,RXRG,SETDB1,SP4,SPIB,TCF4,TEAD4,TFDP1,VDR,ZEB1,ZKSCAN1
progressive,-0.0505801958806966,0.0123227169278638,-0.109111248805048,0.285060084314445,0.0277798350947453,-0.149806595388228,0.172725515086293,-0.427767964839838,-0.242704912961667,-0.0479793097461926,-0.224906256280531,0.0372571381318697,-0.246498798149319,-0.0516768658177525,0.162077442792042,0.13868428744552,-0.122249058253697,0.129992437201152,0.0983964871227323,-0.168146177105885,0.0221853364293592,-0.0313958819142267,0.0944914529549727,-0.338470874221867,0.0701127766515018,0.129747909444916,-0.332550338548166,-0.0306474787815062,-0.0822576552111945,0.10856291383652,0.224765467572395,0.144849350875455,-0.107807100771792,-0.219593335031416,-0.253834630836382,-0.242771602349731,-0.0430887546214842,0.0986706546069963,-0.237806947904951
progressive,-0.06096671725256,-0.0873119179207439,0.058122880129183,-0.0744251042059354,0.153499230480584,-0.113967595257038,-0.0525355248632312,0.124954138111299,0.200931569986875,0.166768057983553,-0.0898892583953413,-0.0558382016313212,-0.0254915429258848,-0.0476189483984378,-0.0419014345436315,0.055478400536468,0.215529763162751,0.0281762725869239,-0.0700951877964665,0.0007218290261281,-0.0882031535276609,-0.0418994303908519,-0.007544076429792,-0.0912899941755674,0.0680746120982309,0.0341777637564208,-0.0465909850352219,-0.0013147242234338,0.0268003103618903,-0.0694971708753907,-0.0336381456205069,-0.0064390645263817,0.0417391538393925,0.0442615471252819,-0.0385539983634632,0.0234094508714968,-0.0587132144646035,0.0209184559791549,0.0528526820406068
progressive,-0.0126104730264446,0.0237875501157392,-0.0840059919042855,-0.0782920746070647,-0.0283140182854146,0.0273412464464483,0.0249597881519815,0.179832997096362,0.0454181456179059,-0.0567491922980544,6.85114112329381e-05,-0.0568919141547281,0.0539093512521907,-0.0559994617978715,0.0161838221417842,0.0568020962822719,0.0092571858986718,-0.0106054106579236,-0.0640697999059407,0.0155190441515204,0.0084511347270964,-0.0147482668583396,0.0366183311312272,0.107747690078136,-0.0109938743229715,-0.0066135173636474,-0.0213757106389124,-0.0486293395594451,-0.0199987993741393,0.026789273799954,0.0940511751995001,0.0388798637058518,-0.0003046318285222,-0.0510272799528441,0.0684737456735209,0.100082147399811,0.0162050192690179,-0.0908870085402374,-0.0264919810154836
progressive,-0.0444235347552848,-0.0101174661797553,-0.132995566350288,-0.109106558826827,-0.0137420729956094,0.160396218688567,0.367784629808153,-0.104976078701985,-0.25190035091916,0.0451651548490435,0.0642557330241449,0.0706307189956606,-0.059329607500701,0.126733542379809,-0.0240068809158465,0.0940826126890254,-0.0227102735996061,-0.112205646768296,0.134581945756143,0.0057561506614918,-0.0912094487496289,-0.390755207149277,0.0164875407599216,-0.06397087232588,0.0640101634566751,-0.0516187230821496,-0.134960122890046,-0.0746678826848639,0.0237858683051237,0.397105636164046,-0.129351313969036,-0.0362804478979866,-0.308744794397067,0.113698709738512,0.178848315988247,0.266104094701612,-0.228040811743795,0.400003357060189,-0.0814456027470301
progressive,-0.0628532955669266,0.382860656282595,-0.382372441489371,0.179898433181709,0.0653292420182765,-0.0543356910494306,-0.273082072777672,0.144938766738353,0.350416167836472,0.44873042182194,-0.142837699503228,-0.29068831875831,-0.289615989837479,0.0330503978769982,-0.297562557409329,-0.0457309053188589,-0.0222747999408416,0.208328226765695,-0.0680013461990468,-0.438678427954312,-0.205486119219427,0.164615566529539,-0.317592441113471,-0.083916276646016,0.163486569820208,-0.460543476193698,-0.364365161928585,0.368567296398833,0.186933957076918,0.0590391174948647,0.0988983681130752,-0.198882142328943,0.0131643631744308,0.368362420548106,-0.475141970323224,-0.354618302306721,-0.145483649320076,0.176437339022604,0.262515709752897
stable,0.0655043160733504,-0.178859101166992,-0.094251466296366,-0.162848498926245,0.103524696480444,-0.169806701221309,0.150775466551975,-0.158943042367951,0.222934958278285,0.195449656088276,-0.14484741818769,-0.253168886343959,-0.15117961595176,-0.178730101324761,-0.161249119526386,0.0497324455321555,-0.100534469205348,0.175945125917283,-0.176489753958819,0.0028341702625665,-0.240291654741376,-0.0164603252076757,-0.277952297770639,-0.0856352607324631,0.0241807744518524,0.0677467132249216,-0.0842730415298403,-0.0007440721832051,-0.0051846594429559,-0.121142672285001,-0.0469918821466312,-0.0558358188938788,-0.180436206229686,0.0526428678201084,-0.0306821478564747,-0.110865935383317,0.112346973826215,0.217401425321331,-0.0301638253971731
stable,-0.0288543543217714,0.265672048849938,0.228941916735182,-0.0133258555289182,0.0508259592608292,0.179424500569849,0.0695659650574765,-0.130706513140151,0.0805563648807566,0.0730134695538349,0.104208898569163,-0.154969302970946,0.0163189030933469,-0.221872378572278,0.0378697650279843,0.105996588088956,-0.11403548680393,0.16527929443904,0.223249881974044,0.0279198996037384,-0.133129318567063,-0.138570712412577,0.0783452079987637,-0.198168082086081,0.0866718670040939,0.107017711438819,0.193570898607186,-0.0792554840415124,0.0632205952465764,0.125735581828516,0.0863429008023374,0.286653860553587,0.0359938744251107,0.244989575957205,-0.151286482071468,0.184440043240108,-0.0559191461277762,0.15585829496855,0.0398622921982508
stable,-0.001511529182694,0.200163632539083,-0.139364398551601,0.172479277236065,0.122454081345779,-0.150750425755665,-0.0083414560164781,-0.0475255411099932,0.131877316947591,-0.0887272698707354,-0.217783647612279,0.0832480892160465,0.143330078953499,-0.198873595318965,-0.105457206004569,-0.0559885839932908,-0.0149289975446618,-0.136578150179254,0.129811241272275,0.194426804864616,-0.0050481920989825,-0.115726988054752,-0.0728104846262057,-0.0878258713573896,-0.026154241745127,-0.0023992991542286,0.0147946268803583,-0.0957506994717228,0.12480782062263,0.0536004917804689,-0.0640548223079871,-0.003520387508919,-0.109118102653236,-0.149743546834004,-0.145587066846749,-0.131706059114336,-0.11009676711437,0.0710680586607604,0.138777864407124
stable,-0.0251144794661567,0.0338416057226729,-0.0409299211369882,-0.0965492083578775,-0.142517043325505,0.0019579420121306,0.0997075064878704,0.233091874514343,0.0644606663201897,-0.18320162832983,0.0637223922850888,-0.0611530519159633,-0.0257591071674174,0.280954483373752,-0.191950439970104,0.0115060920019681,-0.153211605692514,0.0993548223112308,-0.0050683920441303,-0.0108347082053245,0.0276179005841575,0.0288155055712445,0.0458207843305036,0.0870205320584295,-0.0458331374471219,0.111301958337091,0.0638546083935232,0.0713435639699525,-0.0146931960894902,0.0910862717943311,-0.0950004835626309,0.0162485559648418,0.173738008181655,-0.0954642918450945,-0.0687439611622992,0.0951569743543763,-0.0120152669703531,0.0860607650240503,-0.0654317075963733
stable,0.0810284673367899,-0.103939423007653,-0.160419858045268,0.0438087412321309,-0.0371053484272245,-0.017733459472332,-0.308359635641443,-0.0228878341618766,0.0043296255445174,0.0115375099976346,-0.0241452506931556,0.0017646138879882,-0.0553928632079888,0.0086981149020126,-0.0513992374642787,-0.0090941322367856,-0.0400619498955293,-0.0030132983600222,-0.156263643818151,0.0612031262349073,-0.0504854459123026,-0.0323152604909711,0.0404039760470832,0.0853931441050372,0.162582949003028,-0.146356938124582,-0.114131826921309,0.0162332670966922,-0.109197721500888,0.110768508270988,-0.0088192568506932,-0.0277770494185732,-0.0330610521425434,-0.08985313560448,-0.0366228714072512,0.0389762228671518,0.0773471049511507,0.0421912194970584,-0.044467827225003
