group,ATF1,BACH2,BCL11A,BHLHE40,CEBPD,CTCFL,E2F1,E2F3,E2F7,EPAS1,ESR1,ETV7,FOSL1,FOXA2,FOXH1,FOXO3,FOXP2,GATA1,GMEB2,HIF1A,HNF1B,HNF4G,IRF1,JUND,KLF4,KLF9,MAX,MNT,MYB,MYOD1,NANOG,NR3C1,NR5A2,POU2F2,PRDM1,RARA,RFX5,SMAD3,SP1,SRF,STAT2,STAT5A,TAL1,TCF3,TFAP4,TP63,VEZF1,ZFP42,ZNF76
progressive,0.0056718752702658,-0.0564292370276098,-0.0861835525405356,0.0017699935588184,-0.182598852233349,0.176354525514692,0.0839858653708503,0.0431049360736791,-0.142573310157912,-0.0580018335352589,-0.129828040554078,-0.142178516055573,-0.116602438125732,0.0886510156801524,-0.106916822815022,-0.138849085792517,-0.259373145334812,0.0236350069266761,0.0648186117023069,0.10633121156322,-0.116957752817836,0.207141885595404,0.243305025369628,0.101383125480575,0.0442037796585218,-0.0831041585422938,0.181276291990514,-0.0608706706789201,-0.0124754936339025,-0.0965205781201036,-0.0069154766926326,0.334581421830333,-0.144376203225258,-0.0446380531710943,0.177019095586962,0.0153180111707411,0.188672101507659,-0.0286883714366113,0.0369922073891351,0.0537841165419406,0.173242232007922,-0.195692856627582,-0.0655489807916335,0.0342615481812925,-0.0727013339456694,0.0711024178311977,-0.0922568018148458,0.105653481687539,0.143297099345533
progressive,-0.177437626264533,0.14822516920346,0.145097013604932,0.280259255744017,-0.136628943993306,-0.292417071533775,-0.128289496439356,0.04993058844871,-0.113147583621109,-0.142283044664334,-0.129476848719434,-0.0527613463453501,-0.0692556562087658,-0.186493122793672,0.0918215054807973,0.135543817801128,0.265630058988896,0.171744724450652,0.235569106743858,0.139992611336311,0.146324892559456,-0.0943143856370932,0.0553429281527343,-0.0304766654510323,0.263230450810611,0.204869194813456,-0.0012348743528745,0.0979564231984716,-0.166848785052885,-0.240248981604563,0.10492952954654,0.0641004673481174,0.27448977763619,-0.131826836205417,0.114079417317426,-0.237413700016989,0.203847820018249,-0.0375404321617275,0.0403069256655182,-0.107055804193264,0.221547483653498,0.093856933220939,-0.293947991144856,0.108574505175226,-0.192893585832743,0.137460976673151,0.0932985605245771,0.0066536031873925,-0.0441178787790742
progressive,-0.0925589156898563,-0.0759429960824378,-0.055231922751472,-0.28070846863337,0.096229472667,-0.0077366440925618,-0.415438509566366,-0.170964396511095,-0.324149301939286,-0.300510249762913,-0.18246455528985,-0.192275763966167,-0.14551195084759,-0.508585422453786,-0.432905310974129,-0.300825093920061,0.195784445008658,-0.411455187318221,-0.189738502322622,0.104200148942483,0.405857087105505,0.244059293373414,0.479935864084342,0.462755054413867,-0.0045099986040245,-0.540684470307424,0.196747863845765,-0.279361489002472,-0.0858188896162044,-0.58699443108182,0.16965114523302,-0.129922736411319,-0.230602436555787,-0.0501573742657606,-0.0635713304328971,0.010210216224147,0.525267249051722,0.222323770147787,0.300580213731245,-0.215261529320648,0.118913043571555,0.11937889045884,-0.058823986027426,0.426714035247446,-0.611711392025108,0.0577427762412948,-0.225480602859712,0.483960159288549,-0.231478290188517
progressive,0.216123717828305,0.0171814589194585,-0.0433573597095918,-0.442333479800457,0.375908128252033,-0.497702975268126,0.0278584117318392,-0.246697602983488,-0.507468755935132,-0.263536244660132,-0.218970003094301,0.047750833321446,0.382507360176204,-0.344847081751799,-0.259296136656905,0.571002714685611,-0.264546653375795,0.196686882311386,-0.296902286042971,0.132074853547321,0.222569584143849,-0.330602123162235,-0.147181365997115,0.25870522798837,-0.314052169690065,-0.0153997114074642,-0.14427193018639,-0.319862019805125,-0.200345103152468,-0.253472754282261,0.290758640191487,-0.0778150033656021,0.153888855997964,0.0006540592132637,-0.0805034122697757,-0.331247160869109,0.422107262474426,-0.184318397050909,0.216110185568721,0.0590141840491666,-0.247653882660811,0.339524392981791,-0.27063617018894,0.0046415650375749,-0.150744861021104,0.313005674948843,0.0995974305438812,0.0439031608461774,-0.195527618740291
progressive,0.175747603224874,-0.0308219678897634,-0.187557557869799,-0.233766818722208,0.0082839467887168,0.06107140370881,-0.148337136777175,0.0828236738990106,-0.21309643672081,-0.564567952188322,-0.104224527852702,-0.0895519128541934,-0.104465386172107,-0.158784859943498,0.0147436879452186,0.0268260888858638,-0.14259207358481,-0.227311026062745,-0.0938044441656558,-0.302735216509871,0.0586470265266021,-0.0669744067827526,-0.0114861778876917,0.462400591293161,0.319220191649476,-0.255906041622272,0.155049581744201,-0.144428124708143,-0.376939321371813,-0.041538188854767,-0.286246292873225,-0.0089591397824587,0.168770608956208,-0.0507697749329462,-0.303603885858544,-0.349998726071806,0.0269721832763225,0.0855836733295698,-0.0584219621953548,-0.0168916703346666,0.0589076273312042,-0.148435849203161,-0.0395047128794623,0.308085429998294,0.0224748451484157,0.0754597269204802,-0.0467936384142437,0.105582810834265,-0.0398284896366953
stable,0.016486586739011,-0.21415098767267,-0.284591097787747,0.311729097928701,-0.24545137981,-0.0341151239373664,-0.361886937112988,0.123241767137376,-0.458594732320486,-0.0768575567918233,-0.0891294076311819,-0.0375123694624025,-0.162219585602574,-0.0569208998538596,0.453847903516558,-0.0619817920774553,0.0471643208030179,0.218635916671218,-0.300472394292755,-0.189135529804823,-0.18824460171516,0.251868706294087,0.387323129385943,0.35956138943773,0.542470458701992,0.163260033360843,0.20926755991105,-0.0262827091748779,-0.0471588520370038,-0.338298106018868,-0.265682628956768,-0.0857387727024266,-0.0779566585680021,0.0275864389541125,0.163986297506784,0.143204866460463,0.142428842553426,-0.257848231015395,0.221303172077864,-0.0198883995851138,0.0808319073721738,0.468465314109006,-0.36577096290961,0.282270357818875,-0.086015876879252,0.266246092145212,-0.0468799449702836,0.197323474454559,-0.351065030423329
stable,-0.244833022044236,0.172374554499857,-0.0977751428350785,0.108190056127648,-0.293454838388314,0.0391436122165994,-0.122297651659723,0.128618372687864,-0.354347574307021,-0.310250824638534,-0.361213823656419,0.184963465292312,-0.319904182165345,-0.328978957991414,-0.169462463231259,-0.131584765937046,0.329257403201641,-0.250120972523154,-0.0885533975180791,0.18789414908687,-0.0753292420886181,0.0405268371242168,-0.0776925587219018,0.334664729502009,0.357989938678647,0.291198650118902,0.299444435382671,-0.482068341158205,0.136250457035186,0.0855809543199731,-0.0176668837757962,-0.230828275643866,-0.122455393010933,0.358814207329592,0.0251108294675583,0.224260096948766,0.205539194022649,-0.150508858611168,-0.219610342301451,-0.357615874763477,-0.007676647385736,-0.0669974295023463,-0.0859739058805647,0.224708973646971,0.230481362718988,0.0647229438264326,0.293657585457129,0.258008335203116,-0.0124164134682601
stable,-0.0839757411483796,0.044871927519295,-0.05611560627308,0.0025232738615373,-0.148573882948947,-0.0888871556601337,0.0998002406647949,0.0398510509989787,-0.0332344525151948,-0.105247105123686,-0.0068242785141001,-0.0602395309690147,-0.186915518568132,-0.0130629968932791,0.0172977698427249,-0.0528252255307134,0.0120309118575768,0.121251405744221,-0.0447462413105894,0.0064313037422731,0.213600271753932,0.0055429774420184,0.0021041658053022,0.0471579994673439,0.188326305186928,-0.0126389599661144,0.139412190081281,0.0512033702828376,0.0058088284177853,-0.0245000824886465,-0.11940503015702,-0.153660015666675,-0.042442045493393,0.1142919940188,0.0586713798773096,-0.0665391927835423,0.147832190558849,-0.0280401413490422,-0.0388018175998338,-0.0192056536317358,0.169592796316326,0.124717634225483,0.0802446885394609,0.0823690319101313,0.127411313530932,-0.11043910588159,-0.116329928120986,0.0797552413876675,-0.198463811813849
stable,-0.150390505034012,0.258798232529085,0.0388065066031931,-0.101709261005454,-0.0584994655864114,-0.111341257336122,-0.122435787320526,-0.337578530995535,-0.140664282598491,-0.181952835453146,-0.200128031616129,0.055843467255875,0.0007008066548421,-0.151139266045788,0.120105769742439,0.0018042022608277,-0.189686254952632,-0.0710036755060726,0.002428994578982,0.0199344628654039,-0.207648947494692,0.0275822177706149,-0.0240958024025634,0.070520618253201,0.218431947368776,-0.128166704137889,0.18870583827026,0.0228257295270694,-0.162332822519588,0.147115999424878,0.200819039547882,-0.0842728291771565,-0.126419958026082,0.159822765776872,-0.255237831852864,0.100798573620212,0.0620898068054035,-0.0348793961386533,-0.164794182577863,-0.258545346291797,0.14057025444764,-0.0247836430702883,-0.120753128816798,0.0912242313925656,-0.335014927695335,-0.236654553515188,-0.105920880859068,0.163365499058433,0.0296043673874151
stable,0.264314381662373,0.186660163618834,0.129363151473585,0.0362977771270636,-0.0429778075156459,0.0343317298920497,-0.146425056637007,0.0665278501904111,0.0475470162545933,0.063610565602355,-0.0999293911129466,-0.191143469310286,-0.127149331642625,-0.234875599606172,-0.312127975160125,0.043575389287584,0.26171239544889,-0.0706007658253619,-0.0953400955917493,-0.113719821884277,-0.0846042447020459,0.129732299519722,0.0320504911270488,0.287939536081403,0.155857830950533,-0.301330581788634,0.220510665493574,-0.128725396137146,0.0377973408976967,0.113715334411646,0.190863750182996,-0.231690028261575,0.188979118522847,-0.0200590026575463,-0.0790193713244354,-0.0528322974118365,-0.164914084941459,0.0165606972084498,0.371687528267748,-0.432224923030437,-0.191575014594902,0.086297517707888,-0.241740364284703,-0.0063059674914689,-0.126801979892121,-0.136057071658404,0.163879188277237,0.385727441148407,0.266009364181598
