group,ARID3A,ASCL1,ATF1,ATF2,BARX2,BHLHE40,CEBPA,CLOCK,CTCFL,E2F1,EHF,ELF1,ELK3,ETV6,ETV7,FOXD2,FOXH1,FOXM1,FOXO3,FOXP2,GRHL2,HNF4A,HOXC6,JUNB,LHX2,MAF,MEIS1,MYB,ONECUT1,PGR,POU2F2,RARA,RARG,RFX2,RUNX1,RXRG,SOX17,SP4,SPI1,SREBF1,STAT3,STAT5B,TCF4,TEAD4,TFAP4,USF1,VDR,ZBTB7B,ZEB1,ZKSCAN1
progressive,-0.0202568318148888,0.0679231590067744,0.288366349852619,-0.0828528172958047,0.186600369987938,-0.26683371087485,0.0354715108530732,0.102811055944913,-0.039210711633644,-0.0092631743475119,0.402673242680085,0.135188055807169,-0.374727636846346,-0.111395609461105,-0.343741809688295,-0.0049946493185119,0.0230120323900462,-0.268095945621104,-0.210609975000024,-0.118405762648636,-0.0959366269236457,-0.148638320683922,0.276415837013082,0.0468655546109286,0.148889410391511,0.103822200983579,-0.0141085270831336,-0.0466416097365931,-0.178049747513312,0.0506522588496917,0.0619037922329699,0.0502654449758395,0.0294521440792688,0.113573982329641,0.140386291375077,0.360632682179839,-0.0242742671363005,0.0153639756210748,0.0140678098332544,-0.101901704030945,-0.0907316051474247,0.108959360676668,-0.05746561199614,-0.0587346329507076,-0.297242710326279,0.177852947472229,0.139219063545207,-0.222377260215105,0.0069015738545198,-0.0593114606573292
progressive,0.0961908891856676,-0.116478880842641,-0.0091858587344871,0.0166298450510813,0.0870121001343411,0.0488361036058835,-0.0044952946049743,-0.0570363022384805,-0.107051580239111,-0.033989183891462,-0.050476075073393,0.0717838563371692,-0.0684057179408716,0.166310444593968,-0.169109990369117,0.0944090364905907,0.0917198265291816,-0.0759897814969162,0.0390542462027426,0.181815283650242,-0.0955260951863962,0.0551946253969346,0.0033825264755008,0.0570943223968328,0.17644729760464,-0.0115233885259847,0.0170611444803115,-0.0025237793754518,-0.0691196584272178,0.0885933200969646,-0.0632835130870794,-0.203953972089346,-0.0097906823179826,-0.0747737472368627,-0.157360810789915,0.121175246987989,-0.0317097230147523,-0.0145168874019118,0.0147664715956977,0.0033154863765643,-0.0834019786175055,-0.159772206581331,-0.072719589849015,-0.10101977532295,0.0465426496321594,0.0558485467110694,-0.0762530662491028,-0.0832960796394038,-0.038078288631535,0.102648776592451
progressive,-0.0880318990498904,0.192846501480904,0.0206654212653211,0.156304246378273,0.182157336248446,-0.13309747164162,-0.168838238821512,-0.21400140010837,-0.0477697371591073,-0.191653266678976,0.0074860106286531,0.0532693905449494,-0.204407764974488,0.129439796820194,-0.111124895499409,-0.112489590454895,-0.285290463936433,-0.0125699421025588,-0.108336805427609,0.145394974877421,-0.146081640439019,-0.0634564335189595,0.0625290766742905,0.121645268767437,0.0454534267505469,0.0006413450158225,-0.0732489583062328,-0.0441295924691529,0.0932075672485651,0.151735984345299,0.0449551069838514,0.0140283330328026,-0.0633156768750818,-0.0839575871405464,-0.0445645717461034,0.0758276535355601,0.0444996329208418,0.0087698091833177,0.187119910231316,-0.0656154109975591,0.0337507492331555,0.0260516314988951,-0.0736204424158076,0.16854553718514,-0.267197499236003,-0.079761131462211,-0.0414104757308142,-0.0378820340697833,-0.111506987916484,0.0018593669080597
progressive,0.308544921715918,-0.108481561279902,-0.0013760971881842,0.11513193063417,-0.260229643182279,-0.199483466637651,-0.0968606736539313,-0.0624582439493254,-0.436457527572789,0.0469713976675864,0.079275164101918,0.148268719112185,-0.224469525616421,-0.195410403053895,0.10701801978879,0.214339793471961,-0.106194202408572,-0.109816237482489,0.407379995683331,-0.145272601153965,-0.119531759770973,-0.0180273333983868,-0.256787099045952,0.39760924541405,-0.0264403958064162,0.210450823157527,-0.189454985791318,-0.163235501908089,-0.206594069165225,-0.0223213089053296,0.0238400783772386,-0.145175952187571,-0.152065642791958,-0.244107675121378,0.0962301542065024,0.150399598704591,-0.0042755661800105,0.015164683060425,-0.0208623697459503,-0.0979652332698652,0.0408871151164842,-0.0820411654734857,0.12788038953474,0.418540650135996,-0.302202908587765,0.15926368962246,-0.381726598603268,-0.116337741548231,0.307951220922354,-0.203593348875271
progressive,-0.290878169068403,0.176630488607767,-0.0745645051697886,0.176263966959689,-0.0598048019482862,-0.0161969622684623,-0.379794673603966,0.251141456907612,0.0389542502154551,0.26066690153689,-0.289498565112152,-0.134130450313709,-0.039588456213254,0.233383688969242,-0.0261754111818831,0.385877285673765,-0.0237991978005196,0.352840918697512,-0.154021456608312,-0.329470015856545,-0.129662180783762,0.052198448195464,0.378493315842249,0.0373769716624876,-0.246220183093523,-0.0971405914031246,0.0024215138097777,-0.396251083780619,0.123402485221071,-0.2139786327249,0.117480483761105,-0.236542364295942,-0.0344695078024484,0.0553035866522198,-0.139690048346362,0.207891902434337,0.160458235663894,-0.271057172526804,0.21110411463098,0.129748663419825,0.0158263223996188,0.125395704071296,0.180975211514766,-0.183738537648033,0.223751170600075,0.420429157891512,-0.136815530252442,-0.181440570461203,0.184047404205403,0.155042775358014
stable,0.180686081022836,0.0839935260289979,-0.0262780336056764,0.12126289764887,0.200747239654631,-0.0282986655565555,-0.104813299380981,-0.107853226650932,0.0760779083777117,-0.12284208145327,-0.0962084782678989,-0.0459192448030822,0.038415434143169,0.118115715381618,-0.0550712776810696,0.0192619659780985,0.391148411220888,0.0773253846643893,0.0336486765603667,0.153791735097793,-0.205707690068595,-0.11358832410797,0.0605109578396344,-0.344176687918804,0.0039921105397276,0.22391015563883,-0.090504513344839,0.0161441141620206,0.19776970173421,0.0679137275808857,0.0598154160176277,0.0210503778102571,-0.0240159846996919,-0.102340841772297,-0.121997153180794,0.0755730144883341,-0.0982333357922521,-0.107113129885087,-0.256137672414573,-0.12373386387868,0.152717196619625,0.105399597700522,-0.007115368604221,-0.0503043958166946,-0.0331387492672919,-0.0015454413573934,-0.0313944573934667,-0.0017102387228862,0.0553886928179239,0.101716078305982
stable,0.0090619554658379,-0.0488609269158501,-0.0334034410942887,-0.108951284720171,-0.0148839540291669,-0.195354882979932,0.0786433838447519,-0.0171347408790523,0.0357422868976126,0.0151966781733777,0.013775023799867,0.0498205397893196,-0.0643465916025117,-0.0085046571500774,-0.0562794725915186,0.202079217810494,-0.0788331317461609,0.0267270409635984,-0.0635339988947827,-0.0999697309074719,-0.124661308305593,-0.214290008305283,0.142797470917747,-0.0639335568243841,0.0150887102391619,-0.143515878831798,-0.013471794708027,0.21949038723034,0.0562831480956621,0.0112864012026949,0.183651771494966,0.0843623151460564,-0.0044291356389424,-0.0974656405636959,-0.0913767085119442,0.0053190670796911,-0.165865853798487,0.0890144313697054,-0.0139857527040952,-0.160954461386715,-0.0666424033781552,0.101964151343347,0.0456742648234219,-0.0515916733484763,-0.0016179875531768,-0.111223971448911,-0.0333208953970656,0.0051659210737113,0.12169042893559,0.0065805307309469
stable,0.0914895902928601,0.196581937448157,-0.0991202271652625,0.0075889075651427,-0.0568134807746204,-0.0439369713275846,-0.0924979698170923,-0.057661714240426,-0.110271452838315,0.0802964253537689,-0.104034469848995,-0.21915780761378,-0.0954389149195441,0.049845946214936,-0.0048923544810567,-0.0844233751072032,0.0306927190797174,-0.0391104389236392,0.0354483903958633,-0.0122298888984431,0.0867127656297637,0.0835901012043775,-0.0471855060407803,0.0181895163411474,0.153137424435931,0.119992334331715,-0.101801033340949,0.1190300407594,-0.0463305014043627,-0.141986881128909,0.151122345057696,-0.130918589173428,-0.0778647352689684,-0.103540594311881,-0.129630754514794,0.10212074807116,-0.008285918220615,-0.0627025095779987,0.0778113532494929,0.174377641831077,0.132356806807282,0.172950709481577,-0.0980574683173562,-0.0380811160112353,0.097638128146668,-0.205894921524306,-0.144530374263348,-0.0960944587162301,0.124086005618731,0.135166685142152
stable,0.0039489149109833,0.0314323300968724,-0.165339191948937,0.0906855414529726,0.120252823561508,-0.165119613753925,-0.0049596933748354,-0.131835902361351,-0.0250634994765474,-0.0984018067324064,0.0248457941246005,-0.057076157836631,-0.169995079808221,-0.0139368375933527,-0.0787479385226861,-0.0126870944778982,-0.112741103115187,0.0611496927374988,-0.0351451149295408,-0.050200039832625,0.0324229122260519,-0.0732545354917408,0.112148930385025,0.143123679365506,-0.0344990853069184,0.0765990282665701,0.0019007838587098,-0.0874357031789897,0.0342094526578042,0.0371736064383231,-0.0008836782223411,0.129342692685579,0.0336728071936467,-0.119193907969151,0.0708708112091934,-0.0162243382362695,0.063351700625373,-0.0473838912716115,-0.0083232689019744,0.0145101806581057,0.143421208325921,-0.0916545099608359,0.0801318683128699,0.0135706714654791,-0.101531529963336,0.19401095136818,-0.0013234926383064,-0.0100656203608717,0.0976896201939518,-0.133484510432245
stable,0.0811611395122228,-0.046232756196789,0.0157833448992603,0.0992090585120857,0.0864165685829635,-0.121482077979911,-0.0581581839562111,-0.164435216933132,0.106810694899968,0.129600540132206,0.0993881642259852,-0.201595720438116,0.0361733729408079,0.0884668139535752,0.04403652360854,0.0407744071088164,-0.0953986592147107,-0.0433607512149095,-0.146242307593446,-0.0680158656011774,0.118184849228297,0.286238068040719,0.0892643162047045,0.0264234648639457,0.113199352516724,-0.0521638468969587,0.0586427773379737,-0.0009098171514967,-0.319147663018781,0.0984703720519771,-0.125871109466161,0.115747704501686,-0.0671513510081129,-0.0559653850582101,0.0929507703605498,0.141068400975043,0.0627449295422202,0.0786991836044656,-0.0803849039877902,-0.0265764302262803,-0.188930387812368,-0.2171156680661,-0.0170161504624644,-0.152526071511337,0.0978140941578186,0.0371373537868605,0.0986112641163433,0.183630874589412,0.0978146479788264,-0.100628058698088
