group,ARNTL,BARX2,BATF,BHLHE40,CTCF,CTCFL,E2F1,E2F7,EGR2,ELF1,EPAS1,FOXA2,FOXD2,FOXO3,FOXP2,GLIS1,GMEB2,GRHL2,HES1,HIF1A,HNF4G,IKZF1,JUND,KLF10,KLF3,KLF4,KLF9,MAFK,MEIS1,MYOD1,NANOG,NFIC,NR2F2,POU2F1,RARG,REST,SETDB1,STAT5A,TCF12,TCF3,TCF4,TFAP4,USF2,VDR,VEZF1,ZBTB33,ZKSCAN1,ZNF143,ZNF76
progressive,0.002170275308789,0.118890188116428,0.0624102574360274,-0.0818701728187862,0.0190245410047039,-0.037402617023811,0.100973872801318,-0.0885129303748669,0.030951160330815,0.0280420678956297,-0.0114582620406278,0.0474162277190746,0.180449486540802,0.0289326063961966,0.011372506481314,-0.20513389446022,0.0345133143330827,-0.174354245248033,0.235966316324293,-0.0768633674711544,0.0610117821610631,0.0524692091371063,0.125598911487365,0.0338800425104573,-0.035252131459479,-0.0724172715498054,-0.0992851479409839,0.0193543700789879,-0.114312160565365,0.0679118063950853,-0.0237542899299371,0.0540589852751554,0.0201195735313269,-0.068538481636225,0.0251263788789587,-0.104067669518103,-0.0649697310524716,-0.0934273835816992,0.0501208261282038,-0.123705692600975,0.100901310404976,0.0354830118114778,-0.112049533115777,-0.091633113417594,-0.0922861749846764,0.238004660003369,0.0251725549493585,-0.096369458924313,0.171431959649876
progressive,0.0450821826152223,0.0616397691646082,0.0794091988612802,0.13992506087737,0.176664637013052,-0.202246859965431,-0.162336866164465,-0.183200885674214,-0.0472285502789133,-0.0466990643022849,-0.0696246944498004,-0.162270154484379,0.0750014595163717,0.136351895402739,0.250530174733545,-0.0647064027165148,0.181039277640721,0.0514723855240461,0.113968934619227,0.0080349941074567,-0.0925360659691267,-0.189372160203332,0.0278016602418401,0.0337665352842181,-0.0273454776389847,0.231804435206579,0.137388708045302,0.0474169979190147,-0.0443112349513887,-0.222955904549124,0.070175965740318,0.0334897308989437,0.197699947059475,-0.13878376287742,-0.0845922803324806,-0.062722162667776,-0.0088471749190376,0.0398907797151115,0.0016181906758799,0.0566428446030789,-0.129987404774257,-0.148495337911932,-0.0906454186208301,-0.0827203795740329,0.0067789725875843,-0.169931572533277,0.0922057800407424,-0.173704358802557,0.0216780235557548
progressive,0.0071742032123017,0.285083594688429,0.141018544541394,-0.258581091472874,0.228744739343364,-0.101101822560576,-0.307940705825724,-0.207549679869926,0.111886538246495,0.0514133325435399,-0.287238227667216,-0.428255964284362,-0.21990021586748,-0.15158440112283,0.214676253423047,-0.240365972221334,-0.156302792345283,-0.222064632303957,0.0699132703401194,0.0046452362065635,0.0928354193793755,-0.155754098166569,0.381740735613182,0.168760870634531,0.230011981150111,0.0515293201683882,-0.444187927482607,-0.143511533670465,-0.0745473849644571,-0.44152312821268,0.0566178543107561,-0.0474952660315925,0.279577805543437,-0.20504466024385,-0.0688034222759289,-0.0760665855222212,-0.0725756458373026,0.197842760378423,-0.155902377513703,0.321450373266594,-0.0819262959830866,-0.458436429024423,-0.215170993410577,-0.0449845151928826,-0.142156834063876,-0.044190843233606,-0.01793576681899,-0.0025983222528992,-0.278651381531167
progressive,-0.0305670428266219,-0.213246461055602,0.0792954087633561,-0.216829030514886,-0.0625571744044093,-0.415108212101881,0.078165973246558,-0.455221243916479,0.0741090408702195,0.248656523378254,-0.324486823976074,-0.412768021711075,0.227350851789376,0.435279930431893,-0.11882113410922,0.106419932134778,-0.304640383074899,-0.134714550701602,-0.151863899588663,0.0611611921056469,-0.141518270254793,-0.200596783267464,0.128484584390944,0.0822048346546278,0.0559477177601072,-0.238347035980922,-0.0194037021785902,0.168846092019238,-0.277759817775106,-0.042868854475586,0.143411204180947,-0.08895885904508,0.114732577538411,-0.517340197340371,-0.451710958330271,-0.0867225767218199,0.162313436990078,0.231394230939513,0.33907009536897,0.0837227959892043,0.167066101644765,-0.0953469463280897,0.114149788811743,-0.169989080762238,0.0436775303056134,-0.18539909895343,-0.163596475737161,0.304016934669626,-0.252487568651233
progressive,-0.118881246648512,0.3892224223682,0.237580001895241,-0.186839457790773,-0.00186061885731,-0.0153530809760976,-0.0829145716797002,-0.242574712217956,-0.0852869599028802,-0.451527367259573,-0.659309697007147,-0.195174554206996,0.472180633296153,-0.0450277697877798,-0.12220973112886,-0.229296479136044,-0.0781261559850879,-0.401124035527966,-0.0015194392800634,-0.303300709763466,-0.0096839459076626,-0.279751384524677,0.316019567026869,0.198423694599612,-0.0185387460985282,0.327119804900544,-0.322192537052401,0.407507267385987,-0.220203646681983,-0.0737939687949332,-0.490398035839368,-0.400290922606782,0.120368948293483,0.339176139031386,0.0234660139466711,0.220072728937225,0.0306585554995561,-0.0851322389318032,0.447734719865995,0.259197298597761,0.332007400704821,0.040735254641491,0.374424750006225,0.116794497141166,-0.064578153004888,0.215280346038226,0.416881771351496,0.267778361685952,0.0735956085756038
stable,0.300080042229025,0.456105698156034,0.282927827737129,0.101890670190078,0.104848773590285,-0.0940012493761326,-0.256756721620146,-0.264485951760381,0.071928686132129,0.215986989813299,-0.106131082455803,0.0118359091083809,0.253138690500927,-0.0127856023500422,-0.0868769228446395,-0.0355698629852615,-0.267881716813142,-0.147064440176542,-0.129314915764726,-0.146067979454519,0.0772616253102054,-0.170750421225629,0.286615286868431,-0.137198068772025,0.150527403348636,0.365873268862862,0.0656981247214532,-0.20449972744962,-0.166963641465932,-0.218429083977873,-0.167417032902474,-0.172541025103215,0.223048397208843,0.0341932356831909,0.0416598206179963,-0.0232605536729683,-0.0969749620255838,0.463430775302324,-0.0172098300991447,0.217405804275489,0.0326229090488003,-0.105778638866691,-0.0967367251056519,-0.222141312998902,0.0066400782006929,0.0916713730574763,0.210177757597474,-0.0930393821254082,-0.364989990264703
stable,0.204643283452622,-0.0707340287322286,-0.0359500712754416,0.0062960676433914,0.0538438000303618,0.0271141808053524,-0.1062885890018,-0.214400109388681,0.114205615518857,0.0213229704578941,-0.307856119637727,-0.32270206100061,-0.0088422529741117,-0.103651109136616,0.260608756626708,0.0176646786101065,-0.0988537811035722,-0.0535388437329063,-0.172786669707072,0.0663507073562838,0.11707673245036,0.0868066016845858,0.204340990528944,0.203606935122987,0.129038831873695,0.202534631247363,0.156171952225905,0.138836644172876,-0.166837728445937,0.0877812485217229,0.0039253690515271,-0.0200143661421753,0.146099812427703,-0.061926103686797,0.099370919511921,-0.0031245813359379,0.235480712832877,-0.165014501130437,-0.201123782971653,0.215832560585026,0.241230492921583,0.133954828005021,0.22044034518428,-0.0196055382674205,0.13518589855079,0.0804173159590027,0.0647155438224745,-0.287684022581875,-0.0463400403443542
stable,0.0249293875315443,0.0246881251013764,0.0113915700042833,-0.0511929233650661,-0.0903474793234707,-0.0494118631723937,0.111932953104464,-0.0767112629552368,-0.0077344988545059,-0.132194880132245,-0.0821382266468022,0.0526482689842462,-0.104101805179169,-0.0720188424944278,0.0072814627681647,-0.157566805129022,-0.0158441175583065,-0.0624598479756066,-0.0918789914095126,-0.026938020775881,0.0585531772553697,0.0535194486808932,-0.0373284134515625,0.0039327114176909,0.0404821168902752,0.13554059511681,0.0275107102645558,0.0348311311512438,-0.0281964657854574,-0.0331586596376785,-0.103916278075766,-0.0007877053660727,0.0873700394989485,-0.0720350021367214,-0.0871747857318716,-0.0535837270032651,-0.0540483939149514,0.0987573380054281,0.0549830799765359,0.0074951920498385,-0.0402929873188445,0.112825130043326,-0.150631179291473,-0.0619934312937356,-0.0560383457893754,-0.0706171221850248,0.0969712858213464,0.0631543523474314,-0.137874170977204
stable,-0.125052000259503,-0.151345853399894,-0.11173361435414,-0.0887118450468618,0.258383292025624,-0.108851609806761,-0.143054164255158,-0.153854689039932,-0.0232465632816274,0.0007352295309286,-0.127415833124117,-0.0597506648607361,-0.130710133524737,-0.0308573741409427,-0.0998739841402517,0.132805036823304,-0.0655842990911637,-0.0313699420912785,0.240848221443689,-0.0552418918301122,0.0612839055620211,-0.230447545283485,0.0486770944940586,-0.0272582406142864,-0.0386507278239021,0.124125847101562,-0.0776259266326191,-0.0545054225353718,-0.12633337054479,0.0595029104605932,0.165783101350098,0.0946044424441768,0.177817934985865,0.0765614654238384,0.149326724465502,-0.0057788862605,-0.145379167717188,-0.0380152744845443,0.0623523340149994,0.103981569601389,-0.023616211259743,-0.187746161952682,-0.0593033084868991,-0.105561127878681,-0.0628696626583724,-0.0494242257575802,0.0158876228383102,-0.0260439663464921,-0.0403065563708943
stable,0.127873203517406,0.151056523886877,0.289577854200963,0.0915742761793814,0.257679118283251,-0.0642181295780441,-0.108233437112252,0.0772263756046464,-0.181495922449909,-0.108767884595743,-0.159825298466149,-0.272504464324392,0.168806759143001,0.0500165913253717,0.257674939563953,0.0349438436724859,-0.10305493243611,-0.172524854997976,0.0137394147570236,-0.192359521157034,0.148006380239617,-0.143904913675754,0.34604092364266,-0.272704292824134,-0.107673274433084,0.171716112093929,-0.253408681454459,0.241785841594965,-0.154830335999153,0.186038511766284,0.176527960938374,-0.161715151055125,-0.086629672637253,-0.213257617803992,-0.0248073421231335,-0.0622513456953339,-0.243468579712091,0.0762168398810195,-0.110693417018721,0.076047762469442,-0.126631159566198,-0.179588712103851,0.30372089038347,-0.144921628224841,0.181478993279421,-0.159467642952939,0.148175993384437,-0.193669388936841,0.035906127724056
