group,ARID3A,ARNTL,ASCL1,ATF2,BHLHE40,CTCF,E2F1,E2F7,ELF3,ETV7,FOXO3,FOXP2,GLIS1,GMEB2,HIF1A,HNF4A,HNF4G,HOXB13,HOXC6,IRF3,KLF3,LHX2,MAX,MBD2,MECOM,MEIS1,MNT,NFE2,NR5A2,PGR,POU2F1,POU2F2,RARA,RARG,RELA,RXRG,SPI1,VDR,VEZF1,YY1,ZBTB33,ZKSCAN1,ZNF76
progressive,-0.152605222723283,0.081385866048758,0.152517812259086,-0.0518142336229122,-0.0868725536475507,0.0856824265581067,-0.0753948873103704,0.0490910614690997,0.0085460538456685,-0.022511556471517,-0.090147084113987,-0.147515244154305,-0.0519285396145537,0.0109061363789727,-0.0086536359554487,0.0875247701880935,0.131048457476065,0.147851438247368,-0.0464754714250674,-0.0309970953804341,-0.048062307544326,-0.0355827828098172,-0.124687665235308,0.0700494012306643,-0.116087820334749,-0.0107851065054699,-0.0048210232945273,0.108005714337508,-0.0048815382312787,0.130900532075117,-0.0490507181779321,0.152941416816346,-0.0598156530378182,-0.0545508535404473,-0.114252200586624,0.105215303365083,-0.27516141740857,-0.0288589009485517,0.0202388844024093,0.0065019937598437,0.0966961450468597,0.0729473943128698,0.188941080301562
progressive,-0.0426402341283033,-0.0157397013945906,-0.104515893404019,-0.104037577527381,0.117574921299579,0.0691984361891061,-0.166905646583945,-0.0421128908743098,0.160025216193269,-0.0717598655400906,0.0194938592155598,0.232597214260304,-0.0727206586414935,0.10491758307722,-0.0667948510774121,-0.0008873237827512,0.0201388203436186,-0.0187756679267878,0.0880187788187719,-0.095599702810784,0.0855739150469241,0.0004201048344512,0.0043056560267329,0.0245777830051706,0.116319533449755,-0.0833027277698835,-0.0170966835366128,0.0117275878213505,0.0851159754266308,-0.0134916167743917,0.0053616339875867,-0.109557581901722,-0.119427869174087,-0.100366694500534,-0.0907443661786186,0.0591904896074448,0.0091671151021192,-0.144886279539736,-0.0487218770049934,0.18685883253584,-0.102476928485086,0.0168250001186824,-0.0384123522631118
progressive,0.0135532353898583,-0.0469077075640446,0.255697487470816,0.108270985714572,-0.166292093310706,0.142635172264273,-0.225795746540568,-0.198682606087912,0.014569095575112,-0.100700101968075,-0.0671293381779606,0.110188043929991,-0.03528357924321,-0.133816612477857,0.0170895930885609,-0.0474892979334806,0.0575545882506258,-0.0376911267398345,0.0639529000521005,-1.87568579975413e-05,0.133258736501093,0.107958290492655,0.0778652883857277,-0.0153899253240753,0.104646274015152,0.0032217331269509,-0.156499761275169,0.0993541313037855,-0.076046486463225,0.130288636590357,-0.10331791026525,0.001667303240434,0.0990797419812398,0.0229148879890712,0.130750556161425,0.0725249758142452,0.126641028235943,-0.0009479112950419,-0.129091979715277,-0.0213776689252536,-0.0092884522998478,-0.0444870379331126,-0.160003153923713
progressive,0.199175747880781,-0.0207871818212897,-0.0828234264455485,0.0892011555826953,-0.198960407888363,0.039379728400702,0.144845925963908,-0.409590410684997,0.0318290835601718,-0.0615001854941969,0.331573189602141,-0.0613718978391393,0.0864338075950253,-0.138596484481819,-0.051388369254482,0.0802026929208014,-0.0912079410439527,-0.0559288359031261,-0.170617999524577,-0.118331616684692,0.0422203836198334,0.0402502517743068,-0.140951479292518,0.0112526600293338,-0.117406112887491,-0.375594182094746,-0.047063242598256,0.103647261882569,0.0521718402907264,-0.0777285738589772,-0.464983187458062,0.125891424929155,-0.300976583870915,-0.400069633998941,-0.0333776988247951,0.146756495683873,-0.0153166296734784,-0.146880201636964,0.0066526312551273,0.205173195754722,-0.20974573431713,-0.0930406218304892,-0.216627450670575
progressive,-0.042657293450513,-0.0154255832282261,0.149529296319587,0.102067848770453,0.0329386857969246,-0.236171561861813,0.0123045171301422,-0.0631443961755008,-0.0257038584936437,-0.188750965963178,-0.131150138760321,-0.204184719521504,-0.0490138102680765,-0.0943060351757414,-0.425375981145524,0.253341510566325,-0.0816461086862624,-0.240407878018506,0.205369417385959,-0.185450152602901,-0.200479474821291,-0.390415138648925,-0.206639903716462,-0.115262931881462,0.185662581185493,0.0715925174985865,-0.0438542468101185,-0.0074390855557732,0.233883869433899,-0.184849633340573,0.200569348452388,-0.0214185203563531,-0.181177069960759,0.117138022639342,0.264873931502046,0.276422693097966,0.203335005191135,-0.118910984270976,0.028089594882755,-0.0043997227586863,0.40802220001377,0.228908138403184,-0.203061299132795
stable,0.0646063266914515,0.140234130144042,0.0985540895520981,0.102029980820775,0.114177262770753,0.0568524248508852,-0.22718448922007,-0.211676194081909,-0.167428904835505,-0.0181061369926672,0.0685866371681148,-0.0827347635468028,-0.0716546805349737,-0.202776398746448,-0.0347849599092941,-0.243430338494279,0.0634587745290847,-0.0215135314379476,0.0676809432960713,0.142364780660496,0.165420995712007,0.113905302737413,0.117210904145593,0.20114359420022,0.192448244988761,-0.105759095323567,-0.0568761376525273,-0.0659296976058897,-0.0991678579490043,0.119354332544797,0.115964200527655,0.0024209173241194,0.0835827112179564,-0.0167615105617311,0.171258276572183,-0.105348913000862,-0.228870801150315,-0.098547086289437,-0.121349218057032,-0.0803529784886056,0.029131791138551,0.0525571518508571,-0.192968943710828
stable,-0.181143035575869,0.211873624547158,-0.020849685779324,-0.0980364908447678,0.0579243977866965,0.0595751976755765,-0.142019456312916,-0.313173602336704,0.196240103437333,0.0606010680966734,-0.169666686847688,0.2709388362195,0.122344008768797,-0.0150349076457677,-0.0131215526852345,-0.169493666685262,0.0814463678753764,0.211307981708458,-0.0263276493134725,-0.191123001885307,0.13955860748177,0.0827400868171519,0.195551198857045,0.0271097185966056,-0.127095559855278,-0.216006598304687,-0.360265637279493,0.210959370279794,-0.269559817127718,-0.0570992247043577,-0.0428510748251455,0.32690919510887,0.179351732425718,0.247111660984164,0.229663091824275,0.217853255807502,-0.0901370012436603,-0.06727066262711,0.194814501994128,-0.0744823063377341,0.119251122124034,0.0894458280423611,0.0579684090343066
stable,0.0139491458287225,0.0404948568921952,0.0139060660272796,0.0393353009291432,0.0211558854938384,-0.0783100562561375,0.104571524077644,0.0023566633268774,0.0540874208777393,-0.0170207982572722,-0.108883155052569,0.0271968627838299,-0.117680613778229,0.105997642831465,-0.0066266226778884,-0.0134948260340864,-0.0113915303529835,0.121147703318813,-0.0106280373586455,-0.100701695763764,0.0388636657663726,0.0013463741819001,0.102594547136365,0.0281704871583297,-0.0288211173314541,-0.0368887750140258,0.0412308643473559,-0.0736473718387035,-0.0827293867346697,-0.0355877232866704,-0.0513131546814265,0.0737132954089504,-0.0134233740631701,-0.0810442676249585,-0.111852897151797,0.0248838008056284,0.104817068514924,-0.0302427507790711,-0.0517727942578389,-0.0948023707022459,0.0475992689902032,0.106921980992449,-0.11708813612158
stable,0.0427594617747659,-0.116330427178022,0.108936127692211,0.0643169215995244,0.0205413550058046,0.170075436214428,-0.105920553439202,-0.1593007358656,0.197239630764186,-0.0320048085046044,0.0101245302698584,-0.0445592663348643,0.0880191166243555,-0.134743265977048,-0.0805816000694588,-0.0221637580305658,0.115836856012557,-0.111526633360124,0.106369094231984,-0.353998114985397,-0.0533464852012016,0.169585793873425,-0.0069006779508015,-0.0567597270071601,0.0417988138241838,-0.0521176194267496,-0.0903233721715071,0.0062810318157312,-0.298922342586241,0.206564141560518,0.0242483016250938,0.0423978588155991,0.0505764624770873,0.24975199631031,0.0646834607740413,0.108393345481878,0.118629142075291,-0.16720643733559,-0.042282915515304,-0.0203367035469531,-0.0184717711659601,0.013900986860404,0.0397467585857866
stable,-0.0294506441754406,0.0139577741709998,-0.134222507312683,-0.0546242957326292,0.0520781620136311,0.24704405060708,-0.0590331580598139,0.0370409322001383,-0.129210244509813,-0.0999272238388651,0.0233769129790788,0.264787975165929,-0.0287306024593022,-0.0415955684900845,-0.0780500943025508,0.108103476846351,0.0850359886905756,0.0165480483783436,-0.0012693700936001,0.091601444927108,0.0512050631541541,-0.0068436516643309,0.113171687718199,0.0537449068535629,-0.0178519584040742,-0.0160764072603703,-0.0149562320173785,0.166780641867658,0.0289842999160688,0.276377832839626,-0.126962831545694,-0.179907912750434,-0.0867004161548693,0.0436816479693001,0.162650857778038,0.122641146682992,-0.15509113704152,-0.0260107759186639,0.1069935642669,0.0163435675660824,-0.102280573975014,0.0354586060441675,0.00982026549592
