group,ARID3A,ARNTL,ASCL1,BACH1,BHLHE40,CTCFL,E2F1,E2F7,EGR2,ELK4,ESRRA,FOXA1,FOXA2,FOXD2,FOXH1,FOXO3,GATA1,GLIS1,GTF2I,HIF1A,HNF1B,HNF4A,HOXA4,JUNB,KLF10,KLF4,MAFK,MAX,MXI1,MZF1,NFYB,NKX2-1,NR3C1,NR5A2,NRF1,RFX5,SETDB1,STAT4,STAT5A,TAL1,TFAP4,VDR,VEZF1,ZBTB33,ZNF76
progressive,-0.124102788250354,0.126009302554382,0.233504823348046,-0.0514758862087566,0.0514493145808259,0.21509732809905,0.164810522240193,0.0136179593144859,0.0699963108764575,-0.399245352565813,-0.345750022634323,0.113660138473587,0.268579372216575,0.354624946363178,-0.11498207696314,0.230057154624037,0.0836873421677528,-0.344308511819082,-0.391838511280129,0.180826570975425,0.0216824483914546,0.32441964831295,0.0069684094248271,-0.354113442525512,0.156334172930298,0.0327428885176102,0.0069351948899137,0.0344966159610367,-0.135694660935124,0.264965630817999,0.2144263944938,-0.0166338390846208,0.0992848877630761,-0.0594407316809852,0.193076091451479,0.0478355731822502,0.103244060324751,-0.33782503460399,0.011339442219428,-0.107003945676946,0.153929440602569,-0.155596810255221,-0.0652931327327228,0.208633779604906,0.271608537800675
progressive,0.0003238477237454,0.002636769768776,-0.106429847432129,0.0372333000587353,0.161651844862826,-0.174538326765842,-0.202693760011092,-0.16495369692764,0.000453094676493,-0.0852307085270098,-0.0321007871816183,-0.0393427158737562,-0.113997838433058,0.0673278616646755,0.0041741629784905,0.0852287295361183,0.0588098136793325,-0.104981697287856,-0.0123912158730019,0.0047876972736877,0.124904057236139,0.0986445915026121,0.28322068990198,-0.0591375722660303,-0.0275340772241486,0.165298324055746,0.0137031454775772,-0.0426588449442873,-0.230535476081208,-0.0945115161445356,-0.0942180129477932,0.0007336401947791,0.0270195867111882,0.0988652961058456,-0.230896264968262,0.25149350792938,-0.0162969899915398,0.0037268639181797,-0.028342353646836,-0.0959900108158125,-0.103626088527175,-0.17330386051902,0.0173048146624539,-0.155649753964215,0.0462296041761919
progressive,-0.0048499650221548,-0.0445632554562802,0.36290667164371,0.153894627128293,-0.139213833010048,0.0130227774591815,-0.237615380837738,-0.151820152634533,0.0537255937973659,0.0718225808565225,-0.111617019836827,-0.105440509765105,-0.325635411628132,-0.207187323132645,-0.240920737048884,-0.151901478499214,-0.347877244018034,-0.154927127438031,0.0064290876131447,0.0603921615479933,0.359328498250625,-0.0267316128707375,0.221442312197981,0.111558644052631,0.188022574712937,-0.0300898099956741,-0.13732318714111,0.115866394424886,-0.0653535839146733,0.187555657098628,-0.180647733534674,-0.112347420080472,-0.160151285163215,-0.130675693795126,-0.179325735438139,0.263819737140835,0.0226436487825223,-0.12091420889918,0.0905434883984809,-0.0102268573061599,-0.400657324896821,0.0354236392147489,-0.0894733459037511,0.0402458032288091,-0.153673333636981
progressive,0.353001208240768,-0.119790434913955,-0.0661339250544253,-0.171113659070736,-0.367313537434913,-0.471672572147774,0.113927771420058,-0.398194460444502,0.211785320728171,-0.259737739908553,-0.0286971488178893,-0.361070299185615,-0.481227716899421,0.272011275770199,-0.193889245920678,0.48421341646857,0.0898745407484165,0.0420942863383343,-0.226052343403816,0.148419623954095,0.104857406416361,0.101364273840012,0.405719873167349,0.16229247991879,0.0470145742474325,-0.166578476568888,0.0477847850619322,-0.166814070465088,-0.111848202220908,-0.392386164772804,0.0037468490799486,-0.270366649148649,-0.0476941720249322,0.0323216702978879,-0.124343740023204,0.363621056177164,0.0501543159794813,0.0607832252195773,0.311840236183534,-0.113796382516408,-0.0653093464177256,-0.230587525905664,0.156334672736042,-0.115182761982507,-0.195597301668127
progressive,-0.150124438386492,-0.0933695400869255,0.154343195121593,0.288902704813053,-0.0686579621741962,-0.0971916615734274,0.0658654897673913,-0.106578695790276,-0.146210169316982,-0.200224678626226,-0.339647978133842,0.0690425781728379,6.41026664402835e-05,0.264403466982907,0.0915265884267673,-0.110869568025123,-0.0555810182203783,-0.184471448348526,-0.0494632199919838,-0.395301111853966,0.149695751804672,0.193069218484829,0.23581367775054,0.0686900135074163,0.0426322795994411,0.156430538197554,0.249519629118804,-0.0245272827467135,0.179531536615972,0.138149259012116,-0.116446500005428,-0.368702511697901,-0.250264822616172,0.162235835927053,0.0870954916090827,-0.036967206452781,-0.0033894284880299,0.168037127239898,-0.107528216536923,-0.0430449405146504,0.295453196039919,-0.0607853534519989,0.083645966871265,0.410789918632599,-0.0749881004851742
stable,0.0424279578448307,0.235450377730044,0.0731663700440701,0.175854894427809,0.154197405437077,-0.0154117930081752,-0.230561097518205,-0.309753712144161,0.128658294019574,0.0361795338752497,-0.211061506886109,-0.231678299137805,0.0684841743583887,0.041221157006946,0.350675214931905,-0.0261310846019082,0.223385703557561,-0.0795202155566802,-0.113345496629436,-0.0228909028575922,-0.132554586954347,-0.37039486318401,0.112860945511879,-0.308379594768749,0.0485165823966861,0.312938424818971,-0.19302126806847,0.156315232697413,-0.162413981112227,-0.135273177579501,-0.0363612178111085,-0.062402157597327,-0.090068795784588,-0.0737900484998976,0.110038085160439,0.25992036072152,0.0494059061668055,-0.0267178442999986,0.371205378440077,-0.290154459052755,-0.185134900067201,-0.0892545219686204,0.039352607138753,0.175956981764474,-0.300829436012817
stable,-0.101814476131694,0.0898466310356999,-0.0819898447698831,-0.0519234138236056,-0.250982071831858,0.0822922753694419,-0.0520311798775637,-0.0978259397031122,0.18006500278865,-0.133441949793191,-0.048820109199252,-0.143330789466491,-0.130210905876663,0.113000532910939,0.0172160370183524,0.122373198524963,-0.11329983337615,-0.0302557295472828,-0.163091923817257,0.120536853041196,-0.176641679190785,-0.354424963094247,0.303739442878003,-0.0459122143905817,0.0755742617899874,0.07582526875384,-0.061161334606678,0.119196708378488,-0.0332330835276605,-0.156303109579946,0.136164421405286,0.0484854829321207,0.0128091059653437,-0.201775912729769,-0.0806009594437675,0.13937236194925,0.120596623701828,0.100292634622825,-0.130955877851327,-0.0516540732157187,0.0109444402184338,0.097529173156182,0.0607952579420568,0.0323480007774486,-0.140085436364375
stable,0.0467023852966471,0.0454093838800963,0.153009606671959,-0.0383185228182732,-0.0832618584033581,-0.0827627753416164,0.035594909535011,-0.152127630017085,-0.0770475026131697,-0.0141280922445325,-0.151590144039019,-0.10066545100284,0.0043562017784353,-0.0889932871974088,-0.164741645992089,-0.0006802581105278,0.105533433581479,-0.148751631707723,-0.047053534543625,-0.0518357815792344,0.222827398969393,0.114137545043662,0.157654501341523,-0.0836722637631583,0.0876287964809808,0.125594621547586,0.0322806965627996,0.0804529225116504,-0.119218085699481,-0.0902305424451023,0.0251901968187376,-0.0975111985651552,-0.0903745017644939,-0.136677218000528,-0.0090462611681382,0.0437285852722263,-0.115845803801377,-0.141216711117493,0.0917662461634744,-0.0027479248069028,0.104686866067194,-0.0826667164339836,-0.0530734497615121,-0.106265669832784,-0.138836865875518
stable,0.0636627327997174,-0.0045240200166049,0.139899292963067,0.0492145547387609,-0.0491469733301025,-0.101680935622218,-0.166261719775812,-0.126239680874622,-0.016978023600405,-0.0569085262973839,-0.0713416143312044,-0.0833924701603323,-0.0399570472001587,-0.0630666518268118,-0.0258297936767077,0.0842866663227953,0.0205836934507154,0.12082828757911,-0.0274463688609767,-0.157833068084153,-0.0148216437820543,0.0242972345841165,0.0574939994294315,0.129147773133864,-0.0151804676946439,0.111579096986157,-0.0344319059773253,0.0501788224133702,-0.0589650529658745,-0.0142009107846196,0.0161175434391665,0.0570000625015948,0.0666152485051822,-0.0676249356674086,-0.0818954697455467,0.0891930168289145,-0.108966081990217,-0.0539901748117715,-0.011544518185922,0.0655487371813646,-0.0547495567714059,0.0704024967018218,-0.0772304102673937,-0.124526888091585,0.0152014841680808
stable,0.0343126915088656,0.001241843218023,-0.0129658534214794,0.0209019503988158,0.0239816266010641,0.0682779561692333,-0.0890613993671635,-0.0557808429785791,-0.125336043424023,-0.0092311497126969,0.0389385736855097,0.0251736061334686,-0.101085455124775,0.02094361140022,-0.113578574903377,-0.140784288120883,0.0005718134337811,-0.106679577828873,-0.0440183017453266,-0.116703150008693,0.0487024661519144,-0.0026470925399993,0.152982003337716,0.0705891703766681,-0.0937422179420324,0.0670782056728363,0.209227593135068,0.0665940314440816,-0.0609377410280437,-0.0512320228615272,-0.331851570125711,-0.104778713692264,-0.102163892238844,0.0190998422629449,-0.116471100389473,-0.286513499662325,-0.118862830418274,0.119890972126504,0.0763079522948124,-0.0511245245262977,-0.0808393956729366,0.0125211815930199,0.0768279593019769,-0.0294710571513743,0.0158035504394058
stable,-0.0402875717411761,0.203186028117172,-0.0300797621492401,0.374145748266413,-0.225377937399916,-0.433775666282116,-0.0228714925659538,-0.141620469439637,0.0790425660091827,-0.149920759057322,-0.0268130756085701,-0.193376594932634,-0.169745843801991,-0.0642276504352114,0.0485222464211722,-0.245896665771585,-0.217686929346487,0.102162457982103,0.120520580191292,0.224431207584686,0.226418402840416,-0.0241931648822651,0.137772622022291,0.125708847050003,-0.0732590779300051,0.222964245049205,-0.10827870753099,-0.168991272018565,-0.134126306199276,0.0744448335896744,-0.18818364129266,0.0386706322052634,-0.0289174403958884,0.392761643445095,-0.250911521723546,-0.0747916554031745,0.0868741775005165,-0.0505750566145918,0.142604693504975,-0.10921137700243,-0.156201045950432,0.0655633830953132,0.0359944801037962,-0.341750716172996,0.0260631906064077
