group,ASCL1,BARX2,BHLHE40,CEBPA,CLOCK,CTCFL,E2F1,E2F7,EHF,EPAS1,ESRRA,FOSL2,FOXA2,FOXH1,FOXO3,FOXP2,GATA1,GLIS1,GMEB2,GRHL2,HIF1A,HNF4A,HNF4G,HOXA1,HOXA4,HSF1,IRF1,JUND,KLF1,KLF4,KLF9,MAFK,MAX,MYOD1,NANOG,NKX2-1,PGR,POU2F1,PRDM14,RFX5,SPDEF,STAT5A,TCF12,TCF3,TEAD4,TFAP4,TFDP1,USF2,VDR,ZBTB7A,ZFP42,ZKSCAN1,ZNF76
progressive,-0.131028386069384,0.176211495845507,-0.226106389280195,0.0995463008423269,0.246243341787468,-0.0713216638149758,0.14262358551965,-0.0172743465135921,0.470796685057298,0.0319624765777207,-0.381332021875475,0.124243680829188,0.0856873394108507,0.0912743566261039,-0.069479066853526,-0.111154661699461,-0.105146479464448,-0.117886721312186,-0.143182945311519,-0.111003305520485,-0.0558635914490985,-0.0921495901827926,0.151994507209309,0.373079819769554,0.0817784015712035,-0.175500779874662,0.255081226498993,0.44579001200905,-0.0556201054220498,0.0122532697936413,0.154607046472508,-0.337596666854777,0.356963677060301,-0.186365521243782,0.136464047105661,-0.463261779625655,0.0887802700247129,-0.0487761738509504,-0.116320513894954,0.0490723055054691,0.0280140545174711,-0.0717165060210007,-0.156581257502633,-0.0903859616625477,0.125020203834371,-0.190386331041803,0.121229718656531,0.113392100866936,0.21468886882264,-0.127836744904015,0.210154764156786,-0.248500523065244,0.246506569924818
progressive,-0.256392100740644,0.146980133990463,0.226224069531677,-0.0709451655956062,-0.315345376815734,-0.253667052853685,-0.157228897559638,-0.149553202223728,-0.0609887961438474,-0.131793640543392,-0.100921298591947,-0.163204649871277,-0.194524536694309,0.0013068198329124,0.0997970035717244,0.26756752515626,0.115929091200431,-0.0390457135267609,0.137016023322836,0.03532419394906,0.0249146835660515,0.126753222970672,-0.0964632909287022,0.085865752941001,0.403715273188477,-0.005088357150504,0.113985533045476,0.0281907101607094,-0.208564957122301,0.242848796946091,0.155426033671389,0.0642858545960739,-0.0286182957528293,-0.342087873369367,0.0828162734950527,0.0428115352434642,0.0132212505609203,-0.143337005881881,0.176247246227441,0.165384128574878,-0.0226491654451252,0.0328879960083978,0.0072136473430298,0.067873301911004,-0.137401545199819,-0.138485968294939,-0.256050787735002,-0.116261030806135,-0.149118341754045,-0.0087347029933922,0.128077623757694,0.0942867967902556,0.0224448159997474
progressive,0.478083271864837,0.365088769885005,-0.298044857804329,-0.321559926398777,-0.470508235248359,-0.151210929601434,-0.46763612415761,-0.28660379836701,0.0565945847424618,-0.398005859427903,-0.356422065718617,-0.365645482916361,-0.593137298345011,-0.527676793683751,-0.149438536836321,0.29917618707879,-0.481643188821741,-0.256467628186051,-0.250027347778302,-0.26075336226164,0.0357383509766319,-0.040488107071024,0.20083742306366,0.0571045302002688,0.468977176769703,-0.46182113326366,0.497647488416271,0.517022530636662,0.478047730020823,0.0754799029370355,-0.577167053909775,-0.225338201424197,0.246612206195226,-0.560023928622071,0.0884125859108756,-0.159853670425987,0.377315013037605,-0.243683651481228,0.265113669954642,0.540055749594697,-0.169328916896384,0.233075563853606,-0.214711530237581,0.490010351215198,0.429642938625369,-0.588487565894585,0.376523592805916,-0.199896351636225,-0.0572107651625969,0.468474677334516,0.510770429237137,-0.0413566081257114,-0.387111194422065
progressive,-0.264841780497433,-0.398268319108957,-0.170031237090914,-0.271759558921406,0.0703367601556066,-0.558657958891883,0.0650604884763055,-0.365767387491244,0.137043265010497,-0.386660521414494,-0.0982423748150215,0.224832308413023,-0.325275384578044,-0.202888429787827,0.535663335564741,-0.197815091634653,0.301004534853259,0.130481747665726,-0.268300669709419,-0.299593019438198,0.188245648469288,-0.0664539653557106,-0.186766488545518,0.096397934544223,0.328454676487366,0.31857406858194,-0.0729343092900318,0.308986586880919,-0.253139280490778,-0.184885971203408,0.0767674981168745,0.0760955626636985,-0.100655028958975,-0.142829125322073,0.309288732353153,-0.311638251622312,-0.242433409579102,-0.400843320073812,0.314325993435015,0.513097127459422,0.0891464432106194,0.317992325807043,0.287047217889637,0.0435856117781585,0.472036910673066,-0.267570109015362,0.204340531908113,0.286943496309617,-0.30505418610797,0.207181601273891,0.167447216858231,-0.353753722744528,-0.211497320929525
progressive,0.0232160048088617,0.200154054397408,0.0558859904660034,-0.499199436054353,0.106337522877498,0.005493743051467,0.154374179746225,-0.276955791790291,-0.245981357046156,-0.456585380240743,-0.465924743428237,-0.314178865213829,-0.258865963051756,0.157267287597789,-0.0366065094551714,-0.151840734209542,-0.0744817178452499,-0.433993844066509,-0.0802126008845501,-0.47475030330876,-0.423026119629227,0.36260285072935,0.020876223595575,0.0415706398671445,0.313993105556693,-0.109064632737579,0.241361079616541,0.427788681051542,-0.253708168316385,0.187052070069628,-0.402217085696872,0.45842321514645,0.133766714803528,-0.120901870463582,-0.470857255175166,-0.36739703081671,-0.0411951682197421,0.457541844858337,-0.0460170146390154,0.050103727096006,-0.428361769355472,-0.0096318358391549,0.477864741815634,0.0325197969981808,-0.185933559793682,0.116767730009024,-0.488871989584221,0.316526551093377,-0.144687011243243,0.0469062895933895,0.363559315346944,0.397992041580312,-0.0791533756055622
stable,0.117530213951049,0.482466241776123,0.265824189807248,0.0801621333075722,-0.187188913066723,-0.0102966961540079,-0.450590541738111,-0.468059605448509,-0.125845770739053,0.0043897577039601,-0.312336642436562,-0.373615900306593,-0.189463512269651,0.492581260869509,-0.0901108604966427,0.119883061097388,0.21300526545001,-0.0773519383506677,-0.280742923466509,-0.172685458431248,-0.215520377916787,-0.41828862479175,0.350192120024018,0.513681041173822,0.305347394299198,0.0854856978815149,0.460976724211427,0.319609794786424,-0.411885635247299,0.51033831547455,0.180143953836009,-0.340108532324184,0.146493311585481,-0.365737137721899,-0.318249410418492,-0.221868077055755,0.182285735869246,0.130305603022135,0.0041416119602249,0.068577771688495,-0.480143023075331,0.498095336949298,-0.048061906144688,0.191522659185999,-0.0352112139452658,-0.0860675092026824,-0.410572788608429,-0.160407622911236,-0.303897824103292,0.12439331582634,0.316107448090454,0.0660819507653708,-0.459683770098877
stable,0.135398676097057,-0.160488960669619,-0.0052363436146345,-0.272848639430158,-0.115397666724464,-0.0928191985660658,-0.16543485522861,-0.242265047172402,0.0386910889546833,-0.335527516135729,-0.0925451232255961,-0.235818228722518,-0.415568136341083,-0.343281134069586,-0.154601503732684,0.260908808316975,-0.178956593742867,-0.0154005854526648,-0.13626677802314,0.019366417276414,0.0235378793609892,-0.26863528423649,0.133167720526948,-0.0164051350051934,0.308483596574373,-0.13704873355588,0.0302382691296395,0.240732703449691,-0.348657908106248,0.287970281681085,0.180570806041446,0.0800255740887077,0.189561598292051,-0.0560733364761688,-0.0049894102885063,0.064861448684898,-0.0193221639921616,-0.0235635462658556,0.0818325831956792,0.0681885581059382,-0.118046963341705,-0.100346977239288,-0.249304122076531,0.236597529058202,-0.345779231965632,0.170751297287742,0.249504884476089,0.30707265436146,0.0232012593787763,0.005302133497223,0.193092715353495,0.0618098897138026,-0.134502547090946
stable,0.128030368455054,-0.0086729847225187,-0.054687850116098,0.0856594296682587,-0.27999106018648,-0.0687985437082343,0.025686992802733,-0.131205175699982,0.107749104944038,-0.050627675680746,-0.204850242405147,-0.0098308199699212,-0.0757527416146497,-0.0265321673615415,-2.37151926006372e-05,0.0275757898307266,0.152279409547134,-0.10809461784749,-0.018529624480055,0.0487232225191091,-0.0893883613809875,0.067598051913102,-0.0032616089563733,-0.0260463652343284,0.121050453424195,-0.0639847189314049,0.086697970310458,0.0642027241759393,-0.0715249182203504,0.208907696266456,-0.142746569432293,-0.0105208191451113,0.0873221110611748,-0.158378423235527,-0.0494953008998585,-0.0639087995161314,0.0161003058544755,-0.0482330058755245,0.0054375548748603,0.185118894171902,-0.105136686552211,0.0502824194352225,0.0071842147420073,0.157503117035903,-0.0102400353712466,0.0824347281220149,0.157096570877035,-0.0864919253253954,-0.0194119631069216,-0.0434684080893965,0.123360682770915,0.0413975379268694,-0.0108126905414905
stable,0.0811300237850278,-0.087149692750572,-0.192244038826723,-0.112829170160629,-0.24023097354601,-0.215556530918154,-0.246067558040374,-0.355922793119269,0.170495236566041,-0.0439234491048714,-0.101939652190844,0.192820655946362,-0.0313019520377189,0.0789603243546712,-0.0637679254538292,-0.0812407156666577,-0.199102135705694,0.169524146634442,0.0138100616611402,0.0547666021693879,-0.0685803750022412,-0.0650924673793854,0.224926051918826,0.173842268110667,0.151724327970254,-0.305468720927391,0.115814684098108,0.139073487905423,-0.343792358293196,0.117769679874288,-0.148215340892067,-0.0151664206988501,0.0952894798923856,0.038774371540935,0.285573723160846,-0.0297992738699331,-0.0745151818412787,0.178645959293836,0.149517813716503,0.0082332097044051,-0.204123301551252,-0.0962011910765746,-0.0191396506172026,0.198726911504354,0.0156636187438288,-0.179792958764637,0.298452825027178,-0.0002909063800188,-0.2099000619576,0.1715075452448,0.19778447181838,0.0041221716097722,0.0151397002625157
stable,-0.297281540110976,0.136003452330017,-0.0784482947290811,-0.203903101726431,-0.23317978782633,0.0535478695052118,-0.20575929561484,-0.0688194091804603,0.0586871943089948,-0.0225597140663043,-0.064439407271026,-0.0835880470795389,-0.106267794874778,-0.220805411305829,-0.105164724453934,0.326390521027706,-0.0914118305673826,-0.0283805482696323,0.0360571488146947,-0.0339188810076218,0.0131156355678423,0.232202416127861,0.158159241675356,0.259110600536337,0.228060664602929,-0.016698797362219,0.159311586850464,0.234499517524602,-0.0427645010481083,0.0013803344394171,-0.111631261022797,0.180095485803212,0.11966668011464,0.0881444119923058,0.0876098717622048,-0.23635581829968,0.212439819294413,-0.133658786365711,-0.0170645635424641,-0.178740376617605,-0.225556951275617,-0.0439984007514249,0.0294184178225779,0.100731920530168,0.0490261358730992,-0.243523531415126,0.0304164186481035,0.164290474764549,0.0425314881103718,0.176045229266675,0.215206687600031,0.0315667329765073,0.0401950524195542
