group,ARID3A,ATF2,BARX2,BHLHE40,CTCF,CTCFL,E2F1,E2F7,ELK1,FOXA1,FOXO3,HIF1A,HNF4A,NANOG,ONECUT1,PBX3,PGR,POU2F1,PRDM1,RARA,RFX5,RUNX1,SETDB1,TCF12,TCF4,TFAP4,TFDP1,VDR,VEZF1,ZEB1,ZKSCAN1
progressive,-0.0673136089255633,-0.163998989578717,0.0484713402701278,-0.0911963163949879,0.234927991789707,0.131533021772906,0.133103210827525,0.0756923488388697,-0.0122580305188373,0.119070470830988,0.145367838779365,0.100736204516753,0.127251287754216,-0.117645425302425,-0.462031428038327,0.0917505007672066,-0.162343033895064,-0.0736735343400731,0.0963291192710134,-0.0646878305905271,-0.0262181987523462,0.0634013311550195,0.0708036509839406,-0.0207753165251984,0.206163183898356,0.108600344655856,-0.150639187748445,-0.0156293187831676,-0.0284151439422132,-0.164757694374017,-0.089032358370134
progressive,-0.0065812631946641,-0.0351449938296767,0.0900403822564814,0.110175038717089,0.118103021930426,-0.143421629977051,-0.156155392641348,-0.153400961631645,0.0440820450426739,-0.0957511421951367,0.0649706567260905,0.0013727653186965,0.0663488559563028,0.0839005306843416,-0.0843008600620444,0.0725914834065938,0.0087447563270306,-0.0387606529705602,0.0515537202208829,-0.150105669049866,0.191510060505029,-0.236281884401748,-0.0375933457200365,-0.0273763741247582,-0.0941900168919161,-0.0366138831693241,-0.0695356108399611,-0.181666951390847,-0.0804829750934586,-0.0083032041723118,0.0475210083711662
progressive,-0.114328248902107,0.274068117304369,0.292958747949395,-0.268569245615728,0.191638941343734,-0.133963990987826,-0.281008210152991,-0.178483695847924,-0.101863723188687,-0.226368652621488,-0.108288376497943,-0.0495062548417243,-0.12176171663038,0.0099963511664538,0.219680485675954,-0.150796309500618,0.240933675874904,-0.237213495985538,0.0717589943222598,0.0678854726215544,0.390855755282527,-0.0806493228634803,-0.0900847923996215,-0.119437795476563,-0.129288656215169,-0.4500088106289,0.220696949513613,-0.0768181632897796,-0.165230106093623,-0.289165961696938,0.0269795374211894
progressive,0.194033948952251,0.268307522127788,-0.482855038558865,-0.313161747758252,-0.269816670043632,-0.468129550362061,0.120379397526625,-0.517163302406161,0.451131303477624,-0.464808521265819,0.544233078345731,0.213711611148349,-0.0073107824186652,0.332035133520158,-0.219404803884764,-0.463696993160138,-0.374503640289648,-0.306700425843115,-0.0220272338016027,-0.373717437483191,0.472196116602356,-0.153544504419705,0.178978617049289,0.471468653086037,0.257363940534459,-0.369885828403446,0.178666846970866,-0.346137081560118,0.178007159558552,0.343114267321498,-0.361594551680176
progressive,-0.288185521797341,0.254263878144525,0.199317861818104,0.169069842311607,-0.251286975819059,0.0382919896199904,0.129566506798541,-0.311106086244746,0.0498670725982652,-0.0535763245649696,0.0335772413890994,-0.386023475220071,0.228219941443406,-0.366277745433602,0.146972676379757,-0.0416568393229773,-0.0473454146443798,0.476953590134904,-0.455806499413309,-0.0885390923023577,0.160855650389609,-0.300251476967581,0.134506897891868,0.407689148660597,0.50261749675192,0.0887053554641523,-0.457085142300444,-0.235792832598481,-0.0066109400046918,0.452987942956219,0.282564243469999
stable,0.082192001774067,0.159949666799067,0.305317556347152,0.0789292051010041,0.0743970441227169,-0.0205599647746937,-0.257213712170683,-0.290544590892173,0.134192179575746,-0.295114362664689,0.0504497571927858,-0.193164277536475,-0.297873813596397,-0.177349902942575,0.152960508359329,-0.231086566291904,0.211898551674642,0.0289029912592539,0.12410923194214,0.0772155632889513,0.100092389152368,-0.207312747095612,-0.174755240330453,-0.0888796108491788,0.0118513179731587,-0.026248778222936,-0.357743628174506,-0.199445460993821,-0.015139550151293,0.215102822576557,0.107044539534965
stable,-0.151467269247152,-0.242921650520676,-0.158951775189804,-0.102436972475401,0.0988416935252636,0.128393605373071,0.033670734895567,-0.213848014476095,-0.019679577343489,-0.174341220057716,-0.0141364303138371,0.119413322552468,-0.243219444888722,-0.0383727200888004,0.0873232795707473,-0.0473751932497942,0.0162434771017563,0.0272852425446757,0.0649437295440937,0.26597445547479,0.149170864887897,-0.255246165573793,0.275240401944025,-0.17226050580706,0.208929007753838,0.12282382993495,0.161732520711992,0.0510871933903873,0.112328390672455,0.3031897274088,0.0093727559743169
stable,0.0115448945955468,0.0774305707917883,0.123095455520974,-0.0053728418626217,-0.0346198635734767,-0.0451152503652866,0.110059482812111,-0.0138782033646001,-0.0448396355676982,-0.133254042676821,-0.102673561994736,0.0032086276090417,0.0630449809626211,-0.135764473576811,-0.111121495170705,0.0161067929191104,-0.0429923577477155,-0.0916865352148456,0.0953971975448119,-0.0680451562150608,0.15890320034679,-0.105158520653351,-0.0675993662614558,0.0660316141286464,-0.0562294325157597,0.0993377275560381,0.0250422493572807,-0.0595244084501102,-0.0880591851248522,0.0851768080417086,0.125564461866808
stable,0.0952845043244,0.0918444435171172,-0.099898260371922,-0.0635294365819181,0.262104629558335,-0.115453505617799,-0.133078979576581,-0.160696666160636,0.0151697194789503,-0.0890515400557843,0.0464293593214623,-0.0797364535748166,-0.0147456411353306,0.188354741158368,-0.154882322341899,-0.258511400405813,0.172100488576008,0.0394219695483166,-0.217918018009185,0.0471661253591843,0.0800214548624908,-0.0887642067589664,-0.129228088222303,0.0382437591414376,0.0228724449146077,-0.164031885790889,0.148384402140801,-0.096718441861619,-0.116856829332857,0.258210918546803,0.0458151478068175
stable,-0.121926921543562,-0.0874621372376286,0.166641581412448,0.0776996870938084,0.211565367698784,0.0083512221811428,-0.139685829669077,0.0481650312681736,0.0965456236127954,-0.127038507407617,-0.0544622030526934,-0.164963422345651,0.171816870400587,0.219213817872979,-0.0282398951908293,0.0561715702156326,0.26615583495418,-0.198443274847555,-0.0597442001358906,-0.118858232667199,-0.165940632558883,-0.113296649650519,-0.173408697792488,-0.128468932102973,-0.162725555190306,-0.20076254043923,-0.0870238297155173,-0.0655728215010064,0.167066912372246,0.130612424259674,0.114527921649873
