group,BARX2,CTCF,DUX4,E2F7,ELF3,ELK3,EPAS1,ETV1,FOXA2,FOXH1,FOXM1,GATA4,GLIS1,GRHL2,HIF1A,HNF4G,IRF1,IRF3,JUND,KLF1,KLF4,KLF9,MYC,MYOD1,NKX2-1,NR2C2,NR2F2,PRDM14,RFX5,RUNX1,RXRG,SPI1,STAT3,TBP,TCF3,TCF4,TFAP4,USF2,VEZF1,ZBTB7A,ZNF250
progressive,-0.0785168886017149,0.236793833430656,-0.0208707453743186,0.102972429509914,0.346712215387869,-0.372996330898672,0.21069389090141,0.276121342599597,-0.0759121564339777,0.112582312583308,-0.179660743509026,0.0765370290499753,0.0629805820860703,-0.0728864574512527,-0.148081654778454,0.0019009282739294,0.0594812954364839,-0.17752959900815,0.241089010464829,0.09086305597253,0.0817859590243548,0.320585962432687,-0.251586870413588,-0.0624872615997564,-0.24063515561742,0.0441686275413015,0.191316262199002,0.107057123136593,-0.140727890729136,0.09356645223753,0.498411553732625,0.0008287784170072,-0.139050601075668,0.0546796427030289,0.109721053762688,0.190632191124646,-0.37869911572046,-0.0005459413381873,0.0487795296867151,0.086166644942822,-0.249363639421933
progressive,0.0978867022318344,0.277201514943882,0.054865592547598,-0.128346980188095,0.219387840823841,-0.0269236054890061,-0.198587109448391,0.208156325877621,-0.269622498278474,-0.0438855850822459,-0.250588238737237,-0.090960225361117,0.0347221551853426,-0.0405203907510395,0.123546804238378,-0.106746701124206,-0.0247073006863237,-0.0390493330038795,0.0017930861358399,-0.301858523456029,0.322789156860609,0.154631982268025,0.179544786379691,-0.384934716407705,0.0491180686459457,-0.184357080925595,0.296340413902196,0.156462169952192,0.122499990577737,-0.225730807288149,0.186764719718078,0.307763309448202,0.17257188596358,0.213814964537239,0.0325340028138026,-0.182992993094779,-0.157873100818269,-0.221084490900023,0.0945391264750847,0.0442071007610872,0.186536843499775
progressive,0.53277866902498,0.359696289346829,0.473732092325954,-0.0520373049272617,-0.0181479307540328,-0.436513771927438,-0.460062396298212,0.477865825172601,-0.546960658871625,-0.500519487823062,-0.0216887172941954,-0.460396481247162,-0.237248833726832,-0.415479771953174,0.0118457128766029,0.216210714845268,0.537663189240407,0.014787103934326,0.579592141428447,0.509556584571131,0.23698463164546,-0.450781956522251,0.263002748777102,-0.491659856778185,-0.16035156778587,-0.124212514464264,0.542909870993075,0.349937829595276,0.462095221905091,-0.232144033845181,0.0172451594847116,0.505703529435054,-0.232405830081617,0.508221151690699,0.506045600277668,-0.135842507443581,-0.478047661704028,-0.318800842797721,0.068459438714865,0.528596932644025,-0.102365855339398
progressive,-0.0470876786061896,0.0443690008773949,-0.125857195355399,-0.149748195827842,0.163093612207995,-0.273184280171031,-0.268797425394717,0.0385529241441524,-0.181614886022073,0.0234311246377219,-0.0667947106999904,0.050099414464954,-0.112629002227233,-0.0544952864144977,-0.0887650532744793,0.139252206188316,0.200055005277082,-0.100307035008666,0.0588776326041967,-0.282246539267013,-0.100545990099257,0.297359321600214,0.219964923768554,0.143012367425157,0.0132462274746252,-0.0732149380396317,0.281701000286608,-0.0695449485350896,0.334559669759891,-0.0542473141506773,-0.0394907101600551,0.0992249742210859,-0.380759156802942,0.0881158168019313,0.311669575515959,0.09981559906764,-0.0058160767332425,-0.008385971103745,0.0637378889750769,0.0249865870198682,0.0276556702958988
progressive,0.129198320029683,-0.0584570095117501,0.0189396131836976,-0.214675265398543,-0.0916112010769597,-0.141691833103131,-0.368647452110362,0.305335143679072,-0.268628294367859,0.0066789965624877,0.105166564076713,-0.0285238943029176,-0.288219228138324,-0.475077183385654,-0.234810940023395,-0.128772001100163,0.166367014847878,-0.0667662812399042,0.38583442080603,-0.276929671301022,0.1972869794306,-0.370779046757964,0.0624438809822659,-0.088674337340263,-0.167732814381342,-0.0789163707312383,-0.108415272215559,-0.062514934137186,-0.0940309557417381,-0.247943931491124,0.168632821010329,0.179144740541006,0.0159711702670363,0.207230473721916,0.251638695546968,0.29721139963321,0.0915164635370663,0.215626588194973,0.0818729714554129,0.114814003555862,0.301648274418219
stable,0.454400763396239,0.392904884424999,-0.330193402163218,-0.475826544772094,-0.472929808443435,-0.0016145172329479,-0.0502964346116528,0.407949724636273,-0.409174218043284,0.457807780396596,-0.0427722124553801,-0.156254669329569,0.126767714776335,-0.104787442419851,-0.0557416309494285,0.491169444158525,0.56453470984738,0.406491685466865,0.26093446925811,-0.372563517053401,0.547190032546372,0.36078044856124,0.523108208738445,-0.432394060963765,-0.306071512762822,0.10384232692974,0.481720391649824,0.0138693625815559,0.0776802759362253,-0.497322546054389,-0.0046370366959837,-0.0323500526033584,0.148906867930539,0.285785348209033,0.424121146836681,-0.0799813744614047,-0.0140926366553287,-0.218599314150261,-0.157568184037988,0.145968504232194,-0.465591617981129
stable,-0.161151246568421,0.0210106116125862,-0.142420640341082,-0.0579141715828169,0.213676006210724,-0.0257777883642145,-0.274242934495732,0.18286297863673,-0.389215925450293,-0.294963218836537,-0.135767884538394,0.111852525717027,-0.0530436330142671,0.0364735984036925,-0.0683444257987918,0.0874878894974294,0.152402944200698,0.0227056864304612,0.113713480768906,-0.146389232783941,0.218841148074864,0.0712115734878646,0.243671723440642,-0.165040363948055,-0.075464742687726,-0.0819634141841618,-0.102180454757273,-0.0188992879941838,0.0171329952625097,-0.15811364772334,0.0029938064633033,0.133850309033308,-0.173308572056296,0.0712422429000182,0.219144450867172,0.14811541936126,0.0666984515301819,0.253151815676242,-0.036995125859401,-0.0703669850608649,-0.144207281048127
stable,0.108332637208881,-0.136118134943753,0.115229223970773,-0.156350531128441,-0.0364003941888658,-0.231925676903686,-0.151753952639241,0.364130380253388,0.106112987085201,0.0243060822483221,-0.356644654341552,-0.286887674600456,-0.225835955745288,0.184387058279002,0.162639608231228,0.0065469826308438,-0.0539289900992152,-0.152439716562231,0.063907512001393,-0.205737592437497,0.283543523533316,0.0356845601028354,-0.0583320624709659,-0.0917293915546879,-0.209307218413168,0.159223360612772,0.191725050403478,0.189331496214023,0.0587890673720545,-0.142137247664705,0.146464323600512,0.489074986542599,0.214762028091534,0.327908918928894,0.062001186818882,-0.0824551580274755,0.263546865111439,-0.307193398878974,-0.420190041529675,-0.209028068776752,0.192883110880433
stable,-0.0975642422076399,0.407961542975122,-0.1703988949874,-0.262892142592614,-0.0646443095692997,0.0439283855798083,-0.129999590382114,0.43395951182971,-0.102380502210326,0.286461598720068,0.0212538894269679,0.0739100889283593,0.168186874512833,0.0868233867511185,0.104259275012755,0.178824826887696,0.0161446524773679,-0.524822042426454,0.185399344352946,-0.376640763803858,0.155261109585949,-0.15653582150999,0.259368058354269,0.150982072931208,-0.115068699541958,0.130971133996346,0.226061942323898,0.251060019744162,-0.0557111842107544,-0.109899105977155,0.121514588155136,0.222241665417338,0.214227444788946,0.214653008398765,0.241399992953499,0.159444367218532,-0.265332479279611,-0.0825683937971877,-0.0463704043364093,0.222372916319088,-0.202623934988735
stable,-0.126631853533166,0.228276551523607,-0.179083302687338,-0.131166223256289,0.202439114867167,0.0927171735733806,-0.0232150244275835,-0.0332865828556843,0.113350590720028,0.0239090289999206,-0.267842503131766,-0.270115616460892,-0.0266429605105246,-0.0142908114068203,0.236584203917691,-0.070561689141643,0.28498036761947,0.113323031357297,0.121123399202509,0.0435521250152556,-0.192062160245083,0.158562793472499,0.195337558459885,-0.0350067998224252,-0.392214168463288,-0.222298733472641,0.323090266230011,-0.0520834568882497,-0.0150224163500151,0.0644192626489391,0.191395715035477,0.301386520344744,-0.0544343346207407,0.0021145935838054,0.329558705029129,0.142503162346835,-0.174738750745505,-0.0168650481605144,-0.219072472106118,-0.0569716119189894,-0.227302039639132
