group,BACH1,BARX2,BHLHE40,CLOCK,CTCF,CTCFL,E2F1,EGR2,EHF,ELK1,ESRRA,ETS2,FOXA1,FOXD2,FOXO3,FOXP2,GLIS1,GTF2I,HES1,HNF4G,HOXC6,KLF10,KLF9,MAF,MEIS1,NR2F2,NR3C1,PBX3,POU2F1,SETDB1,SIX5,STAT5A,TCF4,TP63,USF1,VDR,ZKSCAN1,ZNF263,ZNF76
progressive,-0.0490731110576963,0.107728624546566,-0.104365441520583,0.235249314281755,0.0464372830909041,0.147192641244311,0.195658510922316,0.243890826223517,0.401052902866277,-0.025817768110175,-0.0934751345793051,0.404803118859536,-0.153718817830445,0.0481388935504788,-0.167371739400209,-0.254220602660464,-0.177281117958909,-0.261000352569986,-0.0040838651029793,-0.0537175066650061,0.431942137444205,0.138043982655774,0.157255498393483,0.107935486994593,-0.169306904236588,-0.148814175917553,-0.0239226411669624,0.0152210723854508,0.0611845737405517,0.0324106745182528,0.183193380183157,-0.202611758368892,0.221002497296688,0.109770557098056,0.141594009183201,0.161966623822736,-0.156988579105706,-0.0279331034658032,0.128708480565794
progressive,-0.0080092633516702,0.0256091207356928,0.0991741975115493,-0.202745598616455,0.124213347236726,-0.10180523033267,-0.0929473613811917,-0.0180832379208809,-0.0216201293752967,0.146817442032722,-0.0617778241375321,0.0046956018539758,-0.0954477264760536,0.110354131961884,-0.0294170162012623,0.188606469090149,-0.0628477638982514,0.0370194417719351,0.0682155675518411,-0.0616650716816849,0.0389010191141525,-0.007379669562904,0.0764802893890164,-0.0818330688608054,-0.0080567530367307,0.122381060585589,0.0527751163861084,-0.0826060796026584,-0.0455003317264367,0.0024699849669938,0.259430177728696,-0.008167941461034,-0.058547245891246,0.120993669816351,0.153123712007552,-0.14300916740799,0.0532202492424838,-0.0474657980332819,0.0192249809479341
progressive,0.108627000709094,0.254403369176912,-0.138769420211094,-0.241478793660928,0.177534027158529,-0.0660825740849592,-0.219384892879127,0.147374833195802,0.0168920093206299,-0.0665212447014303,-0.22931911826984,0.175422368374656,-0.18753415312616,-0.147098468542157,-0.0770671329072412,0.135096883209187,-0.178896847013387,0.0817559704181181,0.0175300756718605,0.115446780628399,0.0945463247745432,0.139635629417707,-0.310242186402226,-0.0149351926924566,-0.100776858773875,0.270921513086976,-0.139970341683037,-0.12039929686818,-0.173540011501539,-0.0771428536126482,-0.0611685614099293,0.163500439440613,-0.113023998266566,-0.0716034987217453,-0.10540793456919,-0.0583835933493659,0.0043055086042449,-0.155756064492392,-0.227735619366726
progressive,-0.420527674859718,-0.294874838357705,-0.235173490652412,0.139307690202843,-0.377385791878833,-0.401895436071535,0.197759009689851,0.412054756318324,0.158285391334988,0.425809612276617,-0.0159867245225763,-0.139094049016445,-0.447123729787666,0.147130594070728,0.489624689209358,-0.342657735196296,0.246369197931088,-0.343194110940869,-0.162212752718982,-0.423395921426037,-0.0859792136322239,0.197668098546703,-0.240109965725348,0.422136802093438,-0.147994249930634,-0.0340371319946124,-0.236418973313539,-0.459678558656405,-0.199259043551793,0.098702228115787,0.30568871883516,0.433209779328864,0.273119801802388,0.432268848997283,0.452437486104667,-0.420245850315959,-0.212313883707846,-0.424355033986249,-0.224464157989577
progressive,0.331697595307422,0.339510128188283,-0.0214794496719325,0.112388923194687,-0.16227758334248,0.060473899870296,0.0997652824945372,-0.344666319637645,-0.34234302403517,0.0235499514523766,-0.24566343120955,0.263367023952417,-0.0759625372201296,0.424858137626356,0.0756134409897059,-0.143374223095053,-0.206773308620279,-0.141227481907965,0.0273057453796937,0.0749072233281591,0.0488855100603687,-0.0594426615804237,-0.329847786546211,-0.228477463911795,-0.151624129414032,0.109636279354794,-0.232638530474431,0.0952671575025259,0.480388513865824,0.0545392639530929,-0.155351835138901,-0.0586722423132817,0.293188669751371,0.248147230826013,0.246249270860606,-0.0823305339751001,0.23703232785735,0.0766165910771304,0.0429267985410674
stable,0.0183075783717535,0.432812209246821,0.120468057035047,-0.12519957151153,0.165500900354737,0.041207689789838,-0.275512734521349,0.11521408434522,0.0185490312241357,0.0719911029681723,-0.288445492077058,0.259584635065814,-0.232926244282386,0.28663836838501,-0.0180439761145661,0.0661322811471252,-0.104391544397314,-0.09242831010194,-0.105770466546466,0.076132798266696,0.0696889644187329,0.0084961222431986,0.182261914790969,0.174919387098038,-0.20510720034716,0.200805773763983,0.0751015122429628,-0.167728132537925,-0.0178062959630023,-0.0137217388268745,0.247316542204302,0.398982887807689,-0.0960420098359172,0.237480198420348,0.0262051190350923,-0.162591782923616,0.102253518333478,0.0682827206136541,-0.284002832613241
stable,-0.0391529778905442,-0.122276017275078,-0.190170089631205,-0.0437105235754757,-0.010162517597778,0.081780472918447,0.0280284497141142,0.153652431343229,0.113719493390938,0.110867268899699,-0.0012035977477585,0.203918867781402,-0.0416541156412927,-0.036329624187935,0.0172291292811127,0.0974567127862511,-0.103994974078698,-0.225121694622975,-0.343592003434129,0.134383797750292,0.235160202460264,0.0587025407117054,0.046994014821225,-0.0961880435718912,-0.0478001530591905,0.0380867033757515,0.114469236357849,-0.0594998531645457,0.0795652008520096,0.237165600348214,0.0633986063462297,-0.194654635601881,0.246132747625046,-0.0186804473706918,-0.0427033369441485,0.0017575279565516,-0.12102769224338,0.077362793489314,-0.154165673186699
stable,0.0652934045454833,0.110053468325614,0.0317298914397178,-0.0949441347875655,-0.0656994671697853,0.0196176991681931,0.0777826104258269,-0.0590637158583413,0.0387670803980435,0.068273500951402,-0.0146243345013697,0.0381616240842806,-0.0378310161477808,-0.0763675751993431,-0.149390200436942,-0.0110522929516803,-0.209302209906635,0.0767339357702837,-0.0223429021556064,-0.143381055616902,0.0405319509952467,-0.0021849640518816,0.0216994586677502,0.0114609538779039,0.0588865116672906,-0.0422065565836947,0.0078731146525313,0.19669909447005,-0.0065132153928231,0.0378748235181784,0.182056052194845,0.037011927450027,0.0060590322169337,-0.050904320300092,-0.0614107619840901,0.0139456580394571,0.0039392335772448,-0.0436129654477989,-0.0572367978112511
stable,0.0535011006729794,-0.202601377080523,0.0016355825622945,0.0134386783687642,0.296953389859761,-0.0434249420402781,-0.131052365370106,0.0062823171240197,0.0446862557099168,-0.0934522173586171,-0.272345597687197,0.111033604846492,-0.185824280192297,-0.213834144097463,-0.0009703489820815,-0.213965050705475,0.0293439812498485,0.0467751611554202,0.243380035539502,-0.0052652157819337,0.0342485288256731,0.139797106794424,-0.169982380511732,0.0618432717760185,-0.138604396587808,0.199042997457682,-0.0118676490650427,-0.156426646234123,-0.0593675468043179,-0.0245301882552091,0.110489727392194,0.0495697522231083,-0.0061266592665931,-0.227139065714343,0.177446207276977,-0.128686745956405,0.0983168629202347,-0.0794557108313399,-0.0822153501347039
stable,0.104368309142016,0.155789211992812,0.0129882506694109,-0.0150609651112011,0.133303163944915,0.104888143101782,-0.114592940555707,-0.0569378293500883,0.022872694229707,0.13502396740371,-0.0429319459028935,0.100688766112542,-0.0223548141248743,0.0698891738707583,-0.088417580203669,0.175677284264338,-0.0427830187379741,-0.0127048331565796,0.049105476207286,0.183688523681038,0.0158224257977242,-0.144845561963651,-0.146175051698296,0.0443309060351685,-0.0262179109705863,-0.0612275178562473,-0.088187676606512,0.0437244511733575,-0.0519045904942953,-0.0019200966619966,0.191381610386091,-0.0226476752698835,-0.0821065202214683,-0.158491176270636,-0.0879705816139182,-0.014056032390484,-0.000237610469394,0.0886177417868406,0.0998691239680041
stable,0.191045829922585,-0.236124959112198,-0.457432350527131,0.0392576054534971,0.280549402380031,-0.30100480495766,-0.0798669724864968,0.0410992039816696,-0.175385177477129,-0.0942229630590534,-0.0964319392987282,0.0591902012878342,-0.190207455145054,0.180457815878259,-0.374070579810701,0.106845684428624,-0.0419187388765596,0.036389233321382,0.0269787119421273,-0.367599080123466,0.146423567887021,0.0783268120805827,0.0307890782063,-0.154246829153758,0.219823750656943,0.172841793320574,-0.18096178273891,0.33948997522287,0.100510773890537,-0.0336150606024726,0.220045119277976,0.0922871651176751,0.308413588806292,0.234085541816293,-0.131568320424474,0.0290887787979362,0.0243646782256677,-0.0315238336293049,-0.0089348143425655
