group,ARID3A,ATF2,ATF3,BHLHE40,CTCF,E2F1,EGR2,ELF1,FOSL2,FOXP2,GLIS1,GMEB2,GRHL2,HIF1A,HNF4A,HNF4G,KLF10,KLF4,KMT2A,MEIS1,NANOG,ONECUT1,PGR,RARA,RUNX1,SETDB1,TAL1,TCF12,TCF4,VDR,YY1,ZKSCAN1
progressive,-0.0555915744176129,-0.267129995910419,-0.0874461421590162,-0.119294017764339,-0.0215620624501684,-0.0459816670065509,0.107522550399396,0.155096945793017,0.145393348476834,0.106873413199624,-0.0957979279870144,-0.0071338170614151,-0.0785522933085277,-0.211337657410403,-0.011932078630866,0.0053001717754603,0.0145955487907564,-0.0285151918374201,-0.0232350964702001,-0.0150573061802852,-0.0813362219178605,-0.351892591501305,0.001110894589301,0.152968846519537,-0.147394297164792,-0.126287299968072,-0.353672699698618,0.106338042313214,0.208874951332916,-0.0278861310458881,0.0148297735535609,-0.0019674880075572
progressive,0.0436159603707753,-0.0320585214415897,-0.0940147385774702,0.12083328122328,0.0674120893750344,-0.0432520243581503,-0.0589903537699051,-0.0565776996215096,-0.0729163319585971,0.196733254895357,-0.0130790006917256,0.0868671809206607,0.172986772872163,0.0206215119036158,0.113372947585761,-0.0876720294079807,0.0418257847992548,0.186604325101344,-0.0209693244681044,0.0656373280090636,0.0450261710472127,-0.0299990228185022,-0.104104943726252,-0.145663344070344,-0.107824921093183,-0.0364036252243859,-0.314574950888186,0.030637388429318,-0.0035196399776245,-0.105812658026366,0.0237703125741054,0.0585542641447992
progressive,-0.0682920346284087,0.161473532438398,0.0679903377564345,-0.114973952584774,0.207208861965926,-0.23505967889845,0.0739582889591703,0.081198440536357,-0.22601473558124,0.143275320840697,-0.142578598426314,-0.0906389317817076,-0.166063723125448,0.020629560429502,-0.0600740916307265,0.0774526163091493,0.0508389489425619,0.0595066915378329,-0.150805090712442,-0.0570726415895633,0.0397030229508174,0.097578393035038,0.169552406161297,0.0705451989610942,-0.0339462684772444,-0.0077348126421609,-0.0971283131329101,-0.129148150441239,-0.0614752193520884,-0.028553706046769,-0.0068728761841579,-0.0317671555073662
progressive,0.1359790674299,0.195157675382515,-0.0069010561842608,-0.215952007160981,0.0608514531439115,0.0707244304854629,0.0542147703141336,0.357359844680349,0.0398018643335307,-0.130372529050349,0.0631442082698581,-0.0075027334737736,-0.131844815145142,0.132966122821052,-0.0853880353366961,-0.103142073538609,0.359930647644631,-0.233856464685272,-0.223477531441175,-0.164485808101213,0.136899816009306,-0.132820261659958,-0.0807068036978349,0.0419852235886568,0.005574631250562,0.0388765575928405,-0.117245024551887,0.204506464176384,0.22791262237069,-0.119154894129962,0.145619578545958,-0.278139001561159
progressive,-0.226061453289274,0.306936158885487,0.119807824263974,-0.0170332394171454,-0.240649306740511,-0.0342273594899428,-0.0380321869961103,-0.0940347432285384,-0.228052351402966,-0.21603858844216,-0.0239108874462644,-0.24749880065489,-0.499574655963077,-0.403170945080065,0.270935090166982,-0.207986511626783,0.0860751727901604,0.415019805368828,-0.18897846216151,-0.0781518004993041,-0.325377104039586,0.0447931965498816,-0.0256202444125658,-0.100719334470875,-0.342237396751906,-0.0594896444436831,0.0090254047820718,0.410531235076139,0.219493500522285,0.036527952865765,0.167983536598936,0.304707961804708
stable,0.0938727265487304,0.191011690665861,-0.112604260579061,-0.0037328429353143,0.0363334432123362,-0.117038747855772,0.238268963167308,0.0913224501073674,-0.196499405985816,-0.122741885107756,-0.0353868904527399,-0.0109341251902742,-0.0727644233345078,-0.0160579504649784,-0.250717377820962,-0.0155739821878186,-0.0438775363302842,0.22714171367711,-0.0786591618241139,-0.200171082739073,-0.257069522381176,0.0777386838911321,0.192664152341299,0.138070593342422,-0.199050718109545,-0.0811370623448745,-0.176773799652059,-0.0683775774466115,0.0067556342253243,-0.132547482054562,-0.0610273396984926,0.198902432763799
stable,0.0681906217709162,0.0222311498912625,0.0301173437795273,-0.29879867501666,-0.0480989733091372,0.0327137490887123,0.0928685196245895,-0.239887257717783,0.0267528969666972,0.0272753507642858,-0.0600154395460304,0.0687558775696822,-0.0310299542801562,0.105305793428257,-0.0924011397306138,-0.063658548338554,0.0101189318447887,-0.0088974285804178,-0.0165567419309731,0.0322477161108576,-0.178398291935414,0.19534369399596,0.197643179129145,0.0877096812239371,-0.0288542357727533,0.271579745072108,0.0578319388565953,-0.174851562474213,0.0418211469266544,0.130390010978422,-0.0370099625425584,-0.154189420206531
stable,-0.0211995037954227,0.161806227308101,0.0113991920794083,-0.0777355824460207,-0.0748773025765941,0.082749545072252,-0.0702094407878796,-0.151663383337622,-0.0053843712033824,-0.0179104597485189,-0.183722757704141,-0.0361117331565353,0.0070769656608558,-0.115801347557586,0.0854141388035285,0.0278868215617998,-0.0584139291152419,0.120069424607208,-0.0099866020950843,-0.0369563495309356,-0.0796436365701251,-0.101058496594989,-0.0050566304670788,-0.0400470010475473,-0.0450160202147526,-0.0178707915861795,0.0155947596588874,0.0455811493019532,0.0487890985919493,-0.0567874310221359,0.0683423477909887,0.064158468613972
stable,-0.0638608810534132,0.0291805515444604,-0.162353016858839,0.0619088574817022,0.151313049369803,-0.115901656211292,0.0343309472853099,-0.0616276791549492,0.119453416706681,0.0340859741108708,0.0089365132387679,-0.0554373492535158,0.0672115351979133,-0.0782486483388422,-0.0456316619778019,0.201560693000635,-0.0499858448254418,0.0074461929925532,-0.0231282819541325,0.0387546860894697,0.168874501217052,0.0177198431290875,0.0371019684588098,0.223232556351867,-0.0104251308913744,-0.148238565923797,0.0070402245695815,-0.0212623895884794,0.139407162802189,0.0393300125001669,0.0896160145634639,-0.14126644509854
stable,-0.0127047113876749,0.0645187609570909,-0.136125408964339,0.0010658020154675,0.260883781333513,-0.043247183287783,-0.0090170234007015,-0.106244237500771,-0.0917867220862342,0.143800636644916,0.0011115660010726,0.040016918265934,-0.0942499523446112,-0.0646943341625286,0.215084334061804,-0.0854691231634547,-0.133543430923408,0.109511373980217,-0.0450380516723405,-0.0402279531379426,0.0557568012865867,-0.106288591695351,0.203567968063373,-0.0834734012983093,-0.0609260711961605,-0.051414536481811,-0.0847899292254334,-0.0276403628508685,-0.0659566393578931,0.0585956866305945,0.0688468194061456,0.0232707697892859
stable,-0.0669091374418948,0.249922123845704,-0.198190729123801,-0.236415109394116,0.266511749609415,-0.134830124398456,-0.0105514726134014,-0.238339976610387,-0.0118221673527495,0.122443203828218,-0.07444859289536,0.23040519390468,-0.120984258016374,0.163256036345353,0.0439095626596946,-0.365211786919074,0.0160860541447842,0.223421079115078,-0.0291836225136941,0.148831297915346,0.0443095961887486,0.0481310929604176,-0.278484517820162,0.0510489845841058,-0.0989824139184027,0.0046168575529646,-0.0988365193372183,-0.0140952990531388,0.310223648642989,0.0251832872231539,-0.204243001104547,-0.0214841536486073
stable,0.143805150971256,0.0666331516227966,0.0637342911944009,0.0133699777702176,0.147354223084526,-0.0996043024766057,-0.319253937273037,-0.0450948895613519,-0.0898646732802668,0.0064885707719698,0.0711981794936814,-0.153260312555463,0.0908264447308093,0.025073788097946,-0.196269106294511,0.0098479978104844,0.0529109758566057,-0.120722636158236,-0.181165230697963,-0.0202649308452335,0.114681085919617,0.0437944661916043,0.16542468949331,-0.104291245038404,-0.0135189846146678,0.0298420071203539,0.103288835357557,-0.118677178566237,-0.148370178842141,0.249803201682454,-0.208528305769736,-0.124623906267479
stable,-0.44614893590707,0.38593679133026,0.397437686265011,-0.438535289843039,0.375615475363175,-0.52823690861152,-0.418616490457211,0.178706213601522,-0.18149430934328,0.442342112875054,-0.394301078555533,-0.445210634455517,-0.312829703947819,-0.191708390858758,0.47563841009874,0.358779666461021,0.223932343566384,0.337654479494625,-0.403844944748474,-0.489739740484939,-0.480276300130703,0.137554992797691,0.498372113839228,-0.394461930232942,-0.358538388944908,0.476067347905165,-0.0706138863825996,-0.018819646256866,-0.354463479783877,-0.483600568130491,0.357037106622423,0.40765176778049
stable,-0.0888479213674269,0.145405010853309,0.000976426347355,-0.17741391681766,0.0500315359391222,0.110377434702418,0.119729123663001,0.100901973387944,-0.389607865078431,0.165208587475722,-0.400211030061681,0.0902781796790456,-0.186208630185738,0.101472701464215,-0.177523936687784,0.104828307503012,0.009179782913514,0.0031630712660797,-0.199720445485405,0.165586780779275,-0.0139312660545164,0.143672197898848,-0.101685864962581,-0.495550123766454,-0.219214591223092,-0.137222283012799,-0.246637043851627,-0.0617830333167968,-0.176760673838795,-0.191056380713099,-0.0119096509409785,0.0283232403151793
