group,BACH2,BATF,CDX2,E2F3,EGR1,ELF3,ESR1,FOSL1,FOXA2,FOXP1,GATA1,GRHL2,HNF1B,HNF4G,IRF1,IRF4,JUNB,KMT2A,NANOG,NR5A2,POU2F1,POU2F2,PRDM1,RBPJ,SMAD3,SP1,SPDEF,SRF,STAT2,TCF7L2,USF2,VDR,VEZF1,ZNF263
progressive,-0.338382651405023,0.377030282316069,-0.10666166054437,-0.275174032471708,0.166468918817595,0.342120193060585,0.173337557980023,0.147721884481758,0.0829312373344488,-0.234838904799068,-0.296485270871062,0.293261888385048,0.338257407504748,0.123180671812165,0.205841645993389,-0.166561203796745,0.368981713777371,0.0917510446274694,0.395408176735308,-0.162869804630757,0.175341460384416,-0.357755905242233,-0.365606720254182,-0.339015462690621,0.456184427289605,0.277909622925074,0.453132431193441,0.350412657615608,-0.118256608996106,-0.12304224434344,0.242274437404843,0.460607514504566,-0.063933715198062,-0.056445448318487
progressive,-0.243034806700619,0.214306265967174,-0.206744835500429,-0.329231681866901,0.141870971066544,0.24801729180956,0.0007245503447839,-0.0913887123291573,0.129919008386924,-0.0707027601313221,0.0663792768405355,-0.122600876421381,-0.157152498819859,0.185154613714197,-0.171562671910166,-0.304051154408557,-0.0061946639780082,-0.224042519652224,0.0707798898354035,0.0152676022079579,0.0478849804225641,-0.119269623402795,-0.048869192956529,-0.0779729732168821,0.258266352530195,-0.06433803570547,0.0905818277835424,0.0625286994435877,-0.185751208458714,-0.299262454750661,-0.129178422565668,-0.148089594484544,-0.0966685570631948,-0.307945102611751
progressive,-0.116511837540816,0.0117261677185312,-0.0946424240915695,-0.157612393910375,0.259776025845072,0.187315077650223,-0.0968515000545023,-0.192379686955869,-0.57281991797156,-0.0553300040724215,-0.404033908900491,-0.176141865784966,0.253992504613766,0.415883976539103,0.517578298614786,-0.155060983136218,0.177073200979161,-0.359492309831377,0.196029056954675,-0.282273571937673,-0.0874402607481723,-0.125414042387573,-0.0708221193770585,-0.103682177888358,0.312229247946436,0.37295669348699,-0.0369787887810492,-0.240523268809924,0.184139390745328,0.0539576149057781,-0.131596460615164,0.0654068068798668,0.0528603740511276,-0.285905877498295
progressive,-0.225366579254986,0.0649719275982799,-0.0232622785643237,-0.123951167333626,-0.0059069491058583,0.112213982746661,0.11743953436208,0.0341917138083183,-0.0808245725248501,-0.279539936027965,0.449104122125546,-0.257897668715745,-0.0546065631245163,0.0414885332920257,0.11602258858726,-0.0670567331650535,0.194613440861996,-0.295658822358085,0.270957035188132,-0.272730473689738,-0.105070590512457,-0.312589970597336,-0.382706223620122,-0.486991627620417,0.0515515558329455,0.148147547093453,0.238322156705651,0.206851520292926,-0.111000102449124,-0.0538710148401351,0.111875540284523,0.170805141792089,0.195150436235256,-0.0298461125944592
progressive,-0.248263109293259,0.122094587315282,0.0539846122067246,0.0604559160453147,0.118187910967186,-0.125451700629702,0.0108160376772989,0.254818042289148,0.0830795942650257,-0.250158703525363,-0.205190110943603,0.134312408962541,0.0526624750532403,-0.0186970901674957,-0.018155491815466,-0.0538213362329509,0.182176163323165,0.0201227681823974,0.0597948474685726,-0.019939580504505,-0.285474101950358,-0.129557494018986,0.204377713415559,-0.202215302348264,0.239358595211359,-0.0768153721492705,0.137175712014815,0.0272830169834959,-0.253057847645051,0.121325995536299,0.222899580586809,0.0168373370028055,0.100546141117983,-0.219908842628175
stable,-0.206849642657512,0.18780947629724,0.238393304264366,-0.0421941167135483,-0.214280747997953,-0.663679097288636,0.0681642237819656,-0.0333075109211448,-0.443051607123205,-0.163353027151015,0.0781730221669547,-0.0903273921656688,-0.142483817373319,0.569509342705093,0.556386623763069,0.303737341806366,-0.201389215524974,-0.0202080068534836,-0.357944013301665,-0.19612533297642,0.127650174219178,0.0014738438112387,0.269601793604835,-0.0049766435849337,-0.0548622811984867,0.331105152709484,-0.29717661382805,-0.0401942695572881,0.103877120454783,-0.332368438813094,-0.134448042740533,-0.431978172194245,-0.224837080621803,-0.045276763346571
stable,-0.0659598077397667,-0.200612803561089,0.254239826106351,-0.105319125579267,0.0306128848342411,0.104728958878438,-0.0003133275525555,-0.195672982707763,-0.357557850777123,0.0260271640014128,-0.0458746400355917,0.282082989920854,0.189434351933613,0.0817776048589952,0.120550892334994,-0.208682354507976,-0.0118356860835439,-0.284676177972509,-0.0764618204878692,0.0367588911975227,-0.00928888410049,0.105851974462845,-0.156333755649568,-0.123219568542875,-0.171504954608713,0.157503157302576,0.0088334438154694,-0.0998680238869999,-0.333085358705505,0.584870711787004,0.215427243425741,0.120554733219655,0.0391093648838551,-0.316960143087046
stable,-0.230842797073004,0.224096347336889,0.0709832771710123,-0.228234768727612,-0.0054686667661216,-0.323174166597503,-0.0281954629203514,-0.123606971105807,-0.0684107713153861,0.0676758869750991,0.0663188970662218,0.211919935975234,0.182833792823791,-0.15736062567978,0.248816509564185,-0.145680297180974,0.149465700996387,-0.126150627771768,0.156677690414121,-0.10007624762179,0.0743184898950363,-0.164929225988265,-0.0562313826352255,-0.119020103948336,-0.156000915117785,0.12118348517473,-0.0576029511381683,-0.0464528419988777,-0.132249100068134,-0.0972178678564779,-0.0652605116702985,0.128129774582313,-0.212107199042667,-0.366141646620098
stable,0.007302321517365,-0.263986813736716,-0.109573967879448,-0.0714389513384179,-0.204758566134445,-0.147214894827783,-0.36136566664421,0.186546881018105,0.0497216748280698,0.135031657009499,-0.423110732597414,0.199246923485479,-0.258117767738547,0.292644257553758,0.13198195036388,-0.126408744468388,0.0261177619452926,0.0965649709522183,0.259858018191986,-0.282179050013921,0.221121918698944,0.0078638634452813,-0.0204171735766839,0.0906362917449944,0.0958182938914621,-0.014885042837636,-0.435081022948013,-0.104316793247874,-0.108730145599295,-0.0542321723988878,0.0725769806126192,-0.236982125341074,0.0990523438596764,-0.541894740314422
stable,-0.0060325201409196,0.0589018399111717,-0.0593585454708644,-0.150606773590452,-0.13005427347725,0.0147370302805015,0.0589802608517523,0.121862392027119,0.0807101463979883,-0.0800381046489964,-0.283771530112535,0.0054335427108838,0.228385133840997,0.0549664371361882,0.269930662629789,-0.0367681722268915,-0.187060297863129,-0.0910220715546076,-0.0632762713944875,-0.164634265770592,-0.0815317450227324,0.0551515619795261,-0.0926675185851779,-0.0849234507028434,0.205832578345692,-0.0153198307132317,0.0444434610875692,-0.201084790335159,0.114139322101552,-0.258585016632101,-0.0092903102804217,0.0907475982625755,-0.153556772251419,-0.109713681315508
stable,-0.22105805360642,-0.13275089033286,-0.00447385522467,-0.14001856519051,0.102149907786713,-0.0955093214228981,-0.175598817568298,0.205773941510424,-0.150767985118404,-0.0795981208330674,-0.274435451820423,0.144024443927243,0.162701385560777,-0.290318573820977,0.121875116753223,-0.214291113590863,0.146879100503654,0.108163405656693,0.280551904517749,0.306487161479173,0.221320120439665,-0.221301401380147,-0.110002553254282,-0.167830407868558,0.195272549121136,0.250615448584471,0.182983486547932,0.189979735042578,-0.157511526309565,0.0750774679596038,0.375195469437965,0.235541925908046,0.266653002826044,-0.0898608452135082
stable,-0.623849591070571,-0.596989107027142,-0.553444764590154,-0.635359341481318,0.597279490638423,0.405533912408011,0.648347408458583,0.572504488894189,-0.118951686584461,-0.579684883645847,-0.620549777306022,0.574880354804664,0.615520861128849,-0.0038541824769932,-0.253240907546546,-0.55413112585318,0.556335401447899,-0.598744607949882,0.646987885187588,-0.562895431211822,0.568148734724984,-0.592356168501716,-0.567990343664286,-0.578734537281657,0.596302745764116,0.598414626573427,0.588845166656235,0.624958328495459,-0.556929367925518,-0.359494910765023,0.583895446009412,0.631821941125721,-0.029104357403322,-0.565284496377356
stable,-0.173701749637889,0.239224553792682,-0.135900131856277,0.0964007572058777,0.0786538924368265,-0.187230749686044,-0.0627374217919375,0.129533543598322,0.209222006627066,0.0206118294851312,-0.312068934444124,0.0900341689479221,0.343822293380677,0.288486030438613,0.044592645256764,0.0423378119154047,-0.0715710629998509,-0.213625563505485,-0.163568263327309,-0.0671144512192819,-0.206622316421734,-0.135926659307352,-0.112476392557216,0.0253867706785979,0.260234295043935,0.079290551262622,0.050614376650747,0.173834386893263,0.0369792667982921,-0.238163455749689,0.339551373757632,-0.188689759495159,0.595700441336045,-0.236359589076602
stable,-0.145111072108997,-0.250483534123051,0.195442573317024,-0.163982840325193,0.166052559600971,-0.19359679088092,0.237216972863553,-0.0378860416940017,-0.0178403015607255,0.0374042381904599,0.130772328404999,-0.0430365890065124,-0.0355245259301628,-0.0490285959590117,0.255152277932019,-0.145613233507055,0.0806579780718081,-0.0460020556409883,-0.0272727926864039,0.0544370099353899,0.256455183181034,0.0459341959926021,0.237074467601942,-0.134491037136561,0.152562061501799,0.149413373816681,-0.121271977630934,0.326513484174921,-0.0676628554058555,-0.0777196552966867,-0.083942385053699,-0.033746603142445,-0.510650640070808,0.0576603432337332
