group,ASCL2,BHLHE40,CTCFL,E2F1,E2F7,ELK3,EPAS1,ESRRA,FOXA2,FOXD2,FOXO3,FOXP3,GLIS1,GRHL2,HIF1A,HNF4G,JUN,JUND,KLF10,KLF9,MEIS1,MNT,MYOD1,NANOG,PGR,POU2F1,RARA,RFX5,SPDEF,TCF12,TCF4,TEAD4,TFAP4,VDR,ZKSCAN1,ZNF76
progressive,0.009795113185106,-0.0055604581919491,0.0005540670084504,0.0587772751464513,0.0214107322551207,-0.0357637061883132,0.069924575673609,-0.138345255181424,0.182677211893274,0.351707225685549,0.0368256679545099,0.0809861277351732,-0.148641667088461,-0.0853724915520726,-0.0015698565239429,0.271453257925828,-0.001734757419315,0.095556770850257,-0.0027769310780671,-0.141386027692087,0.0312256335476715,-0.0751288479315543,-0.0404864678317717,0.0036410117698172,-0.0242602197271516,-0.0369971648856969,0.0696739263126434,0.0950158959134363,-0.0088980523142815,-0.132652876273177,0.109408446061518,0.011655195284904,-0.0695090254172712,0.0125720442631732,-0.0060353727706209,0.0714548559826626
progressive,-0.125924217792748,0.154628791960704,-0.185094382087898,-0.157547665739671,-0.127699499997241,-0.0415337173918402,-0.109062732041466,-0.0398817797405767,-0.128936219749751,0.113326889360598,0.0668779593457229,0.114435353229546,-0.103367693710646,0.0762473276099278,-0.0053809002877847,-0.0634491959290053,-0.0803433771079355,0.0342009141058613,-0.0101609811647906,0.153000569018764,-0.0779807933447247,0.0465551082992242,-0.168167739354193,0.0961587962727907,0.0227142011730904,-0.0914400368630898,-0.221272878433411,0.201846087912587,-0.0107914088812934,-0.0223372916509373,-0.129234735084869,-0.182541566129776,-0.0578181919908169,-0.177116136446969,0.0922969002952469,-0.0011805434884117
progressive,-0.286077371220057,-0.254168559627099,-0.0919850831546292,-0.316295754245508,-0.215064993514337,-0.358264581253611,-0.2812492343673,-0.240767058962644,-0.42451665939858,-0.234011239745716,-0.145815059960585,0.179758876704584,-0.224798584565134,-0.197514170730592,0.0067881347114454,0.131085291485539,0.153071163427012,0.371072511924627,0.123198114379497,-0.438083347782276,-0.0600678771070404,-0.165903532690758,-0.442208408034197,0.066235958267431,0.228336399066879,-0.193150329269963,0.0548104238603214,0.39340741645337,-0.128929797508261,-0.173984804735746,-0.0716129157276646,0.251708050300591,-0.463520703886821,-0.030229945913333,-0.0214028423534727,-0.271362056354864
progressive,0.0841045472927759,-0.329888164719571,-0.483370834867744,0.0847819357213582,-0.472361014941853,0.0277322822661586,-0.2701650849329,0.111927148016079,-0.277051867290153,0.258274660049852,0.547668544508774,-0.048641005095065,0.196560058283149,-0.145895919748052,0.132054616190687,-0.285022471133138,0.42016597855816,0.270404428844332,0.147873893959512,0.0537169023865748,-0.295481348470448,-0.315170772127906,-0.197083905334586,0.270169600855757,-0.277286695278728,-0.341083137482607,-0.185058002765822,0.413346935043765,0.0025560123371838,0.384395353606158,0.298597335241926,0.435763976106981,-0.162509999939746,-0.284087675101694,-0.358555243017173,-0.117219809604735
progressive,-0.405324583625294,-0.0676564269564625,-0.0178212098874195,0.0300057045781735,-0.376887494098336,0.0179558889574733,-0.465339953930761,-0.419081654516383,-0.162470492274372,0.423446840845775,0.0585616285787086,0.420887938514752,-0.328268349808897,-0.54908260746042,-0.444092350055207,0.0383637292197506,-0.179226153048718,0.355457677363298,0.188499203136837,-0.376736970431806,-0.0192947573597734,0.0123310572081656,-0.0353413724417774,-0.413171620030491,-0.043948949477866,0.414704584739633,-0.152472551897433,-0.0173656777387079,-0.46349009729208,0.497041030331965,0.331647210007601,-0.258845250345258,0.101005341391267,0.0118042243753079,0.310870982877235,0.020043414543308
stable,-0.246012625460379,0.121405438833245,-0.0300616845082099,-0.289278461525629,-0.365888716625296,0.0491294803622277,-0.0274185282385673,-0.267746234586533,-0.0532241309831185,0.180908331374457,-0.0363521361154626,0.169019551379747,-0.091816960284033,-0.225339918424398,-0.116823180594855,0.141142399614637,0.0341216867875212,0.251233678601524,-0.0705927119080907,0.151718218366432,-0.183242183405269,0.042144133667853,-0.236957296453065,-0.277263501309584,0.173543178598385,0.0524264357729797,0.0871058704729533,0.160407299338754,-0.393354005060499,-0.105532280330845,-0.0194020468987858,0.041455686185164,0.0125449894552334,-0.163664906285068,0.134045515389369,-0.304296378441875
stable,-0.0151571788430859,-0.0071498749459043,0.0561760888987309,-0.0112296869341481,-0.243972401976403,-0.186255957790245,-0.279697671683666,-0.11184242312429,-0.277685419917534,0.0631152297543334,-0.148052750948177,0.0574123955618351,0.034047974232032,-0.130229379182949,0.122163809158344,0.0051405808512157,-0.0991880258561289,0.231455536430334,0.204445637163667,0.144223305847569,-0.156584745759317,-0.423004395151101,-0.010169953256181,0.0399625776998372,-0.0709555730985671,-0.0181606941932828,0.216138495445763,0.252834177153419,-0.151208290610535,-0.0949356337391958,0.227115597238693,-0.194060956960737,0.143120242282964,0.0086582873817491,0.0723984731119532,-0.148345116770301
stable,-0.0984806104297072,-0.0258375193306159,-0.020271216353441,0.0724056163581776,-0.060720326014392,-0.054780679407492,-0.0668673514515829,-0.162849281055589,-0.0014094660911639,-0.11264215114273,-0.069157624526972,-0.0005498034133762,-0.164944110772934,0.0230899941977656,-0.0600253419860117,0.0356515128316817,-0.0400024554797091,0.0151400950992706,-0.024955323304362,-0.0127271747573438,-0.0546938385576952,0.0323577340595286,-0.0636430247808669,-0.0868422388388924,-0.0192399298161022,-0.0401948120776892,-0.0376906265298739,0.136201692992211,-0.0157861539806385,0.0221360824460278,0.0047697130966923,-0.0117036051201646,0.0486944631435594,-0.0127106605910021,0.080453159966693,-0.116239358429162
stable,0.0463764649620496,-0.0376843477370193,-0.0374727393783436,-0.151878637247317,-0.196850945548433,-0.0063691883282336,-0.139520857945926,-0.128327147885157,-0.105082974390203,-0.207154808970786,0.0047958938256296,-0.0262214261981313,0.0041612175948723,-0.0054476872624227,-0.0624462468338228,0.104022947993226,-0.0977799804538483,0.0228108352992506,-0.0134668254072473,-0.0092774760563681,-0.122955074019832,-0.0149546827249418,0.102988820673208,0.0863109066438054,0.0907019909504585,0.0610791526450889,0.12840792125161,0.0496266502750924,-0.127742632510348,0.0344865559589733,0.0260985296203026,-0.115047569827415,-0.193329861844214,-0.0829486408425449,0.0278229020718322,0.0080373468828396
stable,-0.0263605398754496,0.0332287636910878,0.0536030117752244,-0.172502431531538,-0.0507509064123195,-0.0987710280415781,-0.0905807099918802,-0.0828004383542699,-0.161856550650227,0.114081213653799,-0.109761150709513,0.327165807837782,-0.0694602117333144,-0.0099401423492675,-0.0921932448366971,0.109586671995745,-0.0181032382900605,0.296125744572113,-0.14256186281412,-0.189382711220362,-0.0622414228852825,-0.0008551386100487,0.0384091095809635,0.169755034831626,0.269770670553176,-0.0634498058691527,-0.0476192921516821,-0.194936878826223,-0.232182189664673,-0.0834552693991876,-0.0924727537344296,0.0007162415504394,-0.269692326609831,0.0686068950754364,0.0285865367335413,-0.0030905667499658
stable,-0.0876567553397868,-0.401493719486196,-0.421782696142854,-0.208739134377917,-0.0822680775947386,-0.404071722483395,0.143763221291468,0.10324576263332,-0.114116186823676,-0.0451150524509865,-0.300770118629919,0.078187015088342,0.0768235586295345,-0.0078549983019355,0.448102524576354,-0.416114812297026,0.0302566344544935,0.497922199825478,-0.0624165238293019,0.0579399193468008,0.152869993611899,0.113222727301181,-0.110779673919359,0.161111227019913,-0.0687312351419362,0.126647887313672,0.253244586842201,-0.0489634432067334,-0.0110472547208501,-0.196914756009896,0.410353859750938,0.293682937105127,-0.303417923152313,0.232211060583464,-0.156648582842451,-0.225714865305323
stable,-0.0907297521347665,0.088786109820017,-0.292617333794013,-0.23494272306655,-0.131453686348564,-0.193240356667096,0.0381456331840282,-0.101994944326375,-0.135671522392136,-0.040353716630036,-0.158479569963176,-0.0831931798939013,0.06675816358619,0.0575027239921451,0.231901650057078,-0.203513894616486,0.374461863918496,0.156800368779685,0.0845418296633193,-0.0653830697036462,-0.0199124171837596,0.165143486470888,-0.180322407405122,0.153177525281444,0.0782481307393687,0.0542368760211035,0.0092818837071708,0.148232476126912,0.0629105451263799,-0.209741483257622,-0.0923692871485687,0.124697215444911,-0.114555898061151,0.249235766211068,-0.23910767088387,-0.248653995722299
stable,0.0962692783879901,-0.410219696738233,-0.174458198645197,-0.505161489213538,0.0370634066821936,-0.16991819682381,0.0733834212532831,0.267435311969725,0.0415768587853261,-0.167794219363513,-0.0722683330866269,0.236796937104932,-0.406741683646996,-0.257426068188073,-0.157970823609636,0.379953017928992,0.0955789857133933,0.201379612954469,0.412423323353292,0.0964285766975124,-0.569066661050243,-0.0525684421423663,0.0102216415276823,-0.326189838465209,0.461726150150451,-0.009106553361026,-0.33083603915961,-0.169891647105557,0.0597368660708708,-0.107552908645821,-0.322287029881912,0.149023568558132,0.111907062439431,-0.496001836416004,0.532321850987094,-0.43217631373406
stable,-0.0608619522107968,0.178200205959174,-0.0285033296467054,-0.0777314085212635,-0.0870398670819362,-0.0121370332584373,-0.140109639957064,-0.229134948894162,-0.112701023114061,0.0983337674977705,0.295375272705756,0.12927810271298,-0.267789869944143,-0.129971647470605,0.0281089610590363,0.121587915253432,0.0369210591559185,0.202086703346787,-0.101311930280513,-0.0096756293147094,0.144291306878038,-0.135248027195281,0.0031277508677205,0.108063792479745,-0.0368394656550215,-0.0156659521722351,-0.463213104051004,0.0317398718489554,-0.0920374690118809,-0.125130433084046,-0.113958922919557,-0.42417741333017,-0.0423470269655729,-0.110810773676612,0.0057727401884668,0.0685521396703445
