group,AHR,BACH1,BCL6,BHLHE40,CDX2,CEBPB,CEBPD,CTCFL,E2F1,EHF,ELF1,ELF3,EPAS1,ETV6,FOXH1,FOXO3,GLIS1,GMEB2,GTF2B,GTF2I,HIF1A,HNF4G,HOXA4,HOXB13,HSF2,KLF1,KLF10,MAFK,MEIS1,MXI1,NFIC,NR2F2,PBX1,PBX3,RFX5,RXRG,SETDB1,STAT5B,TAL1,TBP,TFAP2C,TP63,USF2,YY1
progressive,-0.0259075166964704,0.0587264417034097,-0.0218017295813404,-0.0506722559792296,-0.0322509577893463,-0.0914358790539455,0.0650561968392352,-0.0028808939591162,0.110500417225199,0.229732475048575,-0.0885070842451528,0.220391809361654,0.147014550635756,0.186963859265971,-0.0538816129075563,-0.164772079908693,-0.0266123434845677,0.0409620694519472,0.047716089256336,-0.0689498516200834,-0.0287747246985362,0.398281879103187,0.006097093865968,0.152256272186072,-0.0545864396956536,-0.144496334538476,0.0768192769240826,-0.0888834480640397,-0.0833406354586142,0.0479487505261934,-0.0583842927771489,-0.11130104571265,-0.124843300214053,-0.0018202322877076,-0.0831421890813829,0.199418080181865,0.0824989491000125,-0.0186813313738416,-0.192985680368161,-0.05968445869694,0.123351530895556,0.290901860085487,0.118075594452614,0.0842028507527915
progressive,-0.0050302354323247,0.0235185845339608,-0.0192328167700281,0.01132749617094,0.103638917413888,0.0158507857263056,-0.110115664919575,-0.156817908383247,0.0278784839204901,-0.135687196017048,-0.0690340917476012,0.108709685244179,0.0057150196295484,0.116660919935222,0.137009686710029,0.121991899942411,0.0098070464098995,0.0272796128921619,0.0034078728716125,0.127478318786777,-0.0421838507649984,-0.0879807090616528,0.185923515500546,-0.0004920613719642,0.0257579025541513,0.0070630127643127,0.0754617737189077,0.0620619374926058,-0.0560337614534094,-0.128458562832336,0.0852355602902846,0.182417511560172,0.0877215635268071,-0.0446912353262856,-0.0623625851000105,0.0634711655778864,-0.0016940699968275,-0.0166036410799228,-0.0892655763804453,0.100387307602857,-0.132307298257429,0.109257890775049,-0.0125323653358512,-0.0340516747949949
progressive,0.0496051642691882,-0.044101385750944,-0.0455259622978009,-0.0867159984169476,-0.0930985183213673,0.160820590114338,0.0767525351702963,0.0650568925107391,-0.176256403397466,0.138541448305574,0.156253748119089,0.0941254539989911,-0.142852291266601,0.125855478257621,-0.290527216370374,-0.223702170683915,-0.158882552203428,-0.0294374673755973,0.168066065941697,-0.0366932121712469,0.0897629424585452,0.146700266632946,0.260892968109348,-0.115336791449266,0.14088055870816,0.172980602512739,0.0738954699206863,-0.203445186859222,0.033918311617481,0.0033922559059598,-0.116345727295964,0.133254885013191,-0.130526460281866,-0.187415016569025,0.315444641311129,0.174031611345536,0.0197334995332044,-0.070335660192894,-0.0053363671411169,0.194066627471024,0.0141899400936626,0.042715049132665,-0.0278854675652091,0.0927279030975599
progressive,0.118367282696911,-0.236484023167982,-0.359342507246619,-0.159767065681567,0.362089192389163,-0.155127394832675,0.272478589613679,-0.435614056331541,0.0205815798856811,0.0245021017529941,0.413728728937321,-0.1052323745237,-0.274501486103796,-0.0714602104146214,-0.0883625313171318,0.408332791740061,0.203287178244165,-0.303513347921912,0.203922813150464,-0.134508697580203,0.169677402614798,-0.0609374369293363,0.303949476981708,-0.166063099023512,0.184018625208721,-0.0768747062952774,0.130602094725437,-0.0496769557790775,-0.180357924908945,-0.116785154937439,-0.0308306127908816,0.116307268840003,0.16724157541913,-0.247753783659938,0.385436016100783,0.106675312157705,-0.0122533707119215,-0.056942680328441,-0.0595269769912734,-0.0513472372846783,-0.0410796456960822,0.373734766219879,0.0956236161956465,0.190908536419324
progressive,0.0920937274609434,-0.0061739279700473,0.103968276847025,-0.183450269492627,0.143617124991169,-0.260498712510959,0.151696844837995,0.0552889071944536,-0.0767133587323044,-0.0424384248253185,-0.339762900370644,-0.0113803000641917,-0.38024527067628,-0.009336285919427,0.0439253613445633,-0.256519586614388,-0.087968002189236,-0.169732756533397,0.130402238460979,0.097924194037813,-0.110552683067455,-0.0923115322468609,0.292553713023016,0.221289662492225,0.0735216809078973,-0.162524255830242,0.0623424314153218,0.230806056215392,-0.259242146438358,0.0203689360368658,-0.37392055477752,0.0073467229711418,-0.168513887442974,-0.124802142330753,-0.116286812912092,0.0117740241002734,-0.107168331778583,0.241026126939215,-0.164564081421431,0.131482885283416,-0.0706944072445446,0.118443918003391,0.0495128918140634,0.0036691729319955
stable,0.129787908199093,0.139772430481022,-0.166903407232049,0.045948948753881,0.0423641586022525,0.0705615190190747,-0.0935725862116024,0.0259660380933783,-0.179377919828658,0.108690735422494,-0.0087830218985954,-0.104492541488763,-0.0082480890311414,0.120271724212836,0.260812634911092,0.0047846116802107,-0.0152344876271428,-0.240826863979533,0.156006520662761,-0.0260044030334247,-0.0422034238048134,-0.0780621446072701,0.0961694014322792,-0.0220516327923399,0.109938373221572,-0.0954270367333912,-0.0768173048994438,-0.173071022148097,-0.0648901611314059,-0.020750147281625,-0.194540838499572,0.127318934658701,-0.152779388752861,-0.215904265203689,0.159668102874288,0.0208275611395792,-0.0940300430412966,0.166061119585584,-0.102224222180995,0.0450714673374552,-0.0498731162843964,0.162295759278535,0.0785240783829665,0.0011977695949979
stable,-0.0077901272885978,0.0264744254077203,0.139632157812091,-0.107057956107033,-0.0148602704631594,-0.0091914458283928,0.0518446613021256,0.031457485415305,0.12154578411952,0.124199933068653,-0.110935604476772,-0.0186671883756954,-0.0660677465881908,0.0156931483307014,-0.0318872149533452,-0.0184336098248018,-0.102380732763209,-0.0893348589311563,0.056369271845203,-0.128287175795375,0.109677885569312,0.0400898092709899,0.25182563396189,-0.086988990894844,0.172178861715212,-0.120486354917135,-0.0733584832405094,-0.0627110287995812,0.0219571476118259,0.118609171638273,-0.0886940073804705,-0.128132118745566,-0.204667972999833,-0.0521115427464755,-0.0920325460666888,-0.0366279887727565,0.198122274014426,-0.0258816950104234,0.118204342887542,-0.0329749057854984,0.104986149496688,-0.03353387499264,-0.0164908901179912,0.0555006468351437
stable,0.0845124007161885,-0.0861932661012125,-0.0126187554349764,-0.0488814096375866,-0.0610640041648212,-0.0633157613427312,-0.0884971431360224,-0.028616966611578,0.0100712127938699,-0.0370980489939745,0.0117707527025199,0.0768118501178931,0.0033607284651075,0.0689021343044071,-0.0007699284528896,-0.109895562319847,-0.12494707010381,-0.106504975718094,0.0097745305315162,-0.0448705017835195,-0.0977462548672111,-0.02292925534514,0.0333395109733177,0.138769224501946,0.0011758092008536,-0.0451486150280302,0.085907609193203,0.0435105849909848,-0.0447399911297032,-0.0189706783595393,0.0069126334093703,0.0662017665363379,0.0398803947555888,0.0122805566469342,-0.0563255284298185,0.0824075603413821,-0.0540076191258431,0.111109195343977,-0.034775813952888,0.0243806456517077,-0.0431032271620561,-0.068059354108219,-0.0624799972811257,0.0270451942063811
stable,-0.0039339183464076,0.0745743208665906,0.151834399371651,-0.0859022319568421,0.165821816638814,0.0136331745716221,-0.0148870112712481,-0.0603626005707484,-0.036743734907646,-0.0459171003672479,-0.0068946575107725,0.0598306790639672,0.008811014204506,0.12730453704259,-0.126943503428422,0.0320049913469478,0.079117850856012,-0.155758080661621,-0.0095284696895958,-0.0159865319468508,-0.110188786820768,-0.0365219658038279,0.002915990051323,-0.0526559214990806,0.136661510697606,-0.128216547278493,-0.0159869880533258,-0.0448167181571925,0.0175963344109235,-0.0802875612502591,0.165467472586279,0.153001018377568,0.113133866329493,-0.115043128033616,0.111650202644992,0.0385948683754622,0.0306772147198833,0.0234914599211009,-0.0492862068621809,-0.0346794983590357,-0.0510318783772902,-0.0479245263204788,-0.0053173906419127,-0.0587051603192925
stable,-0.123626221331362,0.139397922968304,-0.0502442751814124,0.0281648616471482,0.0390084500725393,0.0259653418784219,0.0310017797872922,-0.047617181099286,-0.141613405217835,0.0660894042300539,-0.0536203949145104,0.0521837716421441,0.0027677840853512,-0.0518704666740863,-0.300808657395794,-0.0875522256609829,0.0058305988503914,0.0178597042121896,0.115601056585597,0.0570279992649186,0.0133750177087675,0.102847584853517,0.195573525758286,-0.0072928721781188,-0.0572996916968113,-0.0283387976448753,-0.0661737301631291,0.126167338189295,-0.0509743660275682,-0.145781814429187,-0.0571749641743906,0.0553156103759027,-0.199045310290134,-0.0856657906881653,0.0854357107924377,0.0282931119239533,-0.0285584193635244,-0.0620274482527533,-0.0610919367915603,0.115571663603702,-0.0443226351474004,-0.180911491752412,0.110618340681088,0.101813656441712
