group,CLOCK,CTCF,CTCFL,E2F1,E2F4,E2F7,EGR2,ELF3,EPAS1,FOS,FOXA2,FOXO3,HOXA1,HSF2,IRF3,KLF9,MEF2A,NKX2-1,NRF1,PGR,PRDM14,RBPJ,RFX5,RXRG,TEAD4,TP73,VEZF1,ZBTB7A,ZFP42,ZKSCAN1,ZNF384,ZNF76
progressive,0.187361701719488,0.207453512713813,-0.175383502214311,0.225016143069377,-0.12092855694134,0.108397309936487,0.326628504412278,0.405383817262475,0.189627847571819,-0.157355502621216,-0.0530183706701546,-0.282863562639141,0.131544371142437,-0.244649329307873,-0.228624440780677,0.239537012176722,-0.241540123242621,-0.416647101707095,-0.0618266637747497,-0.016024888527196,0.259649056616157,-0.125359681420451,-0.139084701686799,0.306927873356748,0.0994811051246382,0.143151624153928,-0.21177672548567,0.116827912065694,0.106792123291086,-0.178492708279563,0.387396284559599,-0.066041964839353
progressive,0.0383217601359371,-0.0708300468412795,-0.0049286477462229,-0.270601968272315,0.0241656993060302,-0.0533187024803409,-0.0216418087991625,-0.137594323496605,0.0181008288032835,0.122869624150084,-0.0095089049635582,0.0016311577472185,0.151673038753798,0.112169578198076,-0.0933538539463812,0.0081378660321309,0.264395345474596,-0.106662659679901,-0.0874296814619034,0.189667014678237,0.220568775373892,-0.102646823872365,0.214854260188435,0.188356980030616,0.0722561956913067,0.0722293116353637,0.0180290421440987,0.003265190794538,0.221782966684817,-0.0258069206036018,-0.320130354316364,-0.0220624652039185
progressive,-0.414022840801546,0.150329403383345,-0.25043331078025,-0.35687653161174,-0.127287449692288,-0.125906932834086,0.117354023499515,-0.0839965336677784,-0.353611692844092,0.419887619392556,-0.418362944543192,0.107720499677028,-0.113278898168813,0.0519823042454205,0.176312448837453,-0.411924880602878,0.212703772242242,0.023359996237685,-0.150935825295163,0.445229255592637,0.400742710530984,0.132048453696029,0.345390174487796,0.0249760438271381,0.428713062375737,-0.0244675611203604,0.149592324030892,0.415761382118452,0.313379811420284,0.113195220108695,-0.408769846312845,-0.426667177540038
progressive,0.128282581128598,-0.249884676653763,-0.516913359529796,0.133532507272424,0.52692273428844,-0.177035139220271,0.125285218451327,-0.118518445134457,-0.450380991011583,0.241714592628898,-0.240779052156902,0.432773756011916,0.132565176590214,0.236996017141497,-0.347585075556992,0.199633437223454,0.0156407834250324,-0.0758332757349569,-0.410170916550132,-0.101837667689584,0.220601351588545,-0.408526908536235,0.471957460829332,-0.0715506802733409,0.401287823524765,-0.404516800590734,0.312670341825387,0.174010527791389,0.100229991344502,-0.241305861354725,-0.14467724668155,-0.155940064014326
progressive,0.0403073571353501,0.0137069542063721,0.0306638423805538,-0.174216900510874,-0.0350788470160689,-0.233991157715041,0.0269969357527233,-0.0323644367586782,-0.252693607907153,0.334162707334171,-0.0233177652231275,-0.255448897837095,-0.0878585922467489,0.0596352663174936,-0.284363090232463,-0.161347979591798,0.104741897010339,-0.166179956887334,0.403637710834706,-0.15797131863908,-0.255563360920238,-0.0411576543244122,0.0232564457143009,0.432838060937931,0.0028779289475949,-0.17466248894168,-0.182266108036178,-0.18501322203161,-0.0402787413645643,0.103163941649868,0.208903302670452,0.128754616666834
stable,-0.0920535970484644,0.211374744758043,0.0134746677138096,-0.338778620711535,-0.0908882180613672,-0.160702984835141,-0.204838150144772,-0.0938520342794602,-0.0045621273369254,0.0405235756923336,-0.174463555753919,0.0018302587543451,0.453233773127117,0.077513490777345,0.0233590827855156,-0.0576273072703668,0.402331475771086,-0.152809959468382,-0.0288978672427373,-0.168286317495853,-0.0040420692231485,-0.0319470313616057,0.0351389938000905,0.0180453788913303,-0.0294481527380389,-0.16716900801609,-0.313997624731419,0.130135008778307,0.231753088896864,0.0978142124719259,-0.106224291608253,-0.27309157762742
stable,-0.237647346075353,0.208491306252837,0.0229340150267043,-0.0814824733866745,0.124536887747027,-0.258849475954514,0.0976328567536784,0.169875894090616,-0.134296296630452,-0.0518550337657024,-0.301910225928158,-0.20369026900949,-0.110247515360359,0.0377062516549263,-0.165301279598464,0.239046913220977,-0.175122686983383,0.101652049147298,-0.240770200036196,-0.207472026752623,0.247241576469399,-0.050006844859884,0.0726138215624115,-0.0038505444017236,-0.166736597704803,-0.247996419538671,0.191698310680578,0.0676292023815545,0.250127900867369,0.167782426441666,-0.110346924149858,-0.0175926404783758
stable,-0.17232837264702,-0.138186618003187,-0.284470871858321,0.0122227628204349,0.168629100199859,-0.349172733526617,-0.0626596076924931,0.10322804434899,-0.107602666015828,0.232866914116217,-0.0175765247277381,0.0467301918411434,-0.157145324779296,-0.0201576129300163,-0.0582799796156965,0.0106728918446863,-0.0421958295678935,-0.174237053540628,0.0428258114230997,-0.139150016439143,0.193591215090996,0.129806352244709,-0.103355733609172,0.225905062362718,-0.125003966395014,0.0131942128023038,-0.18543670229292,-0.0028150475460149,0.151635125463905,0.108918526035366,0.220448798082448,-0.0612964706469539
stable,-0.167301305234238,0.46911211693109,-0.144735646265488,-0.319135442927565,0.269213944226506,-0.266923625691513,0.0197705170714187,0.123586445010953,-0.129006449703581,-0.185085729802059,-0.211440173344115,0.177747127941665,0.229933696554299,0.152837720772222,-0.436289154996308,-0.155097074952117,-0.231020530507657,-0.166196180939506,-0.166138725410623,-0.0461185987556056,0.207293832477744,0.291718420015278,-0.164025793365754,0.223629990042002,-0.150138901379194,0.189660154120219,-0.0928023591192798,0.328541101873348,0.329550251577879,0.219131261892084,-0.0386369047951658,-0.0456480697833442
stable,-0.146575034800178,0.173201142642641,-0.125228864470295,-0.109703682234255,0.247109241565976,0.127641867092917,-0.0442113434417959,-0.044984927868521,0.0454414802355213,0.207791043423396,-0.117938000463181,0.14532513808813,0.0591675273667865,-0.0338781070378468,0.0900431093569026,-0.151023418180896,0.142835497550243,-0.0544512387951028,-0.148143491963424,0.119901110138791,0.106918625458898,0.100637264019372,0.123763027877345,-0.0638901478459991,0.197967634746346,-0.149032251604684,0.0881650437496557,0.160825429377331,0.181226071239833,0.105880956819888,0.0699129927850333,0.0110221042747697
