group,ARID3A,ARNTL,ATF2,BATF,BCL6,BHLHE40,CDX2,CTCF,CTCFL,E2F1,E2F7,EGR2,EHF,ETV4,ETV5,ETV6,ETV7,FOS,FOXA2,FOXH1,FOXP2,FOXP3,GMEB1,GMEB2,HNF4A,HOXA4,HOXB13,JUN,KLF4,MAX,MEIS1,MXI1,MZF1,NANOG,PBX3,PGR,POU2F1,RXRA,RXRG,SETDB1,SRF,STAT2,STAT4,TCF21,TCF3,VDR,VEZF1,ZBTB7A,ZBTB7B,ZFP42,ZNF76
progressive,-0.109032474119112,0.140307347101221,0.209155364046695,-0.210819568838735,0.0732994265111733,-0.143256913318007,-0.180938298243456,0.0080639516752486,0.0585718906076362,0.0104181926005729,-0.0915109683817851,-0.0834740769470575,0.0755521915345439,-0.168571768325373,-0.284869917024365,0.0761204565854843,-0.116095196895085,-0.108491269308693,0.128109943686395,-0.0728799927830983,0.0011027048012294,0.281331790576249,-0.0893393840799774,-0.0011229999816201,0.148865148165978,0.0327361259702416,0.210603086914567,0.0469292221234896,-0.0673799988972115,-0.0733873722928665,-0.0610208423747839,-0.18888724389649,-0.0546955111530075,0.119098883592912,0.212057574842569,0.0495202401533723,-0.018691861139859,-0.114755714989297,-0.0539107641778994,0.0275270296699552,-0.234219911829243,-0.0252404393459333,-0.0685706494801341,-0.0259237104190878,-0.314879723762119,-0.132818425537043,-0.0206537285776292,-0.175066226050405,0.0670891013116111,-0.0200110478652562,0.297764121632607
progressive,0.0371380307886813,-0.037741486040141,0.0665797457793023,-0.022438398799281,0.132978105611818,0.0698412948261521,0.029463873748764,0.119724583851469,-0.076765930675403,-0.0571268578427436,-0.141712628624559,0.0477095770682981,-0.0370963933813714,-0.0119461071708195,-0.0471303863748914,0.0769996266063157,-0.0980632252189498,0.103781237719814,-0.0411157911003495,0.0694791929598229,0.0616702647256706,0.0537189078430652,-0.067474997895553,0.117107936027033,0.0571414070057576,0.16999792445101,-0.0732142598318724,0.0344086748099758,0.105383799310355,-0.0324954598736324,-0.0216378119607991,-0.169463673442045,-0.0780452998388594,0.119300073733264,0.0466483974909631,0.0174723483026146,-0.0536579353638551,-0.0399148629835377,0.120989643147356,-0.0818534953986899,-0.0223480408395098,0.114034808213033,0.0596522383847196,-0.0534166298378134,0.108952603707698,-0.0263705972583527,-2.30202217425752e-05,-0.119008372586651,-0.0122204833272648,-0.0329395922182709,-0.0435185566566613
progressive,-0.0297768661864345,-0.023148984822794,0.112560107644131,0.0612975715249067,-0.0565948240837998,-0.171157915155541,-0.0138669638884656,0.143982371688331,-0.0280916669213382,-0.23264173423057,-0.158321935695734,0.0474640612952069,0.0260926508365801,-0.102675204170728,-0.108252917083335,0.208730814813943,-0.101966022438958,0.173376619651307,-0.306022872244297,-0.222620341365149,0.132391741150039,0.116427729414709,0.138469646411231,-0.118427654148959,-0.0024325826691756,0.204178416869079,-0.0268503621299571,0.105314549391939,-0.0305917584084134,0.0634625377218362,-0.0038750701368376,-0.0826957039573296,0.104048327127866,0.0588844288357101,-0.154411146675341,0.132355382372474,-0.0903063473371459,-0.0646452282220362,0.0840242390999531,-0.0479589681192819,-0.149183814126043,0.0528877261242005,-0.0967729114212368,-0.144071112189433,0.196856634442592,0.0141732683524673,-0.0931510729393336,0.177579213137469,-0.0040697002984711,0.245861701287014,-0.156936501177872
progressive,0.073837554225212,-0.048540889513869,0.094439662619506,0.119224360137558,-0.101136376353174,-0.0136494110639809,0.223354830344351,-0.137559185247279,-0.272389402508894,-0.0011930664057933,-0.418876015689178,0.170201664955212,0.0132700068046673,0.0858550698605789,0.0780795681124773,0.102923690394037,-0.0142482298347047,0.330954792512819,-0.283744103474375,-0.0839443351570478,-0.138180859696275,-0.0124014910303349,-0.201061401757937,-0.279035833750363,0.0329304612541588,0.30319885681942,0.0131877263628884,0.27636171939255,-0.280187759935267,-0.12570623049547,-0.289750575724232,-0.0149064733689356,-0.191900845906558,0.0922180906914769,-0.212571521335667,-0.236583696928129,-0.374508573027759,0.0478186500804769,0.045551366795904,0.0950293391189211,0.0821295943022586,-0.129628264886929,0.0793731995026671,-0.0174708804710432,0.0437914795689674,0.0166800740028353,0.0384523931246507,0.21207326754934,0.171655286093305,0.129788254634832,-0.199882048759106
progressive,-0.0477776176012005,-0.304895354800854,0.0639460642655959,0.300716032907216,0.0425250068165893,-0.126221212871381,0.0708695907100176,-0.376321917397475,-0.133929378542916,-0.0686864235340608,-0.207591959662398,-0.219609542850719,-0.354929318366032,0.354022714492217,-0.185922907431765,0.360519364673184,-0.13969017535545,0.18661404042974,-0.0404028219639832,0.0646453282400178,0.0002642567345199,0.48710647148467,-0.119976622960264,0.103157698180128,0.113142537256757,0.17653162963575,0.103763455925412,-0.146288462742001,0.096913108269011,-0.0567216916926437,0.152037063089865,-0.0870990196977637,0.463551032718387,-0.186207491607402,-0.0046061981570932,-0.0438218975598486,0.222548890836225,-0.0434560036197441,0.390242149074339,-0.202709308306115,0.142735226034764,-0.054379970475975,0.100153302383047,-0.144426469135692,0.130205391330297,0.102828393634034,-0.0020774644821488,-0.124290105965274,0.151764675378898,0.012176137229033,-0.0159489103003327
stable,-0.0115603222218833,0.207924531792118,0.238648522957542,0.196030048570891,-0.0441579645051031,0.123645412807656,-0.0519236250271044,0.0304290093592679,-0.0139286644712293,-0.19783874956623,-0.143473528884623,0.077206690309247,-0.0439447854099949,-0.150065289750181,-0.10317874353813,0.211845587906439,-0.0631663313092478,0.0282940816124998,0.0067498307658542,0.250523939381456,0.0953924785738718,0.211153893704597,0.28473088086361,-0.115129873599112,-0.222891352624088,0.174224828624262,-0.0470519353022835,0.109343285132302,0.210433906835775,0.0775696360219512,-0.16384873903285,-0.10925078041244,-0.126493869314479,-0.11431732050463,-0.195465117818275,0.0213334704776509,0.105953946639795,-0.0811781811777486,-0.0596135719120376,-0.07344542625756,-0.0019310975329226,-0.129433169884624,-0.0513963973285277,0.116607611896592,-0.0039074633330118,-0.16716340948685,0.0539555305625897,0.0030453980713166,-0.0034692345238239,0.157451459499875,-0.228319669818825
stable,-0.156312521701497,0.146340564299449,-0.0916260582690584,-0.0776336402676065,-0.0177739361075224,-0.0108127145749854,0.182447026935342,0.0707108067131256,0.0269114839550515,-0.0737800313523518,-0.190192783877679,-0.0236806973136915,-0.0854347121704498,-0.004903988629782,0.0810436715624096,-0.0124454127125451,0.0298983406886062,-0.103241444306469,-0.173820008969204,-0.072296804515176,0.151792715119819,0.219336211375772,0.0532194907590083,-0.0615667601134059,-0.0913376950323219,0.173441418870659,0.137604276616246,-0.0223170172900683,0.117933007136612,0.145854064687785,-0.133018122308716,0.017268847041918,-0.235524451948788,0.078709108188265,-0.0245223612892602,-0.0448589216326858,-0.0086439449485871,-0.0033640866281533,0.222250675032599,0.220765332322617,-0.20004247405828,0.0892330061251984,0.0445459235911338,-0.104793134742304,0.154939169116474,0.0090450539791418,0.128318164270965,0.0113048061362086,-0.182307681597673,0.1980686669976,0.0806523862270267
stable,-0.046014152065874,-0.0324315111734018,0.132646012251201,-0.0397448114913127,-0.0119405080234794,-0.0243659296352071,-0.0752097062675859,0.0028873617488093,-0.076148388375531,0.0644902727407753,0.0165842012259696,-0.0047946711394875,-0.0631906312872585,0.0049329719380293,0.111228012915203,-0.0635012994333605,-0.0002623072105122,0.0971393298703896,0.0174084239027564,0.0325601084832492,0.0552833313872289,-0.0697028199256494,-0.0777554113096242,-0.109084950484686,0.199664878505565,0.0728005282680915,-0.0530165233912126,-0.0931084171958782,0.118822505728074,0.109344649230496,-0.0383304497601673,-0.202735145799334,-0.160112884725082,-0.104405208300004,-0.0788492448980911,-0.0078501745230385,-0.0926712906809851,-0.0066007720996974,0.10547201819415,-0.0660025040675693,-0.175441527551012,0.103909130482828,-0.129692499837529,-0.11063949110896,0.0106232855178659,-0.0481242435025468,-0.0742885008731495,-0.0816347200156096,-0.0094913161754442,0.0376523011067367,-0.0689335836847974
stable,0.0662436879878388,-0.0443861666982955,0.158012355854513,-0.0919207839609405,0.018212577896986,-0.0429053014097379,0.0613578399269514,0.212703027961058,-0.0915216051374092,-0.0491465441661967,-0.0539140237431349,0.212415367360277,0.119771125299352,-0.0891864216121432,-0.0481352743567283,0.0133262765099897,0.0833627425714035,-0.040575658536912,-0.032579086717836,0.0693947577697055,-0.134694771907846,-0.158738231693744,0.024706071448176,0.126276959394613,0.0056144438567713,0.0831417712781755,-0.0409912578394933,-0.128942617653152,0.112910588708784,0.129256420059537,-0.0111998244730156,-0.101130657925281,-0.142851216734605,0.116034509293693,-0.229092076400845,-0.014947320305284,0.0278288839025977,-0.0400354449239943,0.0915879418579885,-0.0559599852110234,-0.119433901044015,0.0522141012049195,-0.0847248867890383,-0.017058057037155,0.0742253000453264,-0.144733728955508,-0.0663942929950765,0.0678135059328452,0.123716472793302,0.0150905713556465,-0.070477250147814
stable,0.0375088093197091,-0.0712899173394978,-0.033646194889509,-0.0188617543033224,-0.0015038813758712,-0.0496503334666642,-0.0597876688131123,0.0967179189006961,0.0570571848750234,-0.0339118564880451,0.0035498263929798,0.056402127377313,0.0458637789165731,-0.0515762704596817,-0.0294608191525067,0.0957009741924386,-0.0039806497196486,0.131595319399922,-0.0284890281482908,-0.116526366639726,0.0721491528727168,0.173695011022056,-0.0255892178200459,0.131735493155915,0.177177983629926,0.125729721729274,0.0498809242271097,-0.0175707090761133,0.0316404717398356,0.0846954164105108,0.0106399442948336,0.129126222801977,-0.133670197858455,0.023867568458906,0.0041359477745684,-0.0871796373073825,0.0449093041386644,-0.088000733304178,0.0783863918307555,0.0809553307208897,-0.0827323262483912,-0.0468567220200123,0.140253103764424,-0.0017716253054189,0.0361802821342907,0.0382757647102022,0.0438520279666028,0.0393061897718508,0.114566673965046,0.0285810890982785,0.137218818691376
