group,ARID3A,BACH1,CTCF,CTCFL,E2F7,ELF1,ELK1,ESR2,FOXM1,FOXO3,GLIS1,GMEB2,HIF1A,HNF4G,HOXA4,JUNB,KLF9,MEIS1,MYOD1,NFYB,NR2F2,PBX3,POU2F2,PPARG,RARA,RELA,RFX5,SPDEF,STAT3,STAT5A,TEAD4,TFAP4,TFDP1,ZEB1
progressive,-0.109534246703318,-0.12772535222659,0.405811352200463,0.145361769374245,-0.129302538451239,0.088609797256821,-0.0592781432738519,-0.0595989269127633,0.0896857590456699,-0.0048384865535815,-0.30060768462245,-0.10982829837232,0.176651540153069,0.139420589061905,0.0590843364920095,-0.110396352732893,0.194568642984771,0.134328148794185,-0.189235614987868,0.107489251005257,-0.100298351099658,-0.0899129807898989,0.0082935936643574,0.0059545462972944,-0.0035754009753676,0.0388682842481085,-0.0897525889704431,0.102657447444153,-0.262220575832709,-0.207486867443436,-0.0932878919909468,-0.198839075177781,0.0313231857412112,0.0358074736934947
progressive,-0.0199143573256743,0.0528791971670975,0.0569226122066899,-0.0626003585057778,-0.0690472949504974,-0.019193598203488,0.0692488830916504,0.133299726773864,-0.071516749679622,-0.0122762095102308,-0.0169681687004167,0.0443561042648368,-0.0287637122908287,0.0113663296390655,0.220467752879763,0.0524042374767738,0.137100027666063,0.02448250572127,-0.198077371468318,-0.0139319750939639,0.149462214230786,0.128194857145175,-0.0624474890971204,-0.0456821552770742,-0.150529806612953,-0.143129018763901,0.203031097942651,-0.0464798765701811,0.024545322197224,0.0570157340359286,0.054206207209502,0.0034788819316489,-0.0889875460906871,-0.0444698931941794
progressive,0.0761179550845353,0.0298558554874015,0.252566822368809,-0.0166673487431694,-0.279100572431648,0.0998474195004283,0.0471358242529859,0.146650011541429,-0.109221371018071,-0.226223550693418,-0.122345091445499,-0.159689021187772,0.0564742908850106,0.127740880657254,0.258564111563528,0.101759162941924,-0.391934467662063,0.0775236858383575,-0.399173422497643,-0.234201364717818,0.154142996935006,-0.238283780574353,-0.0120951549476339,0.115078272895503,-0.045120768774481,0.152886012612795,0.32795394657676,-0.0124664548461621,0.194248958718941,0.0834064920639857,0.214666636190815,-0.412607015420313,0.240219176365208,-0.300757778053963
progressive,0.353881880856335,-0.357659509515175,-0.133559654209216,-0.395768045371156,-0.353495015270791,0.534102076041965,0.132248862578197,-0.265503575678807,-0.14706353882461,0.357427390163848,0.13766498077581,-0.239278640338766,0.0355188121127524,0.0004096223846934,0.398653607503329,0.417177642011133,0.194684416725139,-0.243925578725122,-0.145297611210598,0.117233926499267,0.40924007046774,-0.237517264084584,0.0446033263332872,0.379902005004029,-0.21653549526862,-0.217459421314095,0.506948663296619,0.408302490342775,-0.0897209563273562,0.108217682676181,0.380115918916036,-0.284450886650794,0.159952989862964,0.376169889943489
progressive,-0.107311506496159,0.0714167355369046,0.0723325425178023,0.0354247107389707,-0.245067516742248,-0.215761693353523,-0.0922695794470789,0.108778418562907,0.0054745806689944,-0.110253435116211,-0.156469269705316,-0.168634104026798,-0.10395624906172,-0.129290874037703,0.284564731975919,0.171142442616071,-0.119930192064811,-0.178164980217379,-0.0922574227172439,-0.341300190115512,0.0121243118886983,-0.138205809249981,0.0299298688535847,-0.0363567266929816,-0.120104438525778,0.0752825756244107,0.12608960184784,-0.0860777517178239,0.0232355629578195,-0.219664003630534,-0.120635282395237,-0.0452108782560851,-0.189065514636028,-0.0837274506164051
stable,0.061745816404018,0.142579639467428,0.0949683233341604,-0.0623331547772441,-0.172390617819473,0.147170259026097,0.0514103163730331,-0.197723662200531,0.0719572887179845,-0.0559637214857163,-0.076393103538408,-0.224495562978378,-0.121863577432147,0.215190909232093,0.151935302141325,-0.196049318675186,0.0467332513961748,-0.165712862536405,-0.221093966427052,-0.0487264620279029,0.16349238015629,-0.0797539910417361,0.0822648932416815,-0.0316978795120435,0.0244841013273977,0.0949361362103667,0.0226755528230347,-0.310273021712465,0.294304100620702,0.38261686246001,-0.011475966463005,-0.114522828707736,-0.361200776463821,0.103733643503277
stable,-0.0095693639533223,0.0947821926114698,0.113362661162007,-0.0571794696987611,-0.0435044509720976,-0.193233979921631,0.0721097809208998,-0.139267703412884,-0.0838776771994504,0.0250677285553603,0.0535207237648845,-0.0641531159927929,-0.0289990497052152,-0.0006848282789502,0.206326178894064,0.031344492387314,0.0454718443358496,-0.0186411914980432,-0.106888208726756,-0.0699923129772061,-0.0826216313175298,-0.202187827148988,0.0068635011957011,0.0093331019640167,0.161910582354791,0.034088476499077,0.0362672700994335,0.0022173669863655,-0.0527879801080011,-0.149107533100137,-0.242652062458956,0.0945156444870555,0.133985259011688,0.137870171556501
stable,-0.117137397161137,0.149683827219068,0.0923756513171359,-0.0308849229077308,0.0607602534258332,-0.151871459248965,0.0884722162157198,-0.027443704568094,-0.0210624530151833,0.0319857012704846,-0.0320225913222903,-0.0640656540254417,-0.0290718028403913,-0.117987479045071,-0.0117137864781512,0.0249842811846828,-0.104877482042804,-0.0137450254715193,0.0341665268260337,-0.132094910307216,-0.0413693873778223,0.0883362426022332,0.0538480968738373,0.0163230165989031,0.0362452033085547,-0.186505554492181,0.0665644614359919,0.0319478240201094,-0.147597097274533,0.0350967796253702,0.036780212975376,0.0482713082393876,0.207964913290101,-0.0203501113105975
stable,-0.0347839834933185,0.110213064201809,0.220280690842153,0.0084233754649585,-0.0817001503076906,0.0028528868014512,0.0041676763658737,0.293896303194831,0.0724220040851701,-0.0831114648011456,-0.0131557476721308,0.0616893322092547,0.0393056012699504,0.0450077739428579,0.0675513961765234,0.136702755567906,-0.114922780557763,-0.0613008818860446,0.0677987100490963,0.14475038399047,0.0725331827987656,-0.14441234668719,0.125185130965998,-0.0007738498585077,0.0962761647853473,0.204097261225064,0.0388039217035644,-0.201332997311823,0.206065919661078,-0.0559410976401611,0.0224290426417413,-0.217955340284969,0.14380328938887,0.193491672170222
stable,-0.0770389848708084,0.0913770041889644,0.0840352205128903,-0.0201681795224514,0.0266629636690504,0.0649729031915328,0.0261743142671347,-0.0994263747654148,0.0186833536533088,0.0121914987993056,-0.0840609331923428,-0.0793045214629052,-0.135908652692721,0.254909645506813,0.0443175931596228,0.0809463357167219,-0.14749411340164,0.0272008685835038,0.0948164276657699,-0.289704325421953,-0.12812476281931,0.121488613181881,0.0982494500957918,0.0077526440857222,-0.0677113577993823,0.215782433350087,-0.0705499508170827,-0.138849119997366,0.198420950103737,0.112619474647865,0.0906808089820166,-0.0709918400297831,-0.102759801247178,-0.0726764002570356
