group,CEBPA,CTCFL,E2F1,E2F7,EGR2,ELK1,EPAS1,FOXA1,FOXA2,FOXD2,FOXO3,FOXP2,GLIS1,GMEB2,HIF1A,HNF1B,HNF4G,KLF9,LHX2,MAX,MEIS1,MXI1,MYOD1,ONECUT1,PBX3,PGR,POU2F1,RFX5,SETDB1,STAT1,STAT5A,TCF12,TFAP4,TFDP1,VDR,ZKSCAN1
progressive,0.0858470792566185,0.0595642707289384,0.103511602122291,-0.0222666479059655,0.175888083621487,-0.0899817495360231,0.0467388922189382,0.130498884726239,0.173320374371538,0.151698945712995,-0.0858141599072602,-0.157255731884679,-0.258969937532007,-0.0300817014436299,-0.0933724425199298,0.125613653281465,0.29199462880827,0.0459290762247236,0.0720209525261255,0.108014969114509,0.0358228359717203,0.0950315777275889,-0.0148268749509859,-0.491341040782493,0.0333473008999749,-0.0040556638409446,-0.103011228012045,0.111543923365721,0.070954365606916,-0.0197581934848617,-0.240159821308664,-0.0725213266363719,-0.0540009006873829,-0.0172365713240147,0.0826275668893752,-0.117561580428421
progressive,-0.0020636108699543,-0.22871255677955,-0.202586313069394,-0.20828252463396,-0.0288898058631853,0.0212319955209007,-0.0594709507590449,-0.0842074604609407,-0.157275732200041,0.0993980731861176,0.131320254959787,0.285595143107758,-0.0658987853993827,0.13714459968273,-0.0012793258590501,0.138750625447595,-0.0768217756541393,0.171409048128372,0.177178725191462,-0.0420642920850725,-0.0782782116705823,-0.310649210342319,-0.215156889571038,-0.128596247564058,0.0759622059990339,0.0241480393975324,-0.104591081069368,0.177933250844869,-0.0402906716940519,0.198631910168869,-0.0141254329637276,-0.0254499413208907,-0.0155619516672375,-0.147355557661321,-0.205293201837849,0.0968780899748592
progressive,-0.247670497411668,-0.0829286235161076,-0.360665369606039,-0.264678787675039,0.111792396175727,-0.0334610302539565,-0.26621302598027,-0.180474386105611,-0.463913012129495,-0.257116301453057,-0.179205918090136,0.196871078271539,-0.211085850175565,-0.176910566206485,0.0249196291362837,0.455753308419006,0.127554009898512,-0.501001421801297,0.156660677470836,0.157681788929817,-0.0366722542586336,-0.160847022713632,-0.483065437321212,0.168145603965859,-0.228173252693349,0.230696551722661,-0.194195957318274,0.4206673701835,-0.0524327210616877,0.212609602357542,0.176474232568158,-0.194250291065091,-0.538487926051383,0.282640029596233,-0.0106042811943072,-0.0442988041398766
progressive,-0.34725383621807,-0.451974023206122,0.16193871252249,-0.534463613077041,0.158605025170713,0.474619639587616,-0.315112398624812,-0.461212712917138,-0.363002012869025,0.319614455427349,0.612951875910035,-0.24719359379617,0.244563634762223,-0.29525462904088,0.201049767109654,0.228585393084284,-0.36522146371757,0.0235929429631908,0.127239493158654,-0.111649204271314,-0.247324415086023,-0.181358907447258,-0.283850621428844,-0.180646156971506,-0.467713177699157,-0.352960351103048,-0.340315796776887,0.460256364177521,0.202502334534921,0.0449077910513508,0.425358657339424,0.497978006444863,-0.250220527778637,0.166323481272055,-0.376652537803369,-0.385354409118091
progressive,-0.466112784626794,0.0663215677168546,0.114451941332328,-0.266373315278083,-0.0986522449344105,-0.0725276030795594,-0.558689439527779,0.0050873678419115,-0.155052061848469,0.569733810740134,0.0679857338873633,-0.0793305246459384,-0.408629876190836,-0.0667445268148224,-0.499751868025913,0.15158537840064,-0.0094790272609975,-0.36883614498297,-0.467622788135426,0.0797060490787135,-0.14834005672371,0.126840294725142,-0.14879068604304,0.208127499310277,-0.0386157703555819,-0.170389270260759,0.452633433934549,0.133702509623012,0.140612159186074,0.0931735411046596,-0.0202506491484948,0.352522573045465,0.154502610309988,-0.469014204981077,-0.144980101272564,0.305823145163302
stable,0.0196267956088035,-0.0538679250713683,-0.305146333649584,-0.327283779447838,0.0429129618752406,0.191150212493695,-0.0902238305772168,-0.352399961739903,-0.0246872985914866,0.197061808814621,-0.0923001255370335,-0.0136868796155135,-0.100897581230571,-0.257061995169921,-0.135071549177147,-0.162658517661258,0.161990991116492,0.143700811891238,0.17905530732655,0.181858473877043,-0.199494053796507,-0.207504432460401,-0.241860103272973,0.241022778947408,-0.237134445843146,0.231806619583753,0.0265968622318439,0.122084484140497,-0.102982053420624,0.160614089848688,0.468792552495394,-0.0431816079391947,-0.100379349264317,-0.390044622781739,-0.208131072853984,0.141938318141756
stable,-0.121783573143517,0.0752189576017315,0.0560165507178378,-0.214541515095115,0.221470130371474,-0.0532473772037299,-0.369023618955872,-0.182795851597731,-0.308074943687621,0.0131257201285547,-0.0473722727036678,0.226834195815882,0.042883894743018,-0.109438799790164,0.142427455480958,-0.185555285412829,0.0499738053378382,0.131823136826533,0.0723299562755556,0.202809014638646,-0.175737816381491,-0.0237580773104338,0.0001258782311502,0.0287107142572484,-0.0061546043474225,0.0271703661016258,0.0031572857625547,0.184259167588453,0.252264549932171,-0.129199320941596,-0.146359637599632,-0.187556350845885,0.105519899079232,0.156366145334491,0.0050516572200875,-0.0013731499892765
stable,0.0489114528368615,-0.0513673882051992,0.0181850958054075,-0.0592787496122206,0.0345464955318801,0.0440475957239347,-0.0511072416619801,-0.0919725868365089,-0.0857539752618356,-0.0161699100976403,-0.0219410963207406,0.0367840844529679,-0.123681708286464,-0.0762444020773548,-0.003446710616042,0.185670428985401,0.0340826377101472,-0.0678623531031903,0.0624225379111585,0.0436049974104712,-0.0524390933684411,-0.140496387432004,-0.0967566951176909,-0.0462583278266049,-0.0101595287307747,0.016374648405539,-0.0248206299589194,0.128347091970741,-0.0166897923723246,0.101235159453898,0.0687780011513823,0.0113678801536901,0.0578769572046414,0.101099745629487,-0.0269275807422359,0.0193031713453819
stable,-0.134423875657839,-0.176396253075918,-0.255169078250657,-0.216409858810713,-0.0596704935494689,0.0059738080085052,-0.136518711663308,-0.088336146660991,-0.0705069176019635,-0.192907470420149,0.0302119241149917,-0.10662798451266,0.144303492227832,-0.105125681892779,-0.0432460741516678,-0.0507413466769561,0.0888489625943521,-0.0472468999745362,0.11261610205141,0.112850748639051,-0.113862566114984,-0.152128824713706,0.0491309551140867,-0.169826000080131,-0.235588887537536,0.0894213438041286,0.0448537919614811,0.102280858155088,-0.219071629491955,0.233755831761832,-0.0143263154719301,0.0796701664087171,-0.180569882568519,0.141917613250817,-0.177245417240941,0.0087581257048166
stable,-0.206285203399264,0.0063026330219499,-0.195882421540883,-0.0209569577753389,-0.076708995930267,0.126077465115263,-0.133293380657247,-0.0423993174051562,-0.213864421915151,0.0991872715442346,-0.127064947830673,0.243845791348884,-0.0729448863071899,0.0402172543108717,-0.125047429550054,-0.0497894002645292,-0.0172785953521058,-0.200891469312319,0.025937244952313,0.192377905684915,-0.0021907233476353,-0.0997566030145205,0.123441968262202,-0.138741428431874,0.0216753311366254,0.21131381692827,-0.0976653122053577,-0.233071260096666,-0.155095301176186,0.112036093849038,0.0689442769259397,-0.141545960600338,-0.3043254724997,-0.0135944594266389,-0.0057412133880586,0.0397479968793065
