group,ARID3A,ASCL1,ATF2,BARX2,BHLHE40,CTCF,CTCFL,E2F1,EGR2,EPAS1,FOXA2,FOXD2,FOXH1,FOXO3,FOXP2,GLIS1,GMEB2,HIF1A,HNF1B,HNF4A,HNF4G,IKZF1,IRF1,JUNB,JUND,KLF4,KLF5,KLF9,KMT2A,LHX2,MEIS1,MNT,MXI1,MYOD1,NANOG,NFAT5,ONECUT1,PBX1,PGR,RARA,RARG,RFX5,RUNX1,SETDB1,SPDEF,STAT1,TCF12,TCF3,TCF4,TFAP4,USF2,VDR,VEZF1,ZBTB7B,ZEB1,ZKSCAN1,ZNF76
progressive,0.0146732147125236,0.236023866126065,-0.244665638133306,0.345426985885164,-0.175986292181022,0.279601863639314,0.0464585881823299,0.27373521445057,0.0927655663294451,0.174206522202414,0.169546161554726,0.134339674681595,0.0463399368504227,-0.106173166834959,-0.0987904172940662,-0.282825224822793,-0.0398602557801574,-0.13187436367419,0.117187965480344,-0.03071091974198,0.200593260070443,-0.023822550750701,0.0989090686259734,-0.0552256032621396,0.282007848980766,-0.143119873242728,-0.0004746053276287,0.0424574016007927,-0.0380409353575803,0.110022743381281,-0.0675851170024729,-0.13457697734541,0.0827263453019638,-0.0192149240283047,0.0143568111607711,0.174760228417981,-0.42842359255425,-0.0679015205542254,-0.0170462413506676,0.137101614018768,0.0574470198650689,-0.0096964505130827,0.0910253467948062,0.0932665386197199,-0.10308164046471,0.060802215861778,-0.0462806111844691,-0.175162324598333,0.229049804506186,-0.0771629161836484,-0.0371444586276148,-0.0489304909303966,0.0482976838268915,-0.129666130552584,-0.175907191293084,-0.131419533568546,0.0866352475142398
progressive,-0.0053788241287923,-0.150116491513126,-0.0082379190906209,0.0680374495538401,0.139593350668887,0.178095564930078,-0.209967984299868,-0.148864867136384,-0.003717943931747,-0.0367272317113258,-0.140493844196381,0.0433587540115059,0.0930150801882807,0.117246190110121,0.258781288306072,-0.0362857620516418,0.157784038899817,0.0277778536376332,0.120694284778652,0.101896155585142,-0.0643625507813813,-0.169255807283727,0.0787093342999147,0.0539671915000179,0.0158281532627989,0.214107089166472,0.0592659945843201,0.149630295972099,-0.112140950182444,0.131670473590062,-0.0486842152150636,0.0561405518635556,-0.2716287276917,-0.177704890425823,0.0405433578230977,0.0561168816946195,-0.0892323817707065,0.0785939714055535,-0.0186078341075461,-0.17692013328648,-0.0781244897116255,0.160513951697058,-0.255979664701167,0.0073231394256622,-0.0586931951707559,0.201533840909368,0.0098529996116774,0.100825348889445,-0.0761452994321219,-0.140123711850572,-0.115878315791267,-0.163789959101883,0.0187567647562762,-0.0658858452035652,0.0225921724849527,0.099659301277318,-0.0916523880957618
progressive,-0.0828091929442928,0.400573607176843,0.245103696581352,0.307811567488733,-0.25242637012267,0.28734611030038,-0.0885177512758908,-0.349194287355466,0.118136682785333,-0.315460284409184,-0.461501655469114,-0.277338187468697,-0.418961379473605,-0.170550507558406,0.209404090095367,-0.237501469023531,-0.170802422659021,0.0302751540178959,0.369408749899801,-0.069939696643507,0.142194240755684,-0.15369143714279,0.423384211247589,0.210743669668384,0.441593969760354,0.0607603108387718,-0.0869033838862817,-0.476650088822305,-0.234183891269242,0.121386588066275,-0.0697193922920409,-0.195549780890111,-0.165172229228084,-0.493578420444572,0.0702893944962748,-0.262638583882836,0.153863676007318,-0.0833399055217427,0.255873606167144,0.0638743289862572,-0.0638912124298592,0.440088203640158,-0.0442387453782662,-0.0629398511877309,-0.137637375370431,0.228861647310367,-0.194647909951297,0.379528375813537,-0.0810220192854046,-0.510819202949928,-0.22093618817918,-0.034816649038883,-0.156686300292487,-0.0596022629592105,-0.280105231306221,-0.0457230762078554,-0.287847317830759
progressive,0.182382122830877,-0.12524270559294,0.196744839131621,-0.28942092055427,-0.38209700197692,-0.0854902095336538,-0.405044849140019,0.123717061938116,0.180459270177164,-0.265498105848443,-0.337329742306657,0.200599571916296,-0.181321394254298,0.441276629072788,-0.130699815589043,0.112884089241138,-0.225813315868513,0.0482338109332959,0.0857023552489696,0.0310184118223479,-0.164981660436356,-0.231938459180929,-0.0411698099871413,0.210164184060003,0.182828982954628,-0.199091983215966,-0.0822042078155704,0.0639506488211619,-0.0140512683357056,0.0296326940648594,-0.293004829021521,-0.184309489223215,-0.170903685510704,-0.166638202511269,0.204242158985655,0.182377609092254,-0.139785971438634,-0.0371119589643982,-0.20732504246567,-0.427067379885251,-0.400549165470773,0.406556951578972,-0.0308378622773982,0.102904213144046,0.0004784562941165,0.128424891322678,0.366488493816024,0.0672411642778691,0.20588967358332,-0.181632842219336,0.209577398038917,-0.261467337257443,0.0523593680353951,0.0210024258162667,0.261386089962215,-0.248020909897318,-0.225185906199813
progressive,-0.251661288692019,-0.0081923722296982,0.19502671929917,0.191703883628989,-0.0786048423835506,-0.0457997516540058,-0.0490039146216811,-0.0229038315837531,-0.0542096905049659,-0.538469476109711,-0.22645125092289,0.483322271254944,0.0286713249255687,-0.106587865634582,-0.203571153879638,-0.314454971344955,-0.176616627383663,-0.372252533222367,0.0607327333860728,0.281602411534407,0.0497199065934703,-0.251348783908752,0.217360921910892,0.163922603972219,0.296480012671971,0.295922250970191,0.130532061243642,-0.31364799696791,0.0712827366389,-0.414947015827453,-0.121967847879423,0.0291499714923449,0.125682303467876,-0.104424066692213,-0.332916488098215,-0.187843065040777,0.164915498916523,-0.108451027063934,-0.127201314059959,-0.221047687202094,0.137213334394757,0.0418083930930374,-0.408776035297115,-0.0139598655715138,-0.294537736107615,0.175702847574363,0.435342897631569,0.0778888504117615,0.314387723480201,0.281143543751382,0.318137780879406,-0.107576804822136,0.0243358155273315,-0.254367026309167,0.233057364695751,0.294328080999853,-0.0631378334902044
stable,0.0161484821125345,0.0702286926065377,0.228817825079953,0.40367805879557,0.179450148114507,0.163312435788141,-0.0270019597473897,-0.320150665762807,0.0792224868857059,0.0114059255487934,-0.0703620815223732,0.139168500524295,0.464621691565177,-0.0815493021956313,-0.0215485371301547,-0.109679863333748,-0.239525098355097,-0.131757924978232,-0.216299543069289,-0.396373917616721,0.138200663762847,-0.237314404203296,0.354325242931708,-0.438983403345713,0.34278935795206,0.445515248573428,-0.182846661906453,0.198730472011428,-0.251251530333595,0.0847756052329992,-0.163203173599978,0.0311442962730728,-0.22410366705851,-0.290093576395077,-0.273804786230342,-0.216073919057389,0.222663223200135,-0.43371751940717,0.169302241889667,0.180178522591325,0.0836538628122341,0.156976552535561,-0.21324952759322,-0.0980400108094162,-0.435755535981863,0.135270499761899,-0.0887820258539136,0.224870487866955,-0.0383075277356898,-0.0812608644588179,-0.104368734260018,-0.25358839343285,-0.0300828405882874,0.0481379358509843,0.335758071411603,0.103175574318686,-0.369042426479151
stable,-0.263397945440471,-0.0004996645349587,-0.242996921628554,-0.0812719209824819,-0.0535988064099296,0.119571067273353,0.0636365544029337,-0.0655033176477885,0.202400175129046,-0.333330893318217,-0.355949021574197,0.111230376775672,-0.133203948120461,-0.0060120735724199,0.23916783411191,0.0353561029791397,-0.0553484446248636,0.107788850518186,-0.184396448114916,-0.342586133860376,0.0606949880777079,0.0222536079863146,0.0189580079956156,-0.0479858145914141,0.224089721968743,0.257642867520084,-0.172332865430368,0.159322534395513,0.0874170710390868,-0.0897546975820347,-0.197486831818393,-0.413057443319536,-0.0102096692222952,-0.0306257582965726,-0.0801262225498259,-0.0880075702441608,-0.0173390830864571,-0.230008302295337,-0.0318621437006932,0.239768524523875,0.0148355909588925,0.183053276586417,-0.281560743901289,0.306455203760221,-0.190552823268966,-0.267992259665841,-0.21589805940951,0.2343894873679,0.232666139512772,0.147838521215895,0.260836260044572,0.0215959058952205,0.155716914937218,-0.122980986019612,0.403010538010196,0.0579247521871709,-0.122677465292642
stable,-0.0750618115172277,0.163732541533823,0.180176647105656,0.0603029832308128,-0.0186050481451502,-0.0293348506650368,-0.05710670568056,0.0970468679395187,0.0061966475888657,-0.0471837050634482,-0.0075198068197235,-0.0846108769468979,-0.095134444808583,-0.0940055489665294,-0.0329496088558106,-0.183159394202624,-0.0459148532650068,-0.0159731671370856,0.210359967911584,0.0121094784732211,-0.0252115447296496,0.0073638206656877,0.0140700949547779,-0.0194866576369488,0.0860683918407345,0.15086178280884,-0.0030243639562462,0.0097654217190789,-0.0136270038505602,0.118987122014537,-0.0629671815283664,-0.0320799192545707,-0.199558697427184,-0.0423424312372519,-0.0740224176120418,0.0267299949260838,-0.10749007929761,-0.0680874424482433,0.0265347039605073,-0.0296944511565047,-0.0034990016673736,0.112652727759344,-0.0439424196505685,-0.0410062217813859,-0.0624200482759529,0.182903630343997,0.0312188099193797,0.055142646816816,0.0235699394570547,0.055718552218854,-0.0903302151250283,-0.0345932179031114,-0.152056032533612,0.0228668714294441,0.0677386828917232,0.0585758321919236,-0.149146808554703
stable,-0.0345911386802016,0.109962231878822,0.076731062382775,-0.130416061410136,-0.0959391038681831,0.269408290405454,-0.158540832444048,-0.225132362068919,-0.0541296862629609,-0.120458227747718,-0.0466814103640192,-0.152153673318392,-0.0095583235192617,0.0306161985168684,-0.0484310319705011,0.133080271457175,-0.0602991829498038,-0.0574236015722195,-0.0213021879580587,-0.0193462477221601,0.136423623979437,-0.284865493883466,0.007709431196489,0.0994740627430459,0.0971865266115134,0.0877749295701225,-0.0507253545731573,-0.05189059661872,0.0542214770001299,0.109015742070355,-0.0757971052545584,-0.0530741670899451,-0.0884710134550116,0.0424420455082907,0.206416215899263,-0.0658888078777147,-0.123238402239286,0.0506601648213416,0.0777386799676405,0.146896684548112,0.196615511334687,0.113014013824193,-0.0176384347407029,-0.194147118224523,-0.0903258501320532,0.220137866075897,0.0047734155505042,0.147389124763006,0.0307004102023446,-0.17259179984718,-0.045918551566176,-0.101628940701811,-0.0365741752643093,0.174934024037986,0.216603055809891,-0.039549175967041,-0.059442502427083
stable,-0.0749311779695822,-0.0827631884503764,0.0657911568837722,0.0894435460003429,0.0596788667770575,0.219621637288063,-0.021193902811676,-0.21422478253518,-0.130353284657088,-0.102480094505399,-0.223010671147418,0.141330214106872,-0.173256503393986,-0.0467801613139966,0.253054354105548,-0.0284303414534166,-0.0660005969716478,-0.152845138100218,-0.0190843049515818,0.161083293258318,0.0838249437451204,-0.118388230357352,-0.0314934963819686,0.141770177418705,0.333171341425208,0.11264130992872,-0.0153415667026362,-0.232633463943196,-0.135932075102045,-0.0178793555650761,-0.0907982177593259,-0.0784684359074796,-0.109521968977615,0.164643881773199,0.18662545911056,0.108824513151,-0.0551211636486163,-0.256554903842045,0.199611921789797,-0.110843357207048,0.0971597597641819,-0.175575862404941,-0.107216094612072,-0.21443390156007,-0.348475557800471,0.171907824810741,-0.0583430307132539,0.0474356649104393,-0.11984767567077,-0.232375971428414,0.271720849091332,-0.0925662046023026,0.151714033200495,0.163685508759951,0.11948936937838,0.132004511594151,-0.0196951807929687
