group,ARID3A,ATF2,BHLHE40,CTCF,CTCFL,E2F1,E2F7,EPAS1,ESRRA,ETV7,FOXA2,FOXH1,FOXO3,FOXP3,GLIS1,GRHL2,GTF2I,HIF1A,HNF4A,HNF4G,HOXA4,HOXB13,IKZF1,KLF9,MEIS1,MXI1,MYOD1,PGR,PRDM14,RFX5,RUNX1,SP2,TCF3,TFAP4,VDR,ZBTB7B,ZKSCAN1
progressive,-0.0664237868569808,0.0397034743107095,-0.0226064426443453,0.0917419443884477,0.0244715733715851,0.169879016770044,-0.0073348580727264,0.144455036218592,-0.0122291727470435,-0.21441066636758,0.147100611718223,-0.0655970445133462,0.0027117148871215,0.280510370225856,-0.290854570429412,-0.248842831495275,-0.112298066020579,0.0562449351221512,0.0110981892209513,0.268982274986214,0.0118323364220988,0.231897920420139,0.10190095430703,-0.172465066820933,-0.126174109516143,-0.200256837444555,0.0488108679681886,-0.004378427451889,-0.188556779797438,0.0263830016700683,0.0314029811806178,0.210786227933085,-0.199053100592223,-0.193193150860541,-0.145923330620887,-0.225806482832239,0.092277673427123
progressive,-0.0749207068334594,0.0176979551919532,0.191913225897515,0.16379800191454,-0.238286191333357,-0.146162229587873,-0.0891478935588572,-0.128183608662092,-0.0994261405674741,-0.158878625538836,-0.175953300520081,0.0373728385257513,0.0656677279109116,0.135375141316408,-0.0073658132451254,0.0285078469689857,0.0363686882651671,0.0393753328155225,0.114239943961774,-0.0652788040561943,0.329924536741582,0.028887171812119,-0.176439853346275,0.112233375945135,-0.0799225410598927,-0.276409485267193,-0.300142456103149,-0.0338404022628243,0.152402710904221,0.0933406949943195,-0.204365859739928,0.108225484249894,0.0671869939102081,-0.143567312397803,-0.144971671204771,-0.0886573138302426,0.0748518748967348
progressive,-0.0815034854845225,0.240231609997216,-0.233313010324434,0.228896130045496,-0.0816087755780846,-0.324558645449404,-0.215532736120962,-0.277790624488011,-0.268670302633277,-0.175458793620605,-0.415170191253419,-0.381820646417101,-0.129737334469506,0.168090368604471,-0.136925031275151,-0.187979450081232,0.0378385295089038,-0.0073534737723372,-0.0955853094034235,0.084921145349275,0.293147597561134,-0.0660278621692419,-0.152212955867631,-0.444244261239883,-0.0677687349910898,-0.168006962383797,-0.416744302144878,0.246757385943621,0.191970838671207,0.390322171143648,-0.0409835438459399,-0.272956750988923,0.327215862829831,-0.44257443208155,-0.047031006268245,-0.0647361706760218,-0.0204785948766001
progressive,0.304293310884667,0.231560316616566,-0.285055339043415,-0.126535173794083,-0.457867343434734,0.0727465453165924,-0.477805452781361,-0.254104744289656,-0.0231813269521734,-0.010578851855415,-0.275199209774194,-0.206793516990929,0.528685122849421,-0.0096076933802168,0.163674080692128,-0.104564407173784,-0.402560997526236,0.169184840411858,0.0223908491235237,-0.239081148529147,0.340474610356005,-0.111669673599304,-0.302757525389005,0.0244686765588315,-0.303715132815712,-0.225227459955041,-0.223822667928126,-0.217056177714884,0.272872946449882,0.420954287344874,-0.0636131386335654,-0.135781505881203,0.018628174659151,-0.310725541901794,-0.323454493451136,-0.040196926840879,-0.288935455928044
progressive,-0.0722720889795971,0.170904057328031,0.10823327523146,-0.29474343029527,-0.137049118033124,0.132347815863165,-0.26881672247041,-0.482847179754814,-0.449683725309926,-0.0716879035028567,-0.14307775319105,0.107279503024537,-0.0490795281479173,0.431522312869765,-0.347880464373472,-0.434828723187098,-0.025588913501574,-0.430349967865422,0.389254307899624,-0.15941507628547,0.293837346698693,-0.0426256695477377,-0.400703548433563,-0.390613433294489,-0.108412107520258,0.126569545909556,-0.0454313494564365,-0.191020702792384,-0.0148550021228271,-0.0302902156715324,-0.304114242228289,-0.054341171489443,0.0362433438630774,0.207640183498019,-0.0597935692723533,-0.343715659069908,0.217257386584493
stable,-0.0100405715027096,0.219433292180395,0.143416768741667,0.0773774773437339,-0.136992880514283,-0.29937831001696,-0.329304396072718,-0.0260515206854937,-0.245998465740368,0.0161899887284628,-0.0608388199582552,0.248772975465417,0.0161860073908567,0.207356025198995,-0.0758996772123196,-0.164645381503791,-0.126219079335791,-0.124425909007338,-0.311404121225966,0.162515908794221,0.266241878414882,-0.0448076624709555,-0.221157693950197,0.113685647582012,-0.168709301703532,-0.250235513802675,-0.244666406694654,0.152447709221457,0.19319989675426,0.180502385632474,-0.235692230437399,-0.0372866744399135,0.213729905413115,0.0065818749423875,-0.139107091429697,0.0049846346827914,0.106008361888283
stable,-0.134791454502644,-0.231180873824935,-0.0845882987036572,0.0546461449361511,0.0749406186015193,-0.0049139616847888,-0.204553892858065,-0.306001972034652,-0.166977392577228,0.0810875508708908,-0.216416180666061,-0.109986307909462,-0.0409889777870677,0.0826244320428084,-0.0310224285355476,-0.139624847298782,-0.147568880477863,0.149821699163999,-0.244097073786671,-0.0385554715197671,0.41193184374698,0.139961044683407,-0.0130997015298198,0.0891953877096166,-0.194893920076225,-0.0261100960010807,-0.0913397938470547,-0.0206245987624294,0.0234935324794205,0.146285850547023,-0.267252483521995,0.10882546425277,0.287309841763229,0.119129840039237,-0.0086724114775761,-0.0951317152737297,0.0236213467274078
stable,0.0183398080635627,0.0932945696850576,-0.0067910281904629,-0.0588217120227776,-0.0238471521618513,0.0692345944515645,-0.0386819449780301,-0.0636730790802619,-0.134091614510096,-0.0518779537983225,-0.0098492334226919,-0.0122401330209009,-0.0692223904670547,-0.0058812391680177,-0.16834536688086,-0.0678975629840645,0.0592433931584355,-0.0084290912758719,0.057403475139362,0.0726773539298667,0.106604636841592,-0.0542377512587933,0.0200917750043967,-0.0156790819723941,-0.0513903608475905,-0.180661761931546,-0.0098211179140744,-0.0082385134418177,0.0089638008756608,0.142825341956263,-0.0861328390284081,0.0558834353978202,0.0238390161721781,0.101368200601979,-0.0212185580805313,-0.0121986806684519,0.097700208093103
stable,0.0701416060091428,0.120580920087424,-0.119725976936207,0.248535625626715,-0.180676497546527,-0.184518829971437,-0.248280611246651,-0.12850397873028,-0.119175314561824,-0.0284441253430146,-0.0572463127056635,-0.001226400867859,0.0650661748678706,-0.0544258735076357,0.15514712703121,-0.0708392737547568,0.0729023599349494,-0.0622796218219019,-0.0195904130540045,0.140152281483463,0.165239544383849,-0.123489125907696,-0.283254741971153,-0.0155623269639279,-0.0986682885366761,-0.130883649883077,0.0197494745525423,0.117367292375388,0.0774797688297081,0.143627373355604,-0.0087742311534338,0.0638798122499554,0.17048296748833,-0.181153433973678,-0.121608518888957,0.0520166822077302,0.0151303901559833
stable,0.0112831737301286,0.0336518531730867,-0.0536477652270652,0.259963168069054,0.0457279525165829,-0.0759628961680514,-0.0610055869459105,-0.0297197405292899,0.0118822945447762,-0.04710154134472,-0.110693445817735,-0.210368563001266,-0.112186150552062,0.195319716961125,-0.0899430257129254,-0.0112966949951556,0.0074636309832627,-0.040659409740757,0.290671892554603,0.0356682386481411,0.149887622600727,-0.0384002853649803,-0.0072951517285615,-0.141704681780355,-0.0260901393625648,0.0059490346769871,0.0576639028749582,0.226140689408723,-0.0001252326689403,-0.2072556673195,-0.0264831145413647,0.0253061206142547,0.0502504937332243,-0.174866979310163,0.0157186852171122,0.113386323790646,0.0306500250254712
