group,AR,ATF2,ATF3,BARX2,BHLHE40,CEBPA,DUX4,E2F2,ETV1,FOSL1,FOXD2,FOXP1,GATA3,GFI1B,GRHL2,GTF2B,KLF1,MAX,MEF2A,MXI1,NRF1,PGR,POU2F2,RELA,RUNX1,RUNX2,RUNX3,SP4,SPI1,TBX21,TCF21,VEZF1,ZEB1,ZNF384
progressive,-0.0507673086912176,0.0407573212258683,0.148223537020087,-0.0262836897149219,0.217509654638573,-0.080478439369723,0.423521440463264,-0.118492479359235,0.197662380221543,-0.245759473278341,0.251624648415636,0.133344723534763,0.0483428591724037,0.180651379625153,-0.304298305084661,0.285454022112401,0.134766181608807,0.0350714889296911,0.0808836213441001,-0.121541307658236,0.110840518138211,-0.0013683194544538,0.19056173217877,0.0170508545610828,-0.0604916760762683,-0.053550443892267,0.17066131914215,-0.0832615745707723,0.0809234753087929,-0.273936226316172,-0.233039416213879,0.0451545419969773,0.28573299986525,0.0200133326032499
progressive,-0.30775289808709,-0.282213613099405,0.149828386602526,-0.284174942166116,0.309463371072932,-0.300123740494283,0.291372874121328,-0.0802994349442093,0.315912816833402,-0.334053247672816,-0.297403197990772,0.307758166776774,-0.191858765230379,-0.0116291373072565,-0.245779674625724,0.257377009932189,-0.198812771092955,0.07973193535994,-0.0213947248338174,0.0182319446566164,0.155939734375479,-0.318680825009736,0.148325955660667,0.0522947354444356,0.0470506804453009,0.0229864861719297,0.139492451551327,-0.32572511058202,0.252066787785139,-0.319654345959331,-0.325496136176323,0.202330452105852,0.357247253766327,0.0357566507881733
progressive,-0.510069086312172,0.425220385772836,0.434673651654315,0.547952986793575,-0.158674526717035,-0.472174231270263,0.50510853420009,-0.216942962465106,0.409861496036806,-0.330006059144394,-0.0134893367675958,0.430319264569074,-0.304487955639888,0.29053145251075,-0.533749422824154,0.504009616812748,0.181408396808706,0.452592802220629,-0.0153830556993662,-0.274513438026548,0.105970855558907,0.246502816998214,0.204236952846965,0.458285750383151,-0.404847667231157,-0.532699509344628,0.279072234167881,-0.143696929224143,0.325992176314856,-0.340407908820727,-0.0293902743863989,-0.281898383989315,-0.231161880569679,-0.143597032253981
progressive,-0.188207932706388,0.220621722039229,0.3871255260724,-0.221024068936108,-0.0836203432760872,-0.0830100418032932,0.0838644638652049,-0.0410348627300126,-0.056400897589472,0.0498548491997994,0.0960026820463312,-0.0326398269153565,0.109664393533618,0.043421819601385,-0.0726394375174444,0.168854594891341,-0.232542944141139,0.0133497796234138,0.0582860510276581,-0.236376541540616,-0.198230439115162,-0.0276805623549485,-0.04667676078962,0.094198902137851,-0.187380635154379,-0.163031866765721,0.186214281228594,0.046206602617986,0.0297194213492457,-0.120184182623927,0.0270793023854551,0.0440004758126268,-0.0140640583841654,-0.193700645961535
progressive,-0.180892723023553,0.131786415346079,0.0780040909567487,0.118941600743683,-0.0452597756692853,-0.266313383095455,0.0835787160975797,-0.289632475132411,0.300501164411361,-0.107227162355109,0.327378095250817,-0.131245623848099,-0.0645412289280897,-0.004001043864754,-0.280235714592323,0.28050001118908,-0.170873848955714,0.309255480916255,-0.0767192028863602,-0.11741274658398,-0.112069889227998,-0.0766785418714745,-0.0998593864578186,-0.0745682351989061,-0.274372396245803,0.0829403381638741,0.102888632066804,-0.0653056560079411,0.169133557518605,0.0858028736118282,-0.0541523396247904,-0.0960006561451646,0.0817611687321885,0.0183625143223873
stable,-0.0731775730672072,0.330332225237118,0.151676964308115,0.300672313008009,0.183835160722318,-0.043039715575826,-0.39527695806196,-0.32636577603241,0.444498781174499,-0.278468928106032,0.30762007747235,0.132430797602889,-0.186091202825533,0.207712746586082,-0.330985509931812,0.405930705488509,-0.515379020186519,0.336806282616076,0.266515695100037,-0.217072033700068,-0.0364480790609002,0.18052296493845,0.144056419535392,0.0331670641498556,-0.543094093586808,-0.296913776652381,0.410294090231533,-0.148797486384578,0.0606772519702703,-0.275646726115877,0.308835041695559,-0.217569837848333,0.215310586839759,-0.201332534552516
stable,-0.371439556067824,-0.252642460548699,0.284375717058216,-0.175372268378851,0.11388932589948,-0.140255817038677,-0.423450833801192,-0.0614413915986309,0.316605499146172,-0.514349565925622,0.0918465092033713,0.500280795134248,0.425567843728462,-0.311956566195792,-0.234123575537364,0.496478964010552,-0.413047029404484,0.515800272482185,-0.0963748105645084,-0.296180188241134,-0.187084255343349,-0.396726766803017,0.481894902726855,0.496739885670247,-0.480995676139388,-0.105745651130366,0.510418018611518,0.515375381217851,-0.399762512871076,-0.410314649444187,-0.37855518162639,0.431612677772637,0.379208826126622,-0.369347714953619
stable,-0.210075657186662,-0.0104260925835333,0.332038235772728,0.274359245826886,-0.0236206915613382,-0.266895088582864,0.103910049943703,0.28706094282332,0.503451749225055,-0.475735175331918,-0.50308277952829,0.173164346113448,0.28964552980062,-0.0493572788635444,0.133666083531582,0.460361043878139,-0.276585503498509,0.492199098725113,0.004777741209981,-0.571513396341534,0.350992421903383,-0.334720693786896,0.213384099175085,0.0452727051599551,-0.242110790581616,0.124322226667706,0.347104772539207,-0.0338776687502828,0.598029867767357,-0.264600927739129,0.0823209534402156,-0.537434434009121,0.302446280099598,0.50594036707114
stable,-0.224184300275366,0.375598682773944,0.0236130345154444,-0.245141869906083,0.149244845809824,-0.38849788114248,-0.14563369733477,-0.443638403345042,0.452123815945756,-0.233977675804805,-0.422554923988814,0.400465555903482,0.506558787275103,0.115603731702138,-0.0853767654706061,0.492759865194245,-0.403830441227457,0.428488953109104,-0.441221462479328,-0.446396362119803,0.0536754945807839,-0.0874461895407301,0.407691176711592,0.198001576255576,-0.33359305519914,-0.140223002215432,0.393623022132566,-0.0144406251145409,0.440902421720951,-0.178106400939998,0.096695841432816,-0.213342966888678,0.51145051405773,-0.101956268404568
stable,-0.0608386039257675,-0.270489614031486,-0.0173838086896996,-0.0222314668405292,0.226689140637083,-0.490843112102182,0.285895494837583,-0.416305963805552,0.386528121482974,-0.307948536749276,0.183092765595954,0.361348937320229,-0.300134577584065,-0.268939003647529,-0.431478957648544,0.107432754095757,-0.404696742051107,0.422313437703911,0.223036317214397,-0.406376364078371,-0.132136818776115,0.14685188036647,-0.0419522016752231,0.282362122661656,-0.431262828234445,0.0961078735734784,0.268093391943857,-0.338207299244281,-0.196780245687664,-0.265789980896874,-0.326911744432763,0.257459438057506,0.302958224591526,-0.0058503181663376
