group,ARID3A,BACH2,BATF,E2F3,E2F6,ELK3,FOSL1,FOXG1,GATA1,GRHL2,HNF1B,HNF4A,HSF1,HSF2,IRF4,KLF4,KMT2A,MAF,MYB,MZF1,NANOG,PAX6,PBX1,POU2F2,PRDM1,RBPJ,RFX5,RUNX3,SMAD3,SP1,STAT5B,TBX21,USF2,VDR,ZFP42,ZNF250,ZNF263
progressive,0.199806649112382,-0.588370731718029,0.658802904375847,-0.581589933323202,0.736403913357973,-0.286582453206812,0.468809011039491,-0.690760129788522,-0.466862244478027,0.514518563749532,0.589423037967469,-0.667602815386787,-0.700829385212849,-0.734246685546622,-0.169565998269106,-0.113096614158543,0.0204015874110142,0.694673393653626,0.244509933971397,-0.550349591542957,0.713601752315425,0.715416980595708,-0.662696437498774,-0.62403733665998,-0.646938151413413,-0.588600923710094,-0.31155499588883,-0.732036842422798,0.636152012356655,0.61240935260367,-0.630660289117391,0.698941810877916,0.470058624710701,0.557709158374977,0.657513829220283,-0.663268629021907,-0.347103216377719
progressive,0.31952277502621,-0.216005630166135,0.221536897037661,-0.192667521396568,-0.137400210039271,-0.405736437444812,0.106779564897862,0.133991695489825,-0.200416963521049,0.412565167157114,0.179892083112708,-0.296254683473142,-0.24914768757337,0.446699725600637,0.156324250745995,-0.192494436226884,-0.324940485346874,-0.220299242511644,0.188495623400114,-0.447253057398144,0.357639970548083,0.410315526111125,-0.222232360987703,-0.186127577740336,-0.241020749164457,-0.404395435269674,0.346732947746606,-0.285308549856323,0.297472712667503,0.0934656187012137,-0.417539233103989,0.282187562731226,0.277058871546581,-0.159111141073052,0.158400433694384,-0.350654704342434,-0.271375962860625
progressive,0.288385829552913,-0.283888413159859,-0.0796258729721838,-0.454291960551822,0.513510378363139,-0.138294621953276,-0.0939781157358261,0.0985446989264776,-0.464495984147506,0.0752036318565043,0.343826273995177,0.333693848301067,-0.436729098586053,0.552973267367563,-0.0652039973443784,-0.264425158475103,-0.456001769834704,-0.38852076019724,0.325377772187432,0.200318584139339,0.443872689781242,0.447321834293751,-0.295975068559467,-0.253075807785708,-0.374596794818104,-0.312680141309646,0.485187387214299,-0.106075440280866,0.30199739177284,0.550037816384981,-0.354925195782179,0.410035073065574,0.228476726284325,0.319161880192657,0.615611077009559,-0.570516894640209,-0.449335607152089
progressive,0.259332084137251,-0.375673029550937,0.342975812682928,-0.48079924894742,0.567410122535043,-0.221246207200662,0.358564597500568,-0.197887831338535,0.363132557876695,-0.464975978503365,0.346786204112175,-0.311613360149898,0.472759097564761,0.432828900989638,-0.278406587978332,-0.431967617246459,-0.496194132189371,0.478310093836244,-0.387699436582654,-0.212038137024897,0.588847519996154,-0.202487357087448,-0.289026081251558,-0.403491141653923,-0.431899977161916,-0.419170113250953,0.68789965980069,-0.208759847594054,0.247598784138553,0.276300726679565,-0.474229142068826,0.0528494527228062,0.488591386686756,-0.132037954366595,0.185356378342231,0.209210781491006,-0.33388949465934
progressive,0.015761168754406,0.112271663743791,0.132583425582176,0.172574922441726,-0.0815393597565033,-0.0722762167166331,0.0682628464272906,-0.0487490184456451,0.0439535149699938,-0.11353571737823,0.272735372300553,0.3116366229004,-0.153223051331993,-0.0031877852593497,0.166677322203549,-0.0582491715419726,-0.0280817415225745,-0.0982959707480296,-0.0041555763232168,0.269598939220102,-0.209947458177424,-0.0268690400670349,-0.216816799647076,-0.132255561670743,-0.242279580045798,-0.0535840235973727,0.148206338470315,0.115198737941038,0.138492876323176,0.0160297801517242,0.0333236139378869,0.0626338575864313,0.326584057127636,0.10936829055219,-0.0294563998500264,0.147238547406448,0.0543938079569349
stable,0.0622143198373754,-0.400311115932938,-0.0857681706355967,-0.400426937604669,0.237805861382702,0.163199343551886,0.306915175096942,-0.220789387027832,0.179695161045297,0.226939589884924,-0.281682510793433,-0.376241113784347,-0.336806778160526,0.334186913572424,0.397160261844613,0.349393133645167,-0.370044894640664,0.0180226450912926,-0.296598575952037,0.0736364512565882,-0.247702426747138,0.40999357941042,-0.282236147996065,-0.400529663257501,0.0478680516478425,-0.29730095509409,-0.0687152917511264,-0.0988110245037878,-0.0782783892214869,0.412704094881634,-0.208569900292807,0.283616336226365,-0.110787393860443,-0.239286192106143,0.470148700459624,-0.391175381207751,-0.137304609412201
stable,0.043859297370007,-0.197434364816578,-0.182831800138687,-0.361393645352833,-0.25688538910296,0.294045393911892,0.154742187476358,-0.249597965945773,0.241228199668492,0.385896236387485,0.0522140249606994,0.0444668897958222,-0.376874646253245,0.550604207614905,-0.11643054363854,-0.0495481966056486,-0.445245823258444,-0.124980331840577,-0.100211172714231,0.0533801129237599,0.0360552510970578,0.436288368699362,-0.205296206826222,-0.197177232763527,-0.0977861107827071,-0.141863911422566,-0.360106658144646,-0.177180939933829,-0.185746946327287,0.392804743617872,-0.303094260095338,0.196712802736515,0.145285949812076,0.316283925424385,0.0022879444949769,-0.429328553008849,-0.423121408838303
stable,-0.237212269858575,-0.226734416404948,0.548782532993003,-0.502764289148143,0.488655454208747,0.217398383933257,0.32740222093358,0.114824054981368,-0.266203879967,0.0686497094140217,0.333602876927975,-0.0413791695457277,-0.470702986390424,0.484263310050511,-0.146797556934624,-0.0621358749803313,-0.445494148989042,-0.117503647270917,-0.157483084178818,-0.40657735326104,0.32099158195154,0.474227129024709,-0.291334666507139,-0.270665300037582,-0.485163896911011,-0.470057386202849,0.253595356027059,-0.174330421591002,-0.361421260974201,0.480728493794177,-0.485333853815967,0.384227199211494,0.407366123667464,0.263374600391293,0.330095155250692,-0.386106577740209,-0.637760822703329
stable,0.0381349972153645,-0.335079198837108,0.0278942591102233,0.200409371683359,0.407445504918557,-0.312426417808921,0.618991415849435,0.0792247480193123,-0.634103279832944,0.152704238035407,0.232710901173473,-0.538832129608468,-0.3477261873406,-0.344936622906178,-0.282511745441199,-0.403004345778379,-0.358849022666076,0.125633698427066,-0.398626758984143,0.177416020982442,0.585902232414008,0.382254183645291,-0.301771544211272,-0.398971830667363,0.186618625151998,-0.264927782971831,0.117050442272168,-0.256445253117584,-0.0517045515609648,0.405802023726213,-0.328158767677872,0.137690676193054,0.518501495485947,0.0606908118637501,0.223821508305203,-0.306586815475969,-0.716277092086922
stable,0.5871222081194,-0.434574756776019,-0.384958362209806,-0.650583925415237,0.53063635083907,0.216576193614905,0.584826761119105,-0.171793291715405,-0.55267650909241,0.453565072705345,0.55654858036101,0.304196721451724,-0.350544817387353,-0.591247453689503,-0.36646221687911,-0.53983245333662,0.185734329286442,-0.404037556206157,-0.553614642727768,-0.593563731486756,-0.26916241887989,0.648939147052266,-0.368494661714721,-0.190940960280222,-0.147393912175696,-0.52499665291774,-0.327339095925701,0.0177778567217057,0.431479193523295,-0.366263202649701,-0.500516620805189,0.564920958369576,-0.279793603051023,0.55603400626382,-0.379578141241366,-0.595379963332392,-0.557222643585687
