group,ARID3A,ASCL1,ATF2,BHLHE40,CTCFL,E2F1,E2F7,EGR2,ELK3,ETV5,FOXD2,FOXO3,FOXP2,GMEB2,HIF1A,HNF4A,HOXA4,JUN,JUND,KLF3,KLF4,MAFK,MAX,MEF2C,MEIS1,MYBL2,NFAT5,NFE2,PGR,RARA,RELA,SPI1,STAT1,TCF12,TEAD4,TFAP2A,TFDP1,VDR,VEZF1,ZNF76
progressive,-0.169021004653815,0.0693803802208267,-0.224945755791478,-0.267209296524352,-0.0531792457456327,0.0341861842896541,-0.0007957986643566,0.0744071751173461,-0.140756888758081,-0.0781872187730402,0.240616357823767,0.149702992076557,-0.00330256445708,-0.0899915656276637,0.0678749944140853,0.108659675962363,0.05824583057537,0.0905817829703949,0.196469426918583,-0.136691683914326,-0.0580601442203534,-0.183345380612234,0.0605005934577138,-0.0946337245030775,0.101159273550802,0.0012467512408254,0.169929541462289,-0.303205922775417,0.174890019803445,-0.0876771178454931,-0.112254033263041,-0.229694021155472,0.220111278905511,-0.0346570318327318,-0.0062138612375181,0.0374555904690527,-0.0422237507996562,-0.0424558587434269,-0.0065653389809423,0.262142711694615
progressive,-0.018629326153215,0.0210767603202985,-0.0245646709119151,0.0262846823860236,-0.0939067766820397,-0.217125485991683,-0.21759267220685,0.14154981751102,-0.169690803360161,-0.0661249481583962,0.135733769322789,0.0170341981413057,0.213333535813148,0.119632394305707,-0.0243295519725567,0.0451373903110971,0.298635513308976,0.0429620236866616,0.0611754785210194,0.0067734724155345,0.116300588041839,-0.0161573378317216,-0.106747707413654,-0.0677659919695652,0.0119759484355396,0.0088273358820107,0.139588536821783,0.103181815081167,0.007886954021917,-0.109676647140254,-0.0122754809501376,0.124556746404634,0.112950894334702,-0.0693471762264845,-0.0331169814850677,-0.143823729393785,-0.0735546221345163,-0.168032998873802,0.0330328025197583,-0.0577886014672421
progressive,-0.0738783623473352,0.306564207504036,0.207843899002707,-0.198290047800868,-0.0656530823756127,-0.237616792397053,-0.174716465224041,0.114080949051725,-0.291666189232916,-0.197859929800462,-0.176280204785112,-0.152434110691785,0.161249914620007,-0.121621270383013,0.0033251649273055,-0.101117252055765,0.2270742461562,0.128197458560216,0.331227253451293,0.202156942264483,0.0555876751340616,-0.111665967269264,0.155653237692971,0.11937314220978,-0.0563434566206245,-0.0952427053464604,-0.107151267341336,0.0373651759695641,0.165195460318036,0.0646278295233409,0.23503458965381,0.168520333897557,0.166196252623738,-0.13721178433507,0.197860740507339,-0.209612050702566,0.211626201270571,-0.0313866054340384,-0.187412413606407,-0.201798470484377
progressive,0.379165282412654,-0.141149020530872,0.159881005892422,-0.291453383846676,-0.425549030445763,0.0914265849012795,-0.49719264555892,0.165054386130122,-0.0299213454203226,0.13113295774142,0.300699328737347,0.502923228746915,-0.145987172977338,-0.247991553723652,0.1080158304621,0.0325986376449117,0.260499174420928,0.297093364928932,0.196280401873087,0.118743119781604,-0.230967418055284,0.0490247994154022,-0.196352883557678,-0.0559468002938659,-0.402735420220669,-0.121547254954228,0.176356998821069,0.182957362224159,-0.311435678267424,-0.232226787325056,0.0207342918983825,-0.0704114264751059,0.0725496361705475,0.368528595198889,0.472884100589132,0.511312983738352,0.323757564647936,-0.3920307814276,0.10151965948061,-0.137266720299954
progressive,-0.370263669748952,0.162476234224602,0.215123802484173,-0.0716088845071258,-0.0113920487493252,-0.0380430982908378,-0.256572067267583,-0.243971345034455,-0.0295582907450767,-0.221685172824813,0.519424418019108,-0.018961316247555,-0.0576468987822744,-0.0836514485533811,-0.317869079660409,-0.0234265817425319,0.34124747508465,-0.24904697056112,0.290362722969229,-0.0154718236979732,0.205771641209172,0.401392031365014,-0.0101793597389987,0.0139258459861331,0.0584981904054174,-0.0016222727158009,-0.201583447044369,-0.258563768423616,0.0276629622256261,-0.264848067434082,0.156444913385164,0.294815941884634,-0.0167407300796393,0.406355222148999,-0.220058884582488,-0.0611122981727106,-0.394260456257929,-0.0902529741592643,0.0483630014581856,0.0341199288766359
stable,0.0489632129610422,-0.0305695239304015,0.111733090119154,0.29064277921336,-0.0820399887997753,-0.297018746150575,-0.238344504618736,0.0985807045749904,0.0828281947437069,-0.0130086631194382,0.122723592913604,0.0125652821600296,-0.0406063918562037,-0.237283062815597,-0.137559048468145,-0.225472187341854,0.168263346182608,0.153568589863379,0.180537616129678,-0.0212366963552543,0.321099114932114,-0.163560654122071,0.0355534935339868,-0.0280515094677572,-0.115135206093932,-0.121595640943364,-0.130047027413062,-0.0540365480436955,0.0584430280054819,0.0797519181239346,0.257537222611409,-0.243466633978526,0.187071877264593,-0.0073972003211518,0.0557476127880435,-0.238490887450146,-0.183290471945976,-0.131077753611759,0.0312678202211706,-0.183302443776054
stable,-0.0976976593794934,0.0919838165734689,-0.100408683732267,-0.0662212069300515,-0.131591558316991,-0.222399428314366,-0.163249954719048,0.0664435828721367,-0.147341750626831,-0.0327915326363587,0.136236926342462,-0.0491810557796935,0.20381305086082,-0.0913881879638865,-0.0285158497499026,-0.220750784214322,0.128854520735698,0.0863822022676278,0.0560698046326707,0.0302554658262549,0.120639691816316,0.119874308309767,0.0908952744452003,-0.0472684145719327,-0.0951168498163363,-0.0297120123207312,0.080122676250778,0.0984301918945975,0.058388400852353,0.0954214275605425,0.179001187558029,-0.0262174695249553,-0.137832354809307,-0.169240726923538,-0.277647660866887,-0.0553103670069266,0.199407004537727,0.0490853270987424,0.0893309132055582,-0.0128221433077048
stable,-0.0641942187513639,-0.0374233059116468,0.125065515505501,0.0006282536479925,0.0110113656672506,-0.0013896512430707,0.0007255829054357,-0.0348406229752714,-0.0616564331924941,0.03325213311665,-0.0203408342881957,-0.0810341413239225,0.0351624391202428,-0.0431528821617183,-0.0618155350486434,0.0109256994067227,0.077778307362049,0.013554931118397,0.0568752237314121,0.0620188117957636,0.0957795754327532,-0.0522065157449995,-0.0141280177588567,-0.0103430656227703,0.0091313524919288,-0.0025072346996935,0.0595522427667304,0.0621207856095006,0.0800039787379831,-0.0018568420000344,0.0314798736473416,0.0995544643635366,0.110322455280998,-0.0268017217297985,0.0443377084722375,-0.0508345654220258,0.0820992412944267,0.0281686146470301,-0.0190817466831586,-0.0740835112242411
stable,-0.0886936489363604,0.038430009641772,0.0564071122691108,-0.0781470435930275,-0.134300163432802,-0.15723469487237,-0.174075397764457,0.0242516508175489,-0.0459302976383433,-0.0517552603259403,-0.158471875779151,-0.0695945723090836,-0.0626836502159158,-0.001680846883525,-0.0712125926281253,0.005990510436291,0.152788185809791,-0.0492438890397122,0.105290457413831,0.0867734840783861,0.0941253362329793,-0.0266271714722615,0.0881478089584698,0.0724979753884179,-0.051516738254129,0.0268295297179608,-0.132618470902724,0.0348221332400203,0.123209459148599,0.0932376063281735,0.239475513427619,0.116983659994963,0.189215903390135,-0.0160587782942147,-0.0025340047674948,-0.0311338209279206,0.107466057274673,-0.0266437361959139,-0.0812256944844559,-0.0881517884716596
stable,-9.68841519459491e-06,-0.154734109669106,0.0530742149265681,-0.0108378918329047,0.0474745262422077,-0.119950330841241,-0.0042160753455145,-0.0615415668594709,-0.0936219549008713,0.0468150681146289,0.0949281685672181,-0.118708814258582,0.238344379255056,0.0558204500380049,-0.0634902301022771,0.129823041222648,0.108173954523153,-0.0396261563911818,0.257871164781647,-0.0720685682136869,0.0323487571422907,0.220241898411129,0.0930562591025647,0.010755432654693,0.0720583415532037,-0.0182369345170169,0.184813839972823,0.188588554181695,0.242083138678651,-0.0424374115334801,0.0685473675357402,-0.150422119013165,0.0413572608883405,0.0019074336537003,-0.0228029769491717,-0.0461478592548945,-0.0415793408944121,-0.0007076849054363,0.0832882912543164,-0.101690790022103
