group,BACH2,BATF,BHLHE40,CDX2,CEBPD,CTCF,E2F1,E2F3,E2F6,ELK1,EPAS1,ESR1,ETV7,FOSL1,FOXA2,FOXD2,FOXO3,FOXP2,GATA1,GMEB2,HNF1B,HOXA1,KLF1,KLF4,KLF9,KMT2A,MEIS1,MYBL2,MYOD1,NANOG,NR5A2,POU2F1,PRDM1,RFX5,SETDB1,SMAD3,SP1,SRF,TCF21,TFAP4,TP63,USF1,VDR,VEZF1,ZFP42
progressive,-0.209292896181472,0.163318791799496,-0.217377199511329,0.025766651169079,0.0715226181758426,0.0964365505145441,-0.0121495907770054,-0.1368051853759,0.114085847236309,0.134247028884768,0.0750723081906695,-0.0120570476481273,-0.100151496116653,-0.0051427538762297,0.14989342788867,0.0395489671484349,-0.315320880981889,-0.201651477825532,-0.0463839382384369,-0.0712383785657168,-0.0706632891219739,0.215374301793466,-0.179930283433127,-0.117007566019463,-0.0336790886881625,0.12213709944871,-0.0035761309087921,-0.119909454132143,-0.0430656060458054,0.194935490758373,-0.18778983916428,0.0096310956268209,0.0279017533567682,0.195186679251042,0.0628698356257337,0.150197498169269,0.0149324948668418,0.0811140524617157,0.145676105301222,-0.240678237318154,0.199476714296895,0.294148335139262,0.200838420336102,0.0629623787546119,0.290030165904184
progressive,0.125188127924081,0.0732496730548538,0.242098241034316,0.114999726144329,-0.125315806368647,0.180951629891157,-0.110098216868016,0.038422148945883,-0.0292909566184922,0.0245736161026024,-0.151237770708573,-0.0863773087002733,-0.0451431347546038,-0.118694606030579,-0.133175849194598,0.0129523419221511,0.108094148954368,0.1872550663328,0.115719637226951,0.191874077071962,0.128910572079165,-0.0033111401845224,-0.127308698309582,0.182268892019505,0.282886174355228,0.0203784001270343,-0.125652071665279,0.0925971601359107,-0.16558410391627,0.0166230385061018,0.236023019833789,-0.100296747925053,0.139329020456906,0.222526905793918,0.0806032283107078,-0.0666348120290387,0.0598936812947133,-0.0660275059151813,-0.147016164410884,-0.131638166831313,0.114004641952049,0.109143187737603,-0.198523921709841,0.051775229318174,-0.053468013521255
progressive,-0.0788050713280002,0.0505115442191841,-0.248350200372191,-0.0887457586721213,0.100242685319883,0.350508550218327,-0.399933517548313,-0.16477050117385,0.303791585115762,0.0630049454416509,-0.272909527764719,-0.153990948918278,-0.179400949646559,-0.122712098232673,-0.475271807076619,-0.339440688218551,-0.258348958418302,0.193550545456583,-0.363504591655584,-0.172688529070237,0.340406872166387,0.157705001141393,0.392578761583807,-0.0127080597048385,-0.505060336211765,-0.275574005351282,0.0396251232005105,-0.216255710532763,-0.54106220337474,0.17087439680764,-0.218697632122411,-0.0944594464387492,-0.0792646663037746,0.493958688998013,0.0389835952259538,0.206891743603755,0.288918849475616,-0.193405021766065,-0.331603679233348,-0.552575543227648,0.0668182843092713,-0.0270266194322525,0.0876711668289561,-0.174463098065086,0.458836675603922
progressive,-0.0571190293170998,0.10070974853322,-0.357449321552179,0.310229055723601,0.243807900717288,-0.0956338072557725,-0.0515097300069375,-0.227237641836502,0.322197971576389,0.322283851259622,-0.301406048267165,-0.148879210860697,-0.0664618348562661,0.348463594695932,-0.273228472199839,0.240426953187875,0.460956939765488,-0.15069624415859,0.201066938366849,-0.202526892981822,0.175777631646173,0.0882391145310139,-0.179502097908521,-0.231450266298284,0.0984587968358301,-0.0728892511488131,-0.352965498090712,0.0156662622151672,-0.176157310245733,0.264979502626071,0.0538556013542173,-0.227083962403347,-0.188560144498018,0.35621536610361,0.11985187792769,-0.108927078223691,0.162027842362117,0.106454647343225,0.111345269304221,-0.0913805029440378,0.153286194605587,0.241493669253304,-0.138135210489822,0.025131107304192,0.0501311350918694
progressive,-0.0994950134897982,0.160461395666403,-0.117969434793607,-0.0654483892310225,0.114247626815557,-0.0081206682584892,-0.125286350903645,0.0646763120440867,-0.178314195850474,-0.121695202141846,-0.54245747217093,-0.0262189493943032,-0.202798941101813,0.032827138240436,-0.183841476634896,0.232882235800985,-0.108015578137418,-0.0505928322803391,-0.132052914557354,-0.0189812206880534,0.142703620366879,0.0524458175289851,0.0182091435011175,0.161043423084247,-0.225937500488752,0.0595845619804996,-0.173887619978708,0.134262243123047,-0.0637616975303319,-0.210511794230793,0.183722695529214,0.175914817515688,-0.168110898872352,-0.0408448628740005,-0.0563774721270738,0.159297340830716,-0.0123373975102157,0.0949298596614033,-0.0131530277692351,-0.0180072156214574,0.0861479765812818,0.186664507579949,0.0708370920588157,0.0072852411485227,0.157563136687752
stable,-0.128717943801062,0.301493547340582,0.226474334367826,0.256148553099917,-0.151436537826141,0.0444981144565926,-0.370506164683248,0.0679165487934028,-0.153594102246107,0.105260713247298,-0.0962593875514745,0.0249302197364761,-0.13866202360248,-0.124722054127384,-0.0403922921121695,0.399193463165405,-0.0237867268846854,0.171365243397551,0.110012193939495,-0.282878301873152,-0.12063831485513,0.502043682379256,-0.370962668847275,0.50176396346511,0.132952041040108,-0.176857834405205,-0.184245406417301,-0.0119529153336849,-0.312588360345322,-0.176324642851212,-0.0360836795886167,0.14167244109653,0.141710332269542,-0.0206127981185605,-0.0402256433544318,-0.289887625854019,0.251254558155086,-0.056284803386379,0.0330280098974977,-0.0595011485452228,0.267995336947411,0.100309821206686,-0.240631997078953,-0.0323521834183447,0.254538238583168
stable,0.0994361949842049,0.0189132255018466,0.100817680957603,0.226922729053824,-0.183280001502607,0.121890560933135,0.0412007353054529,0.0785716260969345,0.0483292088503225,-0.0503978105029128,-0.173853295531946,-0.206963210402904,0.105764292023642,-0.187644614780474,-0.172166079354382,0.0485594318369942,-0.174653968144113,0.203667986599461,-0.184228579429041,-0.104453871666708,-0.104027329914553,-0.117324743128653,-0.207736789248795,0.177988574143347,0.193046786058724,0.110519470085329,-0.138527169800865,-0.0135673145032973,0.0139584715005879,0.140056413035163,-0.131233320644348,-0.0014116888603956,0.0141130392163984,0.145347396234319,0.313150194791143,-0.104125637350662,-0.116554865616953,-0.245835806502303,-0.146404941439333,0.186894724473405,-0.0030091846971727,-0.0892062994941262,0.107144741623467,0.271979070159217,0.0735388479709324
stable,0.0293066899426184,0.0522167026077052,0.0484471714267662,0.0225112429865135,-0.0408053551231966,0.0590218743985521,0.111899196864735,-0.0225657843877119,0.0182950897655725,0.0376375287966106,-0.0201810902556917,-0.0423159461197841,-0.0850739348600357,-0.14329204394904,-0.0407712410203715,-0.0393515180563466,-0.0177511679239985,0.0353871814556556,0.0348507719202844,-0.0199019000265384,0.159494647712221,-0.0275542129771311,-0.0705277431604206,0.0713775599360742,-0.035699816883657,0.0019102868498981,-0.0206856496709291,0.0390684173116356,-0.0018149937602571,-0.0381159495025943,-0.0292097503201111,0.0106494658547494,0.0002625190838813,0.0909887954575467,-0.0095454655678502,-0.0957867407759881,0.0091820448917518,0.0337542324854361,0.0311211691613549,0.0754825721885355,-0.0624472802104203,0.0466906295832651,-0.0286106181733618,-0.0363973293691717,0.0128860749371006
stable,0.192911840152422,-0.0648726948904339,-0.153596120680997,0.145805439247549,0.0887417223883792,0.342264935173904,-0.148140461969443,-0.261914657306088,-0.012276670044998,-0.0848513896835241,-0.0985829615527342,-0.231823199853674,0.0707486299247341,0.147911878457425,-0.103968954356612,-0.133872338650441,-0.0512246725261586,-0.097545906421748,-0.195466818722322,-0.0144096864267701,-0.142318325874522,-0.0148422100656701,-0.27634075612819,0.170433403672813,0.005170549124981,0.131446427950775,-0.0974114834497134,0.202958159882006,0.0494221849277073,0.288538091331706,-0.188080447474773,-0.0204272341531141,-0.291495049626536,0.0821197919227768,-0.124784086300293,0.0274931422253553,-0.0930984943768675,-0.187898820272057,0.0747580144760869,-0.320255218854621,-0.156727665211361,0.210369620773173,-0.141210761903169,0.0044707662388415,0.170025820924704
stable,0.231336178538404,0.295524611935293,0.0561182879693532,0.167771530184972,-0.0090329510607438,0.176854670846913,-0.10634941062808,0.0848342308396382,-0.275399866023953,-0.156185544335803,0.0995673936218997,-0.0946388603955546,-0.200593175058556,-0.107492534977745,-0.231155645793798,0.492386313210993,0.0977287847984965,0.275892344797324,-0.0790300014371737,-0.147229322366869,-0.0676407074579434,0.150916920378955,-0.0492577226320879,0.139588517408427,-0.319719852219241,-0.271337718749198,-0.160015685095853,0.120177555377658,0.132642126782973,0.2215585165294,0.152843387757973,-0.120793849435861,-0.0799150078378223,-0.158160382076743,-0.233510062458934,0.0149027800912129,0.432624838070699,-0.484434525350461,-0.477701520790653,-0.0210692521377155,-0.0695793744415167,-0.215713835806567,-0.08433886268624,0.173715412955374,0.353721755326532
